"y","temp","rain","wind","wet","snow","cloud","dust","temp.sqr","sunny","semester","past_rent","X1_2","X2_3","X3_4","X4_5","X5_6","X6_7","X7_8","X8_9","X9_10","X10_11","X11_12","X12_13","X13_14","X14_15","X15_16","X16_17","X17_18","X18_19","X19_20","X20_21","X21_22","X22_23","X23_24","m20","m25","m30","m35","m45","m50","m55","m65","f15","f20","f35","f65","bus_passenger","sub_passenger"
1,-7.6,0,1.6,62,0,0,18,57.76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2963.8311,3609.3366,1869.7556,1202.8267,992.3831,737.4261,691.1996,375.6924,681.7817,4810.665,1186.0774,503.0444,10,0
1,-7.8,0,0.2,62,0,0,26,60.84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2985.2946,3653.7656,1840.6429,1214.3375,973.2223,718.68,684.494,367.8064,662.9077,4780.0438,1170.2376,509.4217,20,3
0,-8.4,0,1,65,0,0,21,70.56,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2942.6779,3622.1335,1832.2058,1233.0556,965.6204,731.0708,701.3836,369.2817,671.9975,4802.6307,1151.8419,502.1187,45,180
0,-8.1,0,0.9,64,0,0,21,65.61,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2918.6633,3635.2398,1837.5517,1238.4295,1009.3462,755.5768,734.0722,354.3397,692.653,4827.9855,1152.0449,529.8526,70,289
0,-8.1,0,0.8,68,0,0,23,65.61,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2830.8393,3566.4728,1838.2413,1210.0614,1008.6751,738.5087,738.6471,375.6384,656.6448,4736.2911,1146.6303,529.3403,86,447
0,-7.8,0,0.4,69,0,0,25,60.84,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2830.1402,3476.8791,1833.4178,1236.2807,998.6463,746.9361,717.7481,397.3078,672.7532,4614.8164,1167.4465,552.6264,205,801
0,-6.5,0,1.2,63,0,0,29,42.25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2795.9133,3385.1122,1815.7604,1244.8811,1007.2623,782.4475,766.2506,418.5412,651.2487,4415.689,1226.4017,551.4694,200,1079
2,-3.1,0,2.1,54,0,0,22,9.61,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2754.6182,3341.8107,1880.5845,1304.0008,1086.4267,817.8918,777.09,399.8872,671.7638,4359.0125,1228.0116,536.0616,198,919
0,-1.4,0,3.3,45,0,0,27,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2674.073,3432.716,1956.3199,1344.8771,1086.5208,829.1756,790.4476,372.725,721.635,4370.0606,1249.2481,535.8248,200,1064
0,-0.5,0,4.6,42,0,1,24,0.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2848.1282,3533.7825,2048.2962,1400.701,1152.6559,876.9653,825.0384,411.3527,921.9525,4569.3437,1299.7623,549.8746,279,1413
5,0.3,0,5.2,37,0,4,18,0.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3083.2507,3627.7152,2138.3181,1466.068,1166.9785,960.3501,821.3199,445.5306,1122.2692,4878.2188,1287.284,557.4964,350,1540
3,0.8,0,4.4,36,0,3,17,0.64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3238.5597,3821.3067,2150.1146,1470.2433,1132.606,972.5789,845.2284,437.8357,1311.1073,5056.4145,1371.2849,598.622,399,1690
3,1.2,0,4.1,34,0,1,20,1.44,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3479.2678,3859.5431,2203.8081,1438.5675,1137.3866,971.2367,821.1777,433.5877,1575.2325,5199.7983,1375.482,612.5621,455,1957
2,1,0,5.1,37,0,0,25,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3884.052,3983.9918,2217.2019,1491.0351,1116.1367,913.0713,826.7638,435.0458,1847.5015,5510.6738,1355.7213,612.2309,493,1900
0,0.6,0,3.6,36,0,0,30,0.36,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4257.5774,4227.466,2251.3957,1585.2914,1179.6154,881.6255,822.7489,422.6718,2047.5185,5897.867,1365.2747,604.5881,405,2095
1,-0.9,0,3.5,37,0,0,27,0.81,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4437.1448,4370.9917,2230.2771,1558.6404,1144.113,859.41,872.6204,412.7001,2177.2822,6025.9961,1357.475,606.6249,448,2115
6,-1.9,0,2.9,40,0,0,24,3.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4489.9327,4324.8536,2253.2654,1519.8983,1081.4873,841.837,855.283,396.5711,1986.2395,6215.0538,1340.3115,606.4522,424,1984
0,-2.4,0,3.8,45,0,0,24,5.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4136.2448,3998.6503,2210.4835,1509.894,1051.6109,840.0775,829.1578,416.9132,1650.8922,5888.4806,1346.5035,587.7066,440,3277
1,-3.2,0,2.7,47,0,6,25,10.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3173.779,3657.079,2053.7658,1422.9996,1085.1271,834.8518,768.4216,420.6618,959.9482,5018.5078,1281.3194,588.0397,622,3996
5,-3.9,0,3,49,0,0,27,15.21,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3002.7581,3608.7084,1997.6788,1387.3501,1026.5672,821.8971,765.3838,397.8934,770.9972,4973.447,1294.8416,567.1322,258,944
0,-4.6,0,2.4,51,0,0,21,21.16,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2803.6648,3580.087,1829.8462,1260.8659,952.3304,760.0134,699.4595,371.8649,688.46,4828.2214,1165.4613,513.4231,102,251
0,-5.3,0,1.9,53,0,0,25,28.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2834.1975,3514.5413,1842.6324,1279.2663,965.3017,753.4854,719.1305,379.2781,699.4825,4860.1752,1234.827,502.759,58,0
0,-5.9,0,1.9,55,0,0,22,34.81,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2802.7742,3543.2628,1810.0748,1239.4383,967.9108,745.8076,715.0001,372.9999,695.4612,4910.8258,1230.5286,518.8857,30,0
0,-6.2,0,1.7,58,0,0,19,38.44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2873.3679,3571.2855,1826.7048,1228.9517,952.7122,778.9954,720.0309,372.195,684.449,4902.3223,1224.8865,515.0461,13,0
0,-6.6,0,1.1,62,0,0,16,43.56,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2874.3917,3594.0987,1849.0279,1246.4301,940.4244,767.1213,720.4148,357.8813,699.1055,4917.8037,1266.6979,508.0848,17,0
1,-6.7,0,1,63,0,0,29,44.89,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2889.9043,3588.8876,1837.5777,1248.0668,933.6677,780.9785,720.9416,368.0486,710.5959,4880.811,1237.1614,496.4137,29,5
0,-7.1,0,1.2,64,0,0,27,50.41,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2872.1734,3598.4305,1826.277,1242.9795,953.0205,756.4341,780.9974,380.8652,683.3615,4891.5093,1210.0483,484.578,62,543
2,-7,0,1,64,0,0,22,49,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2867.3304,3512.3122,1804.4586,1275.977,967.8333,831.3651,772.3559,382.021,655.2588,4814.3606,1215.5581,534.6208,163,879
2,-6.8,0,1,64,0,4,24,46.24,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2813.8654,3385.8279,1767.4168,1382.5948,1128.3828,940.78,837.492,417.9958,660.9691,4752.0645,1265.8459,546.6777,398,2469
8,-6.4,0,1.1,65,0,7,28,40.96,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2597.0523,2987.5509,1721.6949,1334.6938,1236.6205,1039.5526,1003.3674,459.7765,703.9497,4443.9185,1263.9589,599.2221,702,4481
2,-5.5,0,1.5,63,0,4,41,30.25,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2619.0092,2819.7098,1726.2346,1374.0831,1183.0137,1110.6356,1045.1976,474.994,692.5499,4222.6753,1265.4092,624.0043,528,2614
1,-3.3,0,1,56,0,7,31,10.89,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2603.8496,2782.2816,1738.505,1393.5959,1281.296,1168.5994,1124.3113,539.0122,702.6168,4189.2674,1315.283,646.9684,325,1433
1,-1.3,0,1.2,45,0,8,47,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2709.2113,2833.9785,1680.7795,1389.8408,1271.8168,1085.529,1081.3676,476.4833,712.1464,4151.3528,1383.9301,595.4413,325,1418
1,0.2,0,2.1,38,0,8,37,0.04,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2793.8958,2852.7506,1665.9939,1460.1276,1258.0257,1132.7362,1025.0365,521.8177,884.951,4287.1586,1311.6542,622.5626,381,1506
3,1.9,0,2.6,34,0,8,22,3.61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3006.6988,2854.1904,1772.9483,1517.7768,1240.5149,1169.9587,1162.9192,570.9886,1048.2264,4322.8616,1349.1402,575.5034,411,1682
6,1.5,0,4,32,0,8,27,2.25,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3049.4425,2887.6514,1724.03,1475.7599,1288.2891,1177.399,1117.4094,601.8819,1257.9437,4586.6196,1383.4076,646.3752,414,1930
0,1.6,0,3.4,33,0,10,24,2.56,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3135.5293,2954.2947,1754.2545,1483.2051,1295.8188,1244.2772,1151.2796,601.2877,1419.5554,4725.5266,1359.1622,643.0777,488,2158
4,1.2,0,3,36,0,10,29,1.44,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3386.7122,2939.3476,1743.6303,1518.9139,1246.1044,1161.7435,1065.1034,581.3251,1550.4814,4768.5684,1269.8205,593.4586,505,2556
3,0.6,0,2.3,37,0,10,38,0.36,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3661.179,3164.4993,1829.2528,1582.0333,1199.9794,1071.2292,1048.8256,532.4897,1897.818,5210.5598,1277.5881,603.2982,644,3319
6,0.1,0,1.9,40,0,10,36,0.01,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3987.0079,3707.992,2060.9151,1743.6268,1260.9584,1104.0802,1028.0988,522.9706,2081.1973,5961.3402,1554.8129,633.1233,910,4043
3,-0.4,0,2.2,43,0,10,35,0.16,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4133.1376,3915.0506,2169.767,1689.1686,1200.8916,984.129,941.5321,514.9823,1918.7191,6117.3755,1410.2977,617.4832,725,2546
0,-0.8,0,2.2,48,0,10,35,0.64,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3986.1272,3840.6285,2116.5452,1634.6677,1156.7992,975.6211,912.5234,488.9641,1560.8137,5884.0749,1347.2468,627.009,691,3187
5,-1,0,1.4,52,0,10,41,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3128.5693,3626.9543,2057.1829,1460.1818,1067.6397,978.0985,880.1616,466.3632,932.2138,5069.6426,1313.2887,584.216,779,3626
2,-1.2,0,0.9,55,0,10,31,1.44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2989.3021,3599.7416,2002.4654,1439.5054,1061.4951,912.5872,819.3103,461.5856,751.155,4968.2687,1323.988,584.1041,361,1394
5,-1.4,0,0.3,58,0,10,30,1.96,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2915.0261,3495.2253,1849.0402,1263.9418,1012.5104,748.2167,739.6591,405.1131,680.1476,4872.0628,1182.4469,529.753,142,255
0,-2,0,0.2,58,0,7,27,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3008.452,3546.3832,1863.023,1273.3117,985.3569,766.5761,734.5801,419.1816,701.4634,4942.7876,1212.838,524.6933,61,1
1,-2.5,0,1.1,59,0,4,35,6.25,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2961.009,3514.6813,1871.1011,1263.0607,999.7144,758.0696,730.1485,406.0438,705.5065,4933.5657,1224.1104,530.2726,23,0
0,-3,0,0.7,62,0,4,31,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3004.8154,3549.919,1883.6332,1245.3849,994.652,760.7436,735.3864,405.0156,673.8914,5006.4507,1246.7865,521.9317,16,0
0,-3.1,0,0.4,63,0,0,24,9.61,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3012.8682,3538.9315,1886.5616,1295.5424,996.5186,752.6612,732.9273,402.3181,690.5945,5004.0858,1235.2859,525.6009,18,0
0,-3.4,0,0.3,63,0,0,32,11.56,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2997.7663,3549.155,1862.9008,1251.6525,1004.865,762.4047,716.6914,379.6529,656.8731,4975.1107,1264.2756,515.2106,31,7
0,-3.7,0,1.5,64,0,2,33,13.69,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2970.9923,3541.6915,1879.8693,1248.1516,1011.1887,725.6854,755.5542,392.6198,699.312,4949.3358,1247.0859,524.1036,82,559
2,-3.9,0,0.9,65,0,3,34,15.21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2920.8539,3480.5146,1863.2593,1302.8249,1038.5628,761.05,780.7447,408.0421,699.9918,4860.8517,1264.3045,563.4359,179,855
2,-4,0,1.7,67,0,4,34,16,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2835.6267,3333.0634,1900.1006,1357.7519,1185.2474,882.0193,893.5573,422.7179,665.0784,4705.6516,1297.4134,583.5895,379,2409
9,-4,0,1.9,70,0,8,36,16,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2687.3628,2893.456,1742.8074,1363.5685,1197.2478,977.8628,1027.8316,456.3812,673.1319,4435.1581,1379.6977,598.977,749,4427
7,-3,0,1.9,69,0,7,37,9,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2655.0701,2742.903,1685.6532,1445.2724,1224.56,1065.9684,1145.625,529.5841,714.2918,4194.4798,1369.5261,648.6605,508,2689
2,-1.2,0,0.8,66,0,7,42,1.44,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2668.8129,2639.0412,1695.992,1430.6144,1256.4899,1162.8297,1212.1304,546.32,730.1276,4157.7525,1431.3775,598.1541,357,1476
1,0.9,0,2.3,55,0,1,40,0.81,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2680.1078,2704.8231,1692.1912,1490.206,1273.1088,1122.1524,1135.0974,532.2587,828.479,4276.9853,1443.9974,616.934,355,1422
0,2.4,0,2.6,40,0,0,34,5.76,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2845.3317,2678.9014,1675.4829,1433.3329,1252.0825,1189.5812,1103.1467,463.388,965.1525,4360.8325,1445.9294,621.1124,342,1540
5,3.6,0,2.8,33,0,0,25,12.96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2847.5498,2741.7995,1756.9115,1532.742,1291.44,1201.6629,1190.5887,547.6979,1096.8694,4451.5919,1527.8589,647.8416,403,1777
5,4.5,0,3.3,32,0,0,26,20.25,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2947.5135,2732.701,1752.3246,1512.7812,1306.4556,1129.0388,1189.6165,551.533,1202.4041,4545.9229,1454.9578,678.1264,427,1892
2,5,0,2.4,29,0,0,30,25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3054.6458,2807.03,1767.6067,1513.4933,1259.7491,1173.001,1180.9272,542.2253,1521.3273,4702.9128,1437.4526,674.8977,514,2120
0,5.3,0,2.9,27,0,0,25,28.09,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3194.6137,2887.5135,1771.5759,1433.4083,1228.4251,1123.7252,1083.0056,510.2003,1724.8976,4806.4987,1383.1187,635.9777,588,2718
2,5,0,2.4,28,0,0,24,25,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3629.2681,3142.4299,1800.6834,1591.8793,1247.1228,1033.3792,1047.1533,510.7406,1714.2352,5164.1337,1416.1321,605.3587,649,3334
6,3.1,0,3.3,32,0,0,36,9.61,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4051.3821,3728.3932,2117.9764,1717.4102,1257.8111,1050.5288,1004.7806,506.2056,1873.7508,5721.8082,1533.2537,607.8832,870,3959
4,1.7,0,2.8,47,0,0,36,2.89,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4181.3863,3994.5659,2213.4368,1691.1433,1151.6562,994.1937,992.029,467.2181,1819.6351,5949.7775,1445.1475,594.1682,771,2663
5,0.4,0,2.4,58,0,0,41,0.16,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3828.4848,3874.2057,2168.9147,1588.805,1172.8192,975.092,947.7732,466.67,1553.8553,5635.4905,1399.584,578.2782,557,3300
5,0,0,1.9,61,0,2,36,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3225.9589,3660.6848,2002.3746,1422.797,1119.5247,911.2018,933.8395,464.8392,998.1053,5168.8011,1418.3931,554.7634,789,4004
2,-0.3,0,1.7,64,0,3,36,0.09,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2999.6613,3584.9534,1911.1975,1430.8824,1044.9214,845.5534,878.378,462.3959,853.4455,5010.7479,1370.5761,551.7675,394,1163
1,-1.2,0,0.8,67,0,4,34,1.44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2814.1666,3495.044,1870.4162,1315.4626,1012.8552,746.5773,727.3342,407.4867,671.8527,5015.9035,1209.2078,507.6629,168,297
0,-1.5,0,0.5,71,0,0,30,2.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2841.7452,3554.8406,1872.9661,1309.873,1008.2814,727.3588,743.0473,393.7862,717.5979,5042.0546,1191.6689,518.2066,57,0
0,-1.9,0,1.5,69,0,0,29,3.61,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2898.7489,3568.3676,1883.9508,1298.4237,1015.7945,709.9282,735.5178,400.3851,697.0279,5056.6201,1208.9693,530.5952,26,0
0,-2.7,0,1.6,68,0,0,34,7.29,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2899.6326,3586.5495,1870.5487,1310.8145,1026.5003,755.5276,714.1887,409.657,748.2323,5056.1399,1208.0213,532.6981,21,0
0,-2.8,0,2.1,70,0,2,39,7.84,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2930.4784,3599.5956,1860.0551,1287.2797,1004.3453,748.6504,732.1806,390.6067,724.9494,5031.5606,1231.3497,529.0139,12,0
0,-3.1,0,1.5,73,0,0,40,9.61,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2929.3836,3607.1854,1881.8196,1277.295,1013.4912,748.678,749.5584,397.6822,731.84,5048.3802,1226.6123,524.1034,31,7
1,-3.6,0,2.1,73,0,0,40,12.96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2928.4291,3588.4391,1880.1821,1274.7906,1002.5194,721.1061,755.0481,415.0919,705.5178,5039.7392,1216.5338,529.1645,85,528
1,-3.9,0,1.8,74,0,1,36,15.21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2871.5893,3507.8698,1820.711,1293.0757,1052.6524,772.7,770.4062,426.45,705.9556,4977.8648,1224.6165,554.2638,169,847
0,-4.1,0,2.1,76,0,5,38,16.81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2877.0376,3410.1137,1830.9522,1414.4744,1096.2584,938.815,907.0138,464.274,666.6803,4809.272,1301.5576,565.8167,383,2253
9,-4.3,0,2.1,76,0,1,42,18.49,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2667.9551,2974.7497,1741.6205,1392.9882,1208.862,1029.9193,938.4357,504.769,722.0552,4516.0961,1210.8503,582.6429,732,4448
7,-3.1,0,2.3,74,0,1,38,9.61,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2635.0767,2724.7886,1669.1465,1342.8003,1258.4574,1113.916,999.9474,526.6356,765.0771,4230.5874,1291.4075,592.6616,547,2725
3,0.1,0,1.7,61,0,7,39,0.01,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2674.1761,2781.4302,1622.2645,1372.0362,1293.4356,1144.7589,1129.5159,506.0487,766.0621,4154.2973,1387.4496,583.4857,358,1545
1,2,0,1.6,50,0,3,51,4,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2727.6224,2763.671,1674.6529,1393.0673,1243.3689,1067.2183,1046.6293,492.5024,848.8737,4298.1865,1376.2307,610.235,309,1460
1,4,0,1.5,41,0,7,45,16,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2838.06,2789.5437,1671.3546,1437.9006,1215.3409,1073.047,1036.8554,515.2316,1088.0368,4277.462,1366.2723,632.4334,365,1664
0,5.1,0,1.9,36,0,8,41,26.01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2906.8334,2843.2615,1673.7926,1417.399,1270.4046,1156.1791,1190.7726,589.7515,1276.49,4429.7645,1437.7581,622.7576,424,1727
3,7.2,0,2.1,29,0,8,37,51.84,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3056.18,2853.664,1698.0511,1415.4679,1219.5767,1157.6631,1075.4835,543.7565,1416.8981,4586.6342,1434.8906,616.1133,486,1831
1,6.8,0,1.8,28,0,9,54,46.24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3187.3515,2885.7709,1742.7962,1556.7368,1240.6169,1135.8884,1111.5693,544.0141,1460.8245,4643.0538,1544.7204,653.271,530,2132
5,6.1,0,2.9,30,0,7,41,37.21,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3333.3123,2951.5592,1783.8107,1578.6773,1230.9046,1140.2387,1051.0244,528.3491,1658.9239,4815.1267,1355.2223,577.8499,547,2652
5,5.8,0,1.9,31,0,6,46,33.64,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3656.8217,3128.1276,1879.9615,1620.7337,1205.7698,1167.5674,1028.4399,481.6801,1869.7881,4978.7585,1391.7941,602.2698,752,3378
6,4.5,0,1.7,36,0,7,45,20.25,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4050.3997,3747.2946,2228.4637,1812.1025,1255.8278,1054.7927,1043.7982,511.9781,1989.0428,5589.976,1595.8465,641.2504,881,3874
7,3.4,0,1.3,38,0,8,53,11.56,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4076.8781,3925.3667,2196.386,1822.2457,1245.3651,917.1067,953.5144,499.551,1888.3039,5744.8028,1539.263,627.8062,741,2553
3,2.7,0,1.9,45,0,9,55,7.29,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3801.575,3826.7823,2087.9552,1703.4999,1143.0688,914.6897,932.6595,495.3598,1612.2475,5628.5186,1447.0557,625.9051,592,3326
2,2.3,0,3.4,43,0,9,68,5.29,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3288.6836,3740.9074,1987.7955,1557.5056,1110.5305,902.3927,863.6856,464.5732,903.7846,5083.4558,1383.9795,615.066,776,4038
0,1.6,0,0.8,49,0,9,49,2.56,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3080.5063,3674.5969,1935.2534,1480.0581,1059.2028,796.8728,852.4431,451.6044,773.0993,4939.5292,1322.1356,571.6992,400,1251
2,0.9,0,1.9,50,0,9,47,0.81,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2876.1505,3624.397,1812.6708,1326.0708,997.624,720.0072,753.0843,426.9125,750.1843,4976.8367,1205.8622,518.3098,185,312
