"y","m5","temp","bus_passenger","past_rent","sub_passenger","f15","wet","f45","m20","m45","f20","f0","m65","f35","m0","f40","f60","m70","f50","m50","m60","f65","m35","m30","m40","f55","dust","m25","f70","rain","f30","m55","f25","wind","sunny","cloud","most_use","semester","X12_13","X20_21","X22_23","X1_2","X9_10","temp.sqr","X21_22","X17_18"
1,993.6608,11,56,2,30,1369.4493,67,772.373,4250.9188,966.7111,6163.0257,370.4512,416.3251,1309.0816,454.9031,873.7972,593.497,840.139,742.4538,827.3405,528.9462,552.7998,1371.7429,1885.6432,918.3029,694.3919,20.5,3931.1788,1187.2054,0,1929.4826,764.7148,3881.3718,2.2,1,9,24722.4454,1,0,0,0,0,0,121,0,0
1,876.798,10.9,146,0,897,1187.7183,68,748.8159,3974.9972,961.4748,5981.5755,359.0243,421.979,1311.0063,453.9497,877.2612,591.6575,828.944,726.7573,830.8518,523.2841,524.9789,1360.4453,1864.3576,892.8774,702.244,21,3813.0443,1178.4294,0,1906.1226,723.9845,3858.9597,2.5,1,9,24070.5085,1,0,0,0,0,0,118.81,0,0
0,837.1306,10.9,184,0,737,1226.9989,70,753.8909,3791.9347,976.8482,5788.8193,381.4069,430.5792,1298.7024,492.3727,863.7409,613.2028,878.2493,713.1993,809.9167,505.7077,530.984,1324.1359,1897.3079,904.486,691.4874,18.5,3729.7195,1158.4148,0,1911.3862,746.1984,3760.5866,1.3,1,9,23502.5925,1,0,0,0,0,0,118.81,0,0
0,853.1058,11.4,183,0,946,1179.3909,67,765.087,3697.1456,997.0121,5598.748,392.0629,428.4983,1267.9097,470.2935,857.7736,628.0656,808.9223,744.18,799.1589,542.328,556.517,1331.9117,1865.9499,924.7941,700.0385,4,3699.0308,1236.6162,0,1854.6536,741.1882,3687.0159,2.2,1,9,23002.3652,1,0,0,0,0,0,129.96,0,0
2,861.7584,12.2,364,2,1582,1152.7208,65,793.5166,3611.7099,999.3784,5327.6712,410.5983,465.2911,1233.3189,454.9095,864.2235,606.556,790.9365,773.7681,845.8796,544.9171,568.067,1348.0725,1842.9105,904.7734,735.3761,7,3523.0587,1248.7918,0,1816.7237,819.6499,3581.3371,1.4,1,9,22284.8025,1,0,0,0,0,0,148.84,0,0
1,827.6506,13.3,377,0,1863,1096.081,64,828.8043,3500.6013,1087.7961,5131.8864,496.0251,477.7775,1338.6485,476.3898,985.8042,655.8017,817.6233,802.9868,871.4429,584.835,574.6276,1484.0351,1896.026,984.7842,754.3494,7,3462.0316,1245.7994,0,1831.5696,822.7238,3442.8693,1.4,1,9,22087.6678,1,0,0,0,0,1,176.89,0,0
0,793.5864,14.9,372,2,1801,1236.4544,58,915.5861,3416.6188,1123.9724,5094.8963,563.2471,450.283,1343.6288,489.183,1018.0034,713.1411,789.6023,868.62,888.7932,627.31,559.3686,1587.8392,1865.0917,1075.1715,820.5535,18,3431.8278,1262.3746,0,1837.8022,880.4764,3602.753,1.3,1,9,22180.4578,1,0,0,0,0,0,222.01,0,0
4,965.0895,16.3,349,1,2041,1340.2154,57,957.1851,3466.5883,1104.8286,5055.557,721.9604,510.8107,1592.1035,561.8998,1172.8896,669.9248,811.9269,856.2553,905.005,596.5241,562.91,1721.9983,1858.9815,1067.1133,924.176,25,3451.3846,1214.7687,0,2001.6511,884.8779,3679.6342,2.4,1,8,22827.8985,1,0,0,0,0,0,265.69,0,0
1,1091.7583,16.6,494,1,2463,1639.7705,55,1081.6023,3585.211,1171.4586,5258.9518,952.8323,507.2869,1654.9212,663.1157,1186.5747,687.102,859.4073,945.547,995.2973,635.3623,590.401,1767.1649,1968.5107,1090.5927,953.4827,40,3602.6432,1279.995,0,2014.2893,900.622,3797.33,3.7,1,8,23649.0221,1,1,0,0,0,0,275.56,0,0
2,1170.4305,16.8,535,4,2855,1898.422,55,1069.7348,3828.1617,1149.4847,5440.0435,1137.0784,483.444,1627.3775,849.9675,1288.37,735.6861,857.1953,985.8321,1005.5871,617.0089,626.6402,1796.6904,2111.23,1176.7319,981.8327,33,3710.4532,1252.2857,0,2068.5378,943.2734,3909.175,3,1,8,24491.6691,1,0,0,0,0,0,282.24,0,0
1,1367.8441,16.9,619,0,3067,2083.2092,53,997.3479,3940.3453,1266.0279,5634.8255,1235.9952,521.4176,1518.4453,836.8323,1258.1493,765.4387,810.6355,929.3571,982.2609,565.4145,669.0229,1739.3014,2138.8446,1184.9713,1014.6785,26,3726.6314,1291.5657,0,2077.9345,939.9322,4031.38,4.5,1,9,24807.708,1,0,0,0,0,0,285.61,0,0
3,1522.9914,15.8,632,3,3450,2374.1759,62,1078.5582,4186.7446,1255.1867,5885.8002,1358.3649,530.3694,1614.9336,847.6436,1168.0676,772.1192,891.5317,936.3472,1008.6089,597.3921,645.4127,1755.3874,2096.7771,1120.5109,948.8219,40,3815.1265,1277.4404,0,2074.3243,917.3091,4236.5474,5.5,1,9,25665.6411,1,0,0,0,0,0,249.64,0,0
3,1617.2481,14.8,683,0,3856,2689.2465,64,1116.9133,4372.2488,1272.0978,6356.3099,1181.8497,496.2503,1462.724,886.841,1161.2123,777.159,885.3244,993.0353,1022.5757,611.6518,678.2435,1662.2964,2284.6212,1143.7408,921.3338,15,3970.7671,1402.6064,0,2142.9291,949.3426,4397.302,4,1,10,26649.1985,1,0,0,0,0,0,219.04,0,0
1,1965.091,14.8,707,3,4085,3070.3157,64,1155.4307,5117.2103,1403.5872,7064.0687,930.0111,494.5168,1490.5218,872.1283,1179.6558,780.2403,925.8614,968.1501,1059.3876,611.6555,644.1673,1714.3814,2264.5638,1186.8229,968,14,4433.7278,1399.3177,0,2201.4459,893.0747,4829.9924,3.4,1,9,29115.9121,1,0,0,0,0,0,219.04,0,1
3,2524.3334,13.6,580,3,3821,3558.606,68,1066.6344,5982.635,1315.7223,7973.0209,834.8288,535.1824,1467.3293,767.1866,1129.5248,753.6056,958.9804,947.6013,1051.4905,649.2135,675.8391,1756.1283,2529.3298,1240.4441,981.8616,13,4917.7801,1361.3475,0,2321.3657,940.4382,5202.9434,5.5,1,9,32150.5325,1,0,0,0,0,0,184.96,0,0
3,2651.6379,12.6,613,3,3789,3580.6245,72,1023.3544,6459.3973,1272.9778,8723.8588,768.4691,536.6277,1471.2285,772.7519,980.6761,717.4385,936.9957,1008.3696,1022.0992,664.1539,669.6261,1806.839,2660.9285,1216.6341,895.2063,29,5388.7752,1293.364,0,2348.3134,969.2709,5453.6832,3,1,9,34313.0239,1,0,0,0,0,0,158.76,0,0
5,2634.4416,12,578,3,4302,3334.4101,79,996.2308,6645.886,1234.9092,9046.1359,575.776,518.6006,1495.5637,739.9651,996.7638,708.7093,865.3837,1001.062,1015.7724,611.9767,659.9655,1807.46,2616.5858,1235.4277,888.3069,32,5551.7535,1268.0953,0,2269.6063,911.2953,5525.1642,2.6,1,8,34958.1554,1,0,1,0,0,0,144,0,0
5,2339.7668,11.7,586,2,4595,3016.845,83,964.7512,6503.0066,1189.5707,8908.0457,586.8886,511.6372,1449.6706,673.8081,939.166,660.9837,897.2653,943.7794,1007.1648,628.8045,633.549,1759.0235,2570.731,1150.0927,828.3374,41,5583.7988,1244.7762,0,2277.0142,855.7888,5493.5672,2.4,1,8,34544.8576,1,0,0,0,0,0,136.89,1,0
3,1988.1446,11.4,631,2,4880,2339.4374,86,925.1266,6115.3587,1174.7364,8109.5281,466.9216,499.7762,1398.7992,682.5437,880.4588,669.8994,846.0538,914.5404,928.91,583.5217,638.4463,1668.2085,2332.3956,1143.5257,856.0134,30,5454.9395,1219.2561,0,2164.6174,863.3058,5130.4757,3.3,1,7,32374.3227,1,0,0,1,0,0,129.96,0,0
0,1628.6059,11.3,490,0,2976,2065.2983,86,788.5633,5581.2154,1014.1896,7399.218,402.9062,441.622,1277.4381,475.3943,799.7511,598.7983,826.2755,828.7402,808.4193,533.5726,571.5539,1605.0934,2172.7463,1081.5835,747.8404,44,5222.0343,1155.9137,0,2138.3339,802.5736,4730.1712,3.1,1,6,30126.2506,1,0,0,0,0,0,127.69,0,0
2,1535.427,10.9,211,2,0,1771.2431,74,739.3415,5316.0839,1002.7332,6992.895,398.3647,452.306,1271.3107,514.5754,758.8946,581.3795,829.7752,830.4623,838.9563,528.6688,559.4454,1512.2665,2197.5388,1022.4448,754.0477,34,4913.968,1168.5451,0,2080.6393,765.9764,4497.5207,3,1,3,28782.2229,1,0,0,0,0,0,118.81,0,0
5,1373.3829,10.3,51,6,0,1630.7313,67,742.2128,5121.9525,994.8658,6786.4938,388.12,466.4344,1296.905,514.5494,750.9559,579.7328,843.8482,816.2871,866.6744,549.1378,571.3785,1489.4536,2112.4384,970.8549,744.8842,28,4710.9333,1154.1962,0,2046.8492,763.4858,4333.4751,2.1,1,0,27898.5009,1,0,0,0,1,0,106.09,0,0
0,1246.1551,9.8,35,6,0,1552.6462,67,719.7128,4813.4477,993.7686,6481.3658,376.3651,462.0452,1263.1843,517.8453,744.86,584.0165,830.319,827.8843,850.7853,510.227,579.6539,1434.9716,2038.6297,949.8181,756.1101,33,4504.3549,1145.4225,0,1999.4274,769.6091,4180.1189,2,1,0,26715.5003,1,0,0,0,0,0,96.04,0,0
1,1211.054,9.5,26,2,0,1399.8204,68,712.485,4530.5847,990.3991,6265.2932,383.2912,461.8652,1246.4158,501.5845,724.6307,570.6121,823.4193,809.386,858.4132,525.554,568.053,1426.8102,1990.3206,923.3227,742.3261,26,4289.212,1135.8346,0,1976.3315,757.4963,4014.0996,2,1,0,25739.0676,1,0,0,0,0,0,90.25,0,0
1,1223.4082,8.6,86,0,27,1331.219,73,728.2011,4259.5701,982.7635,6080.6781,382.7657,477.807,1259.4815,461.3972,720.0808,557.8947,840.9865,801.0781,838.2794,515.4694,554.4707,1430.2181,1938.8919,910.8095,743.1475,24,4028.5726,1124.506,0,1955.7718,768.5689,3973.1558,1,0,1,24926.3399,1,0,0,0,0,0,73.96,0,0
0,923.8479,8.1,219,0,825,1205.0423,75,711.1541,3885.3586,955.1797,5862.6112,369.6437,444.5246,1211.0139,509.6885,765.6937,547.5727,865.9942,785.7025,826.8825,519.5687,546.8573,1404.3574,1878.5821,888.7002,747.2785,17,3847.3862,1135.9378,0,1914.5127,776.8262,3893.9922,0.9,0,0,23897.8143,1,0,0,0,0,0,65.61,0,0
0,828.8776,7.9,149,1,634,1125.1093,78,688.4059,3710.9743,934.4646,5664.7611,365.0118,408.0904,1238.0363,470.3248,779.0049,561.4231,855.8929,804.8094,816.8053,514.5507,562.5532,1336.3954,1827.6066,866.347,758.8793,19,3705.7302,1139.1069,0,1878.6606,779.0412,3836.0655,0.8,0,0,23198.23,1,0,0,0,0,0,62.41,0,0
0,814.3912,8.5,111,1,694,1127.8662,80,705.0194,3622.3662,951.1351,5582.0189,400.1276,406.7568,1235.7224,470.3863,744.7907,590.3556,847.1666,811.5777,828.62,513.8568,573.3546,1356.7107,1790.9006,861.0205,749.0168,23,3580.3894,1186.2179,0,1848.1974,787.873,3770.3044,0.8,0,0,22786.61,1,0,0,0,0,0,72.25,0,0
0,847.3096,11,192,0,1065,1076.7624,66,721.0694,3570.984,962.5377,5395.738,416.9755,423.1586,1261.2722,486.1676,810.0324,580.8485,791.296,819.5795,830.7165,496.0951,538.079,1335.6584,1758.5765,846.4793,748.0382,22,3496.7199,1169.47,0,1895.7018,820.0376,3690.2242,1.7,1,0,22404.875,1,0,0,0,0,0,121,0,0
0,830.5791,13.2,241,0,1364,1118.0758,58,792.001,3503.9934,990.5756,5193.4364,396.6238,433.1315,1235.6838,459.8455,846.5634,621.5072,751.1524,812.9567,808.0741,502.4938,542.0958,1432.1089,1784.4527,868.1627,790.2389,33,3378.7412,1163.8792,0,1825.9013,827.2878,3565.5774,1.9,1,0,21919.8951,1,0,0,0,0,1,174.24,0,0
1,861.737,15.3,258,0,1370,1126.682,49,812.6259,3450.8748,1060.476,5110.5412,413.8405,459.8078,1331.3444,492.4926,882.4022,608.8244,812.545,873.8481,853.7413,537.1398,580.9106,1479.981,1869.858,935.737,847.8463,64,3385.9971,1173.0225,0,1819.163,863.8481,3537.7415,2.3,1,0,21985.501,1,0,0,0,0,0,234.09,0,0
2,917.2382,17.2,289,0,1572,1318.0341,29,827.8396,3501.8763,1050.1213,5101.4695,532.0553,461.4253,1422.6242,581.3176,936.7985,655.5392,781.8838,851.1854,850.8578,550.8835,585.7725,1574.5156,1878.1795,952.0396,854.8725,76,3362.2015,1209.8625,0,1898.7933,909.3706,3581.0178,4,1,0,22320.6777,1,0,0,0,0,0,295.84,0,0
1,1002.0323,17.6,383,1,1807,1677.2339,29,940.3608,3645.2729,1037.0182,5178.0164,801.0898,501.9526,1486.6627,610.2297,1014.5359,669.6628,777.2186,924.7183,904.7013,552.6392,626.1487,1628.7911,1945.3157,1052.6042,935.6689,109,3444.1629,1126.0677,0,1955.6569,954.2989,3731.3901,6.1,1,0,23015.2687,1,1,0,0,0,0,309.76,0,0
1,1168.8588,18.6,458,2,2223,1843.965,24,929.5538,3861.0353,1172.9479,5369.788,940.4859,430.8608,1525.4889,667.743,1086.8923,659.738,738.043,939.4434,875.1254,525.1773,566.4714,1669.5014,1993.4863,1005.1583,855.8887,99,3483.3543,1147.6213,0,1954.5156,886.9521,3731.3495,4.1,1,0,23588.5193,1,0,0,0,0,0,345.96,0,0
5,1378.6805,18.5,439,1,2376,2163.7663,23,960.1961,3883.3207,1145.0015,5480.2226,1078.7907,424.8075,1563.4813,825.5075,1001.0442,682.1594,805.8306,918.6045,936.9185,503.0982,567.4217,1515.2174,2048.213,1017.3874,879.3798,74,3582.2526,1176.8692,0,1939.4798,805.9794,3751.2237,6.6,1,0,23763.4111,1,0,0,0,0,0,342.25,0,0
1,1572.9113,18.8,488,6,2842,2378.6754,25,909.5723,4014.4165,1150.3416,5688.5054,1193.4028,445.4494,1564.1949,908.8411,917.3442,677.797,833.2805,884.6516,901.3672,519.9224,607.4255,1604.2486,2036.6511,1085.6442,898.9307,77,3708.1816,1130.6465,0,1960.5168,884.3163,3884.7838,6.4,1,1,24461.4987,1,0,0,0,0,0,353.44,0,0
2,1794.3899,18.9,584,1,2952,2690.774,29,941.8459,4188.0978,1137.1441,6008.5644,1027.0639,478.3047,1601.0147,944.8944,926.9055,650.8983,891.6076,893.5151,840.8994,555.887,628.2825,1613.4026,2164.7557,1018.8805,866.7947,66,3814.3942,1150.0712,0,2043.4976,885.9453,4093.6807,4.3,1,5,25527.4077,1,0,0,0,0,0,357.21,0,0
3,2048.7996,16.9,540,2,3056,2968.2358,36,890.8778,4637.3798,1186.4614,6922.8953,899.6289,468.2497,1493.865,786.4122,993.0163,642.0566,891.5662,900.6104,915.2756,565.9086,641.5287,1598.0937,2220.0133,1003.2643,893.876,53,4152.47,1184.813,0,2073.1164,885.4986,4335.7564,4.1,1,8,27433.5899,1,0,0,0,0,0,285.61,0,1
3,2401.9211,15.9,548,2,3166,3104.6284,37,992.1896,5085.8881,1105.6432,7384.4419,768.4451,494.6683,1418.9037,679.2107,886.6708,692.3427,890.6203,910.7544,991.6633,584.887,614.4421,1638.3247,2253.9296,1047.7549,870.4185,44,4382.9222,1176.0373,0,2084.3966,946.8007,4659.8753,3.5,1,8,28908.6821,1,0,0,0,0,0,252.81,0,0
1,2447.2903,14.6,497,3,3204,3044.4106,50,926.9665,5403.2029,1102.5171,7698.736,584.6627,452.2574,1463.7255,757.3246,893.5836,664.1824,859.6183,925.7277,914.4139,537.7345,611.5332,1644.1231,2260.4688,1005.5367,885.6969,38,4478.9914,1129.3891,0,2060.5961,906.6946,4704.5244,3.9,1,9,29714.3682,1,0,0,0,0,0,213.16,0,0
3,2354.206,13.9,543,1,3832,2857.211,58,909.8326,5500.5765,1116.5214,7825.1561,439.3275,461.6316,1466.2916,613.7881,916.6265,651.4492,870.499,958.6477,917.8293,572.9487,607.0867,1537.0918,2218.4555,955.5177,859.2113,44,4583.9813,1143.063,0,2063.359,918.7275,4608.6472,3.8,1,9,29803.559,1,0,1,0,0,0,193.21,0,0
2,2047.7798,13.1,559,3,3625,2373.6465,66,831.3483,5326.6944,1154.223,7705.298,413.8458,442.1107,1452.6887,519.5294,912.114,654.8105,886.9461,929.8556,896.1032,545.8934,624.7103,1544.4041,2134.2165,960.5316,791.1279,51,4480.8484,1141.4794,0,2135.1001,901.7979,4534.7783,3.2,1,1,29314.0285,1,0,0,0,0,0,171.61,1,0
3,1648.8704,12.5,484,3,3302,1920.0871,70,818.7602,5062.6044,1085.9838,7141.7154,380.2512,429.6666,1426.4218,553.5446,844.6136,660.7278,857.4311,918.5056,881.3422,548.2042,637.2206,1513.8321,2056.7393,974.0942,790.7581,46,4347.6868,1138.2403,0,2075.3259,902.7989,4250.4979,2.6,1,0,27874.8236,1,0,0,1,0,0,156.25,0,0
4,1152.9037,12,338,1,1721,1586.436,75,714.829,4611.078,994.1648,6542.4674,359.4725,415.7756,1347.7823,449.5119,742.33,636.9448,853.919,798.2624,774.9572,536.2756,558.7605,1446.1279,1958.7662,934.2236,685.9883,50,4081.0031,1129.9145,0,2023.8359,795.2326,4178.2798,2.7,1,0,26189.3406,1,0,0,0,0,0,144,0,0
4,1077.0339,11.5,257,0,5,1425.3891,77,691.8753,4502.1184,950.3919,6476.0431,381.5996,401.5819,1318.9996,449.4071,724.3663,610.8923,839.3523,785.9653,799.8434,529.9072,550.8136,1435.9047,1861.0526,890.7899,647.7966,47,4034.288,1111.4279,0,1988.1189,793.7704,4017.4107,1.9,1,0,25633.936,1,0,0,0,0,0,132.25,0,0
0,996.419,10.8,59,3,0,1421.4466,79,687.1959,4386.9506,951.5142,6356.0264,370.2617,421.7835,1324.1952,469.0075,749.1446,608.7702,810.5044,788.8826,766.3747,547.1976,577.6279,1395.629,1875.4688,859.8458,635.4459,40,3940.9145,1109.28,0,1963.3241,772.9,4028.4958,1.3,1,0,25271.0044,1,0,0,0,1,0,116.64,0,0
1,947.016,10.4,47,4,0,1382.9009,81,696.9076,4184.8537,937.0289,6226.3786,374.9655,418.4664,1365.3827,431.2191,753.7378,604.883,821.0184,783.4284,772.9907,526.577,562.5179,1400.0887,1863.2088,852.7975,640.3132,47,3898.6492,1090.7319,0,1973.8622,789.4109,4023.5577,0.8,0,0,24935.9816,1,0,0,0,0,0,108.16,0,0
0,911.6352,9.9,30,0,0,1333.9752,84,677.1534,4090.2351,978.3367,6220.4613,350.9472,411.9286,1324.6253,426.5616,737.5934,607.0361,831.5378,799.6587,784.74,536.2618,566.1275,1387.7342,1843.8195,837.8581,632.4161,46,3832.3175,1079.14,0,1942.9834,756.0352,3960.7251,0.7,0,0,24602.9014,1,0,0,0,0,0,98.01,0,0
0,890.0263,9.7,46,0,17,1306.8664,88,682.2633,4031.3887,1022.9008,6147.2146,368.2779,418.1731,1338.5183,438.498,752.6783,608.7525,841.495,776.9252,754.6463,531.7131,555.3331,1396.7388,1792.4195,826.852,648.0015,44,3776.339,1093.7087,0,1932.6338,781.032,3942.2921,0.5,0,0,24357.5448,1,0,0,0,0,0,94.09,0,0
0,827.773,9.3,118,0,767,1200.3302,91,694.3401,3886.9316,990.184,6091.8289,371.7416,386.3561,1334.1112,443.0253,719.6925,612.7693,847.5867,789.934,785.6692,538.8544,578.4269,1335.429,1791.564,806.5115,644.9371,40,3699.6389,1130.247,0,1950.3273,798.6304,3943.5555,1,0,0,24033.3864,1,0,0,0,0,0,86.49,0,0
0,790.132,9.3,210,1,1099,1201.9362,92,778.7355,3786.5362,1049.9603,5956.1474,375.0706,416.2233,1316.4282,445.5373,769.696,630.0513,817.7661,824.5309,827.9462,589.0934,603.0732,1379.54,1797.4955,866.0343,706.5256,34,3594.2284,1181.8883,0,1935.0266,789.5531,3914.9921,1,0,7,23680.3944,1,0,0,0,0,0,86.49,0,0
1,962.046,10.3,514,1,2793,1330.1593,93,883.8964,3666.2215,1216.107,5744.2976,428.3715,457.2336,1304.4589,553.553,806.7354,664.5108,877.9169,889.4996,983.0109,606.1448,619.8009,1376.5068,1799.5198,1010.2275,767.9015,34,3485.6843,1192.5549,0,1916.533,878.557,3753.5341,1.7,1,8,23046.756,1,0,0,0,0,0,106.09,0,0
4,1136.289,11.3,754,3,4824,1343.4176,87,1107.0729,3709.104,1184.3503,5567.7882,399.6078,466.8901,1330.0004,517.0575,972.704,666.4488,901.3689,908.4161,1020.6414,647.3105,600.9671,1444.6603,1613.6063,1069.9017,872.2454,49,3088.5174,1309.1159,0,1763.2027,891.2591,3435.5296,1.3,1,7,21952.4089,1,0,0,0,0,0,127.69,0,0
7,1239.7868,13.3,539,3,2918,1471.2491,77,1069.1569,3764.6343,1272.0659,5231.3704,401.2019,514.6219,1346.2425,593.764,1100.8356,726.92,891.7415,974.0919,1163.2071,683.35,651.3083,1518.3396,1605.7853,1045.2626,1034.9027,58,2891.7958,1389.966,0,1722.6966,990.6064,3107.6323,2.1,1,1,21188.4968,1,0,0,0,0,1,176.89,0,0
1,1236.2666,15.1,339,6,1695,1510.5415,60,1150.6976,3916.8909,1243.1875,5298.0666,390.8111,526.4176,1433.2014,631.1065,1190.8395,759.4785,931.1999,1012.2323,1069.4016,683.3001,650.3884,1478.4704,1544.6902,1149.7019,1011.8647,69,2853.7894,1327.5032,0,1711.1752,1086.2495,3036.0896,2.2,1,0,21272.3737,1,0,0,0,0,0,228.01,0,0
3,1422.6175,16.5,362,3,1672,1575.0251,41,1165.2965,4168.4796,1287.482,5488.4233,407.7092,511.0175,1522.8865,532.6251,1169.9979,800.5618,895.2128,1034.4204,1084.2967,738.433,641.0694,1517.5222,1681.0645,1115.376,1060.2437,69,2918.3113,1269.8916,0,1730.8059,1152.8499,3063.4423,3.8,1,2,22090.9356,1,0,0,0,0,0,272.25,0,0
4,1513.9758,17.4,446,3,1899,1785.3844,32,1176.3922,4344.0047,1245.2204,5636.7986,413.5777,482.1467,1494.6942,552.4501,1175.1054,778.5643,922.3986,1116.6268,1088.6839,708.1324,623.9708,1497.6569,1654.9987,1103.1283,1046.054,74,3000.9442,1254.9841,0,1731.6904,1038.4751,3142.6346,4.1,1,3,22503.4223,1,1,0,0,0,0,302.76,0,0
0,1549.7436,18.2,415,2,2130,1771.9721,34,1148.2372,4393.0031,1308.2803,5743.4737,380.5757,563.8258,1499.2704,539.5202,1201.0431,754.5507,1007.1122,1061.8085,1149.6714,750.2306,678.3604,1550.6151,1686.7206,1166.8691,1125.1131,53,2968.6323,1239.1995,0,1712.8568,1111.0858,3175.1058,3.4,1,2,22729.6778,1,0,0,0,0,0,331.24,0,0
5,1518.4497,18.2,522,2,2155,1872.7106,32,1271.0191,4373.8525,1365.2382,5942.4298,382.388,553.2266,1494.9176,310.9883,1198.5302,756.2511,994.8904,1106.6549,1182.0859,721.0126,653.6625,1617.5608,1673.9839,1176.4794,1148.8655,48,2992.5504,1282.0891,0,1682.2054,1113.0604,3183.7519,4.2,1,3,22961.2523,1,0,0,0,0,0,331.24,0,0
7,1540.0059,19,560,1,2514,1819.5642,29,1295.133,4275.1857,1418.0951,6003.0225,435.5788,524.3218,1483.3759,412.7406,1125.8874,787.8871,1030.0309,1094.9077,1184.1673,749.4005,656.611,1614.0855,1733.8276,1218.9921,1139.3648,35,3083.5316,1304.5935,0,1640.8308,1098.5088,3127.0028,3.9,1,4,22960.8624,1,0,0,0,0,0,361,0,0
2,1585.7579,18.5,601,9,2973,2031.1906,28,1171.6996,4387.6314,1368.6989,5897.5416,522.4999,449.6648,1450.3108,487.455,1141.5423,798.3971,1012.6841,1151.3225,1133.1346,698.366,646.0973,1544.1024,1751.6004,1245.9588,1091.8203,37,3096.7269,1252.6198,0,1664.9674,1112.2121,3207.5947,2.7,1,2,23000.4756,1,0,0,0,0,0,342.25,0,0
4,1715.1999,18.6,696,6,3906,2251.2032,32,1161.3129,4519.6513,1381.5435,6215.4973,539.1082,443.7651,1463.8449,514.27,1105.6204,780.8631,948.8061,1093.8389,1116.6142,676.342,598.7398,1630.8682,1792.0253,1256.1876,1020.9162,40,3187.2877,1240.3667,0,1749.2196,1010.452,3359.7761,3.1,1,2,23918.1704,1,0,0,0,0,0,345.96,0,1
5,1947.4964,17.7,970,3,4531,2615.7823,36,1164.5682,5061.7007,1483.7021,7122.936,500.7105,515.7744,1602.2608,533.6698,1156.4761,778.8189,938.7683,1107.8609,1112.694,707.0299,640.9305,1857.5259,2068.2084,1389.0691,993.5575,40,3776.1183,1275.3994,0,2142.2711,1097.6325,4084.4604,3.5,1,1,27715.4816,1,0,0,0,0,0,313.29,0,0
11,2086.6809,16.3,813,6,3261,2744.2913,38,1096.2533,5399.1512,1381.2923,7559.1475,495.2814,521.9324,1604.1467,512.0767,1054.2736,765.0756,932.8845,1067.8719,1085.1374,641.8896,636.723,1790.0124,2123.3948,1366.8623,1028.996,34,4033.1499,1310.2765,0,2204.7672,983.3394,4401.4492,2.9,1,0,29115.2189,1,0,0,0,0,0,265.69,0,0
5,2156.2149,14.9,628,3,3025,2745.5023,43,999.6846,5393.6112,1296.9247,7662.3439,484.0533,495.3357,1575.9956,555.6529,983.1238,757.6545,960.7631,978.0641,1049.782,649.9475,613.0062,1781.8462,2105.6115,1246.6617,950.4522,32,4163.9967,1250.4001,0,2168.7925,929.2455,4382.6805,2.1,1,0,29234.8781,1,0,1,0,0,0,222.01,0,0
6,2048.7418,14.4,624,2,3064,2529.7316,47,921.6936,5381.5152,1258.5379,7218.2539,437.5724,453.1273,1509.2918,490.6126,960.3867,743.4267,942.4469,888.6242,1015.6391,635.1287,610.8799,1693.7752,2137.7879,1202.6896,897.0016,37,4231.5299,1233.9556,0,2082.6286,908.981,4409.0849,3.2,1,0,28663.8674,1,0,0,0,0,0,207.36,1,0
5,1605.569,13.9,620,9,3150,2064.8216,56,836.7435,5079.6948,1250.7132,7008.1191,453.8429,457.4931,1471.5101,460.9606,894.0877,698.6543,876.2005,839.1093,944.7811,650.106,593.5101,1620.6973,2031.4185,1065.746,838.1707,41,4146.0732,1257.9025,0,2024.4802,870.6454,4212.2181,2.9,1,0,27594.2113,1,0,0,1,0,0,193.21,0,0
2,1187.4429,13.4,449,1,1429,1534.6811,53,723.04,4681.3638,1034.3283,6812.3045,385.2371,457.134,1301.9856,390.8237,783.981,627.0909,837.6101,785.38,771.3809,564.2819,557.5878,1496.4585,1889.126,952.7044,696.092,40,4009.6222,1157.0497,0,1933.0601,758.6806,4020.4563,3.2,1,0,26144.377,1,0,0,0,0,0,179.56,0,0
3,1107.6218,12.4,302,4,1,1428.7641,55,738.1823,4468.1458,1029.8819,6576.4624,375.5841,436.9082,1295.3827,391.4812,782.0538,610.4762,809.5313,762.8504,796.2273,577.5536,552.0906,1495.1597,1873.5965,955.9859,701.6484,45,3954.8885,1138.4963,0,1940.0464,750.5441,3954.9078,2.5,1,0,25558.5898,1,0,0,0,0,0,153.76,0,0
5,1063.7782,11.5,61,8,0,1373.1033,59,732.7793,4316.5546,1011.8621,6416.6609,404.2313,461.1258,1322.4665,391.6562,765.9601,623.8768,846.4748,745.1209,784.1825,568.1068,559.6742,1459.3377,1841.4071,925.2379,698.2446,50,3868.3413,1144.5246,0,1941.8181,763.1964,3963.6804,1.8,1,0,25130.2666,1,0,0,0,1,0,132.25,0,0
0,1047.2673,10.7,38,1,0,1298.4072,61,713.631,4202.9083,1027.2742,6354.6597,403.9887,447.3066,1339.5722,392.2594,787.7095,616.2542,844.1494,778.6309,826.5525,558.8856,568.9505,1425.5648,1812.9595,926.5017,658.3593,38,3871.3542,1150.664,0,1955.6743,739.3322,3955.6489,1.2,1,0,24918.3419,1,0,0,0,0,0,114.49,0,0
