"y","m20","bus_passenger","past_rent","temp","f15","sub_passenger","m35","wet","sunny","f20","m25","most_use","m50","f50","m0","m40","f45","m30","m5","f65","f0","f25","f60","m45","f70","f35","f40","f30","m55","f55","wind","m65","m60","m70","dust","cloud","X18_19","rain","semester","X17_18","X22_23","X7_8","X21_22","X23_24"
0,3224.3628,165,4,24.1,851.8097,883,1350.325,87,1,5289.7859,3468.4174,21882.5738,746.4441,792.7235,444.8358,901.2777,717.2141,1859.558,649.0214,507.8501,422.5688,3678.6831,658.3052,973.0186,1226.9429,1230.391,782.4458,1781.0506,758.5507,714.0469,1.7,422.4526,554.1105,728.4438,29,7,0,0,0,0,0,1,0,0
2,3064.0103,362,7,24.6,919.6591,1491,1326.2802,84,1,5210.6975,3334.49,21271.3743,759.674,820.8561,439.5683,966.0805,782.0806,1842.5135,634.2862,507.1481,371.2752,3537.1788,675.8675,1015.1329,1183.1473,1256.3453,855.6285,1699.8587,821.4489,711.5407,1.9,421.5334,525.4774,775.1783,39,8,0,0,0,0,0,0,0,0
2,3083.0929,406,0,25.3,1029.7417,1785,1396.8165,81,1,4964.1088,3265.3005,21028.8745,830.999,798.1862,440.3928,1005.9822,816.86,1802.5865,634.8882,537.6146,442.5666,3484.0915,634.139,975.7723,1260.2753,1274.5103,922.2473,1758.3675,765.9658,722.4486,3.4,442.0907,557.7491,758.8433,31,9,0,0,0,0,0,0,0,0
2,3087.5589,377,6,26.2,1070.5903,1609,1421.4299,78,1,4841.0984,3249.6007,21082.5836,834.7251,834.3395,526.8514,1009.5449,866.7884,1847.2311,631.315,555.5595,461.6767,3499.2161,640.3097,981.9985,1243.1772,1376.0209,939.5575,1760.4276,801.0662,817.8215,2.3,437.7634,564.7876,749.1965,30,8,0,0,0,0,0,0,0,0
0,3280.1065,391,3,26.6,1041.9315,1965,1479.6583,74,1,4841.0307,3335.3645,21580.6052,880.8083,919.4658,490.9929,980.4817,959.5622,1927.0363,737.6898,572.3696,525.3561,3508.3155,677.3921,1017.937,1301.454,1401.6754,995.0178,1807.418,829.1191,849.8609,3.3,429.3371,569.6996,782.8219,36,8,0,0,0,0,0,0,0,0
6,3272.5424,472,0,27.8,1263.4368,2405,1493.1404,68,1,4984.389,3419.7015,21800.0643,886.5438,878.8483,577.1324,1108.8302,1015.9211,1899.2169,796.5459,501.6306,642.4265,3498.4573,729.9594,1094.1584,1248.2302,1398.0367,1012.7616,1834.5801,848.5096,834.0329,2.1,432.7317,607.2276,762.4991,27,9,0,0,0,0,0,0,0,0
3,3440.4227,580,4,27.7,1433.2016,2462,1519.2341,71,1,5259.7187,3489.3453,22661.3729,853.4733,875.5929,566.1683,1066.4771,1003.6245,2025.4477,892.4128,531.9639,817.3772,3633.1612,691.9154,1109.5886,1271.2647,1390.5155,1027.2888,1903.5277,815.2453,826.0586,3.4,412.6127,571.2101,793.4795,36,8,0,0,0,0,0,0,0,0
1,3572.7124,562,0,27.4,1520.981,2667,1580.2971,74,1,5324.7913,3549.2404,23266.8652,834.7851,875.95,561.2008,1030.0557,1088.228,2049.9439,987.8656,544.4388,963.9659,3820.8737,696.3922,1114.7185,1155.0321,1467.2403,971.6662,1901.7661,829.0101,887.8867,2.7,391.817,599.8982,803.6769,29,8,0,0,0,0,0,0,0,0
2,3568.1994,722,1,26.9,1646.4592,3284,1540.1866,75,1,5474.3647,3685.5024,23817.943,877.1481,808.3393,637.2418,1099.7054,1015.9367,2093.2491,1020.5067,545.1661,1018.696,3932.2463,677.2232,1074.938,1202.4622,1541.2014,964.7796,1982.9931,852.1576,869.4665,2.2,418.0412,583.1468,805.7122,38,9,0,0,0,0,0,0,0,0
4,3784.3742,624,2,27,1779.8329,3669,1589.9105,75,1,5680.242,3855.3297,24699.1623,887.838,855.8799,796.2671,1166.7297,989.7373,2161.8229,1123.7832,574.1129,980.5115,4084.6013,694.7708,1101.4902,1291.4851,1478.0989,1033.6392,2064.7828,906.5065,880.1903,2.9,457.7802,608.1009,871.2087,31,7,0,0,0,0,0,0,0,0
0,4044.668,679,4,24.9,1915.7606,3520,1665.3027,89,0,6124.4194,3976.5798,25861.0797,912.0001,865.7097,695.7809,1188.9906,955.0088,2272.8864,1271.9346,574.4562,970.403,4239.5835,704.0807,1090.7705,1273.2693,1449.7472,1054.2633,2087.8927,876.9723,933.2472,1.6,464.9141,619.3943,844.0506,25,9,0,7.8,0,1,0,0,0,0
1,4508.0292,688,1,24,1969.6035,3037,1708.4645,92,0,6543.9319,4298.545,27484.092,935.397,864.6457,686.837,1222.1586,953.0138,2398.7052,1477.6605,549.8102,787.2916,4475.2048,703.2013,1197.6761,1264.6377,1431.9748,997.192,2119.2366,909.7677,823.0715,1.6,461.5381,588.0031,888.6796,26,9,1,26.2,0,0,0,0,0,0
1,4935.058,538,0,24.8,1941.1895,2880,1707.029,89,1,6960.5897,4628.0898,29187.8106,907.9538,865.0779,582.3179,1200.1395,912.8315,2555.6477,1567.4829,558.1854,663.0405,4657.4684,704.3033,1160.8789,1235.0223,1540.659,985.9648,2203.269,880.5738,839.4222,1.4,454.8011,583.6153,815.2698,4,8,0,0,0,0,0,0,0,0
4,5266.1779,498,5,24.3,1841.5921,3180,1672.9537,85,1,7123.177,4926.0558,30116.534,939.395,841.3416,554.5045,1228.9993,903.8806,2564.3983,1469.3129,566.0478,563.7589,4841.8189,695.4364,1143.9255,1266.7846,1500.8527,865.124,2221.0997,958.0774,839.5542,2.4,448.0919,571.9944,817.1174,6,7,0,0,0,0,0,0,0,0
3,5233.2773,613,8,24.1,1638.5271,3653,1656.086,87,0,7017.2028,4900.0078,29763.6505,901.938,844.3618,476.6462,1134.476,851.4186,2560.7623,1274.8529,541.4156,447.2921,4779.3761,699.6288,1119.6969,1228.2386,1481.1497,841.1047,2135.7885,891.628,809.9844,0.8,418.7249,597.9002,824.1573,17,8,0,0,0,0,0,0,1,0
7,4889.9132,588,3,24,1408.2808,3849,1597.8851,89,1,6761.3455,4672.7953,28457.1853,860.4653,850.5745,479.0567,1053.1846,868.5735,2441.0089,1061.6401,547.0245,343.3257,4577.447,704.5268,1094.8625,1257.5885,1447.6631,823.0175,2069.1272,846.731,767.2929,1.2,416.1434,580.5341,782.0271,20,8,0,0,0,0,1,0,0,0
4,4731.8801,499,0,23.5,1139.7298,2056,1472.8767,90,1,6490.9545,4652.2669,27413.6038,805.4126,771.3468,454.8283,920.2715,791.7281,2381.7232,874.2003,496.9557,329.3653,4407.3672,657.5007,1009.2894,1199.3273,1326.0277,770.2605,1950.5075,839.6257,672.942,1.3,410.9306,573.9421,742.7595,22,6,0,0,0,0,0,0,0,1
9,4436.269,237,3,23.2,1069.0658,3,1406.5001,92,1,6122.6196,4401.3683,26001.1124,799.0062,774.2276,413.0669,918.7721,772.3642,2250.4038,805.5292,488.8787,318.8593,4200.9202,635.948,922.2141,1190.8694,1327.1575,789.4087,1855.8739,801.1447,621.8329,1.5,408.4896,538.9,699.9462,33,9,0,0,0,0,0,0,0,0
2,4244.085,48,2,23.2,1044.1937,0,1400.5028,93,0,5825.0776,4254.6099,25101.5588,797.8585,771.4925,386.5691,902.1823,760.6162,2135.7014,772.3511,481.6366,319.1931,4068.0219,635.9867,961.3319,1168.1361,1311.8882,760.5162,1861.672,777.1398,640.2441,1,416.852,539.4273,700.2172,46,7,0,0,0,0,0,0,0,0
0,4110.5186,32,2,23.1,1032.1035,0,1328.7431,95,0,5742.4462,4098.981,24508.3841,818.3172,754.5825,369.2772,880.7145,756.4199,2095.8706,699.424,488.7772,315.4758,3947.8134,638.0487,948.8429,1188.5555,1329.2577,757.6176,1854.7535,757.8222,647.171,0.7,426.3447,519.2773,705.4707,46,3,0,0,0,0,0,0,0,0
0,3833.2148,28,2,22.7,1004.0913,0,1310.1672,91,1,5604.8407,3917.9753,23634.4324,762.8503,774.3095,377.1488,849.6027,761.1676,2023.0077,696.5186,479.0765,356.7657,3832.7518,634.261,956.599,1210.0018,1307.8982,735.6681,1804.5767,784.4103,611.0162,1.1,423.7218,497.8675,726.8152,40,4,0,0,0,0,0,0,0,0
0,3629.7558,57,3,22.6,955.035,10,1299.2413,92,0,5518.3079,3796.6286,23056.1616,739.5316,753.7618,396.5312,887.4662,773.5455,2009.8923,685.6382,470.1585,356.731,3695.8483,603.611,957.3625,1208.7057,1306.6975,733.5124,1799.7899,796.1133,604.8247,0.1,394.9869,510.7787,749.6886,22,6,0,0,0,0,0,0,0,0
1,3356.6446,82,1,22.5,883.2135,548,1351.8581,94,0,5373.9325,3621.9017,22349.5965,764.2384,745.3421,401.8769,872.8172,763.9484,1982.649,630.166,481.0281,343.7722,3608.3824,599.8406,953.1779,1196.4897,1267.4654,732.4276,1786.7628,810.8611,619.1628,0.5,395.2482,497.8005,753.2526,24,8,0,0,0,0,0,0,0,0
0,3224.6084,132,0,22.6,837.9573,507,1349.0803,91,1,5196.2393,3513.8279,21816.5111,748.3076,746.4385,417.9913,879.9545,760.4583,1924.199,591.6404,491.8608,344.5764,3541.1128,617.9501,916.9503,1164.2537,1284.0423,719.8552,1783.4011,813.6237,635.7516,1.6,393.179,490.3813,691.2601,25,8,0,0,0,0,0,0,0,0
1,3108.4661,129,2,22.9,851.1866,623,1327.1375,91,0,5151.4758,3448.209,21415.3229,761.9421,755.7724,418.9477,911.409,767.8042,1896.3084,572.2472,513.6199,346.9046,3519.2377,617.5293,994.5968,1183.2653,1217.531,741.6842,1746.9574,804.623,596.4331,0.3,403.6149,481.5054,742.826,23,9,0,0,0,0,0,1,0,0
0,3061.4099,240,2,23.3,832.7802,1003,1329.8252,89,1,5008.9652,3355.9323,21090.4878,749.6296,697.6199,414.5215,895.406,833.6223,1879.6413,575.3854,559.9773,321.203,3445.2788,623.1724,1003.9505,1225.2393,1230.2355,783.2827,1779.1996,746.1163,633.7443,1.8,411.3897,540.4299,683.0311,29,9,0,0,0,0,0,0,0,0
1,3063.4722,234,4,24,844.2604,1361,1370.5706,88,1,4741.5203,3279.3594,20655.7373,769.3265,748.6847,449.1701,913.5521,831.2305,1883.2039,586.9569,543.9211,370.2847,3338.8782,644.6542,1004.6898,1224.4336,1248.6033,820.5141,1730.1294,794.7944,672.5171,1.6,370.8079,481.0718,714.351,24,9,0,0,0,0,0,0,0,0
1,3015.3444,270,1,24.8,854.9444,1256,1470.9196,83,1,4649.9853,3267.9769,20876.9296,744.7823,830.3777,509.8691,978.178,916.943,1920.2465,675.3884,569.5387,405.8644,3340.8963,645.7245,1033.8164,1273.9174,1375.5084,936.4569,1836.0522,798.0769,754.8701,2,365.4758,529.191,719.0288,24,9,0,0,0,0,0,0,0,0
2,3037.7303,300,4,25.6,963.4669,1323,1490.0368,84,1,4661.5412,3206.6832,21013.2079,804.4295,839.1138,508.6949,1075.9373,975.7137,1927.6077,717.2687,577.2763,352.239,3416.5867,634.6748,1081.0937,1222.2054,1367.2773,1001.6791,1905.7447,842.514,766.1085,2.4,412.9025,522.8506,701.3047,27,9,0,0,0,0,0,0,0,0
2,3172.831,386,9,25.5,1230.6269,1563,1534.6563,83,1,4869.5432,3291.5181,21778.8367,803.5937,865.5819,625.1526,1127.0262,992.1276,2051.8714,845.8214,585.5596,405.5105,3517.1567,647.0451,1077.27,1233.6177,1422.5527,1017.9026,1918.7073,818.8322,756.5511,2.2,387.0752,527.1309,742.0683,30,9,0,0,0,0,0,0,0,0
2,3275.9869,479,3,27.4,1447.6919,2013,1642.1092,79,1,5024.529,3407.0082,22390.8921,836.997,880.0888,654.8965,1100.7172,994.2514,2005.1956,998.4142,594.929,686.0625,3551.0724,662.7524,1065.8439,1248.9989,1519.8374,1002.9414,1965.1534,863.0781,797.854,1.1,396.5678,548.5411,763.0026,23,8,0,0,0,0,0,0,0,0
3,3342.2496,494,4,28.5,1659.1685,2299,1620.2104,68,1,5243.3072,3420.3825,22807.7556,854.8661,926.7363,781.2399,1148.3331,981.0727,2056.2213,1160.2821,572.2587,826.8614,3667.7599,717.3263,1067.874,1163.9626,1490.7618,1026.975,1966.8629,809.8705,845.6566,2.9,415.0101,572.631,798.7908,26,7,0,0,0,0,0,0,0,0
2,3385.0855,550,2,29.4,1789.3424,2611,1665.5747,66,1,5249.094,3598.4415,23159.6604,867.7943,895.991,749.5082,1136.2438,1001.3257,2115.554,1266.0591,538.684,843.5246,3775.8359,700.1408,1093.9892,1214.3335,1401.2378,1065.6955,1968.837,822.9013,886.3176,3.6,440.456,575.0731,846.8532,40,8,0,0,0,0,0,0,0,0
7,3522.3566,504,6,29.2,1904.4124,2769,1606.9343,66,1,5368.853,3662.6402,23575.9587,912.7019,913.3806,875.7766,1070.0712,1059.0893,2117.0513,1302.6541,548.6226,967.8199,3851.7872,647.4078,1085.5766,1195.5069,1428.8486,1010.4117,2017.4875,817.1873,837.0932,4,415.5797,584.6914,816.2856,29,8,0,0,0,0,0,0,0,0
4,3836.9962,587,8,28.5,1993.5812,2829,1538.6265,65,1,5604.6281,3726.4363,24185.0072,933.762,891.6889,751.0552,1076.1384,1027.3516,2109.5426,1341.3212,564.7668,873.2042,3967.8311,664.8047,1060.9856,1242.119,1442.1505,955.5002,1958.7959,863.3298,808.4326,2.9,420.9657,589.584,855.1154,33,7,0,0,0,1,0,0,0,0
2,4124.6761,544,6,28.5,2046.0607,2515,1558.4707,64,1,6060.9723,4020.4272,25633.9246,914.5094,909.3661,728.4151,977.5291,987.5673,2187.1489,1481.5691,581.4746,722.7296,4216.584,713.7628,1059.6006,1299.5382,1485.3922,923.2658,1980.2532,878.0425,832.388,2.8,453.3756,608.5202,829.3767,17,7,1,0,0,0,0,0,0,0
5,4245.6651,487,2,27.9,2023.2821,2468,1539.9358,67,1,6258.6632,4071.8096,26034.6293,883.2774,915.0776,789.3468,1022.4629,1006.7847,2153.6511,1458.1417,591.1692,662.1616,4361.3191,686.6909,1000.6592,1228.1661,1449.8544,910.8832,1953.731,869.3689,778.0412,2.4,456.5428,572.7938,795.9343,21,8,0,0,0,0,0,0,0,0
10,4533.4561,566,5,26.5,1927.4267,2851,1569.4811,69,1,6360.3835,4063.6651,26562.2459,887.8342,878.0443,769.5825,1017.7223,900.8003,2204.6133,1335.9069,594.1309,672.3462,4367.3565,682.8301,1036.2286,1220.1089,1495.1357,891.7704,1968.1546,848.6622,832.8185,3,435.9994,529.4514,812.6591,21,5,0,0,0,0,0,0,0,0
9,4345.4655,581,5,26,1634.3006,2949,1541.543,70,1,6299.6828,3993.8073,26119.8237,848.0919,854.8816,682.0741,1049.6215,843.6851,2143.8272,1277.0844,560.7195,572.8293,4399.323,677.6991,975.3058,1253.4542,1440.3048,795.1192,1955.8701,853.2594,776.2365,1.4,455.8006,565.4789,808.5518,9,8,0,0,0,0,0,0,1,0
2,4235.3554,513,10,25.5,1289.8011,2774,1483.0571,69,1,5957.9903,3900.7662,25226.1151,816.5331,831.4085,637.2162,972.2569,820.852,2078.0369,998.3365,544.199,460.8717,4233.3063,672.8891,950.0354,1266.4048,1416.9277,833.3747,1920.6752,802.2664,753.7342,1.8,417.2851,539.9629,803.9006,4,3,0,0,0,0,1,0,0,0
4,3915.7712,382,4,24.9,1119.2081,1431,1440.1711,75,1,5922.9621,3869.4993,24582.1955,736.4194,751.4404,450.3085,912.5582,772.0117,2040.3084,914.3765,466.6587,354.1147,4184.3849,630.6407,905.7747,1174.1673,1364.8407,687.8504,1844.2578,791.3667,631.41,1.2,383.3092,538.8997,738.0348,12,3,0,0,0,0,0,0,0,1
4,3913.6293,131,3,25,1035.2393,237,1412.2627,78,1,5844.4412,3804.7958,24260.3811,783.6042,747.1982,478.8442,922.8144,749.3722,2006.9076,782.7313,468.5033,342.4882,4120.07,609.0278,894.4616,1125.7077,1324.7587,723.1834,1833.5158,792.094,612.0261,1.7,406.1706,535.5632,747.6231,20,5,0,0,0,0,0,0,0,0
3,3825.4329,78,2,25,956.7497,0,1339.1882,82,1,5757.2535,3765.2543,23970.4081,766.0945,746.5645,468.1198,946.4938,780.3418,1973.4269,754.2241,475.0248,328.0459,4068.3135,617.1265,897.8181,1145.2778,1382.4488,681.7297,1859.09,768.5524,615.8415,1.9,408.9513,523.9524,760.1997,21,6,0,0,0,0,0,0,0,0
2,3714.9675,54,1,24.8,920.5199,0,1349.9542,85,0,5676.6085,3701.9583,23690.7932,773.3773,763.8454,489.9311,910.5578,761.5777,1940.9778,755.9432,476.6488,325.5709,4042.843,606.1483,888.3413,1136.0616,1400.2628,693.5309,1863.2211,773.2287,604.3288,0.3,403.3636,510.6778,750.8698,37,2,0,0,0,0,0,0,0,0
0,3652.9461,42,0,24.1,903.5727,0,1331.6141,87,1,5591.3099,3658.0017,23421.8602,785.693,747.057,488.8989,917.3402,745.3589,1914.5244,738.8369,477.5418,339.3529,4029.7603,602.3156,898.0539,1177.405,1391.5992,709.3823,1852.1045,759.0735,629.1725,1.3,395.6544,502.9144,726.4995,37,2,0,0,0,0,0,0,0,0
0,3576.8531,41,0,23.7,926.9172,12,1377.8258,86,1,5559.0083,3597.2021,23246.5477,767.4001,749.2012,464.9673,933.4771,767.722,1887.0018,668.7017,483.8176,316.549,3983.4325,598.446,893.6593,1180.8127,1393.2062,724.5184,1872.0179,744.9741,646.3989,1.7,396.5556,500.0478,745.8757,28,2,0,0,0,0,0,0,0,0
0,3432.1278,116,2,23.2,877.8404,679,1363.0206,86,1,5525.8596,3565.36,22929.5485,782.8085,742.7258,477.7214,916.5232,772.0577,1867.0117,631.9126,471.0882,321.2709,3937.2037,622.8372,907.0486,1141.3149,1381.7279,724.9628,1857.2372,776.0663,636.4145,1.2,372.5119,511.2093,736.6112,27,7,0,0,0,0,0,0,0,0
0,3379.7484,226,2,23.1,832.5086,1002,1346.9928,88,1,5415.0151,3514.9385,22637.275,798.4509,781.2364,531.663,920.3693,839.9361,1902.8868,644.3685,494.8609,333.4567,3880.1118,659.459,946.995,1208.1904,1330.5173,740.5371,1867.0643,749.7494,701.4785,1.7,400.0437,567.406,778.8372,28,6,0,0,0,0,0,0,0,0
1,3272.2966,517,2,23.6,756.7196,2758,1423.102,88,1,5248.1453,3310.6978,22036.8892,899.2057,836.0535,547.3982,1067.1297,910.6537,1887.2734,585.1531,512.2827,447.6715,3759.5975,696.1429,1046.4689,1259.0871,1328.327,817.0654,1807.4496,836.5479,723.6562,2.2,389.2821,602.7343,732.5654,23,8,0,0,0,0,0,1,0,0
0,3204.4518,867,4,24.3,740.7762,4677,1446.9464,85,1,4859.511,2882.3984,20319.439,993.0788,919.2279,595.8942,1066.262,1031.2611,1647.9899,574.7292,492.6428,352.6773,3319.5769,719.9472,1011.8436,1312.8215,1286.4914,948.3775,1672.0732,889.9398,817.8644,2.6,438.6029,637.5148,847.8863,29,8,0,0,0,0,0,0,0,0
2,3169.4915,539,1,25.5,800.2932,2769,1381.2819,82,1,4689.5828,2855.0824,19689.8527,1106.2775,1018.7491,597.2353,1117.7906,1115.6844,1599.4824,575.8515,531.1265,370.738,3073.3585,753.269,1156.5116,1323.075,1342.4433,1016.8451,1579.1299,992.3222,878.0127,2,522.894,637.3399,869.9513,30,8,0,0,0,0,0,0,0,0
1,3145.6007,414,2,27.5,824.5422,1494,1414.0123,75,1,4655.9014,2841.2308,19602.7104,1193.3946,1043.7258,610.7951,1117.42,1155.7505,1587.7021,653.6233,543.8784,386.2354,2990.9998,835.2954,1148.0601,1337.0492,1367.8622,1108.2557,1599.4011,1019.0656,949.0352,2.4,498.8698,697.8269,892.7422,27,3,0,0,0,0,0,0,0,0
3,3153.6191,381,0,28.8,848.4641,1442,1400.7952,68,1,4641.3145,2814.486,19444.2566,1068.7389,1032.9785,660.0934,1126.4669,1155.2258,1525.032,661.6375,585.7019,382.6421,3000.4288,759.4034,1130.0126,1223.1073,1357.2467,1127.8772,1551.3343,1003.9322,939.1954,3,454.9681,664.8718,818.7975,44,5,0,0,0,0,0,0,0,0
2,3369.9212,385,4,29.5,985.5967,1777,1427.6184,70,1,4830.6664,2871.3242,20070.743,1098.1224,1045.0932,590.4371,1165.924,1190.712,1521.615,697.84,551.2115,386.5181,3010.337,826.6168,1091.1522,1296.042,1409.7442,1175.2951,1629.5166,1053.5559,1003.9171,3.1,481.1835,645.5832,853.3995,46,7,0,0,0,0,0,0,0,0
2,3378.1658,468,1,30.1,1064.363,2009,1485.6302,64,1,4888.2733,2804.1727,20066.31,1114.0544,1044.1956,680.0994,1196.6184,1217.1462,1539.129,766.9917,601.3474,430.9468,2924.5042,830.2093,1188.7097,1297.4924,1355.3521,1145.2779,1691.0827,1022.3065,1024.4349,3.1,502.3744,671.4808,869.8413,36,7,0,0,0,0,0,0,0,0
1,3411.0257,500,3,29.5,1231.6714,1946,1414.7306,62,1,4925.2567,2837.5343,20178.367,1173.1956,967.1249,452.0857,1206.4652,1159.2007,1564.8427,840.1513,589.3896,420.1249,2974.4769,832.7317,1180.404,1322.9564,1353.7016,1116.5686,1696.7985,1022.9209,1061.6018,2.5,486.3437,687.7294,843.6959,32,8,0,0,0,0,0,0,0,0
5,3538.0816,563,1,29.7,1354.4971,2277,1485.2263,65,1,4954.3018,2836.6049,20399.9708,1154.9547,964.7028,611.8072,1198.0081,1252.3287,1610.3959,907.9997,606.6941,398.8479,2970.9404,820.0958,1151.6982,1212.5052,1298.2396,1082.7018,1706.1803,1007.3439,1056.8613,3.4,481.3881,688.6983,894.4727,23,7,0,0,0,0,0,0,0,0
1,3548.8298,604,3,29.6,1412.323,2847,1441.5979,66,1,5066.4441,2943.0071,20614.8863,1130.1105,967.9713,550.0926,1191.8338,1105.4855,1690.3021,1007.1514,540.6779,438.8011,3018.5516,817.1229,1156.4687,1267.9618,1267.7598,1060.027,1638.3939,968.296,980.7918,2.6,479.5517,663.8109,904.2002,27,6,0,0,0,0,0,0,0,0
6,3580.4134,846,2,29.6,1607.2223,3609,1376.5087,63,1,5417.8289,2966.1392,20990.6657,1119.4911,1015.1108,545.2323,1152.9705,1097.7825,1690.928,1067.4072,533.4891,538.6615,3089.6436,778.6723,1223.7238,1233.3495,1285.7638,985.9379,1583.4401,1008.9736,921.0717,2.9,527.6106,677.7543,822.8776,28,6,0,0,0,1,0,0,0,0
18,4055.1049,894,4,29.1,1778.6413,4147,1617.599,65,1,6092.6747,3427.9285,24540.2098,1066.9041,1054.66,532.44,1216.185,1202.9271,1989.8099,1236.591,581.1008,512.275,3881.6702,754.4236,1186.6395,1227.5192,1511.6583,1085.5719,1963.7643,985.7055,967.4587,2,474.0119,681.8724,814.3827,26,7,1,0,0,0,0,0,0,0
7,4389.0779,862,20,28.7,1866.4925,3028,1583.7972,65,1,6460.8026,3709.8867,25817.4311,999.1398,974.627,467.5337,1166.8583,1056.8448,2019.1301,1300.2599,576.49,496.9674,4215.0576,732.8973,1124.0209,1205.7914,1413.8958,1068.4031,2025.7832,918.2145,911.3108,2.2,448.2308,590.2584,808.5823,14,7,0,0,0,0,0,0,0,0
6,4555.9219,665,5,27.9,1773.0874,2934,1671.5616,67,1,6420.1112,3851.8139,26124.5389,942.2944,898.578,476.2423,1120.1643,952.2224,2041.3565,1285.0266,563.922,388.0215,4207.5633,728.2292,1095.5171,1263.2251,1368.048,970.8849,2008.1625,956.2129,857.5842,2.2,435.2995,590.5777,784.63,7,5,0,0,0,0,0,0,0,0
18,4478.3858,663,6,27.4,1611.8075,2906,1587.8063,69,1,6133.8072,3916.1052,25678.0073,872.5155,881.0312,474.8129,1050.4524,922.1207,1997.7267,1102.24,556.5731,356.3726,4234.9745,681.9605,1048.7131,1242.3761,1370.9262,895.8332,1958.2754,933.8724,809.5957,1.4,455.025,606.1517,819.2846,6,3,0,0,0,0,0,0,1,0
8,4143.6835,620,13,26.9,1281.1993,2605,1489.8874,77,1,5869.8165,3852.4317,24767.641,833.9883,820.826,510.3217,1006.3654,845.8021,1971.8641,1009.892,566.208,373.8904,4132.0035,685.7995,1047.2731,1190.1867,1317.8274,953.2918,1990.1269,893.7671,830.1982,2.3,446.3607,625.1052,791.3983,18,9,0,0,0,0,1,0,0,0
6,3856.5133,358,4,26.2,1107.1447,1313,1446.4675,78,1,5650.4647,3787.8367,23910.8169,753.5267,758.2012,467.0112,922.2598,739.5189,1973.8643,780.1403,498.66,350.1121,4114.6135,624.8429,971.3569,1175.9761,1258.5471,776.6295,1822.5098,797.2754,664.7531,1.9,375.4073,533.5194,754.9138,17,6,0,0,0,0,0,0,0,1
2,3791.6214,158,4,25.6,1070.3891,290,1450.2198,82,1,5754.1756,3728.8888,24044.7353,764.8423,764.0923,499.4568,925.28,769.6012,1993.645,709.9618,483.2832,373.5933,4169.6394,617.1199,973.2354,1184.5311,1270.0133,779.6399,1886.532,803.3468,680.3692,2.5,411.8029,535.7565,756.9742,14,3,0,0,0,0,0,0,0,0
2,3717.9592,55,3,25.3,1014.4494,0,1429.2064,82,0,5738.4412,3716.0176,23841.8455,753.8721,770.8205,475.3332,918.603,747.8002,1949.2516,687.6825,500.3579,388.4938,4111.5294,620.4195,991.5764,1181.6717,1297.7344,770.4032,1881.7057,780.5469,674.6601,0.9,401.879,530.0332,773.5615,22,6,0,0,0,0,0,0,0,0
3,3666.5818,55,0,25.2,988.774,0,1386.2234,81,1,5666.301,3683.9603,23705.8144,772.3712,745.9885,462.1889,941.213,729.2905,1924.3342,631.9796,507.8811,375.0879,4164.9946,610.3539,980.9615,1196.2629,1324.7351,765.0642,1888.684,820.4474,657.3995,2.6,393.8654,510.2721,770.7348,27,10,0,0,0,0,0,0,0,0
0,3560.4474,43,2,24.9,939.7948,0,1391.0762,83,1,5609.6595,3622.2052,23439.7603,776.3995,739.9256,467.0784,942.6927,753.633,1900.639,650.9966,502.4011,376.7005,4136.2344,585.7002,974.6325,1204.6248,1329.9599,767.8533,1889.5387,790.3249,640.8007,1.5,388.0795,528.5575,747.6729,25,7,0,0,0,0,0,0,0,0
0,3502.2849,43,0,24.7,944.7355,16,1391.9922,83,0,5568.9889,3609.2475,23316.34,760.3028,751.8198,489.16,948.2815,753.3808,1894.1662,655.0732,529.4729,382.5661,4092.0172,597.0631,996.6894,1205.1646,1312.094,756.5906,1945.5491,766.1801,630.3785,0.7,410.3425,502.1492,737.4343,25,8,0,0,0,0,0,0,0,0
1,3375.584,115,0,24.5,922.7357,708,1348.6146,85,1,5593.7703,3547.7492,23118.5581,757.6125,730.5406,466.0583,919.3623,769.7054,1895.6665,594.8186,533.5847,360.9825,4104.8172,595.5372,959.4873,1221.7006,1316.456,768.9573,1935.9003,797.9356,664.151,1.7,371.6553,539.7843,737.8357,24,8,0,0,0,0,0,0,0,0
1,3294.4432,232,3,24.4,887.3237,1050,1415.4568,86,1,5450.6159,3466.0778,22786.5078,756.7262,777.309,471.0588,981.0547,822.6377,1908.4513,600.8707,550.7941,398.3595,4035.8547,603.0622,993.4826,1223.3788,1331.0512,792.9917,1884.5569,739.6093,679.2833,1.1,410.6691,568.3042,755.0712,25,8,0,0,0,0,0,0,0,0
1,3142.0472,520,4,24.6,798.2521,2875,1495.1607,84,0,5276.8087,3252.0985,22134.5771,882.3405,822.0188,591.5882,1091.3579,886.865,1851.6773,536.0684,567.2691,430.5243,3897.6899,652.3871,1164.7048,1250.0286,1334.2938,874.5587,1884.801,813.183,805.5144,0.2,449.781,624.7805,811.7865,26,1,0,0,0,0,0,1,0,0
0,3161.1417,823,6,25.9,813.376,4682,1349.2276,83,0,5072.2308,2856.9277,20619.4703,945.2392,880.0323,731.7452,1083.5474,973.5535,1659.7936,566.3773,554.5279,356.143,3366.2587,716.7871,1141.4657,1409.2646,1388.378,999.7551,1765.5122,854.8701,813.6503,0.9,470.5207,642.806,861.3871,25,1,0,0,0,0,0,0,0,0
