"y","m20","bus_passenger","past_rent","temp","f15","sub_passenger","m35","wet","sunny","f20","m25","most_use","m50","f50","m0","m40","f45","m30","m5","f65","f0","f25","f60","m45","f70","f35","f40","f30","m55","f55","wind","m65","m60","m70","dust","cloud","X18_19","rain","semester","X17_18","X22_23","X7_8","X21_22","X23_24"
0,2406.1186,366,0,-6.5,559.5401,2112,1387.6318,71,0,4042.9417,3121.1622,18886.4979,853.4868,849.1427,400.2327,1028.9915,773.2442,1751.8172,350.9394,535.1655,365.9807,3252.391,665.3096,1204.7101,1135.5192,1190.246,816.8585,1734.1894,857.4502,785.8473,1.5,419.4412,564.1042,812.562,28,0,0,0,0,0,0,1,0,0
0,2232.7937,650,1,-6.9,555.9782,3975,1339.654,74,0,3745.3311,2802.1667,17483.0718,1012.3326,885.3994,455.1161,1057.1899,869.33,1668.6813,398.9611,568.5834,365.4676,2910.6024,738.5283,1187.2271,1167.3837,1172.0494,920.1772,1611.7932,909.1677,851.0587,1.7,482.9345,599.5743,877.9918,31,0,0,0,0,0,0,0,0,0
1,2191.9116,472,2,-5.6,518.7591,2418,1352.2743,70,0,3568.4919,2578.5012,16781.107,1029.0128,920.594,486.5574,1129.0011,911.7725,1610.8637,408.679,582.8753,429.2446,2722.3241,770.2037,1214.1857,1351.3305,1226.8977,1006.3248,1529.8425,973.0677,932.5005,1.7,519.0443,690.4494,914.8191,35,0,0,0,0,0,0,0,0,0
0,2230.5609,320,7,-3.9,620.5582,1387,1420.146,59,0,3580.1617,2550.286,17034.0867,1052.1415,977.4414,463.8254,1208.0399,990.3601,1607.5287,475.7972,605.7635,335.4462,2724.9913,724.2547,1225.8203,1352.7421,1323.9254,1019.3059,1596.4867,1040.1683,988.4536,3.3,572.6106,723.2847,913.7922,32,0,0,0,0,0,0,0,0,0
1,2249.709,331,1,-2.9,682.0011,1272,1427.7591,50,0,3655.1747,2527.8673,17235.9751,1123.1168,954.021,555.9532,1158.9257,1003.1084,1637.0637,524.9356,629.726,406.4062,2859.8124,728.1127,1207.5734,1314.9179,1284.018,1023.5443,1594.5709,1012.77,987.4762,2.5,514.7005,723.9972,808.9757,29,0,0,0,0,0,0,0,0,0
2,2358.5962,375,0,-1.9,979.4407,1451,1512.8783,41,0,3686.1641,2635.2685,17714.522,1130.0713,992.1748,523.8664,1240.0477,979.3012,1723.8399,556.5266,644.7294,431.662,2819.7344,710.7625,1284.2199,1292.7445,1311.8653,1077.6245,1666.1753,969.1533,1016.6984,3,513.0324,735.3104,862.361,23,0,0,0,0,0,0,0,0,0
3,2463.1925,375,1,-1,1145.6415,1583,1510.7149,36,0,3772.9014,2693.3957,18090.2286,1134.1239,1015.8053,561.5951,1241.676,1055.3511,1756.4694,656.4473,636.1897,384.7414,2899.632,772.3761,1351.3642,1285.2391,1313.8342,1106.4922,1680.0885,1055.6932,1031.4987,3.5,545.7039,702.1091,882.4739,26,0,0,0,0,0,0,0,0,0
0,2620.9792,512,4,-0.3,1405.0421,1777,1513.4468,35,0,3928.7682,2720.5832,18600.5096,1093.5743,1056.06,513.1402,1267.9497,1084.7349,1776.7648,743.2015,601.7878,472.3067,2959.0063,770.0335,1314.9807,1269.6216,1371.4647,1116.0326,1709.4964,1140.0343,998.5151,3.9,572.239,719.8352,955.3927,23,0,0,0,0,0,0,0,0,0
1,2874.6182,475,1,0.2,1547.7431,2065,1566.9317,35,0,4018.8458,2889.071,19091.3864,1092.5798,1013.1155,559.6477,1252.2686,1126.99,1708.6887,972.5607,561.6473,419.6709,2993.047,718.5217,1275.6358,1271.8679,1354.5089,1129.2057,1685.6751,1048.984,972.6939,3.1,527.9919,681.952,967.184,40,0,0,0,0,0,0,0,0,0
1,3114.3131,566,0,-0.2,1763.5578,2584,1543.158,35,0,4318.8545,2922.6532,19655.1029,1080.6015,1015.3309,576.6225,1233.1183,1052.5725,1731.7912,1152.4645,562.5571,557.3207,3089.3955,717.0807,1223.5375,1271.1999,1302.5728,1071.0795,1632.3646,1005.4659,966.9011,4.4,484.7404,725.3019,960.0423,32,0,0,0,0,0,0,0,0,0
0,3403.613,638,0,-0.6,1883.649,3289,1536.2436,35,0,4704.006,3038.0262,20628.5075,1007.3894,942.3664,557.0616,1215.8218,974.1498,1875.934,1409.357,544.8541,471.7198,3151.479,739.6047,1295.8359,1245.5964,1228.5762,969.2102,1690.6295,991.7557,902.0907,3.5,457.4308,676.7172,903.6355,27,0,0,0,0,1,0,0,0,0
6,3732.7361,868,0,-2,1976.1961,3779,1685.9512,38,0,5266.4836,3595.2605,23635.7422,999.073,990.624,499.7275,1283.7262,1034.9302,2078.2652,1483.7837,597.6409,445.6075,3806.3418,791.8457,1329.958,1287.4995,1463.6078,1031.2216,2007.096,1012.8495,874.6959,3.3,455.1739,729.6058,925.5742,27,0,1,0,0,0,0,0,0,0
2,3754.0157,784,1,-2.8,1846.8146,2632,1627.4966,41,0,5421.7819,3727.9568,24088.7715,897.6612,908.7218,488.564,1203.8528,996.9915,2153.6031,1438.6325,576.366,443.6855,4025.2727,723.225,1154.1236,1268.0786,1338.4057,899.8241,2040.239,897.6764,829.0165,2.9,433.7759,667.0507,886.2791,28,0,0,0,0,0,0,0,0,0
1,3417.0451,571,4,-3.2,1394.0853,3423,1514.0305,43,0,5139.8844,3665.3493,22866.0733,896.612,855.951,455.7605,1104.4284,874.7991,2048.9237,1276.9586,583.845,433.7694,3856.3143,733.1607,1126.8164,1190.4213,1295.3528,824.994,1929.1732,808.893,813.3578,3.1,441.3671,629.6419,874.0751,24,0,0,0,0,0,0,0,0,0
1,2949.5532,760,4,-3.5,868.5568,3857,1433.1295,46,0,4530.2428,3483.3111,21091.5213,819.233,894.9325,486.5508,1046.9835,858.0812,1948.7878,760.8858,583.8858,455.6096,3715.8999,693.0956,1088.04,1214.7864,1193.2282,791.4461,1837.3688,786.3411,810.6355,3,462.6835,637.6377,844.6134,21,4,0,0,0,0,0,0,1,0
0,2809.6994,372,0,-4.2,704.7239,1008,1352.3223,49,0,4527.1962,3471.2001,20830.5082,804.2497,814.4147,457.7847,1012.8839,812.6034,1950.833,492.561,555.8981,431.0137,3696.365,685.953,1063.0163,1166.1842,1169.5732,812.9649,1853.319,742.6208,787.2165,2.2,460.4632,595.2498,845.3267,34,9,0,0,0,0,1,0,0,0
1,2663.1642,156,1,-4.5,635.0539,246,1305.5928,52,0,4440.3688,3374.7782,20143.9073,708.3053,703.6229,389.4064,924.9007,672.7346,1822.014,426.9724,487.1644,371.2545,3631.6031,634.4663,981.278,1167.8226,1089.6106,725.6941,1816.7756,697.5124,668.0765,2.2,385.0792,546.2885,819.1881,26,6,0,0,0,0,0,0,0,1
0,2678.7932,74,1,-5,684.8223,0,1302.9608,54,0,4496.1143,3362.1234,20250.6113,716.6132,691.2509,404.2163,902.8809,653.7037,1810.5914,432.0479,495.8518,354.098,3644.3304,638.9018,948.3908,1114.2486,1119.0133,727.2293,1836.6845,659.4891,663.3457,1,379.3524,543.2706,818.0497,28,8,0,0,0,0,0,0,0,0
1,2739.2534,18,0,-5.5,650.2219,0,1294.7709,56,0,4473.0829,3338.6945,20256.8713,736.0597,721.4975,406.3323,896.5844,667.3164,1810.2878,425.5977,496.6047,377.7442,3621.5961,633.3575,956.4987,1153.305,1148.75,740.0307,1830.4357,677.2251,649.9887,1.5,372.2535,533.7093,819.8095,24,9,0,0,0,0,0,0,0,0
0,2711.5802,15,0,-5.7,659.8804,0,1299.3296,59,0,4514.2688,3337.404,20293.7638,737.4885,695.4324,399.391,875.2436,668.1309,1809.8901,417.9078,501.2571,363.3478,3636.0478,627.8279,951.9097,1163.7023,1155.6133,735.1983,1829.63,667.0342,652.892,1.1,367.32,522.6878,805.4418,25,3,0,0,0,0,0,0,0,0
0,2692.3783,18,0,-5.5,662.2213,0,1273.297,60,0,4518.1184,3352.2418,20212.3448,718.457,704.5883,403.6447,894.5547,682.8154,1806.252,404.9829,510.0656,363.543,3617.3848,633.5941,969.7979,1144.8813,1135.5029,735.4089,1817.1696,670.7394,664.4552,1.5,359.6507,529.3828,806.4223,25,3,0,0,0,0,0,0,0,0
0,2728.0474,35,1,-6.5,662.2178,6,1276.257,61,0,4491.4038,3394.6092,20263.1749,725.4275,711.3218,419.6332,873.1735,699.0429,1767.7182,428.617,492.2083,357.5123,3649.9991,629.1933,979.3551,1180.9391,1132.5507,734.8574,1822.5895,676.6653,682.2879,0.6,363.0258,516.0279,824.1686,20,1,0,0,0,0,0,0,0,0
0,2721.207,63,0,-6.7,656.4447,442,1269.9219,63,0,4477.9713,3391.6548,20227.075,703.2084,719.7385,431.9154,881.0425,697.7504,1763.6748,430.8915,491.7505,356.58,3635.7263,634.1101,979.7999,1251.3376,1137.7397,743.8186,1829.1792,710.8118,686.3871,1.7,380.583,527.7594,836.189,23,0,0,0,0,0,0,0,0,0
0,2697.4607,156,0,-6.7,640.5269,731,1324.4502,66,0,4468.5992,3401.159,20308.7736,772.1218,753.6508,413.8212,886.2651,765.8434,1781.3047,418.6961,548.6079,366.2968,3624.2964,661.4811,1021.6976,1232.2613,1143.4111,745.8106,1868.0923,739.8401,704.4355,1.3,392.3882,579.357,858.903,22,0,0,0,0,0,0,0,0,0
0,2715.8254,353,1,-7.2,675.4232,2194,1384.5718,66,0,4341.2601,3353.7014,20169.0617,909.4763,844.244,385.4057,1051.4588,860.7995,1809.33,386.9966,522.4679,348.9506,3550.6977,716.3022,1138.6744,1191.2492,1193.2806,861.4813,1820.3947,797.1318,753.5416,1,410.0818,611.5469,830.9513,24,0,0,0,0,0,0,1,0,0
1,2584.436,747,0,-7.1,625.353,4135,1409.9107,68,0,4029.8245,2966.122,18579.1657,1049.1234,879.9284,384.9815,1092.0388,904.7838,1710.345,436.8475,546.5477,342.3647,3101.5232,751.9877,1205.6306,1179.9287,1138.4523,917.0836,1638.552,827.2631,753.2007,1.4,473.9526,657.6714,874.3775,28,0,0,0,0,0,0,0,0,0
1,2488.035,470,0,-5.9,591.1746,2516,1432.389,63,0,3777.4607,2805.5853,17961.7111,1076.7714,946.2047,432.2782,1098.187,1082.0904,1676.21,428.5648,596.8297,350.9802,2854.246,751.1622,1244.2914,1345.9045,1266.0925,993.8686,1661.6926,984.7179,909.5483,2.4,507.0623,688.4869,900.925,41,0,0,0,0,0,0,0,0,0
0,2540.0775,371,3,-4.5,639.8538,1424,1501.1115,52,0,3701.1443,2772.3802,18188.9517,1171.3815,980.3725,460.8822,1140.4308,1089.1459,1734.5997,426.8404,551.3516,350.943,2895.8018,749.3682,1339.0435,1346.0768,1356.7097,1037.3608,1687.127,1035.5842,925.719,3.8,511.0853,729.949,876.4486,29,1,0,0,0,0,0,0,0,0
0,2621.5639,311,0,-3.6,750.0112,1416,1444.9281,38,0,3770.0903,2766.6184,18338.6325,1115.048,978.9056,550.025,1216.5914,1111.7524,1747.4513,518.6628,554.4514,321.7164,2957.0152,795.034,1305.3588,1275.0491,1348.8837,1030.977,1682.0816,1014.877,992.1059,4.7,508.0057,711.0638,883.1685,22,0,0,0,0,0,0,0,0,0
0,2613.931,370,0,-2.6,936.3449,1498,1524.1964,40,0,3859.3499,2845.4749,18689.4518,1098.6312,994.442,512.6163,1244.7655,1103.7183,1802.8849,621.0697,599.7242,433.7968,3018.4515,833.3584,1309.948,1212.7245,1310.288,1035.2201,1714.8752,980.0511,923.4457,4,515.7565,727.4856,914.4338,17,0,0,0,0,0,0,0,0,0
0,2645.156,397,0,-1.5,1062.5519,1783,1514.1688,35,0,3965.752,2786.5807,18749.7398,1133.6675,1024.782,539.2852,1233.3684,1083.5241,1741.2952,677.1907,575.8017,535.8489,3059.2777,793.0846,1248.8184,1324.8422,1378.1315,1066.6374,1659.3779,1033.0203,954.8999,4.2,573.0833,732.9364,972.8698,14,0,0,0,0,0,0,0,0,0
3,2857.3332,489,0,-1,1212.0388,1841,1524.9518,37,0,4171.4888,2894.9671,19559.2378,1141.3282,1025.3135,574.5723,1231.8304,1051.4389,1792.3181,765.7999,545.4197,570.1723,3145.9361,837.436,1337.5945,1254.4249,1409.9645,1063.5262,1762.2782,1015.1046,1014.1999,4.2,567.6976,744.9943,939.564,15,3,0,0,0,0,0,0,0,0
0,2978.8194,518,1,-2,1427.8035,2077,1573.988,42,0,4344.6407,2943.3581,19905.8215,1151.777,1005.532,521.3523,1205.4616,1027.3213,1768.675,916.607,595.3127,616.8767,3140.0046,816.9832,1240.6504,1316.9889,1392.2281,1009.4733,1764.1076,1026.9174,953.7508,3.8,544.2712,730.8317,924.928,25,6,0,0,0,0,0,0,0,0
0,3227.0757,592,1,-2.6,1640.1135,2817,1517.5018,49,0,4519.0805,3015.4001,20441.3919,1176.9611,985.4038,543.1636,1235.5414,1051.9189,1827.7321,1077.2342,576.6107,575.7294,3251.3518,782.7736,1276.738,1347.1463,1354.2823,1039.2527,1728.9676,1018.2018,866.5814,4.1,554.1307,721.1863,909.1573,35,8,0,0,0,0,0,0,0,0
1,3764.6888,668,1,-3,1835.9264,3523,1561.0552,47,0,4940.7192,3251.173,21909.2195,1122.2663,950.8915,556.9753,1262.1894,1024.6625,1942.5002,1332.3581,607.1428,578.2218,3387.3088,790.1582,1293.0847,1236.9618,1306.8193,969.7507,1754.955,961.6677,901.886,4.4,520.1256,727.2514,905.8219,37,6,0,0,0,1,0,0,0,0
5,4274.3527,878,0,-3.4,1951.2049,4026,1731.4544,45,0,5590.7893,3860.7584,25147.5225,1075.3267,1016.0492,562.5626,1330.7049,1130.8615,2143.2328,1541.239,591.1328,532.7023,4112.7281,783.6712,1365.5847,1293.7056,1398.4611,1034.4977,2035.7457,997.2085,912.0898,4.1,488.942,723.3932,892.8799,23,6,1,0,0,0,0,0,0,0
0,4383.415,773,1,-4.3,1842.9488,2718,1700.9624,43,0,5711.0057,4058.2541,25826.0464,1059.4261,960.6367,542.6602,1216.8189,1047.9587,2242.015,1492.9674,573.9562,494.2704,4433.7264,735.9373,1278.5006,1230.1264,1276.5379,977.4097,2020.1299,936.0111,855.7335,4.9,455.03,680.1076,878.2757,27,0,0,0,0,0,0,0,0,0
4,4081.9763,657,5,-5.2,1494.9522,3765,1576.3511,47,0,5543.8394,4077.6199,25055.3137,918.4511,910.8161,527.7013,1264.4521,1019.494,2213.3317,1246.235,547.0709,468.4607,4244.246,667.9444,1182.7294,1244.8604,1295.0515,916.6605,2022.8978,816.9353,822.7134,3.6,476.3052,644.6908,862.582,26,0,0,0,0,0,0,0,0,0
2,3251.0527,930,0,-7,847.6252,4716,1545.6583,53,0,4796.2489,3732.7352,22471.4248,917.7399,875.1649,536.7149,1161.7703,895.6939,2101.1695,745.1742,569.4334,458.8055,3891.3096,665.2824,1187.5213,1200.7302,1227.694,880.9619,1925.5566,797.5193,779.6677,4.5,444.814,619.6679,841.2581,17,0,0,0,0,0,0,0,1,0
1,3030.1347,377,1,-7.7,642.1613,1226,1432.1541,55,0,4799.5494,3626.2274,21784.4103,807.0619,820.4645,462.6146,1111.8662,845.469,2003.2105,568.4577,555.5027,389.5281,3800.4647,630.345,1158.3177,1131.1386,1218.4689,848.105,1874.2006,775.6591,790.1295,2.5,443.2862,576.6302,845.7773,26,0,0,0,0,0,1,0,0,0
1,2812.7835,158,0,-8.1,652.3818,278,1289.8269,56,0,4678.8583,3466.9445,20887.149,719.9135,702.7469,407.4592,891.9581,665.0617,1876.5625,435.6671,492.6426,334.0243,3753.8307,630.2177,1022.091,1163.1515,1124.2662,720.9003,1884.0764,743.7284,662.2926,3.1,392.2676,498.9582,812.0459,24,0,0,0,0,0,0,0,0,1
1,2746.9711,56,1,-8.2,645.2067,0,1276.8499,57,0,4686.4021,3450.4109,20865.7711,730.4687,684.6894,440.552,887.7544,684.9238,1903.1659,450.1888,499.6983,355.0529,3770.087,605.5322,983.8134,1170.069,1145.8298,737.6613,1886.0544,708.6448,642.0651,2.1,391.5342,494.2783,820.5529,20,0,0,0,0,0,0,0,0,0
0,2851.2335,18,1,-8.4,660.008,0,1285.8376,59,0,4690.7805,3459.854,20992.1947,734.9647,708.7391,470.2942,935.4717,699.1057,1894.7612,468.6829,507.5808,356.1666,3734.2888,599.7484,1000.67,1146.2331,1168.8346,697.4444,1906.6045,693.3492,629.3499,2.2,394.6994,481.5509,825.9995,20,0,0,0,0,0,0,0,0,0
0,2863.2124,15,1,-8.3,646.6794,0,1291.4117,58,0,4687.5851,3448.4721,21020.838,740.8418,698.8607,437.8281,897.3686,725.6521,1889.1849,487.9413,506.2584,361.9677,3756.8132,620.0215,998.8679,1138.5642,1182.8507,721.7537,1901.3079,700.5072,642.0201,3.4,393.6118,487.8176,827.1248,19,0,0,0,0,0,0,0,0,0
0,2863.7647,12,0,-8.4,652.9319,0,1307.9758,55,0,4742.4521,3455.8127,21144.9491,744.8326,684.8053,438.4139,889.2817,718.0671,1900.5324,468.4032,516.2382,346.7937,3753.5569,621.0802,1002.7776,1175.7043,1179.1291,735.5551,1941.7254,707.3697,626.5025,2.9,401.1947,467.7705,808.5347,20,0,0,0,0,0,0,0,0,0
1,2855.0563,15,0,-8.7,623.8138,5,1290.0604,53,0,4716.1702,3462.4466,21087.6283,742.0397,693.1568,461.3987,882.6861,715.1547,1879.8203,449.7515,495.7355,340.4106,3756.8685,603.2992,1004.1662,1167.7015,1181.8705,755.6656,1945.3355,705.7562,654.4573,2.9,389.2816,480.7044,822.1048,27,0,0,0,0,0,0,0,0,0
0,2865.7905,56,0,-8.9,654.7337,321,1326.6343,56,0,4696.3727,3463.9764,21110.7399,790.9402,680.8278,454.9191,878.6648,709.3406,1863.0806,477.8537,499.9748,334.0416,3750.1684,634.4722,1031.7863,1197.4048,1193.7672,762.2194,1950.9498,705.0385,667.7111,2.5,396.3673,482.173,867.2733,26,0,0,0,0,0,0,0,0,0
0,2824.5264,111,0,-9.1,625.7354,455,1345.3683,54,0,4690.0557,3427.7158,21002.4796,735.6629,710.0196,445.3126,869.5753,711.3502,1833.7937,447.0399,512.1204,324.1606,3729.9032,653.7616,1051.7615,1172.7001,1223.6168,768.985,1927.4997,723.6918,636.4604,3.5,376.0875,516.909,820.6713,24,0,0,0,0,0,0,0,0,0
0,2784.7841,136,1,-9.5,621.8309,654,1356.3217,57,0,4599.0961,3380.8767,20765.3201,791.1093,731.3257,471.6284,897.417,720.7121,1842.3006,458.7897,536.1102,356.7563,3693.6202,666.489,1093.2222,1231.0588,1229.2751,783.6228,1879.0456,757.2818,683.3088,2.3,424.3698,542.8415,856.1125,26,0,0,0,0,0,0,1,0,0
0,2742.5638,304,2,-9.7,596.9794,1314,1317.3295,53,0,4472.0243,3306.8404,20376.0361,842.6392,782.6264,474.6865,955.7685,788.042,1797.4329,464.8245,537.3124,285.561,3618.8207,705.0272,1143.5032,1247.6974,1262.2882,833.5718,1858.7363,768.1504,744.857,1.9,447.6252,545.6751,862.8755,22,0,0,0,0,0,0,0,0,0
1,2736.9195,298,3,-8.8,613.0163,1567,1424.4553,48,0,4269.5724,3249.8888,20082.9421,868.0094,831.2451,418.7218,918.949,881.9981,1774.0613,446.2061,552.874,337.8863,3490.5708,686.4117,1079.5847,1195.3094,1295.0545,885.6788,1842.4195,814.5133,768.4573,2.7,435.7867,581.7084,875.9432,30,0,0,0,0,0,0,0,0,0
1,2701.7066,281,2,-7,632.3052,1410,1479.6177,42,0,4185.7808,3296.2567,20378.9486,963.2779,846.8673,481.4674,1043.1937,867.0973,1951.3877,469.4827,570.5837,420.2432,3502.9043,719.3521,1117.1438,1189.917,1348.89,899.482,1912.4048,822.9755,857.4475,4.1,484.2047,676.3861,898.6875,24,0,0,0,0,0,0,0,0,0
0,2744.3103,351,2,-5.4,722.7882,1579,1629.3349,42,0,4239.295,3308.224,20762.3056,967.7935,902.6444,478.2336,1077.4984,907.8779,1990.3394,531.0157,577.2771,447.192,3558.7935,685.2857,1126.0116,1180.8226,1348.145,879.287,1943.8635,811.5064,887.3171,3.1,473.775,705.0201,922.0935,27,0,0,0,0,0,0,0,0,0
0,2937.4148,432,0,-3.8,817.5572,1904,1638.3341,40,0,4401.9927,3439.6807,21495.604,1023.1022,876.1215,535.4013,1170.815,946.1798,2086.8288,610.3462,561.763,551.4955,3624.9615,721.1705,1089.0042,1188.4502,1383.0009,954.7573,1983.3905,793.636,851.269,4.2,469.1615,665.1607,939.5083,32,1,0,0,0,0,0,0,0,0
2,3039.894,448,1,-2.7,1027.7481,1929,1733.4356,38,0,4779.7423,3521.0027,22520.3802,956.5818,931.0364,521.4572,1161.9376,1014.3725,2150.1395,716.2671,583.4194,697.8379,3844.1143,729.8453,1153.2873,1220.0626,1404.9793,934.8413,2047.0725,836.7553,893.3238,5.1,478.9035,655.5058,928.9087,29,2,0,0,0,0,0,0,0,0
0,3300.6532,532,1,-2.7,1193.2852,2186,1678.6753,38,0,4928.8109,3637.5734,23197.622,948.351,962.7876,545.7323,1158.1182,1014.0677,2239.66,808.4297,550.1818,783.1582,3931.1027,755.7735,1197.4592,1250.7915,1407.7965,988.4996,2073.35,874.9957,854.4587,5,493.4073,664.5078,930.8313,26,4,0,0,0,0,0,0,0,0
0,3537.3029,557,1,-2.5,1475.9682,2492,1598.5262,39,0,5257.5945,3892.8592,23788.2984,965.7255,1009.9351,663.8223,1120.284,1012.3812,2181.2793,1089.5128,557.5617,858.2218,3922.8449,704.2439,1179.0424,1290.5658,1350.8875,945.4845,2047.0039,929.1965,878.446,5.1,463.4736,664.4973,963.9445,29,6,0,0,0,0,0,0,0,0
0,3926.3563,544,3,-2.7,1632.0521,2863,1618.5907,38,0,5681.7512,4225.2913,25325.9219,967.1431,970.953,647.1352,1157.7511,963.6036,2255.5133,1322.8773,554.1489,950.1204,4243.4417,729.9176,1219.6988,1240.2323,1332.5462,918.4546,2042.4312,845.8246,892.3061,4.5,501.9902,696.2257,938.5697,39,2,0,0,0,0,0,0,0,0
1,4357.9928,564,0,-3.6,1888.6066,2794,1588.3924,40,0,6122.8423,4546.2661,26726.1689,945.7412,940.5984,665.072,1188.1244,1011.0599,2335.202,1583.2657,616.193,829.311,4356.5836,733.449,1204.4573,1234.6653,1374.5328,991.262,2044.3569,869.2446,907.9418,5.8,487.4568,663.5817,892.3602,25,0,0,0,0,1,0,0,0,0
2,4552.9316,509,0,-5.1,1966.7499,2578,1634.3185,41,0,6449.1476,4754.7698,27747.9043,925.3733,946.9674,562.4713,1193.7879,909.8964,2414.0499,1620.1831,576.8371,654.0785,4564.0448,745.5514,1160.7459,1227.925,1359.0149,917.2256,2019.6272,866.8686,865.2159,4.5,460.7429,647.213,891.7242,29,0,1,0,0,0,0,0,0,0
0,4764.6003,463,0,-5.9,1885.051,2257,1631.7714,45,0,6442.1969,4865.2115,28169.6646,893.7992,950.2777,559.7636,1161.301,879.3346,2372.5251,1511.2108,577.9542,556.5624,4585.8125,723.2184,1133.5553,1201.416,1412.1948,907.0914,2095.3521,887.1557,884.109,2.8,441.1405,642.6773,860.7693,28,0,0,0,0,0,0,0,0,0
1,4401.0755,488,1,-6.4,1657.9982,3874,1550.1012,48,0,5956.0679,4669.8435,26540.4216,899.4543,967.2673,533.9958,1079.8028,878.0829,2215.1111,1323.2266,566.2975,479.6283,4366.8812,683.6648,1121.6816,1165.393,1353.6305,826.263,2027.7107,871.146,863.2945,2.4,465.0553,618.2177,838.3922,21,0,0,0,0,0,0,0,0,0
0,3256.7201,768,0,-7,989.7038,5203,1374.5546,52,0,5030.9519,3948.172,22822.1448,881.6048,884.8831,531.5842,1012.0634,793.1583,2104.9146,796.8135,560.7338,375.0086,3933.7662,648.0834,1043.4667,1186.8513,1292.2632,804.8427,1880.8022,832.9071,773.8172,1.2,429.0045,598.2718,838.8966,15,0,0,0,0,0,0,0,1,0
0,3057.0938,336,1,-7.5,833.0117,1132,1320.8132,55,0,4838.1147,3846.0761,22055.7491,863.8844,843.3294,574.3446,966.7428,778.7532,2044.5177,544.6164,543.887,361.7009,3764.5063,633.4257,1023.7999,1152.0485,1334.4957,761.6413,1850.1316,833.8305,769.9595,1.1,414.05,575.3748,853.8226,21,0,0,0,0,0,1,0,0,0
0,2894.03,137,0,-8,674.1416,284,1269.1009,58,0,4787.1414,3705.843,21212.1885,747.4561,714.3933,440.8923,917.8672,666.6652,1877.9003,451.6761,514.2385,363.3336,3717.0541,624.8815,983.2355,1133.5609,1144.9395,702.9857,1816.1793,759.5587,646.137,1,363.4031,536.9983,850.1851,20,0,0,0,0,0,0,0,0,1
1,2919.0736,29,1,-8,694.9852,2,1212.7579,61,0,4809.368,3680.6917,21252.82,726.8648,724.5552,433.8797,847.6979,666.757,1902.3366,493.5641,514.3101,374.8559,3764.9775,621.3557,999.4028,1108.3528,1172.3607,701.4639,1791.254,731.7788,639.8815,1.4,389.7577,510.8434,812.3578,20,0,0,0,0,0,0,0,0,0
0,2933.5443,9,0,-7.9,673.1668,0,1205.1608,62,0,4754.6603,3680.3988,21130.3398,729.3603,720.2835,460.651,838.3504,671.6969,1873.8255,459.7622,505.41,353.0587,3728.5849,630.7578,986.0538,1104.409,1163.0331,705.4965,1791.1321,708.2825,638.3316,1.4,360.2277,490.6037,818.5958,19,2,0,0,0,0,0,0,0,0
0,2992.7097,13,1,-7.4,706.5102,0,1198.8221,62,0,4764.1889,3667.9226,21252.3567,718.3788,709.1204,489.4767,814.4672,687.8909,1866.1001,481.0718,505.5618,336.321,3768.4949,634.1476,992.1234,1100.8232,1181.5032,692.3682,1812.6152,701.633,621.5107,2,366.4985,497.3314,836.3848,18,0,0,0,0,0,0,0,0,0
0,2963.8311,10,0,-7.6,681.7817,0,1202.8267,62,0,4810.665,3609.3366,21258.3439,737.4261,734.983,517.1377,808.1596,682.3192,1869.7556,479.9436,503.0444,330.2186,3781.2156,632.6057,992.3831,1094.7396,1186.0774,689.7341,1834.6359,691.1996,627.4028,1.6,375.6924,495.2874,819.4133,18,0,0,0,0,0,0,0,0,0
2,2985.2946,20,0,-7.8,662.9077,3,1214.3375,62,0,4780.0438,3653.7656,21294.5195,718.68,732.0471,490.6335,798.1783,667.7933,1840.6429,482.9852,509.4217,351.3229,3788.4332,633.4304,973.2223,1087.3172,1170.2376,703.2816,1861.7643,684.494,629.9544,0.2,367.8064,489.5766,812.9497,26,0,0,0,0,0,0,0,0,0
0,2942.6779,45,0,-8.4,671.9975,180,1233.0556,65,0,4802.6307,3622.1335,21185.7761,731.0708,737.0932,483.903,820.3227,689.4957,1832.2058,476.5966,502.1187,351.6287,3762.5086,615.2925,965.6204,1130.924,1151.8419,710.9632,1838.7221,701.3836,632.7478,1,369.2817,480.5046,835.2983,21,0,0,0,0,0,0,0,0,0
0,2918.6633,70,0,-8.1,692.653,289,1238.4295,64,0,4827.9855,3635.2398,21196.0954,755.5768,732.8483,491.4463,799.4565,647.0606,1837.5517,492.2965,529.8526,345.3364,3736.2226,637.8713,1009.3462,1106.5905,1152.0449,727.1725,1849.9581,734.0722,632.3388,0.9,354.3397,491.2225,841.3941,21,0,0,0,0,0,0,0,0,0
0,2830.8393,86,0,-8.1,656.6448,447,1210.0614,68,0,4736.2911,3566.4728,20842.8365,738.5087,752.6768,497.6349,809.958,636.8141,1838.2413,493.8249,529.3403,346.8781,3683.8907,683.492,1008.6751,1123.1722,1146.6303,746.3058,1830.4096,738.6471,618.7829,0.8,375.6384,513.4164,846.449,23,0,0,0,0,0,0,1,0,0
1,2830.1402,205,1,-7.8,672.7532,801,1236.2807,69,0,4614.8164,3476.8791,20578.5433,746.9361,737.9677,493.3452,836.2944,698.7596,1833.4178,505.0524,552.6264,385.6227,3614.2272,671.4529,998.6463,1091.639,1167.4465,772.1839,1805.3354,717.7481,669.8513,0.4,397.3078,534.3124,837.9516,25,0,0,0,0,0,0,0,0,0
