"y","station_dist","station_type","rain","wet","snow","cloud","temp.sqr","sunny","semester","past_rent","X1_2","X2_3","X3_4","X4_5","X5_6","X6_7","X7_8","X8_9","X9_10","X10_11","X11_12","X12_13","X13_14","X14_15","X15_16","X16_17","X17_18","X18_19","X19_20","X20_21","X21_22","X22_23","X23_24","m10","m30","m35","m45","m55","m65","m70","f20","f25","f35","f60","f70","bus_passenger","sub_passenger"
0,128,0,0,79,0,9,561.69,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186.1773,1851.6349,1402.088,1085.7016,807.013,428.3758,800.5131,6327.5769,4062.7201,1315.4055,613.5927,1203.9588,47,0
2,128,0,0,88,0,5,187.69,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.7995,1905.199,1362.4488,1029.6188,803.7488,407.4828,837.3673,6185.6762,3917.5408,1338.4052,608.3296,1287.2624,150,746
6,83,0,0,61,0,2,625,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,217.6895,1680.1581,1567.5393,1325.4863,1118.0194,570.3499,1016.5102,6343.0001,3226.7651,1541.8872,832.0569,1268.0573,446,2276
5,232,0,0,83,0,2,9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.5194,1639.7272,1483.1236,1186.8106,1037.0747,497.9382,885.3278,4223.4859,2946.1727,1281.5011,726.7547,1346.2491,508,2764
1,554,0,0,52,0,0,127.69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.0749,1983.8686,1406.5996,982.5276,766.6981,409.8247,833.3585,5849.9987,3741.05,1242.8655,626.4207,1162.6468,700,2
0,546,0,0,79,0,0,59.29,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221.3405,1922.05,1335.4895,1178.2436,799.6456,409.4698,776.1459,6457.636,4109.1289,1357.1189,648.3376,1290.3778,88,0
2,51,0,0,71,0,6,416.16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,224.6148,2369.7546,1881.8681,1177.2101,976.6441,492.5759,906.0019,7487.4856,5082.5495,1655.9514,773.3993,1417.8627,607,3152
2,113,0,0,48,0,2,158.76,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,241.3489,2496.5996,1708.9627,1177.2044,855.812,442.4059,890.0518,7081.7386,4554.8749,1462.7068,700.6087,1280.6439,671,3868
10,611,0,0,72,0,10,912.04,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,188.0138,1579.3748,1498.0274,1254.4591,1104.1227,497.0319,962.4764,4878.9877,3005.9082,1512.7955,835.555,1370.1017,485,1975
2,17,1,0,46,0,0,31.36,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,243.8826,1898.4166,1325.5773,1112.8007,873.4002,387.1128,743.0317,4682.8732,3308.0837,1268.8621,661.2113,1233.9535,248,1211
4,37,0,0,86,0,7,436.81,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191.6118,1570.8684,1196.3179,952.2478,783.0729,391.5371,738.5304,4228.7134,2741.7518,1040.4703,662.6554,1061.088,176,867
0,37,0,0,95,0,10,686.44,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.7722,2010.1531,1337.124,1031.7928,838.2866,423.3491,776.6272,5825.6635,3911.4909,1286.1771,632.059,1273.929,54,0
16,611,0,0,88,0,9,538.24,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,295.9361,1566.7299,1573.2911,1177.3954,1030.5393,478.4358,906.5977,4541.1163,3091.0018,1355.6007,801.3666,1398.8635,453,1660
5,232,0,0,66,0,9,50.41,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,275.8887,1820.4894,1513.6296,1243.9963,1067.8625,511.2134,964.6411,4776.6356,3151.9464,1489.3905,760.5136,1261.9371,356,1499
1,83,0,1.7,91,0,10,7.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,257.7975,2239.1001,1707.6018,1408.169,929.814,517.1691,987.1058,5911.6751,4068.5002,1563.5494,773.2874,1416.3002,901,4047
5,17,1,0,64,0,2,992.25,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,303.5462,2122.1553,1807.4263,1223.0647,940.7328,435.8387,873.6714,5929.3556,4286.9392,1470.2538,749.3011,1279.1587,733,3401
0,128,0,0,72,0,4,213.16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.3536,1901.7405,1398.9017,1045.1449,790.3143,407.793,870.7397,6430.4641,4063.961,1360.6075,628.5358,1165.9151,129,761
1,37,0,0,24,0,0,17.64,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,250.004,1769.8179,1566.9818,1203.8513,1056.5049,498.057,975.9305,4635.4605,3198.18,1440.2455,786.0069,1292.4774,587,2397
0,546,0,0,92,0,6,707.56,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209.0721,1858.9097,1433.7989,976.4586,763.3051,414.98,754.3878,5594.7141,3985.0724,1289.4898,613.0803,1193.1671,45,17
6,83,0,0,35,0,0,6.76,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,230.4776,2093.9431,1760.4638,1246.116,889.6418,497.7653,840.2927,6041.0025,4167.7493,1409.6378,746.7407,1262.536,730,2757
2,232,0,0,63,0,10,353.44,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,210.3689,2049.3824,1470.8462,1062.6631,766.3216,407.4795,784.2079,6822.7266,4105.7827,1319.8622,663.1354,1291.7868,353,1446
1,611,0,0,58,0,7,62.41,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,267.1239,1938.8208,1531.942,1092.6723,792.6492,420.8565,840.8564,4988.5851,3340.9767,1332.4378,646.5,1146.4741,308,1511
2,37,0,0,72,0,0,174.24,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.0492,1923.3852,1412.5957,1104.5941,835.6762,411.0308,789.2943,6197.0621,3980.5199,1408.6782,688.0193,1235.8216,244,0
3,17,1,0,89,0,1,84.64,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.5791,1768.3837,1434.0638,1232.086,976.3027,441.5859,820.2164,5883.6624,3412.976,1385.5156,704.8915,1399.5103,827,4723
0,37,0,0,59,0,0,16,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.0761,1832.655,1282.3411,985.7807,767.896,417.1785,804.2422,4739.3991,3655.8848,1236.3354,639.5217,1188.7131,12,0
0,611,0,0,29,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,314.3528,2058.1626,1563.7701,1183.7172,914.2958,471.3963,981.482,5236.2518,3603.9182,1311.0459,687.7521,1231.4805,466,2489
0,232,0,0,77,0,7,98.01,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192.6164,1834.0271,1356.861,1039.0377,759.732,399.9299,808.0075,5846.2547,3698.2597,1236.1946,604.9886,1143.1426,164,565
4,17,1,0,82,0,9,864.36,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,361.9919,2065.9048,1548.0541,1161.0569,877.1299,452.8903,870.8494,5099.594,3735.656,1459.9267,738.7591,1244.2386,535,1980
3,83,0,0,82,0,10,134.56,1,1,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.2679,1744.8985,1614.3987,1350.7386,992.0677,506.13,1078.2539,5294.7765,3115.4442,1410.647,724.36,1333.3587,595,2920
4,232,0,0,52,0,9,228.01,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,323.6465,1689.3492,1558.4053,1334.0072,1067.1722,574.1885,1109.7529,5866.3139,3249.6916,1498.8773,794.6374,1404.6384,472,2049
2,17,1,0,61,0,8,171.61,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,230.6193,2167.5503,1635.7153,1378.2913,1021.9355,445.5785,883.6178,7576.3621,4421.9062,1595.3567,804.6242,1379.8508,806,2735
13,232,0,0,77,0,8,79.21,1,1,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.8613,1690.7577,1409.1854,1310.917,989.191,453.1883,882.5342,5665.1883,3223.1046,1364.1842,747.3461,1343.1728,595,2986
17,83,0,0,79,0,0,222.01,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,191.3596,2329.3836,1844.7882,1414.7206,974.3609,474.8328,871.7008,10391.7936,4665.2122,1548.6786,811.8931,1416.0723,882,3012
1,37,0,0,80,0,9,630.01,1,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,307.4909,1513.051,1539.6026,1163.861,895.2518,482.5177,911.2973,4478.4841,2923.4968,1337.5762,757.5731,1384.1551,411,1695
0,611,0,0,73,0,0,9.61,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.1667,1932.9995,1406.4319,1071.2001,779.4465,396.753,822.6726,6003.7714,4042.5374,1297.4254,603.2465,1287.2025,287,550
3,17,1,0,59,0,8,1142.44,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,256.5953,1688.7395,1582.874,1176.6285,962.9026,485.6298,927.3708,4839.5462,3062.0584,1388.0586,736.0107,1340.9999,621,3033
14,116,1,0,30,0,0,380.25,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,233.121,1722.5275,1662.3406,1243.5758,985.8787,554.2868,920.6444,5593.697,3250.4679,1383.6343,798.4905,1342.6864,614,3185
1,51,0,0,65,0,9,1.69,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,220.2854,2131.5452,1653.4535,1213.1551,864.4499,491.4713,876.745,5850.444,4043.4377,1431.2488,784.2587,1230.6667,729,2725
0,232,0,1.3,90,0,10,615.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,298.1496,2108.7317,1591.1272,1117.6181,763.0543,447.8494,881.0058,4874.9365,3520.4162,1441.9409,782.9327,1277.5918,616,2098
0,546,0,0,91,0,4,6.76,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245.1087,1859.0101,1313.8894,1007.274,723.9156,473.548,870.281,5675.0514,3878.7955,1284.8935,617.7622,1244.0867,184,847
0,554,0,0,40,0,0,40.96,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,238.3241,1808.0525,1523.4547,1215.7065,1047.3918,533.9591,915.1785,5110.8947,3173.0397,1389.9829,714.7802,1299.5715,665,3414
0,611,0,7.8,97,0,10,610.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,182.5747,1644.9529,1402.4786,1239.3043,986.3485,517.6943,903.7656,5026.8608,3072.7834,1344.5475,805.1353,1391.8617,540,2078
2,113,0,0,31,0,6,882.09,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,224.457,1629.7081,1581.4009,1352.1173,1058.9773,552.5361,951.3935,6147.619,3224.9439,1416.9147,771.2294,1334.0714,646,2997
0,611,0,0.4,92,0,10,712.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,308.6738,2050.1388,1639.6038,1019.8085,820.8445,391.3546,788.4678,5483.7083,3807.333,1336.2761,657.6037,1273.9932,459,2159
14,37,0,0,52,0,0,240.25,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,207.4539,2358.0792,1735.327,1333.0264,994.366,455.7094,926.1284,7290.8136,4599.0219,1513.3083,798.06,1303.186,913,3491
0,113,0,0,58,1.1,0,62.41,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.7389,1942.7823,1480.8957,1056.386,798.0147,382.8693,797.3474,6349.3283,4164.5616,1389.3153,612.3073,1249.8929,40,0
0,232,0,0,61,0,0,1.44,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192.3947,1865.9976,1328.378,1011.4509,683.1066,384.8531,890.1762,5655.518,3841.9169,1296.8247,621.4006,1185.5659,91,514
0,128,0,0,75,0,5,3.24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.7495,1807.0721,1315.7302,994.7464,689.1868,398.8227,736.4243,4977.4865,3707.5178,1228.1525,610.9404,1177.8859,18,0
6,37,0,0,78,0,8,31.36,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,295.9024,2454.0589,1687.2318,1155.8754,907.3508,483.3617,896.6397,7130.1724,4595.7234,1405.5222,668.5105,1182.4167,403,2216
1,611,0,0,72,0,0,216.09,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.4178,2094.4831,1461.0328,1042.9772,788.9147,405.6971,769.2167,6871.9018,4329.649,1327.6765,654.4558,1188.0943,478,4
8,546,0,0,72,0,9,630.01,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,267.4946,1618.2852,1513.1887,1253.963,1018.7507,559.1378,918.046,5807.5654,3117.4099,1361.4547,846.783,1441.6179,431,1743
9,37,0,0,87,0,8,75.69,1,1,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264.8616,1664.6683,1382.7282,1233.0474,1022.1228,483.1531,920.0249,6040.3776,3132.9735,1361.0778,752.5088,1542.3973,618,3180
0,51,0,0,81,0,8,466.56,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.2226,1889.9266,1338.8904,971.5123,835.9484,407.7626,861.0435,5722.6811,3974.2453,1330.5898,613.7395,1192.0789,117,716
0,546,0,0,49,0,0,43.56,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.4463,1784.7372,1215.3463,958.5225,687.2364,409.597,781.3408,4936.599,3691.7005,1258.0358,644.3496,1200.7445,19,0
0,113,0,0,93,0,6,49,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209.4024,1904.3623,1395.763,1044.8398,781.3394,380.7947,825.1021,6435.8459,4076.3536,1279.4245,647.8337,1232.734,64,0
8,37,0,0,44,0,0,53.29,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209.2892,1722.5374,1344.7995,1139.8574,930.0343,466.9335,936.5176,4752.1056,3276.1849,1366.1142,758.949,1232.4117,766,4186
2,113,0,0,78,0,7,384.16,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,221.529,2449.2411,1810.1575,1278.9365,1039.5454,487.053,888.3773,7745.5816,4476.4061,1550.8242,774.6183,1273.9689,580,3777
1,37,0,0,58,0,0,174.24,1,1,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212.2361,1784.4527,1432.1089,990.5756,827.2878,433.1315,751.1524,5193.4364,3565.5774,1235.6838,621.5072,1163.8792,241,1364
13,611,0,0,53,0,10,219.04,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,321.2369,1668.0565,1527.7653,1316.796,1047.6444,508.9916,1061.2088,5874.5313,3259.0366,1479.0408,789.903,1395.9134,421,2015
0,232,0,0,50,0,0,11.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,207.2741,1797.3658,1313.0372,1061.3546,685.4949,413.9627,774.4869,5085.3867,3675.0727,1179.1525,646.7358,1163.6158,172,330
9,611,0,0,53,0,0,519.84,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,242.306,2181.5155,1816.8244,1369.9228,1088.8408,527.4565,987.6829,7443.6142,4475.5388,1694.6431,797.3827,1353.9251,783,3069
6,546,0,0,41,0,0,457.96,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,300.5997,1690.6793,1475.0596,1370.7946,1160.3818,519.7352,815.207,6062.3871,3164.9168,1570.2606,756.9973,1430.1548,392,1972
0,113,0,0,35,0,1,193.21,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,322.0355,1608.2578,1574.4812,1385.8289,986.1185,512.6439,1056.6757,5496.7155,3188.2494,1416.6718,812.7226,1319.4004,349,1474
1,113,0,0,82,0,10,182.25,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333.637,1668.6175,1444.6734,1267.8891,942.2749,536.7565,1035.7475,5481.5128,3188.4932,1443.646,767.0514,1299.3883,578,2864
0,17,1,0,94,3.5,10,0.64,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,288.8544,1669.3688,1500.6906,1222.6862,1015.8251,498.8861,906.0024,5060.9544,3149.6244,1341.7611,733.2009,1444.1709,449,1824
15,611,0,0,47,0,6,488.41,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,270.5476,1889.8149,1749.3024,1521.5825,1028.4777,504.5129,921.2308,6288.1605,3492.7808,1540.8896,801.6631,1296.5749,718,4037
4,51,0,0,72,0,10,795.24,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,225.7959,2200.2135,1694.6165,1176.988,928.5503,496.5834,816.0581,6550.8398,4323.7584,1488.5741,765.0013,1271.2049,661,2951
1,113,0,0,57,0,0,79.21,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,201.1862,2153.9023,1682.9634,1222.7083,893.3524,482.5583,908.3301,7268.9571,4354.8258,1529.439,720.9434,1318.1611,529,2467
0,128,0,4.4,96,0,10,484,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,254.1345,2009.9297,1615.8713,1160.2022,792.0938,446.7361,902.698,5559.4528,3739.6479,1574.0204,747.7962,1197.2158,455,1885
12,17,1,0,65,0,6,519.84,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,252.7004,1876.9367,1665.0693,1467.1637,1114.073,569.5269,945.294,6134.6319,3522.4674,1507.9909,792.5862,1333.6161,707,3770
4,83,0,0,41,0,7,7.29,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,231.1939,2722.9783,1793.7608,1252.5193,944.4361,493.6937,882.804,7747.3081,5252.5424,1684.3942,762.9038,1253.2338,623,3146
0,554,0,0,87,0,9,16.81,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.9189,1869.7638,1290.6307,1032.2903,771.3962,408.7684,824.9165,5324.7046,3602.9913,1213.6995,603.3337,1175.6826,103,466
1,51,0,0,87,0,0,734.41,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.7827,1955.2916,1306.6177,895.7062,763.2048,416.9156,820.2062,5638.9061,3947.5743,1237.1926,620.6553,1187.2097,71,0
4,554,0,0,62,0,2,299.29,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,329.9018,1656.0798,1467.0626,1446.2262,1036.4025,474.2877,956.1979,6461.6798,3053.1022,1540.8315,782.4107,1324.2209,511,2464
0,554,0,0,87,0,2,361,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.7292,1653.6148,1264.491,911.6228,740.3211,413.1452,752.9449,4801.2184,2885.7356,1064.6136,631.1682,1143.3664,103,505
9,116,1,0,29,0,9,129.96,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,240.2689,2322.4333,1873.6123,1186.7811,916.2848,518.7767,962.6864,7208.5498,4270.723,1421.124,758.8461,1306.688,583,2880
1,116,1,0,89,0,0,506.25,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224.482,1956.4616,1361.1383,999.5201,740.5287,408.9627,836.6158,6434.2771,4140.4838,1294.5516,694.1983,1209.4092,48,0
2,17,1,0,58,0,4,316.84,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,247.9477,1672.4963,1503.1699,1372.4837,1061.0304,439.0222,885.502,6220.4083,3109.7831,1480.1894,716.9886,1335.7369,448,2039
4,113,0,0,73,0,7,739.84,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,239.761,2097.4869,1623.0897,1138.2561,900.3483,422.0075,862.0602,6455.3103,4202.5971,1512.3773,747.258,1361.5419,694,2864
5,232,0,0,61,0,3,912.04,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,396.3812,1643.8,1430.9868,1282.4208,884.7087,433.2273,926.7986,4799.2353,3101.4475,1429.2312,746.4401,1397.5566,491,1900
0,611,0,0,95,0,10,70.56,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,323.1264,1801.786,1664.517,1422.6812,1075.6278,500.0716,1009.4229,5566.2632,3148.8332,1554.4514,808.897,1432.5128,333,1502
1,232,0,0,37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,277.5416,2108.0514,1747.9277,1343.4769,875.3681,451.1185,884.0594,6224.9751,4046.367,1429.8093,737.5225,1311.325,756,2681
0,554,0,0,70,0,0,3.24,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.4353,1846.1229,1240.4201,975.1087,735.0448,438.1189,794.4222,5113.9374,3819.8281,1233.9447,629.8856,1260.0206,63,583
0,116,1,0,65,0,0,0.49,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.7601,1873.1795,1377.8321,931.4137,723.9167,385.4199,855.8257,5731.4838,3781.1082,1250.1709,581.6348,1236.7124,16,0
4,232,0,0,58,1.8,0,176.89,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226.5619,1733.6222,1498.1481,1238.676,956.8177,506.3627,912.0145,5020.4825,3061.716,1404.6025,723.0787,1374.6633,589,2917
0,17,1,0,50,0,0,68.89,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.7852,1895.9322,1265.2063,1046.2873,730.9794,422.7693,830.5815,5306.3367,3897.956,1214.7358,662.0889,1213.6629,73,519
1,83,0,0,43,0,4,2.89,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,255.8632,1717.156,1460.7442,1311.0648,1066.5346,542.9097,956.0724,4305.2457,2941.0495,1398.3945,807.4246,1360.3603,407,1661
1,17,1,0,47,0.2,0,42.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,239.2163,1734.9764,1412.2837,1345.047,1165.8176,504.3069,953.744,6342.409,3212.9282,1416.2387,845.9433,1334.969,494,2344
8,128,0,0,77,0,3,852.64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.8224,2105.2771,1457.8289,963.9191,746.6319,394.3261,808.3769,6031.4663,4002.4318,1252.9372,644.9229,1209.9966,350,2
10,232,0,0,80,0,9,353.44,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,349.3385,1660.6411,1433.6902,1266.8499,1116.6723,534.8857,1040.6516,6592.6223,3282.3078,1610.9383,832.322,1363.8076,519,2313
1,83,0,0,90,0,6,0.36,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.4408,1737.544,1261.1482,1028.0515,726.0005,402.478,756.855,4755.9779,3328.6347,1160.5921,637.2991,1244.5261,163,855
8,611,0,0,55,0,10,566.44,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,187.6784,2060.5031,1748.1945,1306.4394,980.172,479.7976,904.2197,7428.5561,4306.9962,1488.3591,722.259,1215.5517,656,2805
4,546,0,0,33,0,1,778.41,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,317.0914,1673.5286,1580.2695,1254.9526,1106.5833,534.1483,945.0629,5961.7702,3291.0762,1502.6677,796.1978,1327.5738,565,2739
3,546,0,0,36,0,0,571.21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,588.8606,2070.3263,1890.4506,1295.161,965.362,493.2435,896.3274,6089.3821,3958.9459,1956.4619,740.8818,1154.7731,475,2358
0,554,0,0,78,0,1,201.64,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.7005,1928.16,1357.2833,1047.3292,759.7941,435.4615,827.5483,6348.6797,3946.7817,1335.893,615.1244,1168.8865,36,0
3,554,0,0,50,0,10,166.41,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,243.2912,1872.9563,1553.7599,1298.2927,1029.9623,481.7833,956.2513,6551.6004,3379.0129,1422.3171,753.214,1286.9634,813,3803
0,546,0,0,87,0,10,16,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.4693,1918.9239,1313.4502,1022.2531,795.1116,385.4512,829.4133,5470.048,3721.0943,1225.9208,599.6346,1216.8097,19,9
1,51,0,0,83,0,9,132.25,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198.8201,1826.0091,1403.7878,981.8494,766.1053,410.1175,790.1419,5893.2682,3910.5943,1319.294,596.8373,1188.0115,40,0
