"y","temp","rain","wind","wet","cloud","dust","temp.sqr","sunny","semester","past_rent","X1_2","X2_3","X3_4","X4_5","X5_6","X6_7","X7_8","X8_9","X9_10","X10_11","X11_12","X12_13","X13_14","X14_15","X15_16","X16_17","X18_19","X19_20","X22_23","X23_24","weekend","m10","m5","m20","m25","m30","m35","m40","m45","m50","m55","m60","m65","m70","f0","f15","f30","f40","f55","f60","f65","f70","bus_passenger","sub_passenger"
4,29,0,2.4,64,9,32,841,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245.4293,1155.2071,3536.2329,2949.156,1745.7244,1520.445,1185.5193,1133.319,1089.105,926.3228,659.2487,448.7552,868.8474,608.7475,1803.0072,1812.682,1015.1973,896.9977,747.3424,613.7699,1286.2379,789,3722
15,28.5,0,2.2,67,9,26,812.25,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,220.7657,1339.9535,3993.9551,3473.1818,2020.3278,1765.0611,1223.7337,1225.4292,1178.4917,964.0312,707.4132,465.6449,837.2792,574.3304,1909.0713,2163.0817,1072.6286,925.2888,826.8416,616.7709,1308.3989,1066,4277
11,27.9,0,1.9,69,10,30,778.41,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,224.9559,1406.6406,4308.2529,3805.9552,2184.4353,1753.8178,1239.7944,1225.7572,1081.7337,906.0302,690.7555,465.2294,806.7035,524.1283,1871.972,2213.0341,983.8651,867.9497,815.5923,589.8246,1306.7382,891,3078
9,27.3,0,1.8,74,10,18,745.29,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223.2084,1301.9718,4354.0126,3949.6701,2162.613,1648.9442,1198.5616,1182.3319,1055.6832,927.7481,657.1989,423.1796,844.6331,521.358,1790.663,2177.0056,972.3686,862.6401,789.9272,584.8302,1335.1625,665,3035
3,26.9,0,1.6,75,10,27,723.61,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240.007,1143.76,4216.9742,3901.6591,2066.6635,1586.5958,1196.5635,1146.4247,986.3682,872.599,660.1588,440.6059,814.487,464.0629,1605.4729,2183.9139,886.5635,791.1442,736.4736,608.1299,1309.3876,752,3303
2,26.2,0.3,1.4,81,10,21,686.44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,233.4166,1009.4848,3996.7281,3840.0261,2093.2269,1622.8623,1103.4905,1043.457,919.6121,819.2177,657.9658,424.0105,816.1089,459.096,1250.3149,2049.7889,920.7991,799.2131,752.4981,582.3496,1340.787,754,3040
0,25.3,0,1.8,79,10,23,640.09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,200.5895,780.4947,3827.3511,3830.198,2032.3242,1546.0194,932.9882,1010.34,798.2177,802.2969,550.1854,378.5441,773.4292,405.2847,1047.9321,1970.2375,820.8492,692.19,666.7067,498.501,1213.3761,464,1507
0,24.3,0.8,1.7,85,10,11,590.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198.742,735.8818,3740.2721,3775.4927,1939.6874,1470.8639,905.2384,911.7171,787.3433,783.6032,554.4006,370.8694,749.7332,404.7834,1002.7705,1934.0405,777.3617,712.3348,654.0443,488.1621,1215.4371,190,383
0,24,0.9,2.8,91,10,26,576,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208.5381,733.1659,3643.2789,3769.1995,1902.0867,1420.8491,905.2751,886.1165,793.9132,788.9424,583.8224,393.9323,747.4162,399.9573,961.2639,1951.6756,786.8122,683.2135,657.369,490.7561,1188.1366,63,0
0,23.6,0.5,2.5,92,10,24,556.96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201.7308,716.5344,3536.3926,3745.9008,1876.6605,1398.3632,897.9682,901.1156,792.7009,799.6854,563.48,387.7831,752.6252,431.2784,1009.2058,1957.7013,782.5861,683.7415,658.4187,490.5876,1221.4464,51,0
0,22.6,0.1,3,89,10,15,510.76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.9532,687.7111,3499.683,3702.7256,1887.4588,1375.6949,904.8472,923.7352,771.382,784.4936,564.5496,392.9138,748.3594,421.1597,991.3613,1927.0903,767.2824,689.0429,645.065,490.7147,1249.6764,38,0
0,22,1.2,2.6,94,10,13,484,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.2784,686.3214,3408.7099,3644.4567,1843.8257,1360.6271,925.8175,929.1466,776.8145,773.2018,554.1531,396.1328,781.6801,378.8668,978.4299,1947.3249,783.0397,654.9147,646.4588,480.5091,1276.2961,34,16
0,21.2,0.7,3.2,94,10,9,449.44,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.7743,660.5351,3275.1893,3622.4223,1836.1731,1392.5868,894.0314,889.9142,789.2539,776.7418,564.5134,410.9766,725.0166,399.4606,944.1637,1943.6268,788.5807,674.4533,618.1243,501.8244,1270.9691,122,692
0,21,2.7,3.5,97,10,6,441,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.1288,666.1071,3207.5727,3559.402,1829.7198,1449.7014,922.3051,889.4091,807.2519,796.5432,630.6467,425.877,725.9183,409.5705,935.5632,1941.3166,782.6526,708.707,655.3159,537.0068,1290.031,217,936
0,20.9,1.4,2.9,96,10,9,436.81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.6785,602.1426,3119.6596,3374.5195,1837.273,1444.1602,1023.579,1029.3099,925.4151,861.0965,642.878,466.1029,775.3518,392.0202,923.2469,1932.7573,877.2058,792.2129,698.6318,582.0545,1357.967,523,2672
0,21.1,1.7,3.9,96,10,13.5,445.21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,251.9795,622.1933,3010.211,2882.1842,1600.381,1336.3601,994.5182,1035.3369,959.8504,875.3928,653.3787,515.4714,859.5291,456.5561,922.1228,1719.5915,967.493,844.8517,707.9445,592.5536,1411.1628,869,4734
1,21.6,1,3.5,96,10,7,466.56,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,260.6106,618.5208,3103.4103,2779.215,1562.8768,1426.5261,1102.3892,1169.5086,1070.8651,961.8548,714.0538,537.8247,894.3716,516.7647,934.7067,1650.3947,1047.609,949.1984,743.8695,585.9311,1401.6094,597,2945
0,22.4,0.2,3,93,10,21.5,501.76,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,280.1203,669.5638,3092.4412,2711.4924,1515.4069,1405.4902,1101.7048,1174.1258,1071.4385,979.8717,724.2236,531.3628,979.0018,567.0556,958.8602,1706.3302,1116.8149,961.876,771.9863,602.6987,1450.1252,446,1621
0,23.3,0,2.2,87,10,6,542.89,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,296.78,736.6297,3124.8548,2666.7422,1519.4172,1463.8966,1123.8769,1156.812,1055.4914,899.268,740.3502,476.5876,868.7729,589.8511,1016.7519,1743.355,1100.2887,1002.0687,747.0964,618.4238,1348.4469,355,1549
3,23.2,0,2.7,88,9,16,538.24,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,295.9361,833.6941,3306.8206,2701.3435,1566.7299,1573.2911,1187.0758,1177.3954,1070.0111,1030.5393,706.3401,478.4358,906.5977,622.1194,1192.2921,1748.536,1144.4325,1058.8514,801.3666,571.1077,1398.8635,453,1660
2,23.5,0,3.1,86,10,15,552.25,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,339.2256,951.1915,3355.2299,2703.2736,1513.5269,1579.9465,1166.7116,1175.9498,1122.6149,1053.9025,744.8322,499.873,1012.8108,685.7856,1153.2458,1888.7939,1179.2286,1125.8254,815.5012,628.7888,1443.6999,523,1966
2,23.6,0,4.2,87,10,13,556.96,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,321.8107,996.8225,3270.052,2696.5494,1572.4618,1583.6066,1190.5762,1199.206,1182.208,1075.7768,769.2299,478.4796,1055.7237,746.0365,1356.0933,1881.986,1265.0721,1120.8522,807.5744,642.754,1419.5736,533,2065
5,24.1,0,3.4,87,10,13,580.81,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,268.0434,1004.5701,3307.6271,2804.2152,1564.3003,1619.7386,1219.9921,1170.6901,1128.842,1061.3209,741.1004,511.1498,987.7318,588.4967,1470.9947,1827.9698,1189.5415,1075.7748,885.7641,610.8263,1416.3532,628,2315
0,24.4,0,3.4,83,10,13,595.36,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,270.3456,1071.8322,3362.6492,2882.1753,1615.4791,1634.8128,1190.0764,1196.6859,1168.0477,1060.0128,730.7009,469.7346,922.5375,566.355,1598.0051,1762.3269,1133.6605,1092.3131,807.8172,543.6647,1423.2767,656,2839
4,24.5,0,2.7,81,10,16,600.25,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.6788,1193.8556,3585.0304,3007.2639,1667.024,1661.8865,1182.5052,1211.7995,1055.9336,983.4336,646.7371,452.4392,953.8382,628.5283,1756.3048,1835.4937,970.2737,979.7482,782.2829,533.9453,1332.5131,741,3759
5,24.6,0,2,82,9,14,605.16,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,228.2459,1292.1525,4026.1284,3509.1341,2030.7352,1829.6935,1287.5145,1309.7206,1108.5092,930.8379,685.6622,466.0356,973.0645,562.3787,1836.3499,2126.9934,1022.1998,947.1985,765.0889,576.8899,1382.9296,1056,4165
4,25.2,0,2.5,80,5,9,635.04,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,204.522,1240.8238,4299.3572,3714.0483,2141.5397,1819.7473,1222.3313,1241.4757,990.1106,888.1804,625.3627,429.6512,913.0195,530.02,1840.83,2149.2595,940.2246,904.1711,789.1143,538.3711,1348.1705,783,2858
3,24.7,0,0.8,80,9,18,610.09,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228.5467,1220.6696,4346.2562,3906.626,2201.664,1761.6843,1205.8912,1142.2818,951.677,898.9207,603.4252,412.898,946.6884,535.0413,1729.0537,2236.9764,911.7623,851.4943,748.2571,550.8508,1326.7223,748,2832
6,24.4,0,2.7,82,4,13,595.36,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.873,1123.2632,4339.201,3919.8975,2175.8082,1694.1088,1161.441,1045.6211,956.9359,885.7186,617.1684,447.6666,896.4255,486.6202,1442.1348,2169.9233,928.856,794.1852,738.1433,587.6277,1325.4358,642,3026
8,24.1,0,1.5,80,6,9,580.81,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,215.1203,965.5566,4270.3346,3838.3616,2128.0745,1656.5851,1113.1819,950.181,885.1529,844.6626,619.2547,438.4214,885.3498,472.1706,1176.5571,2038.446,914.4754,844.4601,732.1294,589.8124,1264.8125,678,3049
7,24.1,0,2.3,78,7,11,580.81,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,203.6022,764.7623,4004.5897,3840.3941,2054.3514,1449.369,949.8068,946.0747,793.7355,764.7184,581.4689,385.153,782.2552,390.7259,1066.1876,1943.7162,730.1762,776.2398,662.6924,503.3711,1153.8723,432,1633
2,23.9,0,0.6,80,9,6,571.21,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223.2045,722.0558,3885.0718,3849.0043,2011.0728,1399.4514,975.352,901.5684,804.053,784.4115,583.4587,384.9593,795.3348,422.0078,1059.2869,1921.0912,732.9607,745.1962,659.7097,511.879,1170.3214,251,575
5,23.8,0,0.5,83,9,25,566.44,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.2924,710.246,3731.9024,3825.4012,1955.588,1395.6567,954.4107,888.1429,805.0924,770.7651,589.6287,396.8884,817.3448,428.6222,1010.8286,1901.2109,761.2396,707.3915,659.6715,521.3844,1190.9751,105,0
0,23.6,0,1,85,8,15,556.96,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215.5116,637.3774,3657.6511,3771.5064,1931.3673,1358.2432,905.7696,941.6644,811.188,764.0703,600.3278,417.8662,788.6828,450.7457,1026.0846,1921.9004,755.7366,693.1729,647.3985,525.6925,1178.422,82,0
2,23.5,0,1.5,87,10,23,552.25,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.0874,623.8135,3614.5544,3744.9745,1926.6469,1367.5795,889.3841,929.0295,798.6418,763.1388,583.6088,408.9682,811.0597,436.8388,987.5248,1884.7553,759.6157,681.22,613.7948,520.5388,1226.8719,61,0
1,23.2,0,1.5,88,10,19,538.24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.7348,615.6025,3494.4129,3682.8991,1894.6089,1383.9902,896.9427,937.0666,783.4736,738.4803,529.4285,414.3941,810.5949,454.7206,956.5668,1882.6361,761.607,683.3961,631.1571,546.3282,1167.5827,47,12
1,23,0,1.4,89,7,20,529,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.9355,607.3249,3382.5454,3660.8292,1925.5081,1366.4884,899.5884,895.5178,797.7036,732.5611,514.3819,386.9209,835.8935,456.0628,951.3123,1901.0676,771.8225,710.829,616.8412,554.2675,1239.4164,128,673
1,22.9,0,2.4,89,7,21,524.41,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.1028,598.4015,3339.6524,3592.4329,1903.9869,1376.2323,895.1994,916.7476,803.7306,736.6567,554.4997,394.7061,828.1905,441.1537,955.103,1862.2388,785.2533,770.9767,673.1037,548.8565,1254.4548,232,1029
0,23,0,2.3,89,7,32,529,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230.5228,628.6602,3315.3843,3430.2285,1820.9298,1430.2301,1002.5357,992.317,924.2996,829.5367,613.6045,415.7776,847.1153,490.3407,863.201,1809.828,881.4114,858.7671,647.7018,560.7935,1277.0568,471,2510
0,23.6,0,1.8,88,9,23,556.96,1,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,301.1609,904.5524,3098.9684,3005.8885,1688.0601,1404.173,983.3696,1085.7226,1006.7124,826.6916,683.2422,450.9807,941.0121,538.019,1111.4586,1585.8261,984.0978,906.6352,701.0921,570.5857,1321.1027,831,4451
6,24.4,0,1.4,85,9,29,595.36,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,289.8272,982.6257,3119.7388,2783.7826,1600.7785,1451.5457,1063.0857,1136.8249,1095.0508,848.2416,750.0234,476.6326,947.8615,566.1928,1147.8824,1688.1397,1102.0373,954.0602,799.0081,632.2547,1387.8842,569,2868
0,25.1,0,2.1,80,9,26,630.01,1,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,307.4909,975.692,3115.7563,2726.8354,1513.051,1539.6026,1104.6621,1163.861,1096.8305,895.2518,697.0872,482.5177,911.2973,609.8866,1131.2057,1694.3222,1241.5963,978.5251,757.5731,603.8833,1384.1551,411,1695
1,26.6,0,1.3,73,7,28,707.56,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,267.9955,994.5681,3215.017,2710.0967,1570.4065,1580.7398,1132.0265,1165.085,1133.4472,967.6234,680.3056,449.6142,913.8086,521.3526,1199.9278,1666.1273,1251.2113,995.5691,718.7308,605.7265,1188.4178,396,1617
1,27.2,0,2.1,69,9,29,739.84,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,284.4412,843.2275,3215.068,2703.1412,1585.0257,1600.2555,1139.3515,1087.6859,1092.6092,954.9764,712.4347,412.1621,923.8534,530.9665,1296.1004,1672.0231,1160.7748,996.7017,743.9171,586.0936,1202.3149,498,1904
5,26.3,1,2.3,78,9,46,691.69,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,319.1287,852.6226,3190.3805,2649.2455,1608.3881,1602.7572,1196.9655,1140.6386,1088.781,964.6463,712.6707,454.8411,958.3885,550.6627,1310.4277,1648.5658,1134.0731,1061.4337,757.8997,580.9815,1301.5195,563,2179
0,27.3,4.2,2.3,75,8,43,745.29,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,300.168,930.2795,3230.5061,2672.6842,1569.213,1491.6948,1157.798,1106.3096,1153.9992,1033.7936,732.5539,494.2402,988.2032,599.9538,1362.307,1601.904,1192.4997,1013.4606,762.3837,603.6019,1335.0938,464,2087
0,26.3,0,2,77,8,25.5,691.69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,295.1419,905.3383,3251.3113,2679.6894,1657.8858,1534.6239,1164.4829,1077.77,1053.9322,932.7668,656.7033,496.8272,999.1177,595.4614,1404.3096,1634.0955,1097.1481,1036.5332,739.8946,594.1229,1280.2123,596,2466
4,26.5,0,2.7,79,8,29,702.25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,266.1772,1008.1643,3317.8096,2750.5313,1680.0224,1564.0715,1161.1912,1116.3246,1061.2402,972.8932,637.5729,466.5573,963.6835,526.5857,1520.391,1649.5085,1080.1829,966.1301,704.0614,570.3628,1295.2973,663,2915
5,27,0,2.5,74,7,22,729,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248.8556,1100.4143,3562.8056,2995.4273,1765.1247,1580.1822,1113.8852,1169.0861,1007.2613,932.001,635.3797,433.8238,879.8845,588.2273,1735.2788,1690.5686,1086.5054,955.4143,718.4322,519.2513,1300.3023,786,3869
11,26.9,0,2.7,74,6,15,723.61,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,243.5634,1273.3385,4177.1897,3539.7618,2123.6488,1790.1592,1185.5654,1220.4339,1043.9001,922.6255,687.7819,453.6162,839.4802,627.8649,1949.8031,2085.9054,1058.9999,939.4307,700.3125,543.0598,1333.2841,1025,4352
6,26.5,0,2.8,75,6,46,702.25,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,240.2576,1385.4868,4612.2823,4017.7502,2310.5036,1819.8877,1172.3172,1194.8948,979.4415,896.4489,638.6297,451.0929,866.1362,498.6218,1909.3908,2274.6951,1024.6835,945.1765,769.1809,565.3487,1362.5258,801,3146
8,25.6,0,2,77,8,31,655.36,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253.0345,1372.7523,4888.7757,4330.5143,2356.6517,1816.8821,1181.0641,1140.4878,971.1729,921.0811,626.3154,455.2472,837.0758,509.0074,1778.3685,2204.2026,944.3623,908.6096,703.5338,559.7997,1292.3249,656,3103
4,25.1,0,2.1,83,5,32,630.01,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255.4223,1262.6529,4940.4122,4500.8535,2443.911,1771.8673,1125.5104,1039.99,973.7946,930.3883,625.2853,446.2301,854.6014,506.3735,1717.7131,2122.9018,896.913,864.6167,685.9725,584.2059,1360.7189,725,3178
6,24.6,0,1.7,84,4,35,605.16,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,250.7236,1172.846,4823.1908,4507.6324,2323.7311,1619.7585,1107.3123,1016.1872,887.6644,931.3891,622.8046,421.7856,810.196,389.1574,1441.8335,2061.1264,867.565,828.4766,672.9924,580.4946,1295.6611,781,3413
3,24.3,0,1.2,87,2,37,590.49,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,184.7499,907.5693,4476.6558,4370.2424,2196.6342,1574.7349,971.859,946.1051,784.9983,818.4873,563.253,392.5203,783.2279,348.084,1196.8351,1914.6523,829.5699,762.4535,636.1431,499.0602,1187.9093,524,2305
5,24.1,0,0.2,88,6,36,580.81,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,173.3702,832.1647,4387.0378,4326.0159,2092.659,1520.8777,945.9599,918.3771,764.1186,789.5529,562.4482,382.0294,800.9975,393.0636,1158.0865,1855.1776,774.5225,726.2826,649.6579,492.302,1173.0997,450,1
3,23.7,0,1.3,88,4,49,561.69,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,174.6026,811.527,4165.581,4176.8475,2039.8862,1462.9394,908.557,915.049,776.8444,810.3886,544.9287,393.024,791.928,399.2047,1094.1518,1813.269,776.75,713.284,640.9023,511.5884,1166.53,153,0
1,23.7,0,1,89,7,39,561.69,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,182.3619,769.7022,4029.0073,3983.2528,1987.2242,1431.0885,880.9998,887.915,791.2744,818.9119,568.3896,402.6434,779.4342,365.6728,1093.7966,1834.2625,775.61,694.078,641.951,509.207,1194.5411,109,0
1,23.8,0,0.4,89,8,46,566.44,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,176.2675,745.9089,3861.6399,3862.3012,1943.3849,1388.5383,864.7701,863.3873,769.3334,804.2282,539.1196,362.5975,757.9154,388.8379,1005.6318,1798.8202,756.6879,691.567,644.9143,499.4104,1186.18,43,0
3,23.7,0,1.6,89,7,51,561.69,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,187.9181,662.8992,3624.3974,3749.4215,1924.9847,1402.8062,898.396,888.3163,754.8628,782.0531,558.2008,390.3934,781.3554,380.387,959.7911,1825.47,754.0639,685.3088,619.0423,506.4867,1196.4786,52,14
0,23.5,0,2,90,7,45,552.25,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,184.4513,588.9206,3421.5359,3604.422,1883.2639,1395.0223,894.8503,880.3298,769.2029,743.5057,545.4181,379.66,804.8773,387.6592,914.4315,1812.2914,757.3453,708.3792,617.3626,510.5349,1212.9599,123,763
0,23.6,0,1.5,89,8,36,556.96,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,194.0002,569.5295,3303.726,3559.7134,1893.29,1382.9666,901.9068,918.2436,791.069,745.54,560.6337,394.8994,772.3321,408.1068,925.2338,1792.29,788.3194,725.4314,629.3225,496.5134,1222.2396,158,707
0,23.9,0,2.3,89,9,36,571.21,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,200.8236,570.2787,3222.9156,3453.37,1888.2861,1370.2252,898.3823,906.2679,764.0773,735.5451,545.2659,397.9024,785.2,383.3373,894.3116,1727.7819,761.4791,736.0434,636.6471,502.8012,1213.4116,193,897
3,24.3,0,1.9,87,9,25,590.49,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,225.8673,547.3427,3205.9976,3388.0792,1879.4807,1360.1163,912.5827,956.3515,768.3859,818.1931,531.3614,417.9933,795.8473,394.763,869.4346,1737.1423,786.111,740.8583,594.383,528.9879,1193.8519,332,1455
3,25.3,0,2.4,82,9,32,640.09,1,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,235.1764,566.9717,3126.8595,3338.0642,1814.9174,1479.6615,1018.1544,1014.9077,760.0632,752.0403,597.0579,428.5658,826.6892,520.0041,945.403,1762.4969,834.7725,786.2054,635.9981,512.9407,1219.0097,408,1812
1,25.6,0,1.4,79,10,36,655.36,1,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,262.6789,556.7266,3117.7112,3236.6675,1799.6478,1479.8778,1052.9332,1033.7515,815.355,745.0593,570.8986,452.9312,763.4365,504.8616,1029.1368,1781.9638,946.2494,849.8849,653.2949,562.2143,1283.7962,328,1626
4,26.1,0,1.6,78,10,37,681.21,1,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,272.3503,623.0359,3132.2172,3234.6015,1837.0283,1597.5965,1030.9015,1029.6389,808.1477,769.0841,554.6189,467.8641,751.0701,569.4617,1069.2094,1782.5584,1015.3521,859.2969,717.3495,527.2486,1282.579,435,1850
1,26.7,0,1.6,74,10,32,712.89,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,267.5802,691.7036,3174.7173,3304.739,1968.1952,1579.9195,1092.5316,1007.1695,837.857,793.3463,589.481,443.1865,789.4559,631.8911,1148.656,1845.5915,1058.7881,905.3242,711.8721,524.6791,1254.1512,474,2254
4,27.3,0,2.7,73,10,37,745.29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,291.6655,895.9861,3263.1365,3395.221,1921.1557,1658.4037,1103.9031,999.7666,826.1889,813.9917,592.8431,437.0085,790.6525,815.5614,1329.5035,1892.3683,1061.653,890.2076,738.1428,537.8118,1254.2916,577,2394
2,27.7,0,3.4,70,10,33,767.29,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,270.5111,862.7317,3259.0968,3461.8958,1932.3239,1558.46,1111.5942,1020.9302,862.8615,794.4549,601.2659,418.2386,874.0126,885.8344,1440.4228,1913.2193,1083.1238,942.3102,717.3825,513.5357,1244.5725,551,2476
4,27.6,0,2.6,67,10,40,761.76,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,272.1117,957.5019,3405.9743,3585.8932,1896.5009,1575.7561,1179.4908,1018.6021,834.0887,835.868,634.6325,388.2113,831.6445,790.2491,1500.8329,1826.1401,1094.6376,910.5236,738.6085,561.144,1283.0088,651,2951
4,27.1,0,2.5,69,10,35,734.41,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,312.2077,1035.309,3687.9642,3759.6743,1968.1939,1607.1093,1190.8532,1079.1997,917.9883,849.79,631.9623,396.4327,855.7216,909.726,1648.8035,1874.0708,1108.4599,950.6141,751.5719,512.4326,1323.089,704,3281
0,26.1,0.5,2.8,78,10,30,681.21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,274.3471,1267.8355,4004.2089,3987.4806,2050.9027,1597.7425,1146.4995,1054.3661,922.0429,884.4465,610.8835,429.2821,858.3228,850.6262,1805.2469,2021.6094,1077.1122,957.9278,708.5466,534.8385,1255.0876,747,3197
