"y","temp","rain","wind","wet","cloud","dust","temp.sqr","sunny","semester","past_rent","X1_2","X2_3","X3_4","X4_5","X5_6","X6_7","X7_8","X8_9","X9_10","X10_11","X11_12","X12_13","X13_14","X14_15","X15_16","X16_17","X18_19","X19_20","X22_23","X23_24","weekend","m10","m5","m20","m25","m30","m35","m40","m45","m50","m55","m60","m65","m70","f0","f15","f30","f40","f55","f60","f65","f70","bus_passenger","sub_passenger"
0,-0.5,0,1.1,52,9,66,0.25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,174.2763,562.5749,2950.8593,3609.7578,1802.334,1221.9634,846.9623,921.2075,688.3044,762.8034,475.4215,382.3613,756.3104,339.0528,650.2189,1846.0407,751.3559,657.9423,617.3615,511.4445,1141.2825,57,294
0,-0.5,0,0.2,52,9,68,0.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,191.5197,556.39,2914.1855,3534.6877,1792.8485,1240.0422,856.2619,963.7984,695.6283,719.0076,483.8115,374.0202,781.7193,328.7854,624.9214,1793.2257,745.4987,664.2588,624.5327,530.7059,1141.237,84,462
0,-0.3,0,0.5,48,7,68,0.09,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,191.7538,558.5423,2843.0599,3394.949,1832.2609,1219.4528,893.6537,960.6414,726.4141,765.3606,472.8862,397.7292,791.6743,330.9435,665.4059,1800.832,738.837,676.183,625.2173,542.193,1118.723,202,915
0,0.3,0,1.6,54,8,65,0.09,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,198.9536,554.2573,2770.9507,3294.7261,1815.2403,1229.7177,908.9425,964.5422,765.9541,708.9971,488.5145,430.9111,786.6865,311.4214,648.8528,1762.2463,733.1051,737.4973,631.0723,530.2144,1137.3882,242,1171
1,1,0,1.6,49,8,68,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,222.5984,583.0489,2744.5915,3248.9079,1797.3213,1345.2246,978.2673,929.3084,783.1802,715.8649,465.9324,389.6118,729.9086,321.7142,647.3669,1753.4143,803.0849,722.2005,631.1019,551.648,1139.3799,237,1134
1,2.3,0,1.8,44,7,64,5.29,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,233.0085,631.3517,2840.4984,3188.297,1900.9984,1404.7338,1041.2751,1034.4186,857.4327,718.1725,523.2332,380.2787,789.7136,496.7071,802.5335,1858.7875,896.0089,770.9319,665.5517,534.4515,1158.8188,258,1241
2,2.9,0,2.9,47,7,69,8.41,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,239.7967,635.8046,3060.9845,3377.8932,1948.7459,1500.4729,1072.546,1075.2743,891.3865,781.6009,614.9585,432.9355,817.7307,615.6455,1009.0045,1942.6331,954.3874,802.9974,649.9602,569.8414,1158.6387,337,1675
0,4.2,0,2.7,53,5,88,17.64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,251.7398,728.4279,3085.2433,3522.1619,2027.7572,1573.333,1122.5327,1167.7842,889.6165,775.6601,588.0071,450.8628,882.8007,791.6222,1225.8125,1963.9277,992.8021,853.2832,688.5219,581.6599,1163.3739,369,1839
1,6.2,0,2.2,47,2,78,38.44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,291.8074,822.2223,3259.9775,3401.5105,2044.7562,1564.3693,1148.556,1090.8718,888.3459,771.4792,566.2275,444.0653,899.8654,897.8847,1447.2616,1951.4677,977.1343,851.0842,654.5346,578.9719,1173.8696,403,1972
1,6.1,0,2,46,5,74,37.21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,274.5903,1084.293,3488.3484,3613.9524,2093.1788,1537.6139,1130.3662,1154.2136,883.6091,744.5043,582.1036,376.8788,886.5181,1102.9841,1712.0974,2051.0511,925.6812,809.8484,648.0189,528.9804,1227.054,462,2306
0,6.1,0,2.2,46,2,88,37.21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,293.2965,1387.2857,3847.3665,3815.9467,2215.4329,1547.6288,1165.3245,1131.9095,878.35,822.8906,604.4586,414.9471,890.9621,998.0544,2094.9657,2099.1984,927.2592,869.0636,664.2404,534.493,1213.2615,494,2461
2,5.6,0,1.9,47,0,83,31.36,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,247.2849,1951.9772,4446.2078,4084.9073,2295.4645,1576.538,1061.6153,1080.8724,861.2174,824.6301,624.4045,420.4452,959.0301,775.6374,2556.5262,2100.2943,911.8974,849.446,676.5449,583.0625,1178.2522,439,2475
0,3.8,0,2,48,0,96,14.44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,277.7968,2114.5074,4725.69,4327.551,2356.0223,1519.8972,1118.7204,1073.213,836.1821,870.6684,641.9272,420.7625,836.8387,621.6437,2551.5856,2086.5746,910.8332,837.5952,691.0518,584.4223,1194.4421,417,2555
1,3,0,2.9,51,0,93,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,290.2,1931.5891,4771.4173,4387.1665,2353.5396,1506.7007,1104.8868,1113.3303,845.8907,838.6917,601.4365,428.8475,859.5301,607.2249,2415.16,2151.4053,891.0596,766.8509,663.3665,560.3622,1171.4877,425,2451
0,2.3,0,2.1,53,0,99,5.29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,241.1397,1681.2758,4328.3219,4242.9925,2188.7668,1485.8246,1041.3291,1093.5447,812.0793,799.1167,552.4116,423.357,837.1078,536.1137,1807.5304,2135.145,889.1666,788.4472,697.5059,541.339,1170.1756,432,3882
0,1.3,0,0.2,57,0,103,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,219.1624,798.1869,3366.724,3730.9879,2000.545,1387.2221,1030.6307,1027.5698,847.9265,769.785,560.4946,408.0274,833.3243,484.5461,1143.7303,2039.9865,841.149,784.2028,692.1487,554.9198,1171.1516,707,4665
0,0.8,0,2.4,61,0,97,0.64,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,236.5707,619.831,3073.2462,3657.3762,1979.3644,1336.1191,981.2936,968.3561,839.8973,780.0291,540.2093,421.0697,837.5501,452.5784,870.8277,2042.8057,816.5006,733.8943,687.6105,535.7268,1181.8358,301,1133
1,1.1,0,2.7,63,0,82,1.21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,191.205,461.5421,2869.2992,3580.4339,1842.7605,1276.1497,881.427,968.0005,755.2609,771.0404,486.233,410.256,762.3583,329.392,675.8048,1942.4307,746.4916,636.3974,653.9106,509.245,1206.0545,128,295
0,1.2,0,2.8,65,0,67,1.44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205.8237,496.1089,2886.4361,3595.7319,1874.0097,1265.273,854.5387,972.4872,763.0594,790.7268,501.5624,431.5345,751.3897,346.2583,705.2431,1911.2844,744.4621,640.8889,622.4555,518.8534,1183.3255,74,0
0,1.6,0,3.5,66,0,60,2.56,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221.8696,458.7871,2902.878,3558.5301,1858.4128,1264.1222,863.2163,968.2685,766.8633,767.4195,494.6538,419.5263,756.1176,329.6042,659.3572,1941.7382,746.7388,646.1911,625.0116,510.1,1232.0447,33,0
0,1.7,0,2.8,66,0,49,2.89,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.7277,475.7577,2942.1238,3575.4549,1834.2757,1251.959,858.8664,969.0346,758.4757,763.3924,497.382,411.7109,773.0845,334.0116,657.538,1951.8353,744.4736,649.2265,642.2121,507.4589,1235.6707,23,0
1,1.7,0,3.5,69,0,40,2.89,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.6547,465.733,2919.7341,3549.3139,1848.9208,1255.7005,873.7918,979.4063,771.8973,743.3541,482.7795,405.5617,755.1266,328.0058,690.5652,1944.6788,753.1195,655.4846,627.3146,500.8214,1236.852,12,0
0,1.8,0,3.2,69,0,46,3.24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212.337,470.7924,2935.097,3517.877,1846.598,1238.9602,863.0324,974.0879,760.8174,736.8971,489.5816,414.8919,776.9405,334.4355,679.5647,1930.2204,756.4774,664.404,608.2429,501.8686,1234.8539,29,7
0,1.8,0,3.5,70,0,31,3.24,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.4353,473.2722,2912.4155,3515.5411,1846.1229,1240.4201,852.4198,975.1087,765.629,735.0448,491.9952,438.1189,794.4222,339.378,687.1192,1940.1923,781.0845,687.9757,629.8856,504.4892,1260.0206,63,583
0,1.8,0,4.4,70,1,15,3.24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212.6169,477.8533,2924.0095,3495.9938,1815.761,1283.7992,886.2669,1016.1228,773.2038,795.3789,541.1787,431.0918,802.7486,335.537,654.7258,1943.9777,764.7685,708.3776,666.2023,536.9587,1243.9354,179,899
0,1.9,0,4.3,69,2,15,3.61,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.0942,470.3562,2844.4296,3359.1901,1851.0551,1386.7051,980.008,1067.2515,968.7271,954.4342,595.0855,438.4275,814.396,321.2453,649.0652,1960.5873,838.1198,774.2736,715.503,573.6036,1300.3663,353,2394
1,1.9,0,4.4,68,1,17,3.61,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,209.4626,518.0137,2719.6156,2901.9906,1705.9726,1315.9979,965.798,1168.0144,1026.5527,988.0636,629.74,490.6808,867.1355,365.7936,617.7707,1792.3057,933.9303,770.451,726.2036,595.5602,1387.4955,760,4643
3,2.7,0,4.4,65,0,32,7.29,1,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,214.2606,518.1037,2666.6155,2761.8188,1625.5076,1355.069,1048.198,1270.4483,1021.5757,1058.7281,716.2971,489.7498,973.451,367.2817,613.5273,1694.0139,980.5561,885.7924,748.3017,631.9287,1484.2229,505,2802
0,4.6,0,5.3,58,0,18,21.16,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,256.8576,555.3012,2734.9454,2738.4208,1572.5952,1397.5786,1109.4422,1216.6825,1162.2215,1094.3762,719.7866,500.727,974.7423,360.5264,698.8926,1753.8507,1064.0858,983.0543,746.9231,629.6869,1478.4138,317,1601
2,6.4,0,4.6,50,3,11,40.96,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,251.5512,607.9288,2713.4389,2755.6549,1598.9723,1446.426,1090.7948,1275.388,1139.8655,1113.9131,747.5994,504.2245,898.3453,443.702,725.0104,1788.83,1141.3667,990.1455,783.9115,612.7745,1389.5956,333,1554
2,6.7,0,3.9,49,6,12,44.89,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,225.2359,597.5696,2822.7867,2743.4219,1638.601,1386.0014,1144.9697,1273.4316,1107.9975,1104.512,730.3751,498.2479,974.7847,427.1481,957.7499,1772.8287,1159.1171,980.2641,772.6925,665.6308,1369.4136,378,1697
1,8.1,0,3.8,45,8,15,65.61,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,204.7698,667.5077,3001.8487,2791.1305,1675.3672,1481.0111,1247.7198,1286.5823,1147.1419,1144.0385,742.8179,530.3964,1033.6486,414.0671,1105.7359,1835.5542,1177.3994,1046.2273,816.8125,676.7353,1479.7827,496,1853
2,8.2,0,3.1,44,9,19,67.24,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,241.4721,792.2597,3137.1549,2727.4708,1752.2566,1450.1178,1192.3191,1268.6924,1167.1051,1122.4692,720.7894,530.2228,996.9893,462.8697,1256.1697,1836.5475,1154.7936,953.8071,798.09,651.3737,1487.7329,454,1956
1,7.8,0,4.4,45,9,13,60.84,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,242.6869,936.1489,3183.637,2799.6088,1776.9665,1439.9928,1222.7825,1261.253,1199.3852,1130.1664,769.1667,570.1189,975.1097,447.9832,1451.4038,1854.039,1151.3921,1065.895,816.5906,653.0445,1426.989,565,2223
1,7.5,0,3.2,45,9,21,56.25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,247.5673,1172.1142,3451.0768,2911.4384,1743.2735,1414.0435,1144.6098,1218.2098,1186.9264,1026.9023,745.6494,506.6685,932.8852,404.6971,1789.3426,1813.9111,1087.0975,975.4535,796.0772,677.6527,1415.7237,511,2815
3,7,0,3.5,45,8,22,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241.9365,1351.6576,3781.5064,3156.2791,1759.2862,1582.8132,1297.7574,1304.7714,1100.0246,1032.612,745.2293,470.2407,976.5581,412.0859,2094.5105,1881.8239,966.1142,1016.305,804.1382,631.9651,1398.9815,614,3563
8,6.2,0,2.2,47,4,19,38.44,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,234.2457,1500.8594,4167.9883,3588.1373,2157.8262,1839.2638,1373.0796,1315.2559,1107.8902,954.1522,732.7913,468.7639,969.1064,453.7013,2272.1806,2194.4897,1066.5116,995.2768,830.2762,651.4763,1335.8422,870,4042
2,5.5,0,2.3,49,7,25,30.25,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,254.336,1553.7188,4247.435,4005.4884,2199.2813,1652.7841,1255.7007,1227.4319,1017.0819,918.4905,664.9968,471.3507,864.5352,455.7637,2161.0585,2212.965,1065.7835,910.9463,781.6872,612.8795,1371.1648,791,2767
1,5.2,0,3.7,51,7,21,27.04,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243.4052,1267.4705,3952.6585,3792.8709,2104.3866,1537.9415,1204.1657,1204.5772,989.9173,858.714,646.613,469.2154,871.854,440.6805,1697.5894,2125.8517,989.4923,815.8155,750.876,611.7886,1363.3338,637,3686
2,5,0,3,51,9,16,25,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238.1785,763.8199,3365.355,3546.4262,2010.5807,1470.3991,1177.3795,1162.4247,899.9125,857.079,622.7699,456.8505,828.9046,435.6601,1123.8369,2019.0094,922.5145,784.2324,695.0799,581.8447,1311.9122,861,4280
0,4.8,0,2.6,52,9,19,23.04,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,235.7507,534.9883,3090.0112,3528.2376,1973.3014,1372.6177,1054.6851,1080.0686,819.8876,836.4906,602.3382,431.0045,813.1064,368.8413,820.4627,1920.6349,834.4897,754.1914,667.2084,551.8095,1207.9699,388,1240
0,4.8,0,2.7,50,9,19,23.04,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,197.5308,458.5289,2875.3479,3461.5048,1821.6833,1265.8657,939.137,1001.0034,741.5075,739.6247,551.804,404.9341,808.9828,385.5439,633.5754,1894.1718,781.6596,628.5226,620.9919,495.9219,1198.3016,199,335
1,4.5,0,2.8,52,10,17,20.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.6089,492.6458,2959.9033,3479.9319,1807.4831,1255.5288,977.9262,977.0071,755.5345,717.5226,523.6712,391.6807,807.6002,386.2932,696.0086,1940.1268,773.8811,633.5141,619.6089,508.0442,1207.5776,86,1
0,4.3,0,2.9,53,10,22,18.49,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.3082,459.9512,2962.6919,3468.9473,1834.2159,1282.939,967.4352,982.68,791.1027,699.2499,524.9851,393.1974,788.0229,386.1594,655.2985,1941.6835,785.3898,632.6275,628.3854,516.8359,1217.9796,25,0
1,4,0,3.2,54,10,17,16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192.4855,475.6714,2984.3695,3458.0132,1820.833,1252.373,928.0086,966.4344,787.591,698.7425,526.3987,384.3225,802.278,362.7347,697.7638,1935.2268,760.2403,629.4594,625.9883,514.2021,1250.9868,30,0
0,4.1,0,2,55,10,24,16.81,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.5048,471.7383,2993.9898,3478.7825,1821.9718,1254.2837,901.1041,958.2378,794.8898,682.9013,533.5523,384.8896,799.6638,367.6993,689.8678,1940.0246,758.7379,615.5019,630.0043,516.2106,1251.5142,15,0
0,2.9,0,2.4,76,10,25,8.41,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.6353,445.3051,2980.9955,3503.9591,1832.3159,1236.3131,911.4591,965.1435,817.4119,689.3088,520.1432,385.0839,787.318,386.5834,697.531,1956.4328,758.3172,664.168,622.9424,506.9071,1238.5054,31,3
0,2.3,0,2.3,83,10,33,5.29,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.254,443.7474,3004.9838,3486.5025,1849.6071,1211.4838,904.5368,969.7107,781.7934,694.5983,543.9565,373.9537,808.9764,375.0103,686.2768,1951.7407,780.322,654.8784,625.7268,497.2226,1282.5649,79,534
0,2.1,0.3,2.4,83,10,25,4.41,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.4679,465.4288,2991.5904,3460.8285,1804.0728,1222.196,909.16,1006.6442,854.2827,713.7677,548.6315,390.7417,830.789,374.6265,652.5838,1940.1771,776.6473,675.7401,629.1839,543.4086,1285.0591,171,876
0,2.1,0,2.7,83,10,18,4.41,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.3287,470.4516,2929.2575,3379.0584,1844.0354,1350.0116,1048.0014,1073.9712,998.502,792.6084,597.3399,431.9766,827.8914,380.7503,646.6167,1897.5899,807.539,733.7883,671.0509,559.2178,1354.5269,419,2352
0,2,0,3,86,10,20,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,210.14,484.525,2809.2318,2940.346,1696.5568,1403.3892,1109.0641,1143.0129,1081.3192,907.8034,633.2061,492.1582,904.6473,316.092,620.1631,1741.021,980.5839,812.9517,717.9335,615.292,1379.769,758,4685
1,1.9,0.2,2,91,10,40,3.61,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,217.6211,484.4563,2759.6432,2775.2131,1613.1569,1386.0911,1208.8744,1159.1361,1139.4284,970.7101,696.5792,552.5259,934.3132,289.807,646.3571,1715.5553,1086.0639,899.7628,744.0378,644.888,1546.9399,507,2866
0,1.9,0,2.6,93,10,32,3.61,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,222.1188,522.7244,2769.9602,2678.9823,1596.6157,1404.6289,1264.6432,1245.0312,1177.2072,1081.5099,751.0283,529.8374,994.1327,363.773,625.4993,1732.7829,1074.2723,910.3166,776.6722,621.284,1488.0813,338,1596
0,2.2,0,2.2,93,10,30,4.84,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,236.3815,573.7557,2767.7799,2697.6197,1646.0142,1432.2847,1239.8855,1255.1592,1180.6902,1050.109,726.4962,501.2951,984.8547,340.8497,701.2219,1747.4818,1123.5856,978.2549,807.331,637.3134,1461.4184,365,1553
0,2.3,0.2,2.4,93,10,33,5.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,257.7808,672.938,2853.9736,2702.9714,1648.141,1489.8613,1283.7226,1257.0193,1160.4813,1035.5553,744.9743,530.1873,976.0845,411.5806,855.9112,1791.4527,1062.0689,1015.7789,758.3093,621.0178,1436.1552,347,1635
0,2.5,0,2.6,93,10,36,6.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,241.7627,796.959,2875.6544,2733.1817,1704.5245,1516.3329,1305.9304,1364.1885,1182.4689,1085.5427,782.9024,530.9634,1028.7163,486.7219,975.1392,1793.5451,1211.9207,1028.8757,785.1111,631.6115,1531.19,443,1767
0,3.4,0,1.2,91,10,29,11.56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,240.7203,878.992,3069.9879,2807.6592,1737.5935,1572.9501,1294.0908,1381.7583,1181.5402,1116.6467,764.3182,546.3897,1025.397,489.4483,1143.735,1852.853,1187.4024,1045.9189,833.8829,678.949,1454.0277,429,1854
0,3.9,0,1.6,87,10,34,15.21,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,245.0642,971.3203,3156.5174,2826.0662,1691.3498,1529.7623,1229.1837,1398.2056,1145.7819,1055.1122,769.9213,611.7962,983.3412,547.2288,1482.8543,1862.2075,1148.7491,1056.6289,826.3405,634.6967,1377.7066,526,2191
1,4.1,0,1.5,86,9,50,16.81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,233.7947,1147.6796,3274.5249,2932.272,1673.2544,1555.0747,1209.3951,1234.238,1120.157,1108.834,763.6908,534.8174,976.2146,591.2048,1796.2814,1770.9301,1138.8368,1013.7513,791.5501,576.2687,1368.4289,572,2851
1,4.5,0,3.1,69,8,44,20.25,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228.9841,1441.9761,3603.9733,3084.7799,1766.1774,1588.4248,1246.5296,1319.1835,1090.3519,1035.5442,753.9334,517.1633,955.5179,485.6463,1996.3234,1780.4998,1042.81,962.5685,762.9922,587.1802,1297.2467,654,3648
2,3.8,0,4.5,68,9,42,14.44,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,215.5337,1534.5418,4102.1777,3543.9906,2071.7132,1760.8831,1259.8491,1363.7846,1115.1386,1016.0674,723.712,489.1888,915.1583,463.7181,2212.525,2126.621,1137.5705,951.3065,779.7125,550.5538,1321.9867,888,4082
1,3.5,0,2.8,72,8,40,12.25,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,201.2332,1506.6412,4177.9133,3750.4164,2189.1767,1699.7605,1138.6737,1229.1775,1065.1368,934.1192,692.3626,453.7389,904.5738,453.511,2143.6837,2153.203,1008.7348,891.8938,749.99,560.2873,1340.1142,741,2786
3,3.2,0,2.4,77,6,52,10.24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.2534,1350.8239,3944.6789,3685.4008,2160.2259,1608.1814,1146.8533,1190.7167,1021.815,886.3459,641.8233,456.0541,854.9038,412.1409,1756.8451,2156.0489,978.7413,849.7035,707.8435,580.5932,1292.3966,689,3688
3,2.6,0,2.2,80,8,59,6.76,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.4998,740.6389,3289.455,3557.9817,2062.3753,1414.03,1133.9163,1139.1522,933.3679,827.2801,597.9784,464.8496,861.5466,425.339,933.8262,2037.6702,930.2923,784.1827,695.6717,564.9583,1253.9077,891,4707
4,2.6,0,1.4,81,8,61,6.76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,213.27,606.9765,3104.8537,3521.4592,1989.6027,1358.7157,1050.0648,1178.2113,893.9279,848.5944,587.0866,429.5867,849.5688,438.6219,737.4043,2026.8872,875.951,792.7673,671.0102,534.6396,1233.4427,396,1370
1,2.3,0,1.4,80,8,53,5.29,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,196.4326,505.0081,2925.4035,3470.4072,1846.2998,1236.1474,863.1746,997.3129,744.9457,769.4438,505.5278,449.0487,808.7216,372.3996,696.5404,1900.3865,751.2256,667.1611,672.4457,475.0943,1234.9517,200,339
0,2,0,1.6,83,8,58,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.0482,502.3369,2935.3493,3500.8893,1841.2556,1264.7072,859.7888,987.2001,745.3256,727.9402,513.0555,421.7821,802.4442,330.9701,679.7965,1920.2187,778.5266,645.1143,641.7269,491.272,1247.0802,80,0
0,1.3,0,1.1,83,0,55,1.69,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201.2194,527.854,2914.1669,3531.1435,1856.6207,1250.8759,888.3616,1039.4068,747.5202,718.7517,500.9571,419.4221,811.5655,369.6397,671.5724,1911.6333,785.4055,658.1546,636.5231,492.2379,1231.2222,24,0
0,0.4,0,0.9,85,0,67,0.16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.6508,509.3935,2959.547,3539.6718,1875.6973,1269.876,877.5121,1022.8013,733.4446,729.1026,488.5916,414.6446,791.6522,363.2048,690.7258,1939.9824,792.0436,654.5,636.9637,501.7446,1233.0213,17,0
0,-0.2,0,2.4,87,0,70,0.04,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201.2756,486.2211,2979.2566,3527.1792,1869.0697,1233.0194,871.3473,1024.3984,740.033,712.9253,497.0735,410.2346,781.1995,365.3976,697.9138,1929.0314,802.1593,639.5852,644.0795,499.4233,1264.0999,19,0
0,-0.5,0,2.1,87,0,79,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.8253,480.6911,2991.6514,3518.1,1874.0429,1251.3416,869.8101,1046.8839,750.5224,732.6395,506.5206,415.0146,778.2692,364.8426,693.1395,1942.9838,813.7574,671.2596,631.819,492.168,1248.7566,41,8
1,-1.1,0,1.8,88,0,72,1.21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.2317,492.9449,2959.6461,3525.9629,1845.4124,1218.4628,868.7215,1032.7603,747.0678,726.6759,518.3265,419.6341,811.2882,358.1484,707.7446,1926.6171,807.636,671.4086,621.5486,497.8864,1241.8749,79,556
0,-1.3,0,1.6,90,0,76,1.69,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.894,487.7426,2936.5499,3539.2294,1856.8971,1254.2475,901.444,1082.305,774.1544,778.4166,569.5619,423.3549,818.3986,362.4807,699.2276,1957.4604,836.5043,729.5858,656.0754,500.6488,1212.6779,164,882
1,-1.8,0,1.7,91,0,80,3.24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.8863,485.624,2852.8069,3383.8261,1844.7544,1337.5938,980.6394,1153.9592,887.2215,928.7099,593.7483,468.4089,864.0323,368.0757,685.5129,1943.1127,879.739,779.2756,687.0268,511.0704,1233.1856,399,2412
