"y","temp","rain","wind","wet","cloud","temp.sqr","sunny","semester","past_rent","X1_2","X2_3","X3_4","X4_5","X5_6","X6_7","X9_10","X10_11","X11_12","X12_13","X13_14","X14_15","X15_16","X16_17","X17_18","X18_19","X19_20","X20_21","X21_22","X22_23","X23_24","m0","m10","m5","m25","m30","m35","m40","m45","m55","m60","m65","m70","f15","f20","f25","f30","f40","f45","f50","f55","f65","bus_passenger","sub_passenger"
22,26.9,0,1.6,61,8,723.61,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,599.4216,276.6557,1159.3479,2920.274,1758.6477,1642.609,1174.6325,1272.5789,930.1942,681.3652,488.1385,872.4674,1717.6934,5688.7669,3339.0548,1804.3403,963.3838,1130.4045,1032.8535,913.7416,608.1154,748,3620
32,26.2,0,2.5,63,9,686.44,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,525.3391,242.4638,1289.0804,3498.0795,2085.1664,1847.9622,1282.8224,1348.1167,945.9397,725.9498,491.0455,884.8008,1844.0609,6539.3115,4117.1085,2246.7445,1059.2118,1123.8306,1081.0961,910.7717,628.6347,1007,4211
17,25.5,0,2.9,63,7,650.25,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,520.3637,240.1674,1401.2947,3788.8462,2175.0087,1846.732,1339.3603,1223.3724,908.9135,734.472,456.9009,886.6295,1871.8448,6848.1768,4552.8964,2268.5819,1063.9209,1016.7479,995.551,931.3991,595.4986,814,2830
13,25,0,2.6,66,6,625,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,492.7015,227.4004,1371.5416,4001.6309,2184.5785,1821.0288,1239.4864,1223.6265,958.8894,709.2905,464.2059,854.3026,1811.8767,6902.8627,4547.2298,2264.2014,991.668,1030.7971,944.4811,931.544,600.2048,665,2829
6,24.6,0,1.3,67,0,605.16,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,442.8851,204.4087,1197.8285,4017.9376,2150.8071,1781.2452,1224.738,1126.6531,888.7412,682.3626,457.386,865.0589,1522.7023,6779.412,4388.3635,2159.3013,944.0252,901.2367,875.8241,829.619,579.8067,707,3036
11,24.1,0,2.1,70,4,580.81,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,496.2035,229.0167,1096.8585,3984.4217,1999.2992,1698.0871,1203.5865,1081.3536,852.2015,649.1015,434.7701,883.4118,1357.7659,6418.9708,4300.2196,2026.7436,871.5333,852.4948,840.7415,827.1208,583.5019,709,2964
5,23.8,0,1.4,70,4,566.44,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,377.3866,174.1781,806.185,3813.2796,2013.318,1503.5852,1069.3682,998.2581,846.4202,583.1207,401.4043,829.4446,1062.5257,6080.9979,4099.4768,2000.4277,736.4383,749.319,752.3998,717.1241,502.4278,385,1600
3,23.5,0,2.2,72,6,552.25,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374.0612,172.6431,751.1783,3828.4577,1913.9165,1441.1506,1004.3677,956.361,813.5506,590.4259,423.5946,839.5877,1045.4327,6011.6555,4019.7,1955.2003,741.6167,723.7018,768.8834,730.1942,488.1121,181,375
4,23,0,0.9,72,7,529,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339.9001,156.8768,721.7101,3826.9383,1933.5991,1392.2888,1020.3232,978.7252,792.8486,592.3002,409.0552,833.7364,1048.632,6006.0531,4045.5678,1944.2469,776.3441,780.616,744.7362,716.1558,510.6194,94,0
5,22.7,0,1.5,75,5,515.29,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361.2727,166.7407,752.3322,3827.6442,1908.4235,1380.0888,969.241,958.7859,813.5436,592.5911,425.7442,839.0759,1057.5234,5981.3218,4041.0713,1957.557,760.9367,776.9738,754.1422,705.3973,508.4631,68,0
0,22.1,0,1.3,78,5,488.41,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.3251,161.2267,763.7601,3791.35,1899.1852,1382.3959,1000.9768,934.4261,797.9798,572.1472,414.8805,842.8317,1016.6093,5894.1107,4009.8839,1943.5184,767.8159,775.3907,733.2998,701.2099,498.4188,44,0
0,21.8,0,1,77,8,475.24,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374.2264,172.7196,680.4809,3762.9643,1894.0113,1357.4077,999.3167,944.8462,781.6552,551.0914,422.0641,844.6145,984.5481,5815.4458,3986.8365,1968.7309,781.8358,765.8776,717.024,708.0741,504.3318,41,16
0,21.6,0,1.6,81,8,466.56,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381.8164,176.2226,645.6247,3733.8592,1889.9266,1338.8904,964.7168,971.5123,835.9484,608.2034,407.7626,861.0435,963.1728,5722.6811,3974.2453,1950.0992,788.1984,786.7319,741.7309,725.4275,523.5173,117,716
5,21.5,0,2.3,84,8,462.25,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385.7801,178.052,636.712,3598.4586,1853.7384,1373.0001,961.7706,984.0179,813.3252,591.6118,405.7083,872.9902,888.2417,5641.3592,3865.7741,1918.0937,782.6099,817.5343,763.9472,741.0035,582.7453,264,978
13,21.7,0,1.4,83,8,470.89,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467.5597,215.7964,717.3907,3442.3947,1877.8737,1433.1845,1111.6076,1189.7651,893.1131,644.622,470.6965,914.1878,931.0133,5415.5415,3691.3079,1927.7672,860.7256,875.2777,858.6399,795.1821,577.2282,547,2721
13,22.3,0,2.2,82,9,497.29,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564.0693,260.3396,766.4954,3012.4948,1710.1983,1443.0087,1147.2071,1165.5846,989.0419,629.8248,492.4493,963.0209,940.986,5007.444,3283.2889,1676.9504,1052.3078,990.0265,970.1381,829.1734,570.0567,841,4506
7,22.7,0,2.4,78,10,515.29,1,0,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634.6341,292.9077,724.8768,2761.5904,1615.9052,1474.9889,1141.1329,1246.6537,1053.9288,690.5587,525.6517,1049.097,969.0052,4798.122,2968.3342,1573.6227,1045.2025,1095.6374,965.6038,881.324,594.5178,607,2847
6,23.5,0,1,77,10,552.25,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,672.9207,310.5783,744.577,2696.1265,1562.9016,1468.4263,1163.6503,1253.9299,1126.533,702.1366,562.263,1068.1881,995.344,4652.2545,2914.0767,1627.5351,1095.4198,1142.7932,1041.9144,944.6487,590.812,414,1648
1,24,0,1.6,76,10,576,1,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,713.3377,329.2321,782.5461,2705.852,1535.783,1433.855,1178.4825,1188.7514,1122.4531,695.9115,532.5968,1054.192,1039.5589,4745.9858,2989.2515,1682.2595,1171.0989,1167.2221,1080.6864,934.5438,636.7819,391,1624
0,23.8,0.7,0.7,82,10,566.44,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,626.0344,288.9385,903.1102,2672.3259,1558.0779,1425.4582,1156.7205,1158.3856,1130.1253,715.2717,478.8953,1002.4513,1166.4969,4842.7488,2989.3542,1681.9274,1143.8016,1127.0357,1033.5924,961.6273,642.6486,397,1711
0,23,0.3,2.8,85,10,529,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,723.3188,333.8389,911.858,2727.6149,1534.7493,1492.4932,1203.9791,1294.8505,1142.1298,677.423,518.2516,1076.3376,1241.5648,4917.1795,2964.5712,1739.1563,1144.3877,1161.2483,1063.7821,955.6953,637.8496,457,1880
0,22.5,0.5,2.4,90,10,506.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,608.9915,281.0722,857.0583,2795.1937,1619.2814,1516.1543,1243.0169,1264.4634,1068.9421,726.8701,536.7453,1034.9632,1348.283,5047.4709,2954.9723,1691.8913,1080.0159,1167.4396,1110.7813,975.1336,655.9485,470,2041
4,22.1,0.1,1.6,63,10,488.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,417.2121,192.5592,961.7068,2816.5394,1632.5463,1501.7291,1206.6862,1251.0817,1017.252,723.8505,506.153,1028.2332,1395.5846,5108.5366,3030.6344,1710.1257,1127.6526,1185.8255,1075.9283,976.6856,642.0672,574,2258
9,22.5,0,2.4,71,10,506.25,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,477.8105,220.5277,946.63,2858.3929,1685.2506,1569.3433,1155.5864,1245.9418,1056.5339,664.4311,498.0214,953.2796,1378.7283,5185.3577,3118.9386,1729.5276,1155.3528,1148.6318,1059.9265,984.5175,563.1284,629,2812
13,22.6,0,3,79,10,510.76,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,521.3035,240.6014,1121.1989,3067.0253,1753.044,1626.2401,1129.6178,1238.7572,1016.6449,664.4071,469.728,1011.0374,1491.9255,5400.941,3230.2021,1825.4521,1057.0196,1222.4065,1008.4546,1004.9959,566.7708,740,3640
25,22.5,0,2,79,10,506.25,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,423.3386,195.3867,1153.0075,3472.8105,2088.8721,1772.8779,1211.6266,1301.2469,991.144,683.6361,505.1598,977.6446,1750.4713,6247.2125,3946.0204,2213.0515,1073.0137,1198.6413,1037.5461,1033.3016,586.4987,1076,3953
13,22.2,0,1.9,79,8,492.84,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,442.7591,204.3501,1200.3738,3816.2187,2175.3396,1780.6121,1232.7413,1219.375,952.5631,680.5106,503.6555,939.9109,1714.5601,6795.4272,4152.4598,2206.7315,945.7203,1183.1917,969.4569,956.4837,572.6145,747,2959
13,21.9,0,2.6,79,9,479.61,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,472.1175,217.8994,1265.8841,3968.8872,2162.8816,1702.9393,1142.8772,1239.9308,938.8769,709.5935,480.0774,930.322,1593.7133,6762.8247,4249.3318,2135.0319,917.9975,1099.9553,983.1125,924.6524,549.8924,617,2745
6,21.7,0,2.7,79,7,470.89,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,453.9827,209.53,1098.5868,4021.8293,2130.7889,1661.6236,1093.9298,1178.0435,946.7288,649.6642,467.017,972.5887,1421.1835,6692.3153,4266.1142,2150.2704,879.2173,1019.386,906.9669,857.3492,538.614,650,2990
10,21.4,0,0.6,79,10,457.96,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,505.5724,233.3412,1046.8135,3965.4671,2092.4485,1560.4844,1072.1224,1143.7369,908.9854,656.2945,437.7454,940.8685,1250.0386,6334.275,4284.4059,2058.9874,847.1596,955.6733,866.5184,816.1022,542.6326,685,2751
12,21.2,0,1.7,82,10,449.44,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,420.395,194.0286,829.6608,3864.5556,2063.3027,1426.1986,1018.4515,1003.2833,829.9028,601.1962,400.9288,838.2405,1112.7028,6092.8818,4081.1213,1937.194,762.2573,776.2026,789.7339,676.0826,504.7424,453,1772
2,21.1,0,1.7,81,6,445.21,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427.7672,197.4312,762.112,3799.9311,1977.8782,1388.8306,957.5031,972.6393,835.3232,597.2045,399.531,808.1349,1083.9361,5984.9748,4090.6979,1942.0932,765.8459,770.2607,760.4937,680.0854,485.9395,252,667
5,20.8,0,2.3,82,8,432.64,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404.6962,186.7826,732.8827,3785.4213,1979.5828,1403.631,975.9802,951.4162,844.2424,569.7798,417.0576,845.7333,1099.2493,6020.5051,4086.7789,1955.9654,805.1467,759.0718,769.7712,710.7069,478.5391,153,0
2,20.8,0,2.4,83,8,432.64,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424.4572,195.9028,729.0588,3733.3707,1993.9914,1371.8931,930.9169,997.5171,837.0673,590.2089,411.2963,848.7409,1116.1045,5935.5287,4102.9216,1952.4813,782.2587,793.5347,767.7996,704.943,479.9715,91,0
3,20.3,0,1.8,85,0,412.09,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430.9787,198.9133,687.8831,3679.2406,1995.4379,1361.335,921.7197,1000.8433,859.3182,587.8348,394.9274,803.0738,1081.1264,5914.0287,4086.4367,1992.6934,758.1531,786.8193,755.2311,680.4379,474.8912,80,0
0,20.4,0,2,87,8,416.16,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395.3247,182.4574,701.2534,3644.3293,1958.6667,1374.2981,909.3985,1013.4848,849.0921,576.0766,405.744,821.3633,1043.1787,5825.8915,4065.2734,1966.3433,760.3642,803.2009,743.5328,675.6039,468.416,50,12
1,20.5,0,0.8,86,2,420.25,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431.502,199.1546,685.9358,3631.8362,1969.1776,1354.1134,933.9807,1007.8217,829.1864,629.2174,373.232,843.3115,1006.8285,5754.706,4052.5468,1970.4717,753.7507,831.5585,788.2793,693.789,491.7202,108,693
4,20.1,0,0.9,88,0,404.01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424.9909,196.1493,657.4476,3542.8777,1947.9887,1334.7359,947.5684,1052.1367,837.2541,602.1584,359.5164,807.8524,960.7085,5733.6856,3966.7118,1915.2167,778.1087,792.8029,794.4279,754.0752,538.272,242,955
6,20,0,1.4,89,2,400,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456.3877,210.64,844.2672,3388.9625,1902.5476,1370.0893,1082.9972,1100.6997,905.7459,646.2392,393.5896,884.3813,1001.5912,5525.4306,3832.5748,1959.0756,822.4808,876.8078,898.2241,790.4361,527.2692,544,2657
11,21.3,0,2,87,0,453.69,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543.6426,250.9115,916.5123,2956.9507,1787.9231,1387.3498,1103.9185,1193.1839,967.3551,679.4899,451.1415,956.5601,1008.5524,5134.8681,3366.6198,1755.4554,1005.3762,990.9611,963.1943,846.8946,586.9261,827,4441
8,22.8,0,0.9,80,7,519.84,0,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586.0774,270.4968,886.6801,2741.6978,1697.7589,1399.829,1101.3664,1234.9898,1070.498,745.6724,461.8313,1021.4923,1110.7927,4741.753,2970.1758,1641.9083,1068.8539,1108.3243,1099.6391,929.0985,598.3884,601,2725
10,23.9,0,2.1,75,6,571.21,1,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,571.5569,263.7952,873.659,2685.1195,1690.8201,1370.9259,1129.0436,1284.9027,1086.9704,771.6799,477.4089,994.5906,1081.1535,4662.3129,2926.3621,1715.1624,1149.7691,1199.9136,1093.5672,971.7737,589.605,426,1651
5,25.6,0,1.2,71,6,655.36,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,590.7943,272.6742,857.7536,2713.1754,1642.4264,1452.2085,1151.6076,1175.5031,1036.0683,714.2397,488.7283,896.3599,1191.3883,4758.9712,2980.4598,1720.4221,1164.3846,1250.331,1053.4085,1026.0395,610.5739,378,1585
10,26.5,0,2.3,64,4,702.25,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,620.1767,286.2351,859.5169,2709.3186,1583.5377,1485.377,1182.9936,1221.9035,1059.7316,690.1335,462.5565,872.4817,1238.2514,4901.0505,3010.2949,1826.1006,1162.4702,1164.3181,984.0026,1027.9828,594.2711,430,1850
8,27.3,0,1.9,61,4,745.29,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,753.885,347.9466,725.9669,2758.1216,1594.9349,1534.7461,1215.6128,1284.7658,1147.3189,717.8517,510.1617,945.8067,1218.5929,5018.8502,3101.3451,1803.3162,1213.6535,1142.482,1026.9698,1074.1417,632.9022,458,1934
10,27.4,0,2.5,58,6,750.76,1,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,425.6137,196.4369,757.4587,2734.4011,1647.4286,1515.225,1212.1568,1223.4178,1159.8013,698.5863,496.0558,949.5754,1345.7457,5060.3174,3029.1339,1780.0187,1130.6202,1084.3576,1044.6518,1131.3594,628.3241,576,2158
17,28.2,0,3.8,57,6,795.24,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,462.6124,213.5129,882.0843,2813.2317,1630.5259,1574.3372,1164.6528,1291.521,1099.4509,691.9919,504.6816,943.6995,1576.4122,5150.6565,3060.71,1827.2811,1136.9615,1164.3938,1051.0946,1115.2058,655.9843,624,2523
16,27.9,0,4.2,60,7,778.41,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,590.1678,272.3847,1064.7175,2904.4072,1749.6213,1564.1334,1164.4895,1251.1433,1054.4595,710.3506,515.0589,919.9087,1679.7548,5236.2588,3223.7732,1827.62,1037.1432,1163.8887,1027.401,1064.718,604.1332,653,3079
32,26.6,0,4.1,61,8,707.56,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,523.13,241.4443,1152.6826,3051.5358,1779.1692,1630.9007,1181.8209,1205.8525,1004.4652,738.6026,487.8845,891.9792,1799.9802,5462.2128,3420.5957,1869.0223,1039.6139,1152.6875,995.059,982.5372,597.4528,796,4119
19,25.9,0,3.4,67,8,670.81,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,433.7874,200.2088,1267.5202,3776.7546,2084.472,1812.2906,1244.1276,1284.6133,952.7255,709.4971,496.7764,870.97,2003.3719,6088.0204,4153.4469,2298.1982,1132.8136,1122.7809,1052.2543,954.953,596.7381,1037,4558
13,24.8,0,4,69,7,615.04,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,422.0753,194.8036,1334.2806,4159.6478,2389.8496,1851.5948,1332.0223,1329.8021,905.9524,729.6066,463.9866,914.6399,1987.628,6575.5966,4501.2057,2319.764,1087.2058,1127.134,979.0367,908.5944,610.9023,848,3186
14,24.1,0,2.5,77,7,580.81,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,434.6443,200.605,1317.1414,4511.6809,2393.9426,1750.6429,1248.0074,1265.2543,925.208,721.1796,442.0369,873.9897,1943.3156,6938.8518,4696.6471,2253.3089,1019.8604,1114.6223,947.7514,873.4012,600.3984,689,2988
8,23.7,0,2.7,79,3,561.69,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,506.2673,233.6611,1262.2371,4635.5228,2405.9822,1750.658,1205.8131,1176.0731,900.898,701.3385,450.4759,868.762,1772.0237,6940.9774,4816.9487,2227.4423,989.0644,1023.9325,819.2352,869.2322,595.8712,701,3168
13,23.4,0,3.3,80,3,547.56,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,463.3963,213.8747,1080.557,4748.0611,2295.9517,1690.2406,1114.7537,1106.9798,864.2518,682.0362,436.234,878.5353,1519.2335,6745.2159,4722.6104,2152.2901,935.4922,957.4105,792.7529,871.91,585.3748,717,3436
4,23.1,0,2.5,82,6,533.61,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,427.7262,197.4118,842.8916,4515.5303,2175.7413,1594.7118,1012.2742,1028.9738,833.0752,565.6831,376.2097,759.047,1309.9902,6335.9624,4441.5095,2055.4892,795.7649,776.843,760.4716,665.8847,512.0782,491,2581
8,23.1,0,2.2,82,8,533.61,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453.4546,209.2863,842.1655,4277.0836,2108.9043,1548.6031,987.941,989.0935,791.7541,561.7537,368.3402,755.3243,1254.9392,6237.8884,4301.7899,1974.2593,806.8121,801.2871,740.0386,661.7231,515.3908,468,1
5,23.2,0,2.6,80,8,538.24,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.3358,185.6932,836.2322,4222.4787,2018.3389,1452.3208,941.3727,1005.6055,811.7584,588.034,395.5039,807.5888,1175.134,6134.2425,4227.6489,1992.8824,799.0325,796.3003,743.4447,658.2201,519.0926,183,0
1,21,15.6,5.4,88,10,441,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434.3584,200.4729,810.8384,4085.5191,1999.0265,1422.4099,978.8547,1006.1556,815.7093,589.1672,406.6238,780.187,1142.7147,6055.7957,4164.3854,1972.8058,806.9601,804.3599,751.3756,646.2352,516.6403,93,0
0,20.7,2,2.7,91,1,428.49,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420.9341,194.277,745.0286,4015.6543,1933.1459,1430.8924,948.2445,958.1752,850.9602,621.6509,410.1592,811.3309,1141.9948,5968.184,4141.709,1945.3909,807.396,802.0776,728.8977,623.7273,523.3754,68,0
0,19.4,0,3.2,85,8,376.36,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450.0881,207.7324,728.5028,3895.1362,1899.0136,1409.1587,914.0546,954.1605,819.1209,571.626,408.3882,786.4471,1100.6742,5872.8134,4020.1981,1927.4624,805.6773,815.8638,750.6487,623.317,513.7838,53,13
3,18.9,0,0.6,84,8,357.21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448.1228,206.8255,656.5379,3734.8639,1841.2343,1381.5498,909.2623,1012.7664,806.1712,574.5455,399.6943,792.3701,1015.8057,5721.4489,3966.6228,1906.6703,786.298,834.891,746.3576,651.7676,525.1478,113,746
3,18.1,0,2.1,82,6,327.61,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464.6747,214.4651,618.0778,3677.1694,1829.7601,1384.1106,871.7638,986.6441,766.1425,555.0849,389.824,774.1615,969.0609,5647.5719,3893.3131,1883.7631,796.2282,788.8112,753.0512,704.0185,509.1863,179,725
4,17.7,0,1.9,85,2,313.29,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429.5393,198.2483,658.3024,3604.9051,1778.8907,1357.6309,917.3843,973.4244,798.4824,578.2985,406.7422,747.1388,887.2144,5445.1851,3776.3982,1881.2081,817.7882,820.695,731.5579,675.9149,528.4014,195,941
6,18.3,0,2.1,77,2,334.89,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449.268,207.3544,623.7455,3456.0682,1772.5893,1401.7096,914.0715,1022.3121,788.1252,575.4184,397.0812,819.0967,903.8601,5204.3003,3650.1598,1854.8223,842.7093,818.9424,754.2106,717.105,533.2211,390,1477
7,19.5,0,2.4,63,0,380.25,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500.8957,231.1822,658.5819,3337.8363,1751.0925,1434.0791,1015.5214,1088.8809,782.08,559.0595,428.6511,763.4276,974.5009,5032.3757,3505.1182,1866.2955,906.6794,906.4762,785.6286,771.4378,566.4098,409,1889
18,21.2,0,3.2,54,0,449.44,1,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,630.0324,290.784,722.4454,3307.7032,1795.4674,1467.1252,1063.0945,1132.272,811.376,614.4696,449.6228,786.8181,996.3175,4953.2699,3479.2809,1953.7205,1019.5061,949.8624,833.0405,840.8107,556.3443,369,1818
11,22,0,4.2,45,0,484,1,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,662.1534,305.6086,787.7037,3337.7744,1906.8922,1543.0595,1146.382,1182.7535,875.7074,653.0204,430.4035,819.3997,1155.9447,5031.341,3524.2076,1969.8346,1113.907,1042.0915,914.3386,924.2052,536.7842,398,2056
17,23,0,3.4,49,0,529,1,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,806.8072,372.3723,905.7187,3470.1489,1979.2409,1617.7422,1172.715,1171.9904,941.9182,656.4156,448.2085,830.0283,1287.8686,5036.0278,3610.0874,2101.3058,1131.4715,1150.3556,958.1563,988.5169,553.2538,460,2399
18,23.6,0,3.8,45,1,556.96,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,691.6243,319.2109,990.9018,3617.8425,1938.8091,1630.7424,1220.9124,1240.3321,904.7804,651.3911,422.1173,828.4834,1530.2308,5193.1278,3804.1977,2104.1567,1185.2495,1191.9309,964.7928,994.5508,528.447,567,2583
9,24.4,0,3.9,47,1,595.36,1,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,740.8111,341.9121,1162.8064,3624.8543,1935.2965,1707.2815,1155.102,1218.5382,939.3219,700.1723,439.1578,864.8712,1698.4032,5423.1316,3833.2505,2092.5526,1170.0559,1262.6945,998.6688,1024.2523,534.0654,595,2840
6,25,0,3.3,45,0,625,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,820.9681,378.9077,1241.9981,3757.7903,2013.9076,1753.4024,1215.6842,1167.2724,959.76,691.6534,416.3904,908.8667,1899.4353,5551.3683,3922.5776,2089.7923,1144.8637,1285.9667,997.7474,965.3307,601.9361,644,3223
12,25.1,0,3.4,43,0,630.01,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,730.5688,337.1847,1270.7122,3826.7007,2015.0214,1721.6541,1170.6462,1160.1731,892.3917,725.1568,442.8598,893.95,1914.3808,5645.2763,3941.0936,2065.8676,1109.7568,1304.6333,977.532,1044.3598,607.9967,696,3878
16,24.9,0,3.7,46,0,620.01,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,812.8101,375.1426,1446.4881,4024.5224,2180.9248,1802.9838,1192.5071,1185.9838,945.229,686.855,412.8546,888.4443,2017.4037,6040.6673,4199.9381,2184.365,1199.0936,1241.4544,968.6221,1006.8647,601.5668,730,3507
19,24.5,0,2.7,48,1,600.25,1,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,759.6124,350.5897,1627.5522,4267.9361,2300.3314,1770.3315,1237.2163,1228.9515,986.7247,674.0471,432.5565,877.392,2035.7722,6591.1391,4370.3761,2175.7881,1004.8666,1137.6287,921.048,869.6936,598.0636,654,3298
