"y","temp","rain","wind","wet","cloud","temp.sqr","sunny","semester","past_rent","X1_2","X2_3","X3_4","X4_5","X5_6","X6_7","X9_10","X10_11","X11_12","X12_13","X13_14","X14_15","X15_16","X16_17","X17_18","X18_19","X19_20","X20_21","X21_22","X22_23","X23_24","m0","m10","m5","m25","m30","m35","m40","m45","m55","m60","m65","m70","f15","f20","f25","f30","f40","f45","f50","f55","f65","bus_passenger","sub_passenger"
9,14.3,0,1.4,80,9,204.49,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498.841,230.2338,930.6564,3380.502,1888.3902,1397.8693,952.9376,1116.1286,747.7505,564.5948,400.8005,847.637,1149.1212,5259.8143,3504.2608,1700.3396,849.2418,844.6577,810.1385,795.3505,515.2061,341,1760
4,16.7,0,2,67,9,278.89,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,519.6306,239.8294,939.8445,3324.72,1940.0199,1538.4879,976.3872,1177.2524,760.8167,616.6487,425.3087,827.4212,1183.6148,5208.8938,3421.67,1803.4163,952.5348,871.6955,871.4537,856.2184,553.7941,343,1790
6,18.6,0,2.3,54,9,345.96,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,529.7972,244.5214,1081.2734,3372.2628,1950.7576,1680.8035,1048.1842,1123.6065,864.0366,635.8229,418.6608,919.1688,1227.3949,5186.9976,3502.1122,1924.548,1077.8987,970.6124,926.1259,894.1687,588.2556,379,1946
10,19.8,0,2.3,48,9,392.04,1,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,626.0543,288.9479,1197.2015,3490.3899,2040.5722,1689.2643,1110.0217,1222.4988,899.9011,641.3086,432.5133,904.126,1364.1614,5303.7211,3701.5999,2108.7231,1080.1322,1019.0705,978.0546,995.9024,533.5316,461,2407
12,21.7,0,1.9,41,9,470.89,1,1,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,664.1594,306.5347,1243.3448,3529.1629,2089.0203,1681.1394,1187.1864,1232.7756,898.3205,616.521,458.48,964.8856,1406.8035,5509.7809,3873.6285,2020.2507,1223.2879,940.9439,962.8872,930.4231,558.8815,522,2649
12,23.4,0,2.4,32,8,547.56,1,1,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,554.6152,255.9758,1274.4753,3560.4977,2099.4365,1722.8667,1148.8542,1193.9986,852.2273,609.6666,438.1035,994.3396,1463.0807,5603.1807,3870.0457,2081.2023,1152.8052,1078.0693,955.5924,971.2781,558.122,534,2610
24,24.7,0,2.2,22,8,610.09,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,557.2845,257.2077,1329.7229,3680.647,2093.9292,1765.0666,1125.9731,1196.4192,944.4524,570.9298,457.5406,851.4012,1505.7259,5699.7896,3914.6882,2150.8019,1167.2914,1088.2148,929.3495,970.0559,561.6388,558,3084
13,25.1,0,2.1,23,8,630.01,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,721.1378,332.8323,1461.2302,3892.5701,2134.644,1769.0435,1039.6111,1120.4866,860.3376,587.0248,451.8185,864.6412,1851.1624,5964.0814,4084.2287,2111.6119,1164.4482,1050.718,934.202,1020.0776,565.2282,585,3311
15,24.7,0,2.2,24,8,610.09,1,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,570.9716,263.5247,1712.3153,4221.2984,2246.6988,1796.3064,1078.2961,1103.6252,966.5995,646.3963,469.9148,870.3972,2014.0858,6632.0883,4346.1323,2121.8272,1167.4692,1038.0158,860.7826,952.5359,588.0853,635,3357
12,24.3,0,0.6,24,8,590.49,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,565.6648,261.0754,1851.9248,4504.7042,2338.7964,1719.4382,1105.4041,1165.9039,883.0987,643.0909,443.1711,882.5971,2078.839,7154.2295,4644.1074,2088.4028,1072.0661,1045.9737,882.6824,910.7834,610.2341,571,3075
12,22.8,0,0.9,28,7,519.84,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,580.4918,267.9185,1946.2936,4961.2957,2458.0389,1749.0709,1142.2826,1131.4579,866.2792,603.592,491.4431,851.2411,2127.5431,7363.2222,4994.5811,2196.4417,1063.5574,1067.8999,870.6318,935.7765,580.7334,507,3127
13,20.8,0,2.3,40,6,432.64,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,513.0407,236.7875,1999.4005,5322.4776,2624.3973,1772.4963,1115.0479,1104.8189,865.7979,575.3114,450.8347,889.3027,2050.0453,7690.8633,5127.3393,2261.4162,1056.3239,1047.2254,903.3845,862.5826,599.9221,531,3283
8,19.3,0,1.4,44,3,372.49,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,427.4006,197.2614,1987.8687,5367.5626,2662.4572,1800.3501,1070.3063,1097.3023,887.1022,573.1041,470.5331,895.0429,1961.9947,7710.025,5202.2896,2254.3027,978.558,943.0799,893.7341,858.5156,570.7399,561,3570
10,18,0,2,47,5,324,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,426.1002,196.6613,1764.9255,5213.588,2559.9112,1761.7311,1070.3156,1116.8002,879.6441,569.7931,430.2144,924.7691,1809.7635,7443.4014,4842.5555,2115.4654,948.2778,920.3106,910.8842,831.81,559.6633,523,3862
7,17.1,0,2,55,0,292.41,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,370.1569,170.8413,1372.5961,5046.6701,2401.9957,1678.5337,1023.1993,1048.5523,808.6235,512.185,400.6795,829.2181,1559.9741,6951.0856,4517.9861,1985.7381,846.5197,807.4365,760.2808,708.4372,544.5259,444,2232
4,16.8,0,2,60,0,282.24,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379.9571,175.3643,1252.4779,4854.3961,2265.0324,1616.8991,959.2486,1016.8186,765.3562,499.8865,368.0771,835.5516,1447.0068,6718.9296,4331.0264,1878.4986,808.3411,803.8374,745.7898,700.6855,530.4448,135,1
2,17.1,0,2.5,57,6,292.41,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410.0927,189.2733,1214.3756,4630.0583,2109.0154,1581.6177,963.2196,1020.1252,780.4501,533.1022,378.1623,827.2065,1371.5734,6574.0737,4158.199,1860.8329,804.7239,773.3317,753.8773,672.2362,524.9582,35,0
1,17,0,2.3,58,7,289,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391.356,180.626,1096.5995,4385.9114,2009.7895,1495.936,909.8602,1001.5682,780.7716,547.2617,394.984,830.1794,1347.5126,6389.0635,4068.0896,1829.5276,764.6093,753.1415,746.9015,669.7718,522.9878,22,0
4,16.3,0,1.5,60,6,265.69,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417.2429,192.5736,979.0393,4183.1402,1935.5677,1450.4899,912.3099,1002.7507,774.03,554.42,409.0641,821.4302,1293.2094,6181.6548,3940.8153,1792.8001,770.3448,744.6947,743.964,649.7851,529.6537,27,0
4,16,0,3.4,76,8,256,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398.4832,183.9152,931.3791,4032.1238,1899.0802,1469.8585,887.662,1025.5047,774.7703,522.6278,397.2034,833.9065,1235.9114,6089.3056,3858.5409,1788.4048,765.9108,726.8571,747.39,660.0276,519.3584,50,11
0,15.5,0,2,81,10,240.25,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405.4738,187.1415,851.2035,3858.1917,1816.3172,1460.8819,888.0014,1007.2091,735.0314,525.5683,399.2514,844.293,1118.1023,5885.9745,3794.7626,1780.8079,745.6552,738.2035,735.1515,646.7816,537.1567,120,555
0,15.1,0.1,0.9,87,10,228.01,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405.245,187.0355,815.2478,3750.4152,1796.2647,1411.9647,866.2401,1015.4074,742.0812,494.9977,412.2044,813.8775,1088.2532,5707.8782,3718.7296,1752.8039,758.5753,730.4093,742.5597,712.3216,564.7424,137,551
4,15.1,0.1,0.1,90,10,228.01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422.175,194.8498,781.8886,3623.8352,1830.6436,1407.1936,869.9262,1031.8418,779.1533,516.2435,410.6677,792.8515,1096.9085,5610.849,3668.8755,1733.6497,732.333,740.7747,743.1653,674.2765,565.9512,112,573
3,15.5,0.1,1.7,91,10,240.25,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397.6206,183.5169,797.0373,3540.6594,1812.6312,1390.661,902.423,1018.9203,797.3406,526.0653,400.4098,801.4798,1056.21,5442.2597,3588.3259,1692.1828,755.5813,763.0034,749.0329,705.4766,542.8767,201,1050
2,16.1,0,1,88,10,259.21,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442.1232,204.0565,857.1799,3467.0656,1825.4407,1427.6217,945.4821,1071.9245,784.5813,535.1183,384.986,793.0272,1070.2856,5211.8065,3495.7144,1674.5705,797.3164,760.413,773.5057,706.1641,550.3921,226,1285
9,17.7,0,1.5,81,9,313.29,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,481.0058,222.002,937.2982,3382.187,1783.7623,1447.4811,969.1061,1035.5513,841.7786,530.5647,377.3105,767.3775,1092.6877,5171.4107,3453.9136,1724.1316,797.5015,775.822,777.3519,707.9378,564.5875,244,1279
9,19.7,0,2.4,71,9,388.09,1,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,566.4525,261.4391,960.9124,3330.3534,1872.4629,1541.3854,1067.8547,1043.2458,858.3341,593.1535,368.5954,700.0841,1124.3387,5112.237,3486.927,1731.9066,849.905,895.0946,835.665,671.1738,552.3491,319,1404
11,21,0,2.1,59,6,441,1,1,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,573.8505,264.8538,1067.7107,3540.25,1980.4248,1638.5774,1031.057,1046.3529,805.7644,553.1164,375.8825,705.9241,1266.4215,5303.4104,3668.4673,1835.7194,877.4973,893.4959,826.2069,722.4191,521.6853,346,1704
6,22.8,0,2.5,52,1,519.84,1,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,547.4979,252.6912,1058.0443,3596.2092,1971.804,1634.9429,1062.5601,1057.7345,842.8066,596.91,376.6349,759.8602,1328.9813,5371.4813,3711.9239,1807.5463,964.6123,931.1645,891.9871,737.849,551.7772,364,1821
14,24.1,0,3.6,51,1,580.81,1,1,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,647.6646,298.9217,1220.4436,3660.2397,2034.9447,1587.3132,1066.0352,1020.3514,829.6332,573.1387,394.5227,771.8069,1366.3391,5564.1069,3788.1458,1890.0544,953.0563,935.1504,934.687,840.5168,577.5514,364,2058
7,24.1,0,2.9,51,1,580.81,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,568.6962,262.4747,1340.7232,3663.9504,2034.3218,1586.9497,1035.8087,1119.385,818.807,561.6526,404.1201,785.7589,1505.0753,5689.2441,3877.8281,1947.007,914.5568,932.0716,890.2994,787.4153,552.3632,475,2238
8,24.3,0,2.5,49,0,590.49,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,537.7303,248.1826,1405.9461,3827.3798,2088.835,1530.1716,1040.2233,1136.0995,832.1025,571.6988,413.3079,803.4711,1533.8157,5836.0166,4011.9599,1977.3296,942.4773,1002.1754,884.4007,784.7552,563.9419,461,2310
11,23.8,0,2.9,55,0,566.44,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,681.1915,314.3955,1454.354,4061.8327,2196.4568,1572.8295,1044.2801,1164.2156,873.3731,651.6329,362.5282,929.6769,1624.2982,6088.4033,4172.2401,1928.8795,889.5494,966.2625,927.3645,817.006,555.2594,475,2453
7,21.6,0,4,64,0,466.56,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,599.6261,276.7499,1621.0053,4246.4816,2215.1693,1567.6252,1057.3512,1098.9031,890.4966,669.9212,410.3567,924.4539,1701.3722,6535.4629,4276.2334,1979.4278,873.6832,953.0243,902.786,817.8774,583.3669,486,2305
10,19.2,0,3.1,72,0,368.64,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,594.9208,274.5784,1547.9488,4467.5709,2262.4254,1605.1799,1033.2359,1055.3749,913.8705,632.8898,390.3895,899.0841,1781.329,7007.9105,4348.9579,2017.6901,848.8939,881.1652,840.1593,800.8065,601.0642,445,2474
6,17.6,0,2.8,78,0,309.76,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,551.7008,254.631,1517.8285,4450.2914,2263.2053,1567.9308,998.6758,1044.519,867.8163,612.0693,375.969,885.7073,1749.0819,7173.4358,4477.4748,2060.914,821.6523,921.0186,854.4784,825.6602,570.0189,439,2828
7,16.9,0,2.7,83,8,285.61,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,571.7817,263.8987,1490.7796,4427.2498,2200.4624,1495.4398,1014.5699,1012.9786,833.9663,622.5945,401.9223,872.2261,1639.772,7030.0451,4426.3509,2011.5219,831.9321,833.9346,853.9902,798.3526,583.5579,480,2617
7,17.2,0,2.8,84,9,295.84,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,539.6488,249.0683,1320.6786,4294.6511,2125.1319,1425.5592,972.3399,1016.2235,788.834,613.0786,401.2181,873.4945,1415.2301,6704.8862,4248.4424,1980.947,831.2822,825.9858,821.4512,789.68,581.848,405,2495
2,17,0,3,87,10,289,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,451.1091,208.2039,1031.561,4061.3596,1991.2414,1454.6063,916.5892,941.0812,796.9228,523.0505,397.6097,883.4297,1324.1359,6549.1532,4077.1293,1919.5046,731.2687,714.9062,789.8773,655.1585,549.2917,306,1188
4,17,0,1.6,88,10,289,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459.8034,212.217,988.1154,3978.6954,1958.6823,1467.645,931.7724,934.2991,795.3576,517.6267,404.9004,867.0129,1219.4171,6353.6606,4044.5973,1906.4361,751.2215,719.8244,787.9453,640.2173,537.7248,194,0
2,17.1,0.1,0.8,91,10,292.41,0,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477.1819,220.2375,989.5234,3954.6602,1880.4967,1436.5479,912.8918,913.0068,770.3982,534.404,405.7833,864.6386,1229.0303,6376.436,3998.5982,1922.9928,731.1317,695.6969,773.2856,648.935,537.2128,48,0
0,17.2,0.2,0.6,93,10,295.84,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491.4841,226.8385,959.1556,3930.9932,1867.1618,1411.2947,913.264,940.1929,772.709,547.4322,409.2926,847.2815,1190.7932,6297.0545,3938.8227,1902.8269,740.8436,712.1534,793.2555,654.7634,530.5949,21,0
0,17.1,0.1,1,93,10,292.41,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489.2253,225.7957,927.1238,3928.2436,1881.4397,1409.0021,872.7677,934.8258,792.9466,545.7731,404.4786,858.6329,1146.6743,6242.1283,3916.0676,1904.979,753.7395,737.6587,790.5169,638.9399,551.3621,26,0
0,17.1,0.2,0.7,94,10,292.41,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496.1389,228.9866,877.2455,3840.9387,1819.5069,1431.5284,858.0359,927.5569,773.6981,538.7796,421.8769,861.5822,1150.4621,6178.4855,3903.923,1900.1943,758.4407,737.9235,784.9979,654.6106,539.7434,42,19
0,17.1,0.1,0.9,94,10,292.41,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476.4703,219.9093,890.3128,3763.8278,1832.7693,1374.6776,891.4732,893.3306,772.3905,555.8115,420.1018,906.2109,1068.7726,6051.4465,3892.4449,1900.2703,776.1975,758.9992,798.9397,669.334,556.0696,112,689
1,17.2,0.1,0.9,95,10,295.84,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487.2994,224.9068,898.9833,3728.7583,1857.7894,1421.6111,898.4594,941.612,786.8428,610.4224,459.2202,957.1086,1064.031,5974.7943,3863.8808,1903.9952,776.438,776.9667,813.1551,686.8752,567.0218,205,1036
5,17.2,0.2,1.8,95,10,295.84,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526.2158,242.8685,1037.9196,3525.5309,1860.4729,1464.1076,1003.2356,1120.8859,910.2468,611.0565,448.7284,934.6195,1158.2613,5744.7291,3718.1511,1946.4603,870.1983,845.7891,920.7886,772.8356,572.2806,491,2728
13,17.5,0.1,2.2,96,10,306.25,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548.1702,253.0009,1140.0568,3081.0422,1718.7689,1477.7783,1043.4148,1202.2121,947.5861,696.7767,496.7947,930.8918,1222.0706,5578.6783,3447.1377,1717.6901,987.5079,980.5157,1021.0946,915.6655,631.2766,794,4662
7,18,0,2.6,94,10,324,1,1,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576.6705,266.1553,1189.8254,2902.7662,1656.4657,1483.457,1160.4893,1247.5842,1136.3023,695.3185,537.2577,1002.5096,1402.8082,5388.6975,3140.3345,1595.0813,1107.1965,1100.949,1090.0158,989.6093,642.0466,564,2892
6,18.5,0,2.7,91,10,342.25,1,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,554.2588,255.8113,1417.067,2901.4678,1717.4476,1522.2962,1156.0968,1333.4586,1121.8688,734.5468,567.0683,957.2688,1503.5629,5497.0677,3141.823,1663.6869,1157.0069,1150.7824,1112.7965,1024.2466,628.675,375,1747
10,19.4,0,1,85,10,376.36,0,1,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,656.8795,303.1749,1672.5381,2953.252,1673.3836,1556.4092,1213.8923,1290.1413,1081.5924,726.1383,552.9201,905.9865,1634.1497,5744.941,3053.1572,1643.0656,1173.8105,1202.2605,1134.681,1058.71,667.4727,334,1612
3,20.5,0,1.2,81,10,420.25,1,1,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,440.5703,203.3403,1735.4174,2995.0379,1677.0263,1572.1531,1217.6624,1287.3422,1155.1123,689.3764,501.5963,910.0966,1736.9888,5805.2869,3158.114,1650.3966,1196.3415,1167.0801,1104.5056,1079.5597,632.3621,375,1830
14,21.8,0,1.6,70,10,475.24,1,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,449.2748,207.3574,1817.0492,2884.6996,1629.9262,1597.593,1211.6267,1282.8305,1060.2834,738.1149,524.8358,1058.5532,1790.2367,5817.8186,3193.8732,1646.6714,1293.5693,1166.4733,1195.6165,1135.455,666.0387,449,2055
8,23.2,0,2.2,66,10,538.24,1,1,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,526.1363,242.8314,1916.1231,3006.6409,1642.9554,1637.9975,1168.1756,1325.5896,1071.2414,719.431,521.0699,985.3305,1839.9208,6004.0735,3332.2467,1778.889,1262.3885,1184.7107,1140.489,1128.8789,680.4856,472,2093
15,23.4,0,2.3,64,10,547.56,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,512.1936,236.3967,1755.034,3049.9804,1671.0477,1563.391,1188.0532,1356.8523,1032.6392,714.7778,547.92,892.5166,1815.7603,5925.2742,3252.2518,1752.608,1250.38,1240.827,1175.4825,1051.4076,660.9236,550,2400
18,23.5,0,1.2,64,10,552.25,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,529.9385,244.5869,1658.4457,2969.5687,1697.904,1584.3758,1195.1008,1358.9763,1042.8864,714.4843,563.3513,849.6885,1809.8222,5887.6438,3217.5953,1772.1929,1187.4546,1199.022,1102.1646,1031.0858,602.8212,553,2905
21,23.2,0,1.7,64,9,538.24,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,536.274,247.5107,1746.1734,3171.2571,1698.5444,1674.4508,1228.7055,1421.694,1063.4975,721.1085,546.6263,873.5634,1942.107,6083.4271,3381.7884,1763.6787,1116.0413,1116.7243,1033.0022,930.821,616.9766,726,3556
12,22.8,0,0.8,65,10,519.84,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,550.47,254.0624,1842.2893,3661.4786,2061.6602,1873.2624,1419.6936,1569.028,1117.9356,734.9135,521.067,881.5028,2028.6592,6714.7947,4059.5649,2293.4358,1162.8582,1254.0038,1132.1278,1046.9245,666.0133,951,4093
13,22,0,0.9,69,10,484,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,511.2593,235.9656,1998.4674,3866.0159,2180.139,1883.845,1288.4751,1414.5291,1030.1465,668.8821,494.7576,878.5157,2029.96,6870.5401,4374.9497,2220.0552,1077.7975,1091.9374,1007.862,1013.548,629.3927,791,2909
13,21.4,0,1.2,72,10,457.96,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,528.8564,244.0872,1837.899,4064.8007,2175.4097,1771.489,1232.3484,1293.9776,1020.5675,658.9717,488.0452,901.5773,1978.6039,6970.7348,4436.0546,2281.3242,982.2172,1021.4228,970.9094,997.7919,645.251,550,2647
7,21.1,0,1.3,74,10,445.21,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,462.1728,213.3103,1703.9962,4104.0525,2109.6641,1732.0785,1156.7902,1233.7065,929.5477,650.3505,461.2713,881.5143,1843.0699,7012.88,4402.9366,2200.4926,927.1958,946.5988,961.5575,902.6415,642.1993,582,2702
5,20.6,0,1.4,77,10,424.36,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,466.7841,215.4385,1540.9897,4094.4188,2125.1667,1664.6434,1095.9608,1144.5007,873.2833,611.8962,432.5289,856.4224,1587.9813,6815.4245,4242.1916,2141.7951,871.6701,855.218,945.7478,835.4609,635.6103,572,2524
3,20.4,0,1.7,78,10,416.16,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,409.9359,189.2007,1132.1907,3850.3993,1940.1059,1524.058,962.6465,1034.1859,815.1816,594.9495,417.0596,809.1806,1410.6281,6535.667,4091.7397,2013.0787,750.9781,753.2764,816.3402,695.9065,547.8797,358,1161
2,20.2,0.2,2.1,78,10,408.04,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424.2468,195.8059,1073.951,3838.4275,1987.5753,1485.398,973.1916,1019.4413,814.7938,606.2011,410.6911,817.5624,1359.1385,6525.2741,4051.2207,1973.7586,771.9283,770.4489,805.1451,712.4744,565.0575,308,2
2,19.7,0,1.2,80,10,388.09,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435.2939,200.9045,1057.3708,3869.9094,1944.4877,1405.7141,946.1476,1020.4196,778.8794,594.3708,412.0257,842.0781,1344.3602,6357.3636,4084.9237,1968.3381,785.022,790.9632,799.5994,687.8615,585.382,62,0
0,19.1,0.1,1.4,82,10,364.81,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419.1525,193.4545,987.0765,3740.4674,1916.4274,1390.7244,949.5719,1021.6908,803.5526,582.5487,402.9654,818.7211,1213.4476,6320.6559,4059.1917,1964.9306,779.123,783.1602,807.9002,673.1673,565.2975,47,0
0,18.1,0.4,3,83,10,327.61,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442.55,204.2537,977.0899,3683.6853,1879.5463,1409.0259,927.7044,1017.6703,769.3945,585.7898,408.0224,796.868,1229.5039,6272.6698,4022.5362,1959.8928,794.7679,815.2529,792.7096,673.837,563.6805,38,0
0,17.3,0.4,1.9,88,10,299.29,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435.4618,200.9821,996.2631,3691.0201,1883.4026,1426.557,944.5486,1000.9888,791.4266,581.1357,444.4215,824.0969,1238.1763,6244.2023,3995.1405,1969.2875,773.1793,799.6712,796.1639,663.3858,544.0219,41,9
0,17,0.1,2.1,88,10,289,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425.3695,196.3241,908.0479,3614.8986,1895.1975,1376.5591,898.4214,1008.9178,775.1589,572.5243,422.3993,827.2041,1179.6856,6166.8216,3995.2248,1976.0969,774.6262,775.7051,798.4289,683.7087,568.7948,100,649
6,17,0,2.8,84,9,289,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416.2915,192.1343,915.7424,3527.6748,1915.0088,1410.8699,945.1528,1009.2491,748.0254,628.1735,457.028,870.5439,1151.3229,6070.3843,3923.1039,1964.9861,809.7022,800.7201,869.8669,724.941,571.5426,196,1034
10,17,0,2.7,87,5,289,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513.3499,236.9303,1060.4413,3398.8516,1876.4173,1490.9232,1070.9184,1185.3353,897.1425,706.1079,451.3055,829.3726,1251.6898,5802.6629,3811.6677,1995.6551,899.9094,837.6431,906.3624,823.3503,606.6469,516,2797
14,18.4,0,2.5,79,2,338.56,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570.8993,263.4914,1111.0829,3082.7544,1703.5151,1548.3667,1132.2651,1271.8059,922.6444,714.6126,496.4994,881.7709,1369.5347,5657.7129,3497.8633,1815.8012,1019.6382,1033.6716,980.5836,874.0349,666.53,822,4623
16,20.4,0,1.7,68,3,416.16,1,1,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,652.9828,301.376,1191.9734,2817.072,1645.805,1498.2397,1207.0983,1344.755,1086.2033,740.7203,540.3791,954.5625,1449.3682,5562.0492,3195.7331,1712.9377,1128.9301,1016.8437,1038.7391,994.9253,649.4657,505,2900
8,22.3,0,1.3,63,3,497.29,1,1,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,758.8273,350.2275,1387.6121,2833.1305,1641.6237,1589.1686,1239.1965,1322.3768,1136.5974,758.7056,519.1426,918.9542,1597.5414,5548.3904,3165.7178,1713.9377,1173.6555,1092.2997,1081.1165,998.6744,651.1129,378,1764
