"y","bus_passenger","past_rent","sub_passenger","temp","wet","f20","X8_9","m20","most_use","sunny","f0","m30","m25","dust","f25","m45","m0","m55","m5","m50","f70","f65","f40","f15","wind","f55","m40","f50","f30","f45","rain","cloud","f35","f60","m65","m35","m60","m70","temp.sqr","weekend","X18_19","X6_7","semester","X21_22","X1_2","snow","X7_8","X16_17"
0,235,0,926,21.5,96,5362.1686,0,3325.4865,22740.7458,0,421.726,1918.166,3598.6983,9,3901.9877,1048.9233,492.5431,730.6468,574.4081,885.6464,1324.8814,497.4156,858.4801,947.8268,0.6,699.787,1040.9981,850.2624,1968.1026,790.9981,0,10,1314.2522,699.6406,443.7646,1351.8839,638.5396,884.478,462.25,0,0,1,0,0,0,0,0,0
0,446,0,2405,21.6,97,5273.557,0,3198.6756,22300.3184,1,456.6245,1924.1889,3417.6629,13,3713.9507,1164.4046,486.4569,818.3129,571.7637,952.9654,1377.3025,551.3848,936.4581,946.7166,1.1,776.8174,1089.871,891.8897,1906.2816,849.6012,0,10,1404.055,698.26,445.9677,1461.9467,655.17,836.2469,466.56,0,0,0,0,0,0,0,1,0
14,823,3,4405,22.1,96,4881.8458,1,3140.5043,20360.319,0,429.2274,1673.1749,3015.2922,21,3231.5666,1142.113,509.3223,943.1797,587.2347,992.273,1414.0675,547.4628,997.2981,920.3835,0.2,831.6142,1111.796,978.5158,1683.2697,937.1235,0,7,1299.3173,712.9776,444.9966,1435.3482,705.0541,962.2512,488.41,0,0,0,0,0,0,0,0,0
2,579,22,2771,22.9,95,4487.7208,0,3050.3702,19539.495,1,472.7396,1582.2433,2892.7357,11,3024.1216,1224.84,566.6902,1017.4794,637.167,1064.2615,1418.7192,588.6802,1045.5087,944.4509,1.2,896.8113,1191.9508,1067.1316,1701.1687,999.0937,0,8,1358.0814,760.0767,535.0381,1443.0533,705.107,900.7723,524.41,0,0,0,0,0,0,0,0,0
1,397,5,1621,24.2,90,4540.8509,0,3072.5122,19355.2361,0,590.1832,1563.3668,2821.5563,14,2903.3518,1209.134,570.5066,1014.2598,666.1055,1095.9859,1372.349,582.2759,1115.2301,969.0858,0.7,898.5737,1194.7215,1050.5904,1713.2858,1056.333,0,7,1302.9531,772.3919,482.505,1437.3592,711.7975,962.5309,585.64,0,0,0,0,0,0,0,0,0
1,381,2,1671,25.9,82,4514.9281,0,3128.3385,19720.4528,0,590.9543,1638.3894,2828.3096,15,2997.9822,1212.2306,536.2912,950.8742,697.6903,1035.8538,1298.3971,655.5729,1168.9059,1016.9442,0.7,927.1058,1172.7864,1062.3257,1722.4892,1080.4643,0,7,1396.4207,753.9267,456.5954,1493.5951,729.6226,918.9675,670.81,0,0,0,0,0,0,0,0,0
5,444,3,1731,26.9,74,4623.7138,0,3228.2888,19849.7663,1,616.6358,1533.209,2814.1015,34,2996.6575,1211.2192,491.7179,987.6842,710.2508,1043.4296,1299.2512,661.5639,1144.0551,1116.4881,1.5,947.2283,1124.9519,1094.1074,1777.6498,1074.0533,0,7,1358.6105,779.012,498.1297,1517.5354,708.863,994.7979,723.61,0,0,0,0,0,0,0,0,0
3,477,2,1762,27.8,73,4747.6024,0,3282.23,20184.2726,1,584.5431,1643.682,2843.7761,26,3008.616,1285.6566,566.1089,1109.5081,824.13,1036.0549,1357.2498,675.357,1172.0681,1317.0327,1.8,966.6663,1128.7142,1101.64,1834.1258,1246.2545,0,7,1335.4178,749.2963,507.733,1488.8225,759.2968,914.2885,772.84,0,0,0,0,0,0,0,0,0
3,530,6,2062,28.2,70,4911.0093,0,3339.9657,20447.0126,1,668.5636,1612.603,2825.7563,32,3052.8476,1255.6633,568.3202,1012.8395,849.7985,1082.9527,1395.9282,681.1057,1202.2562,1372.4309,2.6,944.5015,1192.4664,1053.5109,1847.0462,1261.025,0,8,1368.9929,806.2392,543.5319,1488.7916,707.4211,874.2579,795.24,0,0,0,0,0,0,0,0,0
4,619,2,2187,28.7,68,5058.2343,0,3471.4475,20951.3025,1,661.9866,1669.1849,2930.0201,22,3022.3334,1317.945,646.2266,1033.7914,1014.3554,1064.816,1413.4766,670.5033,1233.7579,1470.6179,2.6,985.4453,1234.0578,1005.6078,1883.5387,1209.6341,0,8,1371.4408,770.4039,475.5794,1545.1028,711.5908,919.3052,823.69,0,0,0,0,0,0,0,0,0
3,642,0,2824,27.6,74,5050.2404,0,3548.848,21167.1257,1,601.0057,1729.3994,2984.5024,30,3103.7795,1271.7702,566.2242,1000.2361,1134.897,1057.3603,1337.3925,595.3293,1097.845,1561.1214,3.9,952.7355,1207.4176,1014.1301,1795.5704,1262.6844,0,10,1302.2337,729.7369,483.2116,1652.5519,724.2667,913.4009,761.76,0,0,0,0,0,0,0,0,1
6,781,3,3599,26.2,78,5330.9622,0,3791.7681,22268.0977,1,564.7249,1799.4312,3182.1257,46,3307.2901,1268.9279,495.0107,971.521,1246.4909,1134.9425,1275.4625,651.885,1017.1177,1710.2846,2.5,921.5503,1259.4562,998.8628,1860.0731,1131.7384,0,10,1365.395,740.1831,458.3953,1631.0523,681.9957,894.6506,686.44,0,0,0,0,0,0,0,0,0
12,1039,7,4046,26,79,5967.4597,0,4114.2784,25151.7408,1,578.3208,2119.8879,3603.8446,11,3846.3386,1357.4609,428.9779,943.4188,1362.2941,1078.8118,1288.701,613.0897,1152.2133,1790.4421,1.1,881.8658,1285.5479,1029.0418,2173.55,1201.1256,0,10,1524.706,702.4097,469.499,1801.6756,691.8675,856.667,676,0,1,0,0,0,0,0,0,0
12,842,13,2698,25.7,79,6233.4492,0,4444.092,26375.1812,1,600.8771,2173.8934,3864.4668,12,4176.2082,1260.632,471.5568,921.4291,1337.4516,1017.7328,1239.5844,593.2531,1088.2466,1833.1758,2.5,825.1845,1300.0838,1006.1984,2202.4705,1043.6968,0,9,1418.4952,731.3415,446.2062,1862.1059,686.1792,899.7481,660.49,0,0,0,0,0,0,0,0,0
10,645,10,2599,25.4,81,6387.4757,0,4625.8869,26863.1256,0,564.7342,2214.354,4079.6731,22,4195.5434,1213.3639,497.372,856.1855,1270.9774,976.1444,1333.7387,610.4493,1061.097,1777.6888,0.6,777.6901,1163.1094,948.4544,2164.9845,1015.5543,0,10,1395.3498,746.1232,464.0986,1799.8582,689.7668,872.8635,645.16,0,0,0,0,0,0,0,0,0
5,710,8,3127,25.3,82,6330.4601,0,4514.8469,26684.4787,0,512.7419,2244.4558,4109.8588,21,4231.2114,1118.5095,540.9507,852.0691,1214.0859,920.81,1327.8259,584.0984,998.7491,1548.9042,0.8,756.5322,1150.1174,908.369,2161.7784,970.3976,0,10,1375.5265,747.1316,451.5346,1716.3408,697.6658,880.2083,640.09,0,0,0,0,1,0,0,0,0
2,709,3,2822,24.7,90,6266.3134,0,4362.5391,26175.1195,0,528.0329,2227.5408,3975.8265,24,4149.5092,1107.7502,574.9647,871.2163,942.0176,916.1701,1314.3139,576.3773,901.5038,1376.0811,1.1,769.6287,1123.261,920.1879,2137.3651,895.8091,0.1,10,1412.7615,708.5926,420.2466,1643.2639,659.533,869.4798,610.09,0,0,0,0,0,0,0,0,0
0,444,0,1710,24.3,92,5990.3098,0,3887.25,24427.3155,0,465.9787,2049.2134,3792.1269,19,3982.3396,976.391,444.6085,767.2407,807.0593,812.3656,1181.7456,516.1088,751.4896,1115.0776,0.4,687.8108,1015.4813,772.9794,1954.0909,782.0879,0.5,10,1311.6532,641.3131,403.0538,1460.3317,580.9076,825.1653,590.49,0,0,0,0,0,0,0,0,0
0,174,0,387,24,92,5814.1119,0,3772.1853,23985.718,0,431.4088,1994.314,3780.7584,14,4032.8187,956.379,425.3977,791.2486,736.3323,797.4947,1176.0427,502.8527,725.9468,1052.3359,0.5,664.2658,977.0142,769.174,1932.4553,775.3697,1.2,10,1267.32,631.6917,410.6867,1391.7544,583.9418,808.8821,576,0,0,0,0,0,0,0,0,0
2,74,0,0,24,90,5834.6845,0,3740.384,23846.0984,0,449.8327,1979.0935,3778.3888,14,3933.0409,942.1574,414.4377,779.4346,739.7233,786.3648,1205.32,498.3449,718.3198,964.8837,0.4,668.0715,937.8483,782.866,1969.5769,782.673,0,10,1277.8913,636.3929,406.1306,1333.0385,580.4742,821.3004,576,0,0,0,0,0,1,0,0,0
0,37,0,0,23.8,94,5817.501,0,3620.9658,23633.5589,0,427.9808,1938.5843,3699.8064,22,3959.0612,981.9274,409.7915,790.9253,698.2846,770.8425,1210.7109,500.975,719.078,964.7363,0.9,651.4902,949.6046,796.3767,1959.2285,799.7886,2.1,10,1267.4034,653.6647,407.2577,1371.0083,572.7963,818.6322,566.44,0,0,0,0,0,0,0,0,0
0,40,0,0,23.8,94,5755.2757,0,3545.6536,23404.2742,0,427.4118,1911.1073,3681.1353,12,3934.77,948.8324,423.2928,781.8881,683.8665,772.9806,1236.3724,514.436,714.5143,916.5716,1.1,632.619,926.1688,761.2433,1929.8039,805.0114,2.9,10,1268.0928,637.5439,419.2803,1378.4356,561.5386,817.7351,566.44,0,0,0,0,0,0,0,0,0
0,47,0,13,23.7,95,5628.4358,0,3449.7763,23185.8378,0,437.3793,1924.443,3649.898,10,3883.4078,955.8612,431.4388,794.7813,664.0599,785.4679,1236.1894,529.4234,718.188,929.9567,2,643.0008,915.8757,751.0662,1956.1463,785.9364,5.2,10,1305.0684,630.5291,411.962,1388.6622,565.9469,820.8506,561.69,0,0,0,0,0,0,0,0,0
0,109,0,592,23.5,95,5634.0908,0,3394.3461,23177.1599,0,458.5366,1936.2659,3656.706,6,3931.0261,972.9868,424.9901,799.8203,622.4074,801.9257,1252.8167,544.0309,718.4382,944.4832,1.5,659.7303,939.4481,760.1328,1937.6987,808.59,23.9,10,1333.244,645.9672,438.1738,1353.7823,562.0354,873.6688,552.25,0,0,0,0,0,0,0,0,0
0,214,2,937,23.4,95,5448.2495,0,3323.846,22717.4775,0,430.2736,1912.6195,3572.7413,3,3867.7598,963.4598,405.0927,803.8875,602.625,822.6179,1299.5485,589.0888,747.1376,913.0723,1.2,719.4496,953.98,799.3419,1934.5714,811.3401,3.6,10,1274.3767,626.4016,450.59,1383.3133,598.443,816.5683,547.56,0,0,1,0,0,0,0,0,0
1,467,1,2521,23.5,95,5308.5107,0,3194.2627,22267.3837,0,466.184,1925.1686,3499.5586,5,3670.693,1021.3558,417.5581,886.2188,589.3516,904.2884,1391.9207,600.9364,860.5938,913.4103,0.6,783.1087,1113.9855,848.8934,1913.6502,862.1571,0,10,1271.4728,667.452,450.706,1484.0671,634.0616,834.1307,552.25,0,0,0,0,0,0,0,1,0
4,894,0,4445,23.4,96,4898.7158,1,3011.0675,20161.0233,0,444.6293,1748.7432,2995.9588,10,3213.203,1113.7724,453.4274,911.2398,632.5085,954.6074,1366.6216,587.5832,932.4502,960.7873,1.8,790.4503,1098.9014,978.2066,1649.5944,942.5744,0.3,10,1200.1478,718.7324,462.9863,1443.5928,643.0582,896.1915,547.56,0,0,0,0,0,0,0,0,0
5,640,4,2746,23.9,95,4582.8075,0,3008.624,19478.5854,0,429.6882,1627.1413,2859.3248,20,2996.0582,1144.4393,520.2774,946.4674,675.8432,1027.3104,1391.9417,577.5861,1081.6414,975.3101,1.6,853.517,1120.4273,983.111,1676.7719,969.8439,0.8,10,1286.6782,773.0951,503.2369,1441.1795,644.1084,857.402,571.21,0,0,0,0,0,0,0,0,0
1,420,7,1686,24.2,93,4526.4445,0,3034.1578,19409.1405,1,445.388,1656.108,2769.6969,12,2907.6137,1228.4655,507.0452,1062.7253,721.6729,1123.7899,1321.2776,623.3738,1114.0067,1007.0519,1.7,895.38,1153.2375,995.6909,1773.9545,1044.0752,0,10,1270.0656,798.5391,541.6227,1471.0995,690.8307,959.1259,585.64,0,0,0,0,0,0,0,0,0
1,363,4,1500,24.7,91,4557.566,0,3020.149,19326.2071,1,541.5734,1589.7584,2748.5891,16,2896.9531,1203.6217,601.7716,1006.2099,706.3994,1038.7472,1316.7812,603.4709,1096.6023,1029.7364,1.9,886.3664,1212.2203,1001.658,1782.0312,1121.6399,0,10,1311.5509,784.783,540.3387,1419.6094,705.0687,923.9124,610.09,0,0,0,0,0,0,0,0,0
5,448,4,1728,25.1,87,4655.6921,0,3098.7905,19577.6179,1,634.5615,1633.1543,2759.942,14,2873.1418,1123.9709,515.338,1012.9237,836.3993,1083.1217,1303.3131,624.3623,1109.2548,1099.7081,2.3,951.8119,1178.7327,1025.179,1732.7117,1127.4091,0,10,1298.9812,816.8625,517.0716,1525.2043,675.6954,956.382,630.01,0,0,0,0,0,0,0,0,0
2,465,4,1905,25.2,87,4767.9163,0,3145.9049,20002.7905,1,746.3682,1633.6495,2774.4919,25,2924.052,1277.7344,474.3783,1024.419,895.0935,1106.6451,1321.8792,609.6381,1097.803,1213.3816,2.6,975.2444,1178.6095,1065.0556,1790.805,1193.7615,0,10,1407.8276,767.4096,500.5847,1558.1433,703.294,958.4422,635.04,0,0,0,0,0,0,0,0,0
2,473,5,1992,26.3,84,4918.3268,0,3320.6876,20308.6344,1,720.0657,1623.7059,2770.0027,20,2947.7027,1263.3852,492.9301,1006.4407,1021.6367,1117.9074,1326.009,682.351,1136.6618,1300.1123,2.6,966.9992,1176.4506,1105.1526,1782.588,1172.6946,0,8,1379.5559,813.4862,537.2164,1566.0648,743.9371,1044.9229,691.69,0,0,0,0,0,0,0,0,0
7,573,2,2182,27.4,79,4945.0013,0,3407.6802,20520.7917,1,675.1703,1634.6694,2893.8528,27.5,2947.7339,1206.6866,543.4567,997.9177,1024.9272,1122.4771,1392.6473,618.8282,1093.6471,1362.7038,2.1,988.5307,1140.8483,1056.5317,1699.5753,1186.8713,0,7,1350.4814,798.8622,523.0592,1641.7974,690.609,983.2715,750.76,0,0,0,0,0,0,0,0,0
0,635,2,2695,27.1,76,5041.1407,0,3543.0639,20704.9033,1,710.6787,1645.6539,2829.7443,42,2989.1935,1223.9143,513.2674,971.0152,1035.9696,1093.1266,1382.5609,607.7485,1048.3231,1488.8527,2.4,977.4679,1121.4144,1038.4514,1706.7521,1168.0513,0,10,1295.6055,756.6564,513.9639,1653.7494,714.8125,994.5713,734.41,0,0,0,0,0,0,0,0,1
8,718,1,3476,26.7,79,5226.2777,0,3722.8756,21617.6603,1,676.1353,1768.5073,3008.9503,28,3169.3326,1212.8281,506.1427,943.9014,1115.7855,1079.9345,1339.859,595.5884,1033.3067,1751.4278,2.4,896.5836,1233.449,956.8512,1779.1498,1163.9614,0,10,1328.1955,764.52,513.3383,1614.3715,723.1392,933.7522,712.89,0,0,0,0,0,0,0,0,0
4,954,5,4061,26.3,81,5971.4122,0,4162.2336,25262.9112,1,650.5902,2086.3093,3505.9017,21,3997.8904,1294.9473,473.5129,888.4291,1225.5318,1072.4664,1368.128,621.6261,1074.473,1929.0416,1.9,882.7824,1258.162,1008.6238,2213.2046,1151.033,0,9,1522.6468,763.4774,496.5129,1803.3126,749.1792,918.6312,691.69,0,1,0,0,0,0,0,0,0
15,812,12,2674,26.1,80,6497.7494,0,4485.9195,26947.9369,1,622.044,2223.8128,3906.197,3,4338.6685,1238.8442,453.8211,894.5348,1267.2886,968.7604,1343.296,622.5138,963.9228,1876.5743,1.7,887.8765,1219.6604,999.4223,2246.6943,1091.7754,0,6,1472.5512,733.2643,501.4407,1776.3442,703.199,904.6241,681.21,0,0,0,0,0,0,0,0,0
7,630,13,2801,25.9,82,6799.3948,0,4586.4585,27658.3986,1,653.1501,2302.9163,4019.7439,9,4466.7216,1215.2788,448.6467,876.8427,1260.8924,962.4739,1303.4625,618.8314,948.0822,1759.202,1.9,831.5122,1202.4334,927.0732,2265.1051,1093.9984,0,7,1480.803,745.9989,473.1311,1737.2554,684.9678,872.3112,670.81,0,0,0,0,0,0,0,0,0
13,679,4,3167,25.7,84,6698.3925,0,4528.7083,27285.031,1,541.214,2290.4774,4079.022,14,4338.1424,1132.7857,455.3523,869.7799,1187.0293,966.7156,1346.4899,625.6423,889.3401,1669.0348,1.8,783.269,1084.4755,900.7148,2200.8125,958.9133,0,8,1430.44,727.161,468.7302,1719.0359,667.8565,886.7343,660.49,0,0,0,0,1,0,0,0,0
7,647,9,2926,25.3,86,6384.755,0,4472.3919,26337.3045,1,443.8046,2205.1095,3962.4336,17,4161.9865,1070.4256,438.7699,883.848,1108.025,927.7391,1292.0559,618.356,902.5746,1432.1915,1.8,806.1953,1078.1135,871.3643,2103.6551,931.4992,0,7,1434.4323,718.4935,458.4486,1612.5406,645.4517,865.5035,640.09,0,0,0,0,0,0,0,0,0
6,428,6,1771,24.9,84,6012.3644,0,4092.4565,24604.7725,1,462.8083,2102.4754,3808.9016,9,3995.0245,979.1216,369.3498,808.7982,885.9271,772.2285,1158.1643,501.7984,764.9052,1162.627,2.7,687.0496,975.806,795.7873,1881.162,791.9561,0,8,1280.2031,653.5573,422.8519,1432.185,576.3386,794.1798,620.01,0,0,0,0,0,0,0,0,0
11,246,7,691,24.5,88,5978.7676,0,4010.2961,24258.1774,1,489.1381,2024.4619,3775.7731,8,3891.406,998.5648,364.7854,810.873,860.7144,762.7501,1160.5043,498.9244,727.3894,1065.9746,2.3,673.0194,950.9845,809.6261,1885.9296,796.7055,0,8,1295.8859,658.4895,406.1203,1395.6572,580.8523,823.7725,600.25,0,0,0,0,0,0,0,0,0
0,116,3,0,24,89,5773.2858,0,3795.5426,23770.9817,1,463.4291,2022.7604,3785.3136,25,3895.0608,925.2612,385.6517,771.8474,821.0368,756.155,1168.1472,512.372,743.6086,1023.8751,2,651.878,963.9589,815.1345,1882.3809,803.8401,0,8,1251.0125,639.4645,419.4957,1365.6251,566.554,799.0782,576,0,0,0,0,0,1,0,0,0
5,67,0,0,23.6,89,5735.2924,0,3730.6888,23432.7998,1,456.9137,1984.2874,3705.9278,9,3855.4264,947.464,360.9398,772.8027,815.1018,774.5011,1131.5946,506.0995,726.8471,980.1131,1.6,665.1461,962.5917,793.9379,1851.5134,803.4067,0,7,1258.8124,656.5408,427.6207,1310.8512,549.9763,824.6803,556.96,0,0,0,0,0,0,0,0,0
0,77,3,0,23.3,91,5690.0943,0,3645.1193,23257.2571,0,448.3187,1991.353,3664.4489,12,3844.3612,930.3118,373.3212,807.923,804.0583,774.7266,1148.4663,511.1998,752.0544,970.8864,1,635.7537,959.2161,787.6632,1864.5063,820.5023,0,8,1259.7136,641.3574,414.0244,1297.6605,545.841,792.175,542.89,0,0,0,0,0,0,0,0,0
1,46,0,7,23.3,91,5617.9005,0,3512.1012,22919.673,0,475.5274,1960.1896,3596.4329,17,3805.3489,940.7606,377.5035,786.2965,760.9907,760.5921,1154.3119,510.4556,767.7736,966.9333,0.4,657.0478,959.1611,791.7176,1857.3595,800.0326,0,9,1261.169,647.8554,434.8223,1309.1714,562.8945,792.262,542.89,0,0,0,0,0,0,0,0,0
1,103,0,644,23.3,92,5556.1765,0,3409.689,22648.7143,1,459.4006,1934.8298,3520.767,20,3794.5696,959.7548,373.3528,755.2028,692.5043,749.5779,1185.4649,525.6443,766.51,910.909,1.3,653.0424,950.201,796.1268,1872.08,832.5262,0,9,1277.3328,653.1512,414.2353,1283.2696,559.8572,804.4549,542.89,0,0,0,0,0,0,0,0,0
1,212,1,991,23.1,93,5473.8361,0,3286.0509,22384.3517,0,466.9069,1930.5772,3495.2821,22,3710.7468,989.8328,397.7819,749.347,671.4207,783.5802,1214.4968,536.4311,782.7695,927.7939,0.1,705.2056,974.7882,807.9694,1865.9102,834.5862,0,8,1317.7799,706.9737,428.4523,1304.1685,575.6631,846.8098,533.61,0,0,1,0,0,0,0,0,0
3,487,4,2397,23,93,5332.8117,0,3196.9244,21904.8173,0,475.3405,1893.8422,3345.8124,25,3580.0393,1067.8081,406.1575,799.5239,644.2635,871.1828,1294.672,534.7274,827.9672,905.0867,1,773.4194,1073.1245,818.7348,1829.637,876.6783,0,4,1315.7757,718.7016,434.8045,1409.9746,630.4551,838.5754,529,0,0,0,0,0,0,0,1,0
9,792,9,4246,24.2,91,4864.9549,1,3128.8712,20125.5765,0,468.1857,1702.887,2940.9114,20,3203.5827,1190.0011,462.9738,845.3893,681.727,865.4628,1321.0798,564.0541,908.5142,856.1589,0.8,785.542,1078.0429,872.756,1600.9439,915.2471,0,3,1307.3209,692.9246,472.3151,1376.1045,618.4809,863.809,585.64,0,0,0,0,0,0,0,0,0
6,575,19,2890,25.3,83,4468.2282,0,2999.6285,19166.9958,0,544.7183,1639.5777,2790.6109,10,2880.8893,1184.8653,528.0061,930.8865,663.2369,979.1201,1218.8064,618.1063,1012.1615,878.7986,0.4,824.9,1168.3522,938.9282,1665.8372,1026.458,0,3,1311.3171,715.0071,499.2324,1410.9069,685.8015,951.9307,640.09,0,0,0,0,0,0,0,0,0
1,430,5,1688,26.7,78,4272.8584,0,2972.0434,18978.4668,1,541.4479,1623.2699,2730.9388,26,2856.7634,1309.0953,519.0287,990.5068,672.0669,1015.9023,1242.6985,625.1411,1151.7523,903.5284,1.3,880.1227,1166.372,932.1359,1707.9304,1085.5429,0,3,1353.7595,733.3156,466.2716,1460.903,678.9877,901.4179,712.89,0,0,0,0,0,0,0,0,0
1,387,2,1700,27.7,72,4268.5167,0,3014.9696,19113.1353,1,663.2061,1688.2584,2737.5423,26,2800.8294,1279.7053,524.6873,1016.6893,676.044,930.7066,1195.0788,636.2844,1108.8637,1027.5732,2.4,918.4749,1217.1522,946.5587,1723.3224,1121.4808,0,3,1387.93,732.1482,490.849,1491.7665,712.8482,907.5516,767.29,0,0,0,0,0,0,0,0,0
3,489,2,1904,28.8,66,4390.1336,0,3065.467,19484.8769,1,587.6021,1719.3173,2778.6672,37,2858.7457,1358.9924,482.7552,1020.3412,769.282,986.6488,1256.2077,631.1177,1127.257,1215.8359,2.6,894.2722,1219.2864,946.2324,1784.884,1124.0056,0,1,1414.4476,719.3957,465.3533,1473.2145,706.6053,907.934,829.44,0,0,0,0,0,0,0,0,0
6,552,3,1955,29.7,61,4592.2299,0,3066.2017,19760.4715,1,654.8675,1660.2295,2683.9198,34,2884.2685,1342.92,520.3656,1006.3677,823.7999,1046.3964,1299.3511,655.8161,1167.6265,1344.819,2,937.9898,1208.9167,1019.3967,1880.9912,1139.6972,0,0,1464.5493,740.8346,487.8336,1528.0816,701.3584,968.971,882.09,0,0,0,0,0,0,0,0,0
2,616,7,2098,30.7,56,4621.7778,0,3043.0963,19907.6208,1,755.4265,1650.7254,2843.2253,34,2935.4741,1309.89,493.4493,976.5525,953.6196,1030.7637,1370.6311,631.2058,1159.387,1457.083,2.2,951.6886,1175.6561,1011.2377,1855.7039,1124.8856,0,0,1396.78,755.2899,499.9301,1560.838,670.861,1014.0561,942.49,0,0,0,0,0,0,0,0,0
4,639,0,2444,31.6,50,4798.3122,0,3270.1366,20409.5803,1,723.6342,1630.0006,2843.202,33,3001.5289,1357.9966,522.9212,1043.1898,1048.7008,1036.9972,1268.5166,622.4853,1106.1606,1584.8343,2,1011.4979,1202.6904,979.4827,1832.3568,1162.1793,0,0,1408.1601,755.7754,471.8962,1625.8831,656.6266,1048.6088,998.56,0,0,0,0,0,0,0,0,0
1,699,3,3003,32.4,47,4920.9697,0,3409.4143,20749.8223,1,765.8662,1656.5236,2921.0163,36,2977.7627,1316.596,551.2652,983.1018,1116.1114,1125.1829,1350.2896,554.4633,1117.94,1635.8072,2,875.8493,1264.597,947.8774,1828.085,1139.1488,0,1,1438.3842,743.3707,475.8433,1597.6665,709.7416,1002.602,1049.76,0,0,0,0,0,0,0,0,1
7,798,3,3935,32.3,49,5385.7604,0,3772.1268,21986.1668,1,784.6309,1775.597,3074.8131,49,3067.7736,1244.0154,478.3366,1026.2444,1142.6401,1088.9124,1312.1325,585.1508,1055.724,1776.268,2.7,919.7549,1180.0034,928.1534,1828.0426,1040.6628,0,3,1452.1843,772.9207,459.7415,1629.869,719.3062,933.4815,1043.29,0,0,0,0,0,0,0,0,0
11,966,4,4406,31.2,58,6174.4609,0,4315.1062,25702.2571,1,808.9722,2184.1996,3694.9049,56,3773.9227,1271.1672,480.5425,945.519,1361.2791,967.6042,1262.7432,568.0168,1145.4961,1987.6003,2.6,926.5694,1319.4004,1015.4058,2210.1917,1193.234,0,3,1581.6519,756.6318,444.0851,1767.8192,662.6282,870.2037,973.44,0,1,0,0,0,0,0,0,0
9,820,13,3127,29.5,65,6802.4573,0,4708.2728,27964.2322,1,753.8518,2418.942,4152.5785,54,4271.3952,1230.5951,520.84,970.4867,1490.2096,967.196,1349.5181,508.0049,1093.7378,1946.7008,3.1,930.3999,1315.1006,985.5085,2316.52,1069.027,0,3,1521.4245,701.5743,442.4788,1772.6419,637.1287,897.2503,870.25,0,0,0,0,0,0,0,0,0
8,633,6,3087,27.8,70,7146.3879,0,4945.3743,28907.7076,1,628.3245,2360.1368,4392.3949,34,4539.9863,1246.1467,472.6031,926.1361,1424.2115,967.9296,1329.6801,541.4028,1008.1219,1855.5696,2.8,910.9378,1240.4715,914.671,2287.2899,1039.9001,0,3,1492.4568,721.6649,479.922,1743.6807,631.8395,875.2241,772.84,0,0,0,0,0,0,0,0,0
7,680,9,3291,27.2,72,7036.3196,0,4952.6467,28903.9822,1,547.5706,2460.2135,4574.4367,13,4463.2831,1191.8011,540.235,934.2942,1170.9624,909.4663,1305.405,536.5299,994.2264,1755.8198,1.4,829.0051,1190.572,857.5487,2217.0388,929.8485,0,7,1406.5829,684.0624,449.8543,1793.4609,640.6523,857.2194,739.84,0,0,0,0,1,0,0,0,0
5,740,8,3482,26.5,75,6776.8582,0,4962.6751,28205.8443,1,491.3725,2370.2249,4539.6436,17,4421.5834,1066.2674,523.4895,884.9272,1135.2972,905.5099,1370.4134,530.7873,921.7466,1495.9177,1.2,794.1114,1182.1187,864.9184,2156.0268,924.8897,0,6,1351.5599,689.0187,443.348,1627.2724,606.0281,838.0021,702.25,0,0,0,0,0,0,0,0,0
4,525,3,2484,26,76,6318.621,0,4517.5192,26512.9417,1,426.7416,2276.7235,4437.3813,24,4230.8654,997.6129,392.9849,803.8738,930.3138,819.6394,1165.8892,496.215,810.8665,1278.1927,1.4,698.5753,1035.8818,772.0448,1973.152,777.6344,0,5,1219.2904,633.1575,386.5273,1539.3889,542.3957,813.7119,676,0,0,0,0,0,0,0,0,0
8,246,6,691,25.4,77,6028.5904,0,4426.7811,25692.9717,1,441.4801,2226.2596,4407.5125,23,4073.88,964.8795,405.8796,795.5034,893.4399,778.3347,1120.9533,498.5563,764.7769,1151.9366,1.7,704.9664,1023.1894,730.4182,1886.6922,806.5699,0,6,1200.994,625.221,384.1546,1442.2619,553.9487,778.7265,645.16,1,0,0,0,0,0,0,0,0
3,116,3,0,25.4,78,5967.5612,0,4342.9864,24929.7445,0,440.3147,2040.8608,4243.168,18,3947.4135,939.6508,371.0559,798.4433,882.5262,784.0074,1131.3469,500.9518,784.8401,1112.2278,0.5,691.3477,1026.7957,719.4568,1870.3382,793.6735,0,9,1182.2156,617.7301,404.1626,1335.2008,552.8628,791.524,645.16,1,0,0,0,0,1,0,0,0
0,67,4,0,25.4,78,5836.5661,0,4112.7437,24244.4738,0,422.5929,1994.5249,4106.9222,32,3834.838,896.459,380.9599,784.1625,832.7464,795.5539,1109.3022,512.606,796.0439,1019.8846,0.1,677.7392,984.3444,737.8151,1820.9633,760.461,0,8,1220.412,625.334,416.0661,1317.5036,547.3788,791.7126,645.16,1,0,0,0,0,0,0,0,0
0,77,0,0,25.3,80,5730.5997,0,3912.8068,23667.8712,0,417.4608,1924.8915,3897.7699,38,3781.9124,893.7277,366.4563,751.3169,771.7088,796.0194,1141.1637,497.3937,789.6104,1014.0126,0.4,661.931,932.3306,740.9361,1855.8694,762.9046,0,8,1219.276,616.6033,404.5244,1344.7455,556.362,787.5093,640.09,1,0,0,0,0,0,0,0,0
