"y","bus_passenger","past_rent","sub_passenger","temp","wet","f20","X8_9","m20","most_use","sunny","f0","m30","m25","dust","f25","m45","m0","m55","m5","m50","f70","f65","f40","f15","wind","f55","m40","f50","f30","f45","rain","cloud","f35","f60","m65","m35","m60","m70","temp.sqr","weekend","X18_19","X6_7","semester","X21_22","X1_2","snow","X7_8","X16_17"
1,37,0,0,11.9,98,5657.5224,0,3554.799,22704.3031,1,312.6437,1915.6971,3504.7297,36.5,3691.6491,951.677,426.7153,722.1265,733.3175,737.1173,1169.4116,491.8431,767.8405,1115.6589,4,636.2073,880.3582,748.0436,1832.8503,818.9353,0,10,1205.153,603.9535,392.5882,1341.9025,522.8546,917.1907,141.61,1,0,0,1,0,1,0,0,0
0,22,0,0,12.1,98,5654.1519,0,3586.4911,22717.5717,1,325.8955,1883.5899,3501.023,7,3668.7377,950.9238,427.306,728.0049,766.8954,753.4269,1181.4422,500.4738,745.823,1108.5072,3.3,641.0007,886.8687,739.9013,1850.0385,809.5646,0,10,1216.3356,620.5005,395.0224,1357.204,521.417,921.4804,146.41,1,0,0,1,0,0,0,0,0
0,13,0,0,12.4,98,5660.3913,0,3613.2065,22792.6876,0,317.8231,1884.6812,3545.2682,31.5,3664.5166,939.7548,415.9775,710.7378,795.1756,755.2751,1166.7814,493.9887,765.3594,1083.525,3,647.9647,890.9342,745.0983,1849.6012,834.6248,6.7,10,1221.3734,602.0844,386.1796,1353.6492,498.0648,898.0061,153.76,1,0,0,1,0,0,0,0,0
0,26,0,5,12.5,99,5637.3068,0,3613.7891,22824.8333,1,325.6944,1910.8437,3531.8977,4,3686.2565,963.2702,427.4539,721.3462,780.2922,778.0816,1151.0034,494.916,750.2514,1087.978,2.8,669.0362,879.6091,730.3682,1851.3715,821.1382,0,10,1249.2504,601.7623,387.0236,1344.1176,500.8558,886.1883,156.25,1,0,0,1,0,0,0,0,0
0,62,0,374,12.5,100,5601.362,0,3557.953,22682.2372,0,331.9941,1886.4364,3526.7737,4,3721.6052,946.6766,436.3941,718.0946,772.4404,751.989,1158.8008,492.797,780.3203,1086.5859,1.6,668.0657,863.1084,726.3455,1840.3391,825.9822,0,10,1219.8853,597.9737,403.2751,1327.8825,487.1348,911.8494,156.25,1,0,0,1,0,0,0,0,0
0,121,0,430,12.7,99,5540.6634,0,3551.6863,22396.4028,0,318.6801,1856.1099,3467.144,34,3673.3774,945.7844,412.5945,711.3919,754.1121,756.5957,1185.7772,506.6984,746.8578,1095.6374,0.9,672.853,866.0383,729.9989,1813.4588,828.6584,9.9,10,1219.2317,628.8244,403.159,1274.7313,516.1692,941.3796,161.29,1,0,1,1,0,0,0,0,0
0,171,0,735,12.6,95,5461.8953,0,3486.0913,22206.1431,1,292.1843,1854.9889,3420.8767,6,3639.3563,1016.2933,430.5554,746.6589,761.0862,757.127,1173.1993,539.5988,781.5208,1034.2505,5.1,673.4112,918.5057,739.4977,1805.8303,838.8664,0,10,1223.2813,632.5695,384.9186,1313.823,499.7124,931.3226,158.76,1,0,0,1,0,0,0,1,0
0,286,0,1237,10.6,96,5241.6462,1,3419.7388,21812.7184,1,300.2893,1865.8982,3397.4749,7,3539.3074,1030.5382,446.7907,767.2012,756.1167,777.1695,1211.6986,523.2775,800.2041,1110.6323,5,742.0622,970.7041,777.3576,1805.2938,880.7903,0,10,1234.6776,672.7536,416.816,1308.6815,566.2846,902.6498,112.36,1,0,0,1,0,0,0,0,0
0,364,0,1442,9.7,96,5143.5938,0,3364.7658,21723.3099,0,387.189,1904.3108,3365.8272,11.5,3452.3956,1016.4868,477.9186,799.0119,806.5293,784.6681,1181.0603,536.5821,805.0814,1086.0949,2.6,725.9541,1020.2578,785.471,1795.8557,920.566,2,10,1250.1629,668.5143,443.5615,1446.3981,540.8035,863.6223,94.09,1,0,0,1,0,0,0,0,0
1,299,0,1342,9.5,98,5075.5338,0,3392.8433,21922.1894,1,397.5343,1944.8352,3377.2326,6.5,3488.7121,1105.971,459.1587,845.5171,858.919,883.1561,1187.2173,537.835,880.9645,1092.2292,3.4,826.0002,1037.4756,849.0185,1835.7125,932.2406,0,10,1292.7211,666.1352,450.2818,1514.5988,576.1856,857.374,90.25,1,0,0,1,0,0,0,0,0
1,343,1,1575,10.1,91,5103.813,0,3416.5492,22130.7274,1,498.2099,1951.9091,3290.4566,5.5,3522.3054,1136.8354,526.0531,843.5954,900.6756,861.5138,1213.6432,516.31,943.1825,1200.8632,2.4,823.9199,1116.4039,893.5409,1865.8901,979.3953,0,9,1409.7613,673.7893,462.3786,1570.0427,566.3775,859.8206,102.01,1,0,0,1,0,0,0,0,0
0,448,2,2077,10.7,89,5118.2453,0,3630.9976,22869.5056,0,573.9324,2053.5396,3379.2302,7,3706.3329,1123.2396,538.2859,851.7689,1096.3423,930.3977,1300.4422,506.0844,889.0244,1294.4343,3.2,828.4988,1129.023,912.0894,1898.965,1015.952,1.2,9,1451.9291,694.1937,456.9811,1630.2659,578.0834,891.8782,114.49,1,0,0,1,0,0,0,0,0
2,445,0,2192,10.6,92,5225.2575,0,3805.8788,23691.3911,1,603.0193,2158.6744,3509.7325,5,3842.8202,1145.109,548.0054,889.2003,1173.7317,917.5148,1249.8661,507.796,894.9692,1536.5859,2.4,912.8764,1140.2596,910.5611,1965.4961,975.0439,0,10,1501.3696,701.7446,457.9522,1682.162,612.3332,915.596,112.36,1,0,0,1,0,0,0,0,0
2,500,2,2261,11.4,89,5508.1726,0,3946.597,24546.2438,1,691.1582,2212.1105,3718.5422,20.5,3967.9438,1172.4728,607.0022,860.106,1369.3937,908.0151,1232.7416,501.7047,945.884,1607.3871,2.6,957.1091,1192.6011,953.6474,2038.2498,1016.1445,0,9,1512.567,751.9582,464.0931,1642.0609,606.9446,963.7908,129.96,1,0,0,1,0,0,0,0,0
2,548,3,2631,12.9,83,5538.395,0,4184.0656,24966.5632,1,786.2601,2225.0499,3797.4635,12,4001.8379,1166.174,737.8866,914.8465,1508.878,913.9851,1280.6633,542.1516,1047.1263,1820.5674,2.6,1003.6392,1133.3843,883.0935,2050.5229,1041.0877,0,9,1452.1096,763.3147,495.5343,1717.1188,645.4525,1028.7147,166.41,1,0,0,1,0,0,0,0,0
4,575,2,2899,13.7,78,5829.2864,0,4459.8471,25976.3386,1,712.219,2262.6265,3973.3322,12,4145.3725,1232.6706,672.7406,885.1627,1807.3033,917.8,1198.704,548.5357,975.9866,2131.5521,1.8,909.9378,1129.3414,935.9946,2025.8947,1008.7172,0,8,1547.7496,724.1959,518.5392,1732.2296,602.8956,962.9456,187.69,1,0,0,1,0,0,0,0,1
3,570,3,2840,14.5,69,6391.7974,0,5015.5622,27836.0674,1,658.8321,2364.5946,4316.413,30,4304.3569,1240.8835,690.3613,920.5453,2176.3567,900.689,1331.8533,583.9687,1049.7218,2363.0002,3.5,932.724,1129.6874,918.9587,2113.7185,997.4539,0,8,1460.8864,717.8199,478.9159,1868.7384,597.5691,905.5889,210.25,1,0,0,1,0,0,0,0,0
1,556,2,2688,14.4,66,6970.4741,0,5447.9074,29757.3574,1,650.6637,2466.3151,4776.3228,30,4636.2623,1288.4214,661.6035,909.2331,2501.9486,938.5038,1229.0752,565.0082,1010.39,2777.0653,3.6,915.7796,1166.1837,889.6744,2212.0823,1019.468,0,7,1485.6803,720.9676,490.4969,1762.3131,604.2847,966.537,207.36,1,1,0,1,0,0,0,0,0
7,463,1,2572,12.9,73,7439.3046,0,5943.8946,31270.1224,1,629.3437,2508.7069,5105.9563,33,4768.2511,1211.7815,561.7283,873.275,2585.7195,874.0912,1204.9669,546.7889,955.3827,2931.65,3.4,887.6376,1158.4703,887.6793,2215.129,966.455,0,8,1477.4755,679.1488,450.9929,1811.4044,568.1019,949.1934,166.41,1,0,0,1,0,0,0,0,0
2,432,2,2753,12.1,72,7629.9132,0,6099.4258,31677.0465,1,616.5749,2546.1681,5113.9107,24,4867.9096,1120.0062,617.9086,832.4835,2425.1047,869.3528,1208.936,560.183,990.9572,2720.496,3.4,904.3053,1116.0626,880.5877,2237.3203,943.9391,0,6,1476.2934,688.9387,469.9939,1706.1054,527.0485,925.456,146.41,1,0,0,1,0,0,0,0,0
3,462,4,3017,11.6,57,7418.7769,0,5845.3757,30565.9285,1,538.025,2461.877,4951.0818,12,4704.0084,1101.3891,550.8796,797.9016,2149.7629,864.4723,1221.8523,577.0016,954.8167,2453.7238,2.9,839.7117,1031.3043,865.8258,2097.0649,881.8388,0,7,1486.5693,653.389,430.1784,1601.1745,541.7593,925.3975,134.56,1,0,0,1,1,0,0,0,0
5,534,3,3967,10.5,55,6805.0645,0,5096.7574,27837.4984,1,509.1917,2326.8069,4462.5021,14,4274.8292,1025.0923,550.5054,843.0879,1532.7138,809.7734,1211.9907,585.9981,893.2705,1896.2705,1.2,846.2661,1002.6227,857.6551,1941.8449,935.3452,0,7,1350.9942,642.2355,428.054,1578.6992,537.2301,924.9514,110.25,1,0,0,1,0,0,0,0,0
1,598,1,3322,10.1,58,5676.8334,0,3909.8309,23385.8362,1,338.1351,1900.6024,3835.6485,13,3659.598,977.9492,403.1832,811.5704,875.7067,762.6568,1184.3744,518.2246,795.561,1193.0071,2.4,681.5633,932.0865,787.0966,1758.9371,796.813,0,8,1277.8891,615.4767,413.6384,1366.4968,515.7399,867.0776,102.01,1,0,0,1,0,0,0,0,0
1,109,1,2,9.6,59,5402.8904,0,3623.1983,22424.9513,1,324.5179,1842.2786,3598.9988,20,3579.6749,978.5209,425.451,809.3657,755.8437,751.1562,1180.077,514.3896,767.4493,1033.9119,1.8,677.1467,868.6323,762.7187,1753.8522,803.5343,0,4,1269.4088,601.2995,405.2415,1354.6493,511.598,868.7874,92.16,1,0,0,1,0,0,0,0,0
3,23,2,0,8.7,58,5400.789,0,3550.6754,22265.1554,1,322.2181,1829.7639,3621.0753,20,3559.0618,950.3274,409.6733,816.3193,772.8041,762.6935,1221.6358,524.0593,712.8154,982.5582,1.9,644.1025,900.4039,759.5057,1717.5665,826.1986,0,6,1266.6112,595.2741,401.8204,1319.6123,505.335,847.5774,75.69,1,0,0,1,0,1,0,0,0
1,11,1,0,7.9,64,5415.0842,0,3568.33,22289.9766,1,314.5298,1823.5084,3567.2741,24,3571.1727,982.4172,405.4019,814.2968,730.9404,772.0701,1195.093,536.1459,753.1092,1011.8067,1.1,623.1863,893.1121,770.0008,1758.3401,828.4986,0,1,1269.1015,604.5112,394.1399,1317.1656,494.0913,829.1136,62.41,1,0,0,1,0,0,0,0,0
0,12,0,0,7.1,67,5425.9412,0,3558.0807,22300.4248,1,330.7176,1816.0856,3573.9799,30,3583.6679,976.7284,424.1406,802.0379,755.4265,758.5663,1194.2909,540.0314,737.7083,991.4929,1.5,639.4293,865.2594,768.7139,1787.5076,807.3503,0,0,1258.5698,596.357,378.3885,1296.5921,492.734,827.1383,50.41,1,0,0,1,0,0,0,0,0
0,19,0,7,6.4,71,5396.1786,0,3548.5418,22218.487,0,318.8431,1797.4862,3566.132,36,3615.197,994.2228,409.6249,792.7796,718.732,776.5712,1221.6264,541.0539,725.2483,975.5247,1,654.5671,889.7952,790.7948,1781.788,826.7046,0,0,1248.6449,613.6375,379.7703,1264.5185,490.8416,858.6462,40.96,1,0,0,1,0,0,0,0,0
0,42,0,232,5.9,74,5361.793,0,3492.1427,22136.9229,1,339.795,1801.9919,3552.8856,27,3586.753,1015.8753,421.6699,764.9014,711.9978,771.7566,1204.7104,501.1642,724.8409,958.6704,1.6,650.0528,887.0843,763.2271,1790.3601,835.8104,0,0,1271.4141,595.1873,389.3316,1279.5825,481.3523,871.9344,34.81,1,0,0,1,0,0,0,0,0
0,92,0,292,5.8,73,5309.7323,0,3525.3486,21946.1006,1,343.1847,1790.9609,3471.5163,23,3562.6685,994.0125,439.8061,790.691,705.7415,757.0987,1189.762,528.0166,707.0377,974.0349,2.5,664.6712,905.2504,801.1302,1784.1122,802.6626,0,0,1241.0094,605.1425,414.7598,1260.7524,466.0481,875.4568,33.64,1,0,1,1,0,0,0,0,0
0,96,1,491,5.4,79,5283.1068,0,3481.4783,21823.7804,1,339.8778,1798.9027,3475.912,25,3544.2664,1021.5769,476.241,759.1801,724.922,777.3398,1192.4562,543.8814,727.9851,976.9121,2.6,640.7375,949.8173,793.3604,1766.7574,796.6064,0,6,1238.4708,607.5951,404.4567,1234.886,513.0443,832.7561,29.16,1,0,0,1,0,0,0,1,0
2,167,0,822,6,76,5100.386,1,3390.6829,21445.184,1,333.566,1808.783,3437.8971,23,3474.9757,1025.2981,462.2308,776.5302,755.2987,763.7769,1208.5372,570.1463,733.193,984.2143,2.3,655.2019,910.8943,781.9234,1790.7673,804.7048,0,1,1206.9592,612.7067,422.6994,1234.7328,532.2347,861.245,36,1,0,0,1,0,0,0,0,0
0,229,2,1149,7.8,71,4947.0051,0,3369.366,21108.6356,1,319.1745,1808.8494,3331.2371,28,3372.0067,1043.6334,432.352,783.6056,774.2069,822.2006,1258.4697,536.0069,765.2112,982.3248,3.4,719.7051,912.5359,788.7182,1753.0846,857.2494,0,0,1234.1269,630.5108,412.8406,1292.9598,527.0974,779.2145,60.84,1,0,0,1,0,0,0,0,0
0,231,2,1075,9.5,65,4921.5009,0,3382.0513,21219.2916,1,387.3943,1844.8418,3301.8657,43,3405.4304,1059.1506,490.4945,795.0648,752.6242,809.2217,1269.1405,533.8147,844.6583,1014.465,3.2,718.4095,991.33,811.4826,1728.1404,934.4615,0,0,1292.3437,596.6856,414.9534,1343.1174,547.7108,814.1114,90.25,1,0,0,1,0,0,0,0,0
0,262,3,1125,10.5,48,4903.5112,0,3453.4669,21615.4522,1,490.1147,1909.7665,3402.1904,55,3363.3207,1020.4556,540.0154,789.0133,835.3262,813.0199,1215.6319,515.5707,894.9808,1127.8788,3.5,759.0178,1006.7071,808.7332,1779.15,947.0348,0,8,1342.7985,643.9183,352.4365,1461.248,517.2767,827.8934,110.25,1,0,0,1,0,0,0,0,0
4,333,2,1590,11,46,5076.7032,0,3580.6486,22504.4848,1,614.2751,2036.7259,3467.3496,49,3449.991,1038.6064,639.7582,771.2415,992.65,849.7155,1260.7405,556.9646,930.4703,1355.1577,4.6,772.6528,1040.8721,820.1251,1849.733,974.4185,0,1,1456.0894,639.2161,382.8754,1587.2441,522.3811,772.2158,121,1,0,0,1,0,0,0,0,0
1,382,2,1725,11.7,46,5295.2037,0,3730.6301,23280.3377,1,827.2734,2122.2338,3526.4067,64,3597.7204,1042.5885,708.9634,779.073,1197.069,901.1398,1192.7745,580.108,1000.3605,1544.5182,5.1,825.6721,1113.6959,790.4332,1888.931,916.151,0,2,1509.0994,612.5541,390.8351,1610.1126,535.5366,829.483,136.89,1,0,0,1,0,0,0,0,0
4,427,6,1879,12,42,5461.3712,0,3918.8332,23880.464,1,852.1776,2156.0732,3623.0687,70,3683.0482,1036.9719,815.0758,863.5953,1348.0222,885.38,1195.0911,613.3789,981.1337,1743.5841,6.3,798.7888,1157.3473,780.8466,1932.9747,1026.7925,0,2,1449.5003,653.2413,417.8278,1655.5945,526.3548,792.5818,144,1,0,0,1,0,0,0,0,0
4,433,2,2137,12.1,35,5681.9694,0,4077.3989,24277.9558,1,905.7231,2107.0602,3682.9216,59,3759.1527,1050.92,781.3002,843.636,1540.5943,920.928,1189.9459,600.2773,931.1697,1850.8794,4.7,752.1367,1117.4243,829.6831,1946.6698,1005.0977,0,1,1411.6469,667.0565,432.3812,1611.1363,530.8636,807.781,146.41,1,0,0,1,0,0,0,0,0
2,519,7,2327,11.7,29,6008.6745,0,4256.1778,25091.6438,1,860.6199,2109.2607,3836.3756,45,3948.8044,1053.1447,771.1924,809.1746,1776.7634,890.0748,1242.2694,613.3243,877.9925,2343.8889,4.9,740.7108,1074.4866,802.8188,1880.502,993.4968,0,0,1386.16,691.785,416.8802,1665.6888,601.3102,804.435,136.89,1,0,0,1,0,0,0,0,1
7,462,1,2382,9.7,23,6459.777,0,4705.2907,26464.8114,1,773.5598,2168.6022,4124.8791,31,4050.2292,1059.7576,814.932,863.1877,2235.3758,904.3973,1223.746,615.6442,870.5684,2574.3577,7,821.2436,1102.3006,886.8052,1987.2883,992.4111,0,0,1343.438,658.6792,405.6204,1625.3069,583.016,854.3042,94.09,1,0,0,1,0,0,0,0,0
4,510,2,2401,9,29,6973.3678,0,5256.3203,28214.9667,1,729.984,2254.2282,4337.1648,32,4344.8594,1062.4529,721.5689,873.6314,2768.2902,880.0622,1222.0934,609.0315,898.723,2898.4749,5.1,797.0371,1133.4168,820.0861,2093.1817,989.6478,0,0,1308.4047,665.725,439.1052,1647.4398,584.5055,909.58,81,1,1,0,1,0,0,0,0,0
2,434,0,2394,7.7,33,7226.978,0,5555.7078,28980.6882,1,628.3821,2353.2819,4376.1075,28,4395.8707,1048.5656,650.6015,827.0021,2816.6192,898.7979,1194.2978,598.9892,894.5844,3027.1972,2.6,830.6121,1088.4181,810.7922,2074.1577,921.3586,0,0,1394.5479,614.7217,420.5334,1604.0367,553.8191,912.8303,59.29,1,0,0,1,0,0,0,0,0
1,408,0,2806,7,34,7273.07,0,5479.2277,28762.6459,1,609.4253,2296.1423,4376.212,12,4252.0459,1029.5035,641.6903,848.8957,2729.9398,821.5482,1209.8449,615.2105,867.7784,2716.1481,3,793.8065,1075.4348,776.0762,2128.8039,917.2616,0,0,1329.4401,643.1104,458.8937,1627.704,588.0758,883.7626,49,1,0,0,1,0,0,0,0,0
3,412,1,2906,6.5,34,7030.1799,0,5220.3736,28067.2098,1,542.3397,2215.4429,4332.7268,5,4305.7601,1032.3849,574.6777,806.7916,2352.7198,845.498,1248.8015,596.1433,844.3379,2273.5008,2.5,787.2997,1056.8383,763.4817,2034.9985,847.398,0,0,1375.2093,633.1054,451.8635,1552.5187,564.6505,873.8266,42.25,1,0,0,1,1,0,0,0,0
2,468,4,3184,5.7,34,6355.0006,0,4657.0164,25929.4165,1,475.9751,2092.9163,3969.1489,65.5,4061.8032,972.3208,557.8461,763.0087,1615.8027,823.6004,1229.1177,597.7519,787.3007,1716.7375,1.4,765.3624,1026.5741,771.3248,1974.7523,819.3521,0,0,1327.3152,636.1776,417.6637,1491.4636,543.0974,879.4709,32.49,1,0,0,1,0,0,0,0,0
1,369,2,1834,5.4,37,5844.9482,0,3770.0698,23266.3489,1,340.3602,1832.7486,3711.2233,68.5,3735.8042,928.5179,453.8289,698.4568,1000.3552,750.1876,1129.3627,520.363,718.7716,1189.714,2.2,635.9354,916.4699,733.1505,1887.371,756.565,0,0,1175.8904,606.4091,395.8656,1308.2934,502.8545,824.1684,29.16,1,0,0,1,0,0,0,0,0
4,156,5,1,5.1,38,5697.7286,0,3672.4013,22889.2527,1,346.0501,1787.8138,3617.7918,70,3726.5452,912.6876,448.3237,712.1271,846.0798,710.9779,1152.1005,530.8803,745.8642,1054.0724,2.4,633.7197,924.1539,727.4818,1856.1925,747.6899,0,0,1206.8522,604.7602,402.3937,1323.9273,498.8897,824.8881,26.01,0,0,0,1,0,0,0,0,0
0,16,0,0,5,42,5725.1319,0,3659.3542,22949.1474,1,346.2457,1801.3958,3665.8692,66,3712.5257,916.9257,436.3376,724.7964,834.3622,725.9549,1153.0077,529.8686,749.0357,1066.7931,4,660.1335,926.1332,727.2244,1888.2776,747.1843,0,0,1192.7094,588.303,391.4158,1303.8836,500.0207,836.2074,25,0,0,0,1,0,1,0,0,0
1,25,0,0,4.4,45,5719.8464,0,3614.535,22988.8879,1,358.2517,1805.5278,3668.486,7,3739.8303,914.7867,428.4027,730.3414,838.4429,744.4499,1170.5775,525.4639,746.5958,1078.7423,1.9,652.9009,904.5095,736.7428,1891.6705,728.4504,0,0,1232.6247,597.7939,386.8611,1316.3672,489.9847,827.9737,19.36,0,0,0,1,0,0,0,0,0
0,17,0,0,3.9,46,5754.6897,0,3640.4774,23038.5178,1,346.2217,1786.2981,3689.575,46,3724.9397,914.5789,433.4959,701.2244,871.5734,737.725,1156.3306,535.7637,734.8756,1068.9124,2.9,650.3043,878.5659,720.6788,1917.6438,724.3857,0,0,1235.2554,590.8524,404.4917,1289.6387,495.1585,808.8107,15.21,0,0,0,1,0,0,0,0,0
1,30,0,10,3,48,5707.6816,0,3598.5535,22942.3169,0,350.6835,1792.601,3660.2115,8,3732.1502,929.8625,472.2176,706.6195,861.3447,714.7291,1165.6876,549.2046,728.8156,1053.9607,0.6,645.0044,880.3738,719.0806,1918.2899,740.2131,0,0,1228.2776,600.3008,418.1237,1304.5516,478.3463,832.1681,9,0,0,0,1,0,0,0,0,0
0,70,0,554,2.3,48,5751.4759,0,3622.7835,22982.5256,0,333.5156,1802.9557,3621.8477,12,3720.6464,931.4325,467.2084,679.125,834.8404,716.3268,1167.3627,540.6895,711.4703,1039.3527,0.7,670.8967,862.812,739.3652,1940.1929,742.9747,0,0,1223.1595,610.8284,416.8162,1299.464,456.5896,853.9982,5.29,0,0,0,1,0,0,0,0,0
0,172,0,889,1.7,52,5656.4602,0,3541.1117,22722.3053,1,365.6722,1803.9685,3572.8922,12,3715.2015,937.8156,473.5063,718.3761,879.9028,735.7268,1184.1884,589.6381,755.3921,1047.6632,1.2,701.2039,834.7419,747.3564,1924.4197,757.496,0,0,1192.1209,624.7887,432.9844,1316.1306,508.5938,863.1358,2.89,0,0,1,1,0,0,0,0,0
3,464,1,2445,1.6,51,5474.371,0,3533.7063,22425.399,1,292.3995,1857.7324,3402.0344,12,3550.2533,1113.6034,517.789,792.2183,970.2465,909.1339,1210.4559,560.2113,866.7375,1026.0999,1.9,747.2385,946.3571,854.9524,1929.4416,860.4282,0,2,1289.8395,634.6028,417.7425,1388.0205,553.8112,911.8314,2.56,0,0,0,1,0,0,0,1,0
8,727,2,4165,3.4,53,5266.6934,1,3531.8984,21523.671,1,323.8511,1755.5785,3094.0066,16,3313.1134,1232.0556,499.9314,909.2126,1183.1773,957.7229,1283.3355,579.7519,955.724,1246.9402,1.9,795.1952,1011.707,873.3643,1809.3893,983.2656,0,3,1326.1547,688.4422,460.6702,1426.8367,594.628,973.9891,11.56,0,0,0,1,0,0,0,0,0
5,543,7,2580,6.5,42,5064.2155,0,3502.3936,20846.3748,1,334.384,1676.3601,2948.2093,22,3017.7543,1251.1214,564.6575,997.8776,1199.7642,1008.1219,1362.5261,626.1871,1077.9965,1301.4795,1.9,935.0451,1114.5745,991.2404,1734.1433,1061.6295,0,4,1388.6746,714.8575,534.1979,1514.6241,673.8525,987.689,42.25,0,0,0,1,0,0,0,0,0
0,335,6,1392,9,30,5152.9145,0,3558.532,20811.7181,1,316.3916,1755.6539,2780.7613,37,2912.8721,1318.934,544.0015,1038.5313,1395.887,1108.2641,1380.7401,635.5345,1098.56,1286.6758,2.1,982.2089,1171.2494,987.018,1756.8433,1120.0521,0,2,1432.5345,696.4099,530.8604,1461.6065,683.1195,1000.4897,81,0,0,0,1,0,0,0,0,0
4,318,6,1444,11.3,24,5363.1385,0,3910.4823,21657.2387,1,326.4558,1754.8741,2788.6598,62,3037.4394,1312.7268,568.8346,1076.1079,1480.1272,1089.0842,1377.5195,604.4068,1112.1446,1358.6458,1.5,981.2607,1202.9215,1014.883,1767.8635,1158.0956,0,0,1483.6245,714.8688,525.267,1551.1566,696.0254,999.9043,127.69,0,0,0,1,0,0,0,0,0
2,362,4,1640,12.1,22,5461.5496,0,4053.8724,21963.4495,1,354.2773,1777.8776,2855.7345,66,3125.5704,1267.3452,535.2034,1050.2594,1564.1219,1110.8615,1294.1347,616.6313,1141.732,1412.1365,3.6,975.129,1234.4832,996.2183,1740.0852,1173.8312,0,0,1464.2341,710.7016,475.1042,1484.5257,634.2353,1012.276,146.41,0,0,0,1,0,0,0,0,0
3,451,3,1862,13.3,17,5664.4415,0,4163.4635,22379.4279,1,413.7708,1756.537,2895.3556,69,3107.2874,1267.2741,476.4588,1115.1647,1546.2796,1089.9907,1348.7291,612.865,1175.4871,1528.8317,2.1,1106.3454,1223.8133,1046.5237,1793.6021,1162.9448,0,0,1452.5048,750.6445,532.8466,1546.236,719.7077,985.3248,176.89,0,0,0,1,0,0,0,0,0
0,434,2,1815,14,19,5798.1464,0,4290.8198,22752.1549,1,332.3893,1697.5149,2878.2694,66,3073.7036,1311.6172,612.1763,1048.5081,1607.3904,1124.0038,1381.8798,630.6823,1162.9843,1627.0382,2.6,1084.2731,1193.5653,1050.0619,1837.643,1159.7243,0,0,1524.919,749.9137,490.0603,1651.1388,697.9161,949.2305,196,0,0,0,1,0,0,0,0,0
5,485,4,2075,14.7,17,5748.6921,0,4139.0517,22759.5045,1,408.2986,1793.4114,3022.1494,58,3105.2197,1286.3874,562.3294,1006.283,1638.6774,1124.8214,1342.5953,655.7795,1171.7384,1583.1562,2.5,1063.649,1211.7954,1084.8814,1824.3814,1172.8921,0,0,1455.7921,843.1384,487.1248,1670.8067,723.5408,984.3047,216.09,0,0,0,1,0,0,0,0,0
4,595,4,2648,15.1,19,5819.8995,0,4299.8503,22918.8382,1,423.1504,1739.2659,3016.6698,72,3147.065,1302.6203,587.9852,1038.2793,1488.7422,1121.5771,1316.0017,616.2131,1122.7936,1763.6111,2.2,1047.1397,1220.3937,1059.3083,1789.0678,1069.2005,0,0,1510.7333,782.3302,513.1801,1596.2866,688.1757,947.7571,228.01,0,0,0,1,0,0,0,0,1
5,633,5,3522,13.9,21,5922.8587,0,4508.0249,23660.3311,1,457.9563,1841.0997,3195.7246,73,3357.2186,1310.2605,455.109,950.3806,1714.8276,1136.2069,1247.7506,588.6379,1057.1732,2052.3661,2.9,987.5132,1276.6179,1040.9271,1840.9348,1041.218,0,0,1396.6598,727.402,489.844,1597.81,702.1441,949.3032,193.21,0,0,0,1,0,0,0,0,0
8,900,3,3858,12.7,29,6618.0161,0,4823.3848,26840.7697,1,361.8547,2177.0694,3691.2818,83,3962.9885,1359.0039,491.9772,973.4164,2087.7232,1069.6364,1240.7832,605.515,1073.9516,2241.7988,3.7,964.9668,1257.7253,1067.5808,2125.8228,1095.4576,0,0,1608.4422,770.1416,519.0046,1833.7641,713.1658,952.6192,161.29,0,1,0,1,0,0,0,0,0
9,723,5,2760,10.8,36,6906.9614,0,4910.1479,27713.2593,1,418.7652,2249.4823,3963.1648,80,4201.1929,1295.9377,481.4628,952.202,2094.5542,1086.6568,1261.0669,586.8995,969.5721,2452.1843,3.7,877.0933,1265.8993,965.5314,2216.1902,996.3242,0,0,1450.0728,740.7507,471.9304,1816.047,687.3699,896.6504,116.64,0,0,0,1,0,0,0,0,0
8,553,3,2578,9.3,34,7165.4896,0,4992.541,28172.1269,1,375.0963,2291.8618,4029.2891,50,4374.158,1256.9771,505.4826,932.1363,1981.8117,1047.7171,1262.1188,587.8335,926.1101,2242.9006,2.3,832.1417,1157.4529,955.5166,2120.0994,898.1666,0,0,1372.4935,715.2458,485.1973,1826.1945,643.6723,931.7429,86.49,0,0,0,1,0,0,0,0,0
8,506,3,2633,8.2,39,6950.0948,0,4825.9432,27641.5585,1,358.1463,2215.5467,4025.6049,29,4432.2477,1272.9608,531.3228,870.2489,1731.9339,971.3781,1212.1368,592.26,905.6979,2019.4864,1.6,790.0057,1133.2528,907.8515,2063.2714,829.8509,0,0,1390.0278,682.9517,481.373,1738.822,595.9473,886.5265,67.24,0,0,0,1,1,0,0,0,0
5,516,3,2610,7.5,40,6445.6611,0,4508.6132,26078.5517,1,387.2743,2099.4145,3841.1267,16,4221.1581,1143.6194,524.5049,809.1505,1485.078,875.9686,1224.2318,574.8351,887.0014,1603.1447,2,790.2139,1046.5027,824.8462,2047.2249,789.0141,0,0,1329.9287,675.7185,451.5523,1585.4245,608.909,880.2052,56.25,0,0,0,1,0,0,0,0,0
