"y","past_rent","bus_passenger","sub_passenger","temp","f45","sunny","f15","f50","wet","f40","X17_18","m40","m25","most_use","m50","f0","f35","m20","f20","m55","f60","m35","m45","m0","m70","m5","cloud","m65","f25","wind","f55","dust","f65","m60","m30","f30","f70","semester","rain","X16_17","X19_20","X18_19","X8_9","X9_10","X7_8","X20_21"
6,2,600,2935,9.8,1006.4188,1,1912.7861,931.9868,27,965.226,1,1183.0281,4402.3969,27177.0349,947.7587,810.579,1552.9618,4453.2618,6002.7143,909.5164,762.73,1777.2575,1172.8814,587.9187,866.1156,1739.5617,4,496.2929,4402.8621,2.5,922.4244,58,598.1756,697.142,2362.5392,2223.0413,1228.8862,0,0,0,0,0,0,0,0,0
4,3,557,2582,8.4,961.1819,1,2099.9619,933.6861,27,980.1828,0,1203.3206,4716.5931,28343.0118,984.9863,613.3486,1544.7266,4758.2388,6375.3329,914.6562,742.0576,1756.3527,1123.3691,647.3426,880.9791,1788.8111,3,507.6654,4546.4065,2.3,980.236,62,619.6913,704.7671,2447.8242,2197.537,1233.8014,0,0,0,0,1,0,0,0,0
2,5,446,2388,6.8,936.8168,0,2017.3873,980.1954,31,930.0523,0,1142.1095,4892.3759,28841.6758,957.3053,548.3957,1498.2411,4792.6855,6524.896,918.9445,711.6394,1678.8414,1129.5939,645.0444,873.88,1810.1679,6,473.4909,4700.411,0.9,937.2844,67,593.2492,635.3898,2451.7727,2302.4522,1231.9222,0,0,0,1,0,0,0,0,0
0,4,541,3911,5.4,919.1711,1,1731.3418,961.0741,33,898.4496,0,1083.8715,4527.9421,27165.0321,947.7502,429.9816,1404.43,4446.6028,6059.533,895.9239,684.8077,1635.4961,1092.2093,546.6428,910.8233,1509.8235,8,480.3123,4525.4029,1.9,876.5216,66,578.4914,633.2489,2366.228,2199.3972,1169.9828,0,0,0,0,0,0,0,0,1
1,0,839,5272,4.9,845.0427,1,1030.5795,897.344,35,826.1287,0,983.7492,3943.4263,23441.4069,929.0197,437.5794,1351.0879,3539.3106,5136.5702,869.6566,671.6536,1450.7204,1015.4537,557.5367,865.7136,956.2826,7,443.4305,3874.6794,2.3,801.4367,60,612.8392,614.6435,2046.309,2099.3031,1145.9714,0,0,0,0,0,0,0,0,0
0,8,352,1313,4.4,773.7407,1,794.9467,807.0716,35,784.5443,0,942.3713,3832.1927,22302.985,832.6662,411.4062,1324.145,3132.5049,4916.5008,821.9976,660.2748,1376.7579,1001.427,528.3072,830.32,627.3067,7,439.966,3766.4802,1.7,766.5522,65,563.22,604.6635,1995.7837,1958.6198,1160.513,0,0,0,0,0,0,0,0,0
1,1,143,351,3.9,643.5939,1,749.0685,709.9309,37,731.8735,0,851.7744,3657.3979,21598.3517,734.4803,287.7678,1241.5267,2964.3947,5043.3096,746.8546,656.2424,1290.478,976.6941,439.1301,826.4901,499.5159,7,385.71,3588.6363,2.1,607.2604,60,506.8732,566.7812,1899.1918,1913.4167,1158.7462,0,0,0,0,0,0,0,0,0
2,0,46,0,3.3,687.6298,0,724.0079,711.0263,37,747.5624,0,825.1691,3663.8869,21545.3165,726.9861,317.1262,1214.9829,2983.0909,4992.5074,723.5419,643.2093,1263.9732,954.422,471.6904,842.1104,483.6682,8,380.2764,3615.6426,0.5,576.6555,57,485.998,552.5587,1910.599,1900.6336,1126.5321,0,0,0,0,0,0,0,0,0
0,2,16,0,3,707.4295,1,748.1686,731.0538,40,764.1456,0,827.812,3641.3604,21461.9024,746.6342,344.5022,1247.4065,3001.5546,4975.0421,741.8959,641.09,1258.396,1001.7199,449.0663,820.1851,477.6172,8,388.7288,3606.129,2.1,605.0086,57,487.3849,512.6297,1862.6228,1869.391,1172.427,0,0,0,0,0,0,0,0,0
0,0,18,0,2.8,698.002,0,745.8182,729.0929,40,766.6871,0,824.9661,3669.4471,21422.3122,746.7158,333.0438,1235.7829,3008.2296,4958.8403,728.7442,622.2834,1260.1693,995.0684,451.0636,831.9483,472.8521,7,408.5409,3564.6369,1,586.0254,56,498.5429,533.4913,1860.8807,1864.3254,1213.4714,0,0,0,0,0,0,0,0,0
0,0,8,0,2.3,679.5286,0,734.9413,729.367,42,764.991,0,852.0572,3620.0229,21485.4126,734.2102,337.859,1234.7211,3039.6801,4987.7513,755.3082,623.678,1257.9985,986.1667,439.0062,827.7521,466.7015,3,401.8166,3593.4389,1,583.9029,71,495.0678,534.712,1863.8864,1887.9134,1180.0373,0,0,0,0,0,0,0,0,0
1,0,20,3,1.6,690.7517,1,746.9967,717.1541,42,774.6776,0,863.0888,3625.3766,21468.8115,722.0756,314.6941,1245.778,3035.0005,4938.183,755.9613,629.7501,1230.3686,971.6017,442.7608,840.7826,464.6653,7,403.4556,3587.364,2,585.337,60,487.2129,534.6049,1888.9189,1917.8219,1199.8215,0,0,0,0,0,0,0,0,0
1,0,41,199,1.7,698.1447,1,764.3394,713.7766,44,725.4024,0,859.1581,3599.4909,21377.9741,724.5555,313.9121,1269.0458,3004.9853,4926.8434,759.3561,637.1481,1242.3121,974.1693,418.9754,836.482,463.6929,8,404.3246,3567.1201,1.4,605.2882,56,504.9936,564.625,1881.7626,1886.4139,1183.7887,0,0,0,0,0,0,0,0,0
1,0,74,297,1.9,702.1643,0,716.6999,722.6136,44,723.1889,0,889.3526,3630.5932,21233.2638,736.7372,318.4134,1260.2657,2987.7106,4862.0755,771.8426,630.3171,1213.3965,985.0153,423.4275,832.8217,461.9522,9,413.0245,3551.2362,1,642.4184,61,550.4868,569.8583,1856.5337,1871.4524,1194.2885,0,0,0,0,0,0,0,0,0
1,1,97,478,1.8,721.0842,1,699.5744,728.7112,44,711.8215,0,897.0197,3571.741,21087.908,731.8678,307.3755,1231.6094,2990.9449,4836.0197,788.7443,623.559,1199.7778,1011.2063,437.6817,852.8834,488.613,9,424.4455,3503.7276,1.2,628.9426,63,545.3114,531.4353,1872.3865,1881.7011,1198.5973,0,0,0,0,0,0,0,1,0
2,1,185,905,1.7,738.6276,1,696.2251,738.8894,45,738.4553,0,905.8304,3554.5465,20872.3477,725.1654,339.7959,1205.2952,2964.211,4720.337,792.9277,635.884,1241.5197,1014.3561,468.1242,840.9421,470.4352,10,418.1651,3469.9493,1.7,657.3268,66,533.7514,550.9738,1852.9247,1863.5643,1205.7422,0,0,0,0,0,1,0,0,0
2,0,220,1154,2.9,736.1572,1,711.8005,743.6886,46,750.1858,0,873.7748,3452.03,20285.3098,733.8609,351.8038,1185.5597,2890.5628,4575.2363,786.7231,651.5435,1180.0026,1025.4446,479.6798,789.9368,438.2641,8,397.634,3309.0055,2,689.2085,53,526.197,547.9831,1822.9976,1869.9153,1218.4036,0,0,0,0,0,0,1,0,0
0,2,242,981,5.5,797.1955,1,679.3296,708.6127,38,842.3725,0,910.057,3410.2951,20432.0352,775.5036,397.0967,1237.003,2923.6784,4530.2627,827.9073,649.6969,1308.2297,996.1505,500.3417,821.7917,459.25,8,379.4323,3311.9698,1.4,732.5907,62,511.7598,550.3387,1858.2448,1852.3517,1250.6611,0,0,0,0,0,0,0,0,0
3,1,249,1169,7.4,808.0487,1,807.4035,755.5213,40,853.3467,0,984.2625,3431.2186,20740.0922,796.0853,444.9316,1321.4251,3005.0595,4583.0253,834.8345,643.4976,1352.731,1042.492,601.8788,820.638,546.2422,10,394.7987,3350.4746,2.1,803.2228,67,509.9666,641.0676,1880.8948,1815.2633,1272.6549,0,0,0,0,0,0,0,0,0
0,1,359,1586,8.3,816.371,1,1018.123,869.3672,45,939.9303,0,1053.7656,3609.8001,21767.4379,768.1117,623.2692,1373.7659,3124.2334,4849.4885,835.229,698.2261,1409.2443,1082.6411,623.5237,872.8462,621.3516,10,410.9999,3558.6429,1.8,842.8234,80,528.1067,629.8168,1981.8142,1860.4486,1266.9759,0,0,0,0,0,0,0,0,0
3,1,358,1689,8.9,897.2943,1,1292.7704,841.4683,36,960.5429,0,1075.9566,3668.2694,22318.8289,823.2885,709.7648,1402.5049,3120.6587,4864.5102,874.7482,668.9657,1466.7349,1064.813,649.7338,870.2353,732.5772,10,431.2473,3764.2951,1.2,827.6566,71,540.5776,631.5556,2053.3359,1978.5198,1205.9441,0,0,0,0,0,0,0,0,0
9,2,414,1768,9.1,910.0603,1,1474.0698,890.7733,36,953.3444,0,1067.4437,3837.7191,22902.9464,903.6315,899.0904,1371.9329,3295.4225,5055.7978,774.8828,657.7315,1527.9979,1004.5291,755.6685,843.1625,976.0692,10,415.09,3746.8507,2.6,828.9135,55,540.3071,586.2782,2075.719,1991.5065,1190.9303,0,0,0,0,0,0,0,0,0
5,2,411,2049,8.5,963.8048,1,1764.1957,900.5466,38,913.97,0,1119.6829,3926.3161,23743.125,897.7028,1066.6383,1417.3902,3527.4457,5325.8955,786.4649,760.5843,1494.0038,1002.4229,673.3976,830.9803,1141.8842,10,421.473,3753.578,3.2,867.9487,76,566.7653,579.426,2224.3545,2074.1412,1179.3505,0,0,0,0,0,0,0,0,0
7,7,493,2344,9.2,947.8337,1,1951.003,900.3593,34,896.4346,0,1076.7014,4082.0877,24845.4459,940.8047,1027.5036,1392.8863,3863.9015,5680.9069,834.8892,740.533,1476.731,1105.9173,709.9506,896.616,1403.861,8,448.3896,4019.1835,2.7,852.4796,70,552.9321,617.5933,2235.7937,2093.9553,1216.0889,0,0,1,0,0,0,0,0,0
8,2,453,2202,9.2,949.7537,1,2149.8408,865.6345,34,911.4062,1,1096.9561,4296.2245,25985.0358,950.7197,808.7434,1311.5998,4320.864,5971.1103,816.5997,736.2438,1426.8788,1127.918,717.3623,879.9531,1594.0296,5,410.8356,4264.6815,1.7,836.0385,57,576.529,581.8826,2315.8118,2077.8651,1274.5362,0,0,0,0,0,0,0,0,0
2,0,409,2091,7.5,908.9526,1,2152.1612,825.817,36,884.7831,0,1006.5085,4458.6082,27089.4479,932.0449,693.2478,1343.7788,4660.9088,6361.6123,831.2266,717.8769,1470.6511,1054.6079,641.3436,839.4764,1725.7913,2,465.8301,4386.1244,2.5,804.3846,63,584.0522,587.1429,2274.595,2133.1693,1283.7087,0,0,0,0,1,0,0,0,0
4,1,417,2250,6.2,870.2337,1,1941.13,818.4706,38,920.6096,0,975.8856,4460.7261,26884.172,861.6944,690.3775,1323.1618,4511.5979,6313.0317,813.2241,688.7523,1488.9274,1109.2495,636.2844,818.1051,1663.0127,0,433.1139,4408.0492,1.7,784.7426,63,559.5758,574.2077,2246.7827,2131.8952,1264.977,0,0,0,1,0,0,0,0,0
0,1,474,3307,5.1,859.44,1,1559.2432,830.3066,41,836.0774,0,961.813,4220.8532,25643.4826,839.2334,528.2783,1370.0018,4285.1024,5895.0648,806.0137,707.7862,1362.0593,1066.3319,495.3768,814.5244,1358.5745,0,443.4394,4270.3952,1.6,793.7441,55,597.6937,564.4221,2124.8859,2115.12,1299.0961,0,0,0,0,0,0,0,0,1
0,3,587,4086,4.5,809.9244,1,1006.6553,830.0723,48,800.3661,0,946.7991,3728.9088,22801.6245,843.5883,457.9264,1369.6816,3394.4416,5113.5303,732.1898,653.4377,1296.4546,1026.6071,439.178,787.6914,756.525,0,445.5269,3886.5252,2.6,716.7608,56,578.2514,541.418,1954.6073,2057.4751,1285.3277,0,0,0,0,0,0,0,0,0
2,1,251,1034,3.7,792.3473,0,848.9166,822.7977,52,786.8612,0,910.9066,3608.0465,22153.4225,823.7957,433.5139,1344.412,3157.7078,4975.3515,747.0146,677.6461,1270.7954,996.4281,497.8462,805.0106,598.4675,0,445.69,3882.3311,1,713.9687,48,573.9897,562.7335,1882.1068,2032.6714,1277.882,0,0,0,0,0,0,0,0,0
1,0,149,269,2.9,702.1868,1,749.4547,746.611,55,750.6293,0,897.989,3593.3235,21638.5353,765.0426,306.6605,1228.8599,2941.8868,5013.0306,743.4941,628.0124,1259.514,987.9546,446.7418,787.8714,498.2687,0,397.4739,3828.3862,1.9,618.9283,41,497.9967,521.4852,1838.0685,1935.4658,1201.2014,0,0,0,0,0,0,0,0,0
3,1,61,0,2.4,718.8791,1,769.9707,728.2715,60,748.6388,0,858.4593,3584.5441,21601.9416,779.8808,303.4942,1240.4557,2964.1239,4997.4425,768.9778,615.1343,1285.2133,960.1322,415.8793,779.3745,515.6786,0,389.0778,3782.4621,1.2,605.3865,44,499.8063,502.9386,1795.0466,1952.6534,1193.7145,0,0,0,0,0,0,0,0,0
1,1,15,0,1.8,686.2022,1,766.3664,737.5791,61,759.2734,0,866.5167,3615.2713,21513.5782,771.958,279.8059,1234.0329,2926.6694,4984.5322,754.844,619.9684,1243.7983,944.3728,442.7254,772.952,458.6244,0,407.289,3758.6292,1.7,596.695,32,507.0747,498.8105,1789.5042,1961.1407,1215.4142,0,0,0,0,0,0,0,0,0
0,1,16,0,1.4,688.4469,1,780.9786,746.5767,65,763.3593,0,880.1967,3588.365,21723.835,771.463,273.6316,1275.3598,2973.6336,5064.7039,781.9866,624.8831,1267.0854,941.1284,430.3844,793.5054,457.5146,0,396.2402,3771.5425,1.5,602.023,31,506.7739,520.9982,1815.8882,1967.2566,1234.7912,0,0,0,0,0,0,0,0,0
0,1,23,0,1,692.5612,0,803.3292,726.2245,68,758.8347,0,870.4982,3579.1222,21688.7487,769.9396,275.1191,1276.5194,2958.219,5045.4214,762.3446,612.9373,1250.6222,974.4909,435.5659,794.1802,423.0712,0,386.8199,3796.8533,2.1,586.4203,32,502.8428,516.4148,1822.0952,1959.896,1228.4564,0,0,0,0,0,0,0,0,0
0,0,27,6,0.9,715.8101,0,785.5408,735.1167,71,759.424,0,853.5081,3628.0551,21762.6777,769.0316,262.6909,1276.7585,2961.073,5080.4328,736.8319,626.2159,1254.2711,991.5103,440.0756,782.7916,439.2369,0,397.7439,3804.3881,2,601.3667,26,491.6903,519.8479,1794.6587,1963.0404,1250.0059,0,0,0,0,0,0,0,0,0
1,0,65,571,1.1,735.8064,1,783.53,738.5216,72,754.4318,0,854.169,3588.6435,21746.1409,748.2392,290.9573,1248.3121,2973.1341,5075.7357,745.6888,638.5504,1257.9717,976.6481,430.0014,800.6604,442.1784,0,389.8906,3822.3273,2.2,620.5482,20,483.2603,528.6605,1809.4657,1970.5508,1210.6407,0,0,0,0,0,0,0,0,0
1,0,178,799,0.8,751.9521,0,767.8854,745.6495,73,774.0716,0,832.3448,3534.8597,21576.6351,787.0887,269.3778,1276.9855,2961.2773,5033.9025,805.1978,647.5097,1266.8869,1017.959,458.5282,838.5493,462.8052,0,409.4433,3798.771,1.6,634.4911,20,540.6361,531.3463,1758.1528,1945.7994,1257.1688,0,0,0,0,0,0,0,0,0
4,1,381,2345,0.3,811.2379,0,750.7697,831.0473,75,860.9109,0,1016.0601,3418.8869,21333.5839,939.9276,296.9212,1352.5078,2889.457,4886.9572,849.3783,671.4222,1353.825,1105.449,443.9724,798.8015,471.1397,0,430.3854,3688.5223,1.9,721.0377,20,511.9141,552.214,1789.9608,1953.4669,1304.84,0,0,0,0,0,0,0,1,0
8,0,730,4336,0.7,881.7138,0,715.2275,875.5469,77,933.2104,0,1076.2899,3008.6151,19747.5051,1021.5957,291.1659,1278.7162,2774.6456,4628.2677,911.5262,745.0658,1372.4376,1136.3475,481.2108,946.8083,505.3969,7,491.5576,3265.0121,1.7,783.1946,25,591.3958,631.8705,1638.7114,1781.0994,1355.0436,0,0,0,0,0,1,0,0,0
1,8,518,2635,2.2,981.8675,1,751.6951,916.1415,72,1023.423,0,1054.1126,2786.7004,18842.4456,1046.4861,277.2324,1309.2299,2769.8638,4315.3798,1012.5019,768.5214,1359.9694,1163.6122,428.2748,991.3549,482.4617,9,519.9604,2999.3127,2.3,900.7298,37,581.7651,683.8515,1627.6503,1674.3393,1312.3888,0,0,0,0,0,0,1,0,0
4,7,334,1517,3.6,1034.322,0,740.3522,944.8233,67,1092.2527,0,1158.002,2744.5618,18897.2959,1028.2251,316.2158,1290.0035,2763.2907,4197.3973,1041.5519,763.998,1402.1792,1223.5296,418.7053,932.0262,545.7231,9,508.3815,3039.8099,1,941.383,26,602.3712,739.1468,1678.7808,1781.2727,1374.1635,0,0,0,0,0,0,0,0,0
2,5,330,1479,5,1047.4565,1,810.5939,962.1038,62,1127.0514,0,1096.8536,2727.7891,19014.1381,1014.0778,338.6892,1347.6383,2787.9739,4356.9441,982.9033,719.0142,1419.0903,1131.366,456.8633,949.4691,546.2663,9,531.1926,3020.4602,1.9,932.588,24,586.4636,682.9934,1636.5099,1717.7323,1375.9271,0,0,0,0,0,0,0,0,0
5,3,375,1587,6.9,1007.1815,1,1001.9329,965.4644,53,1134.8107,0,1153.4032,2783.3251,19479.2014,1077.6153,398.5198,1453.7184,2906.1695,4489.9632,997.264,742.5469,1416.0936,1252.8474,475.0445,930.737,649.3616,8,441.6346,3028.6955,1.9,1010.8289,35,629.5716,736.9034,1672.7709,1728.4652,1348.1026,0,0,0,0,0,0,0,0,0
3,1,434,1658,8,1091.9239,1,1159.3486,1083.167,44,1171.0553,0,1217.5158,2787.0331,20022.4688,1207.2084,509.6168,1504.5859,3005.2783,4602.1179,1027.822,798.37,1444.9276,1231.3805,527.2072,990.7425,722.3165,9,511.133,3098.2953,3.5,1007.1083,47,669.6883,744.1327,1726.5844,1853.6463,1436.1013,0,0,0,0,0,0,0,0,0
5,2,415,1867,7.9,1087.7433,1,1273.3984,1064.6596,44,1171.7776,0,1177.3967,2796.3113,20227.6285,1175.0932,562.845,1467.357,3122.8991,4701.8678,1059.2835,808.6555,1428.9793,1297.5817,474.1685,988.0707,817.2095,10,536.6133,3152.9307,4.6,953.3819,69,687.4647,752.7983,1780.2305,1777.0528,1511.4731,0,0,0,0,0,0,0,0,0
4,5,611,2219,7.4,1074.384,1,1430.1947,1066.2227,46,1118.6195,0,1162.2241,2896.643,20635.0282,1174.9619,440.1251,1459.2823,3131.732,4831.2622,1055.9843,842.0483,1459.5607,1266.9763,591.6378,1083.8988,941.5682,10,567.8538,3224.5207,4.9,1010.1232,96,685.098,726.3594,1827.4673,1804.56,1545.728,0,0,0,0,0,0,0,0,0
3,1,593,2731,4.2,1040.14,1,1645.08,1085.8281,84,1130.1888,0,1174.2206,2960.1023,21104.1965,1125.1424,441.1135,1383.5704,3418.8941,5036.192,1016.093,735.9825,1508.5971,1282.9165,495.0081,1040.7912,1103.379,10,509.4649,3198.2001,4.7,950.5025,100,654.0848,726.9224,1783.3021,1815.3384,1475.1768,0,0,1,0,0,0,0,0,0
0,0,668,3510,3.4,965.9904,1,1908.2883,1011.3013,89,1058.8889,1,1177.9896,3053.2985,21974.6574,1078.3718,483.871,1396.1997,3741.4742,5267.3266,1024.8727,760.9066,1534.3228,1279.1895,526.47,999.6955,1297.6171,10,484.9161,3329.6039,3.5,968.1344,112,673.1589,736.8902,1833.7823,1818.6494,1408.8425,0,0,0,0,0,0,0,0,0
2,0,901,4047,2.7,1066.1455,0,1999.4674,1072.1764,91,1133.479,0,1224.6082,3682.3454,25447.2394,1098.5913,548.6197,1563.5494,4009.309,5911.6751,929.814,773.2874,1707.6018,1408.169,558.5621,987.1058,1475.2095,10,517.1691,4068.5002,3.9,919.467,95,676.9129,725.6379,2239.1001,2265.1584,1416.3002,0,1.7,0,0,1,0,0,0,0
1,1,769,2717,2.1,992.3231,1,1997.2267,984.5876,85,1023.3515,0,1201.6735,3903.1751,26007.8,938.2228,523.0717,1467.5784,4052.5349,6182.562,925.138,731.8107,1683.8738,1303.9139,518.1072,972.9995,1453.9908,8,480.6527,4242.5794,3.5,821.2269,57,640.287,683.9162,2270.8048,2204.6916,1369.1574,0,0,0,1,0,0,0,0,0
2,3,654,3506,0.8,905.435,0,1664.3644,989.0292,78,939.9656,0,1070.119,3801.7977,24729.9685,951.2555,471.6703,1390.3109,3767.7735,5850.1168,893.9108,714.1895,1585.5974,1201.5338,516.5446,933.8593,1265.345,9,433.2596,4086.6105,3.3,858.3804,49,634.3686,634.0107,2101.1185,2146.6432,1397.6503,0,0,0,0,0,0,0,0,1
4,3,757,3793,0.4,880.8469,0,1008.6273,971.2672,77,906.4316,0,1014.6393,3587.8409,23089.9575,893.3019,410.0603,1374.6276,3285.5017,5192.6697,856.5342,721.7508,1517.3892,1124.4155,481.057,923.0631,740.4434,8,444.9192,4000.9185,3.2,762.3527,69,624.1674,607.2308,2102.1806,2028.8293,1331.1781,0,0,0,0,0,0,0,0,0
2,2,386,1156,0.1,792.1954,0,846.285,930.4205,73,878.401,0,963.6624,3609.6704,22585.4196,844.0768,401.4682,1347.1395,3055.0885,5103.5301,827.0111,697.558,1475.9419,1096.6911,516.7775,897.1139,570.0339,7,465.5136,3930.2125,3.4,752.7356,60,598.5467,624.3813,2026.7348,2037.1019,1283.3224,0,0,0,0,0,0,0,0,0
1,1,145,268,-0.6,694.6636,0,746.7438,772.6556,65,754.1135,0,887.4675,3541.6003,21726.2405,734.3383,358.0996,1230.2189,2910.7982,5051.6276,747.4476,650.603,1376.6638,989.6359,438.4598,792.3657,485.1813,8,402.0156,3811.9513,4.5,619.6621,61,536.5905,576.3286,1838.0749,1965.3055,1224.1982,0,0,0,0,0,0,0,0,0
1,0,76,0,-1.3,694.3653,0,763.8113,758.1199,66,734.7787,0,904.9276,3561.6706,21895.0636,731.2971,342.9239,1269.7878,2878.5762,5138.5882,738.4725,649.7974,1348.9697,1003.4872,445.2648,788.4478,474.9916,8,410.5692,3848.1342,4.2,634.2971,60,539.339,558.0666,1854.8111,1994.5258,1218.0188,0,0,0,0,0,0,0,0,0
1,1,25,0,-1.7,708.5854,0,771.1156,743.8198,62,768.182,0,901.552,3585.808,21960.4032,732.3392,349.1219,1280.046,2922.2059,5170.4597,724.6025,653.4568,1337.0275,1007.5394,452.2024,834.8486,512.6983,9,407.4072,3827.7955,4,650.9833,32,538.2994,574.938,1826.4475,2010.6131,1215.8018,0,0,0,0,0,0,0,0,0
0,0,16,0,-2,699.756,0,797.4673,745.455,64,779.4159,0,914.4655,3555.2724,21978.6406,720.604,347.7154,1316.8608,2918.59,5175.6429,715.9717,638.355,1312.8622,990.3893,440.6953,793.9307,501.353,9,406.7338,3866.8697,3.4,647.3697,33.5,555.4871,554.3979,1835.1723,1997.3703,1247.1179,0,0,0,0,0,0,0,0,0
1,0,14,0,-2.5,709.8487,0,754.7708,740.8922,66,773.9156,0,900.26,3541.4711,21943.528,734.2974,343.106,1286.6388,2953.7029,5194.4711,722.0287,620.3335,1291.8168,983.4572,429.1973,773.8447,471.5856,9,404.9911,3877.3765,4,653.6843,35.5,542.7724,549.7275,1809.8541,1988.1967,1231.1634,0,0,0,0,0,0,0,0,0
1,0,30,8,-3.1,705.2617,0,748.2302,743.3231,67,759.8134,0,881.7311,3545.3844,21961.829,750.9079,347.9112,1277.3376,2977.3337,5211.7745,736.315,619.672,1288.5746,1008.5849,441.0737,810.5321,452.9676,9,397.2695,3854.1582,4.1,665.4319,38,553.9718,554.8814,1823.5648,1983.7012,1238.0541,0,0,0,0,0,0,0,0,0
1,0,85,572,-4,711.2577,0,759.0008,749.5693,68,754.5775,0,873.8752,3520.5711,21958.5775,718.3007,343.586,1277.4253,2981.1027,5196.2916,774.629,633.7152,1262.5784,1001.5341,447.7725,820.4685,481.8648,9,407.6014,3880.5438,3.9,670.489,40.5,525.1049,548.9352,1823.1076,2016.957,1250.5118,0,0,0,0,0,0,0,0,0
2,0,186,832,-4.8,722.9023,0,733.9223,781.1497,71,801.9474,0,885.2582,3510.2183,21828.4138,773.5608,351.1675,1312.1756,2905.2384,5147.2174,797.9439,646.0787,1304.2612,1023.9938,459.6287,844.5088,472.8212,9,418.0733,3852.0915,3.5,724.2299,42,570.3965,589.1455,1815.1803,1982.0311,1255.9428,0,0,0,0,0,0,0,0,0
2,2,397,2337,-5.7,791.5316,0,716.5314,866.9483,70,848.1397,0,1032.0066,3403.1762,21531.2823,915.1778,344.6382,1363.8098,2845.9477,4958.4814,950.6534,716.9118,1426.4503,1153.7264,451.287,868.1584,462.8785,8,489.1325,3740.8076,3.7,848.6331,37.5,578.8419,642.9842,1857.2262,1935.3831,1281.1089,0,0,0,0,0,0,0,1,0
6,2,763,4480,-6.1,892.9239,0,736.2688,899.2062,70,1012.419,0,1095.3317,2923.2077,19859.2343,965.1064,358.5137,1316.8354,2718.2997,4572.9733,937.9937,815.4792,1391.7242,1212.6632,472.0445,940.8905,471.9551,8,490.9792,3389.894,3.9,873.571,32,608.1749,680.2003,1729.5072,1816.7928,1397.7412,0,0,0,0,0,1,0,0,0
0,5,500,2576,-6,1004.7298,0,756.4674,938.19,71,1025.1052,0,1178.9982,2794.257,19049.2175,1019.6846,367.3043,1372.3063,2674.153,4214.2789,1025.9047,793.0149,1414.6498,1202.595,463.9205,954.4852,542.8211,8,533.3344,3144.3007,3.1,937.0233,33,664.4067,696.8583,1724.2596,1711.0122,1458.3394,0,0,0,0,0,0,1,0,0
1,4,376,1504,-5.7,1031.5194,0,742.2533,977.1428,65,1074.1122,0,1234.2065,2768.4639,19116.4594,1079.1025,346.9534,1499.2119,2740.9336,4165.1029,1105.2778,822.3101,1462.8672,1316.5365,483.3442,1017.2982,523.4615,7,583.731,2967.5774,4.3,1027.9256,34.5,634.2909,735.7021,1718.5887,1793.7138,1401.02,0,0,0,0,0,0,0,0,0
2,2,387,1380,-4.2,1069.5344,0,789.2074,992.822,59,1160.0912,0,1118.2936,2793.7074,19061.1264,1000.4057,382.7869,1487.031,2746.4356,4147.5705,1040.9696,792.7094,1426.2396,1252.6611,501.0627,998.4843,615.6488,7,514.1354,3016.8171,3.8,1040.3695,32,623.5694,713.9956,1706.427,1736.8982,1426.5376,0,0,0,0,0,0,0,0,0
6,0,356,1562,-3,1140.4339,0,1029.5322,1020.5031,56,1141.0104,0,1211.6539,2760.6609,19486.9766,1097.6398,382.0179,1491.1247,2827.0708,4408.8526,1050.8644,819.5884,1476.8187,1225.8303,487.6277,1014.4182,641.4838,8,533.4441,3060.2687,3,1029.3316,37.5,661.6052,686.5804,1732.21,1729.9702,1492.8512,0,0,0,0,0,0,0,0,0
1,1,420,1649,-3.3,1076.6231,0,1129.9941,1091.5647,53,1211.7594,0,1156.9933,2721.8992,19800.175,1166.8403,407.8901,1508.0324,2853.3481,4510.1215,1099.4487,847.2398,1456.8272,1254.211,471.6328,1036.4935,750.2142,8,578.1253,3165.6847,4.1,1021.8978,38,682.8996,755.4697,1850.9519,1733.31,1395.9625,0,0,0,0,0,0,0,0,0
3,0,452,1796,-2.7,1129.3646,0,1302.4412,1087.0575,49,1165.4902,0,1162.7891,2790.4693,19998.8388,1216.777,494.5786,1595.3722,2834.5784,4558.4675,1090.2427,848.4139,1458.3034,1234.9111,508.1679,1005.9094,872.3183,7,596.2203,3153.7462,4.3,1087.2902,28.5,712.0779,770.8996,1821.8599,1786.0419,1490.6114,0,0,0,0,0,0,0,0,0
1,2,546,2129,-3.3,1164.1652,0,1331.1438,1093.1085,51,1098.425,0,1242.8616,2827.5063,20464.4995,1204.4779,459.9353,1598.5242,3054.7615,4684.5294,1071.8491,867.6236,1526.7998,1221.5518,476.4849,1022.8142,888.4964,7,558.0783,3167.949,3.8,984.5878,24.5,692.9058,743.6286,1824.8405,1779.5888,1469.1036,0,0,0,0,0,0,0,0,0
4,4,570,2625,-3.2,1092.3784,0,1529.2657,1020.3333,56,1009.6471,0,1278.1108,2995.2334,21005.9146,1199.9039,520.2226,1517.2783,3202.7952,4893.2254,983.8373,786.8618,1539.6264,1177.7563,503.7134,1009.2987,1127.4538,6,532.7482,3269.9032,2.5,1001.5415,25,642.658,718.827,1796.2286,1791.6241,1413.432,0,0,1,0,0,0,0,0,0
