"y","temp","rain","wind","wet","snow","cloud","temp.sqr","sunny","semester","past_rent","X2_3","X3_4","X4_5","X5_6","X6_7","X7_8","X8_9","X9_10","X10_11","X11_12","X12_13","X13_14","X14_15","X15_16","X16_17","X17_18","X19_20","X20_21","X21_22","X22_23","X23_24","weekend","m0","m5","m25","m35","m50","m65","f20","f25","f30","f45","f55","f65","f70","bus_passenger","sub_passenger"
0,12.9,2,4.3,92,0,10,166.41,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458.152,1152.9875,3836.8694,1395.1092,771.672,418.5833,6248.0039,4003.718,1947.4494,780.5957,671.5423,562.756,1172.3749,50,0
0,11.9,3,3.3,93,0,10,141.61,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470.1757,1064.2879,3761.3774,1384.6702,754.7435,415.6186,6166.8923,3956.0182,1996.6617,786.1633,675.9435,540.5608,1137.2521,64,17
0,11.2,3.4,4.3,95,0,10,125.44,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469.432,953.3754,3744.5524,1380.4377,750.9676,387.3722,6086.4016,3963.0943,1977.1321,774.8623,673.9482,540.2501,1204.627,127,653
0,10.8,3.4,4.2,95,0,10,116.64,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448.7932,954.4534,3713.3436,1436.0927,752.6612,393.8483,6008.5843,3892.7116,1937.6316,765.4819,687.3183,579.9535,1186.553,238,1019
2,10.7,1.8,4.2,95,0,10,114.49,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447.0464,1110.3251,3485.5093,1478.1002,881.6586,463.3052,5772.004,3707.0605,1911.2985,880.8746,721.4715,566.7677,1226.5864,482,2692
6,11,0.3,3.7,93,0,10,121,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405.1838,1219.0625,3165.9708,1478.791,1007.4712,480.6411,5626.1821,3400.1979,1761.1181,1045.3719,818.8052,625.4016,1302.0839,811,4651
3,11.6,0,3.9,82,0,10,134.56,1,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464.2474,1203.8471,2975.2083,1614.3987,1007.9541,506.13,5294.7765,3115.4442,1607.5639,1063.5589,893.0141,598.457,1333.3587,595,2920
5,12.4,0,5.4,71,0,10,153.76,1,1,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,488.3557,1189.5757,2944.2229,1566.8446,1067.6418,511.3325,5282.5867,3065.2542,1620.9577,1172.7579,928.4974,657.7414,1311.0841,410,1827
3,14.6,0,4.3,66,0,6,213.16,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,488.1135,1303.3531,3002.6121,1560.5488,1087.9398,491.7273,5295.1255,3041.898,1671.9071,1200.0979,1010.5362,633.6779,1238.5629,394,1779
7,15.7,0,3.3,59,0,7,246.49,1,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,813.961,1485.346,2871.465,1521.2138,1093.8223,525.9267,5346.1429,3124.2683,1689.5396,1149.057,963.2292,662.8522,1184.9191,424,2145
3,16.1,0,3.5,59,0,9,259.21,1,1,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,856.2682,1587.8969,2866.7625,1572.9007,1138.4749,573.7529,5269.0343,3147.6831,1765.9279,1253.6539,997.198,661.4231,1313.4203,542,2272
4,15.5,0,2.5,56,0,9,240.25,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,767.1068,1722.5117,2934.4845,1548.9367,1170.0776,518.1493,5462.192,3145.4065,1669.5324,1246.1851,1031.8066,647.6911,1284.0903,543,2536
5,15.7,0,2.3,56,0,9,246.49,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,597.58,1880.3733,2846.104,1529.6538,1177.4816,541.8087,5691.9162,3141.041,1688.8163,1219.6083,1005.5951,608.7363,1261.1426,598,2768
3,15.9,0,3,58,0,9,252.81,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,574.9668,1837.007,2934.4686,1614.6049,1163.7175,518.0053,5706.7861,3233.6285,1629.568,1194.4772,996.377,603.3658,1237.7065,690,3522
4,15.4,0,3,59,0,9,237.16,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,533.6825,2043.8239,3301.5879,1672.5355,1164.7052,502.3353,6126.1951,3471.9529,1769.7094,1180.4478,997.7113,617.0974,1233.7101,767,4617
13,15,0,2.3,58,0,9,225,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551.6967,2357.672,4099.9604,1978.371,1190.25,514.2528,7439.3101,4272.0196,2137.0651,1221.7036,994.4353,615.9476,1227.4837,936,5139
4,14.7,0,2.4,59,0,10,216.09,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,567.5423,2533.7825,4566.4883,1932.9252,1118.5129,473.633,8136.4551,4798.1493,2303.588,1116.4609,960.9155,587.4819,1229.0324,841,3716
8,14.4,0,2.7,57,0,9,207.36,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,568.1398,2463.009,4922.7373,1958.2853,1111.3837,492.0871,8365.6114,4898.0116,2253.5035,1096.1853,932.5126,594.5247,1230.3091,638,3678
2,13.9,0,3.6,58,0,9,193.21,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,535.1102,2214.4051,5072.6759,1972.7968,1051.8604,457.2768,8361.2722,5004.7402,2288.7333,1000.1797,867.8472,603.0177,1218.142,636,3970
6,13,0,3.1,62,0,6,169,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,527.7581,1864.8166,4930.2114,1876.8644,947.35,467.4665,7851.2677,4811.9068,2154.6568,896.114,789.0974,606.9763,1248.3475,708,4470
4,12.3,0,2.5,63,0,6,151.29,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,430.3195,1523.4356,4769.3573,1591.7567,837.5246,456.881,7093.7072,4535.0064,2038.3349,756.2156,697.073,553.661,1179.3439,668,2787
2,11.6,0,3.3,65,0,6,134.56,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,467.8497,1453.154,4598.3537,1507.0722,823.7491,425.6617,6897.2343,4387.4456,1974.4586,749.7035,686.5199,535.3174,1133.1535,455,2
5,11.1,0,3.5,66,0,6,123.21,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,422.9181,1251.3524,4539.627,1438.0602,837.6659,410.5072,6734.9345,4291.5712,1918.3711,777.2418,704.6162,553.7906,1182.0115,160,0
1,10.5,0,2.9,69,0,9,110.25,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,435.7548,1179.014,4275.6478,1408.7682,837.4206,425.4723,6527.3971,4110.4517,1892.4733,768.4794,706.8041,556.425,1159.045,159,0
2,10.8,0,2.9,68,0,9,116.64,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,453.9831,1046.0996,4077.2186,1384.2367,826.4724,429.0133,6310.8129,4022.8348,1931.6864,772.7488,689.7031,557.3151,1140.4379,62,0
0,11,0,2.2,67,0,9,121,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,454.9031,993.6608,3931.1788,1371.7429,827.3405,416.3251,6163.0257,3881.3718,1929.4826,772.373,694.3919,552.7998,1187.2054,56,30
1,10.9,0,2.5,68,0,9,118.81,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,453.9497,876.798,3813.0443,1360.4453,830.8518,421.979,5981.5755,3858.9597,1906.1226,748.8159,702.244,524.9789,1178.4294,146,897
0,10.9,0,1.3,70,0,9,118.81,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,492.3727,837.1306,3729.7195,1324.1359,809.9167,430.5792,5788.8193,3760.5866,1911.3862,753.8909,691.4874,530.984,1158.4148,184,737
0,11.4,0,2.2,67,0,9,129.96,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,470.2935,853.1058,3699.0308,1331.9117,799.1589,428.4983,5598.748,3687.0159,1854.6536,765.087,700.0385,556.517,1236.6162,183,946
3,12.2,0,1.4,65,0,9,148.84,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,454.9095,861.7584,3523.0587,1348.0725,845.8796,465.2911,5327.6712,3581.3371,1816.7237,793.5166,735.3761,568.067,1248.7918,364,1582
3,13.3,0,1.4,64,0,9,176.89,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,476.3898,827.6506,3462.0316,1484.0351,871.4429,477.7775,5131.8864,3442.8693,1831.5696,828.8043,754.3494,574.6276,1245.7994,377,1863
3,14.9,0,1.3,58,0,9,222.01,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,489.183,793.5864,3431.8278,1587.8392,888.7932,450.283,5094.8963,3602.753,1837.8022,915.5861,820.5535,559.3686,1262.3746,372,1801
2,16.3,0,2.4,57,0,8,265.69,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,561.8998,965.0895,3451.3846,1721.9983,905.005,510.8107,5055.557,3679.6342,2001.6511,957.1851,924.176,562.91,1214.7687,349,2041
1,16.6,0,3.7,55,0,8,275.56,1,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,663.1157,1091.7583,3602.6432,1767.1649,995.2973,507.2869,5258.9518,3797.33,2014.2893,1081.6023,953.4827,590.401,1279.995,494,2463
6,16.8,0,3,55,0,8,282.24,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,849.9675,1170.4305,3710.4532,1796.6904,1005.5871,483.444,5440.0435,3909.175,2068.5378,1069.7348,981.8327,626.6402,1252.2857,535,2855
4,16.9,0,4.5,53,0,9,285.61,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,836.8323,1367.8441,3726.6314,1739.3014,982.2609,521.4176,5634.8255,4031.38,2077.9345,997.3479,1014.6785,669.0229,1291.5657,619,3067
4,15.8,0,5.5,62,0,9,249.64,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,847.6436,1522.9914,3815.1265,1755.3874,1008.6089,530.3694,5885.8002,4236.5474,2074.3243,1078.5582,948.8219,645.4127,1277.4404,632,3450
7,14.8,0,4,64,0,10,219.04,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,886.841,1617.2481,3970.7671,1662.2964,1022.5757,496.2503,6356.3099,4397.302,2142.9291,1116.9133,921.3338,678.2435,1402.6064,683,3856
4,14.8,0,3.4,64,0,9,219.04,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,872.1283,1965.091,4433.7278,1714.3814,1059.3876,494.5168,7064.0687,4829.9924,2201.4459,1155.4307,968,644.1673,1399.3177,707,4085
5,13.6,0,5.5,68,0,9,184.96,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,767.1866,2524.3334,4917.7801,1756.1283,1051.4905,535.1824,7973.0209,5202.9434,2321.3657,1066.6344,981.8616,675.8391,1361.3475,580,3821
5,12.6,0,3,72,0,9,158.76,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,772.7519,2651.6379,5388.7752,1806.839,1022.0992,536.6277,8723.8588,5453.6832,2348.3134,1023.3544,895.2063,669.6261,1293.364,613,3789
7,12,0,2.6,79,0,8,144,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,739.9651,2634.4416,5551.7535,1807.46,1015.7724,518.6006,9046.1359,5525.1642,2269.6063,996.2308,888.3069,659.9655,1268.0953,578,4302
6,11.7,0,2.4,83,0,8,136.89,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,673.8081,2339.7668,5583.7988,1759.0235,1007.1648,511.6372,8908.0457,5493.5672,2277.0142,964.7512,828.3374,633.549,1244.7762,586,4595
3,11.4,0,3.3,86,0,7,129.96,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,682.5437,1988.1446,5454.9395,1668.2085,928.91,499.7762,8109.5281,5130.4757,2164.6174,925.1266,856.0134,638.4463,1219.2561,631,4880
2,11.3,0,3.1,86,0,6,127.69,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,475.3943,1628.6059,5222.0343,1605.0934,808.4193,441.622,7399.218,4730.1712,2138.3339,788.5633,747.8404,571.5539,1155.9137,490,2976
5,10.9,0,3,74,0,3,118.81,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,514.5754,1535.427,4913.968,1512.2665,838.9563,452.306,6992.895,4497.5207,2080.6393,739.3415,754.0477,559.4454,1168.5451,211,0
1,10.3,0,2.1,67,0,0,106.09,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,514.5494,1373.3829,4710.9333,1489.4536,866.6744,466.4344,6786.4938,4333.4751,2046.8492,742.2128,744.8842,571.3785,1154.1962,51,0
0,9.8,0,2,67,0,0,96.04,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,517.8453,1246.1551,4504.3549,1434.9716,850.7853,462.0452,6481.3658,4180.1189,1999.4274,719.7128,756.1101,579.6539,1145.4225,35,0
1,9.5,0,2,68,0,0,90.25,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,501.5845,1211.054,4289.212,1426.8102,858.4132,461.8652,6265.2932,4014.0996,1976.3315,712.485,742.3261,568.053,1135.8346,26,0
4,8.6,0,1,73,0,1,73.96,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,461.3972,1223.4082,4028.5726,1430.2181,838.2794,477.807,6080.6781,3973.1558,1955.7718,728.2011,743.1475,554.4707,1124.506,86,27
1,8.1,0,0.9,75,0,0,65.61,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,509.6885,923.8479,3847.3862,1404.3574,826.8825,444.5246,5862.6112,3893.9922,1914.5127,711.1541,747.2785,546.8573,1135.9378,219,825
1,7.9,0,0.8,78,0,0,62.41,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,470.3248,828.8776,3705.7302,1336.3954,816.8053,408.0904,5664.7611,3836.0655,1878.6606,688.4059,758.8793,562.5532,1139.1069,149,634
1,8.5,0,0.8,80,0,0,72.25,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,470.3863,814.3912,3580.3894,1356.7107,828.62,406.7568,5582.0189,3770.3044,1848.1974,705.0194,749.0168,573.3546,1186.2179,111,694
2,11,0,1.7,66,0,0,121,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,486.1676,847.3096,3496.7199,1335.6584,830.7165,423.1586,5395.738,3690.2242,1895.7018,721.0694,748.0382,538.079,1169.47,192,1065
2,13.2,0,1.9,58,0,0,174.24,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,459.8455,830.5791,3378.7412,1432.1089,808.0741,433.1315,5193.4364,3565.5774,1825.9013,792.001,790.2389,542.0958,1163.8792,241,1364
1,15.3,0,2.3,49,0,0,234.09,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,492.4926,861.737,3385.9971,1479.981,853.7413,459.8078,5110.5412,3537.7415,1819.163,812.6259,847.8463,580.9106,1173.0225,258,1370
3,17.2,0,4,29,0,0,295.84,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,581.3176,917.2382,3362.2015,1574.5156,850.8578,461.4253,5101.4695,3581.0178,1898.7933,827.8396,854.8725,585.7725,1209.8625,289,1572
3,17.6,0,6.1,29,0,0,309.76,1,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,610.2297,1002.0323,3444.1629,1628.7911,904.7013,501.9526,5178.0164,3731.3901,1955.6569,940.3608,935.6689,626.1487,1126.0677,383,1807
2,18.6,0,4.1,24,0,0,345.96,1,1,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,667.743,1168.8588,3483.3543,1669.5014,875.1254,430.8608,5369.788,3731.3495,1954.5156,929.5538,855.8887,566.4714,1147.6213,458,2223
2,18.5,0,6.6,23,0,0,342.25,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,825.5075,1378.6805,3582.2526,1515.2174,936.9185,424.8075,5480.2226,3751.2237,1939.4798,960.1961,879.3798,567.4217,1176.8692,439,2376
5,18.8,0,6.4,25,0,1,353.44,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,908.8411,1572.9113,3708.1816,1604.2486,901.3672,445.4494,5688.5054,3884.7838,1960.5168,909.5723,898.9307,607.4255,1130.6465,488,2842
7,18.9,0,4.3,29,0,5,357.21,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,944.8944,1794.3899,3814.3942,1613.4026,840.8994,478.3047,6008.5644,4093.6807,2043.4976,941.8459,866.7947,628.2825,1150.0712,584,2952
6,16.9,0,4.1,36,0,8,285.61,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,786.4122,2048.7996,4152.47,1598.0937,915.2756,468.2497,6922.8953,4335.7564,2073.1164,890.8778,893.876,641.5287,1184.813,540,3056
3,15.9,0,3.5,37,0,8,252.81,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,679.2107,2401.9211,4382.9222,1638.3247,991.6633,494.6683,7384.4419,4659.8753,2084.3966,992.1896,870.4185,614.4421,1176.0373,548,3166
3,14.6,0,3.9,50,0,9,213.16,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,757.3246,2447.2903,4478.9914,1644.1231,914.4139,452.2574,7698.736,4704.5244,2060.5961,926.9665,885.6969,611.5332,1129.3891,497,3204
1,13.9,0,3.8,58,0,9,193.21,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,613.7881,2354.206,4583.9813,1537.0918,917.8293,461.6316,7825.1561,4608.6472,2063.359,909.8326,859.2113,607.0867,1143.063,543,3832
8,13.1,0,3.2,66,0,1,171.61,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,519.5294,2047.7798,4480.8484,1544.4041,896.1032,442.1107,7705.298,4534.7783,2135.1001,831.3483,791.1279,624.7103,1141.4794,559,3625
1,12.5,0,2.6,70,0,0,156.25,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,553.5446,1648.8704,4347.6868,1513.8321,881.3422,429.6666,7141.7154,4250.4979,2075.3259,818.7602,790.7581,637.2206,1138.2403,484,3302
5,12,0,2.7,75,0,0,144,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,449.5119,1152.9037,4081.0031,1446.1279,774.9572,415.7756,6542.4674,4178.2798,2023.8359,714.829,685.9883,558.7605,1129.9145,338,1721
1,11.5,0,1.9,77,0,0,132.25,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449.4071,1077.0339,4034.288,1435.9047,799.8434,401.5819,6476.0431,4017.4107,1988.1189,691.8753,647.7966,550.8136,1111.4279,257,5
5,10.8,0,1.3,79,0,0,116.64,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469.0075,996.419,3940.9145,1395.629,766.3747,421.7835,6356.0264,4028.4958,1963.3241,687.1959,635.4459,577.6279,1109.28,59,0
0,10.4,0,0.8,81,0,0,108.16,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431.2191,947.016,3898.6492,1400.0887,772.9907,418.4664,6226.3786,4023.5577,1973.8622,696.9076,640.3132,562.5179,1090.7319,47,0
0,9.9,0,0.7,84,0,0,98.01,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426.5616,911.6352,3832.3175,1387.7342,784.74,411.9286,6220.4613,3960.7251,1942.9834,677.1534,632.4161,566.1275,1079.14,30,0
2,9.7,0,0.5,88,0,0,94.09,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438.498,890.0263,3776.339,1396.7388,754.6463,418.1731,6147.2146,3942.2921,1932.6338,682.2633,648.0015,555.3331,1093.7087,46,17
1,9.3,0,1,91,0,0,86.49,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443.0253,827.773,3699.6389,1335.429,785.6692,386.3561,6091.8289,3943.5555,1950.3273,694.3401,644.9371,578.4269,1130.247,118,767
0,9.3,0,1,92,0,7,86.49,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445.5373,790.132,3594.2284,1379.54,827.9462,416.2233,5956.1474,3914.9921,1935.0266,778.7355,706.5256,603.0732,1181.8883,210,1099
3,10.3,0,1.7,93,0,8,106.09,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553.553,962.046,3485.6843,1376.5068,983.0109,457.2336,5744.2976,3753.5341,1916.533,883.8964,767.9015,619.8009,1192.5549,514,2793
13,11.3,0,1.3,87,0,7,127.69,1,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517.0575,1136.289,3088.5174,1444.6603,1020.6414,466.8901,5567.7882,3435.5296,1763.2027,1107.0729,872.2454,600.9671,1309.1159,754,4824
5,13.3,0,2.1,77,0,1,176.89,1,1,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593.764,1239.7868,2891.7958,1518.3396,1163.2071,514.6219,5231.3704,3107.6323,1722.6966,1069.1569,1034.9027,651.3083,1389.966,539,2918
1,15.1,0,2.2,60,0,0,228.01,1,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,631.1065,1236.2666,2853.7894,1478.4704,1069.4016,526.4176,5298.0666,3036.0896,1711.1752,1150.6976,1011.8647,650.3884,1327.5032,339,1695
6,16.5,0,3.8,41,0,2,272.25,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,532.6251,1422.6175,2918.3113,1517.5222,1084.2967,511.0175,5488.4233,3063.4423,1730.8059,1165.2965,1060.2437,641.0694,1269.8916,362,1672
3,17.4,0,4.1,32,0,3,302.76,1,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,552.4501,1513.9758,3000.9442,1497.6569,1088.6839,482.1467,5636.7986,3142.6346,1731.6904,1176.3922,1046.054,623.9708,1254.9841,446,1899
6,18.2,0,3.4,34,0,2,331.24,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,539.5202,1549.7436,2968.6323,1550.6151,1149.6714,563.8258,5743.4737,3175.1058,1712.8568,1148.2372,1125.1131,678.3604,1239.1995,415,2130
2,18.2,0,4.2,32,0,3,331.24,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,310.9883,1518.4497,2992.5504,1617.5608,1182.0859,553.2266,5942.4298,3183.7519,1682.2054,1271.0191,1148.8655,653.6625,1282.0891,522,2155
3,19,0,3.9,29,0,4,361,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,412.7406,1540.0059,3083.5316,1614.0855,1184.1673,524.3218,6003.0225,3127.0028,1640.8308,1295.133,1139.3648,656.611,1304.5935,560,2514
6,18.5,0,2.7,28,0,2,342.25,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,487.455,1585.7579,3096.7269,1544.1024,1133.1346,449.6648,5897.5416,3207.5947,1664.9674,1171.6996,1091.8203,646.0973,1252.6198,601,2973
7,18.6,0,3.1,32,0,2,345.96,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,514.27,1715.1999,3187.2877,1630.8682,1116.6142,443.7651,6215.4973,3359.7761,1749.2196,1161.3129,1020.9162,598.7398,1240.3667,696,3906
14,17.7,0,3.5,36,0,1,313.29,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533.6698,1947.4964,3776.1183,1857.5259,1112.694,515.7744,7122.936,4084.4604,2142.2711,1164.5682,993.5575,640.9305,1275.3994,970,4531
11,16.3,0,2.9,38,0,0,265.69,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,512.0767,2086.6809,4033.1499,1790.0124,1085.1374,521.9324,7559.1475,4401.4492,2204.7672,1096.2533,1028.996,636.723,1310.2765,813,3261
9,14.9,0,2.1,43,0,0,222.01,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,555.6529,2156.2149,4163.9967,1781.8462,1049.782,495.3357,7662.3439,4382.6805,2168.7925,999.6846,950.4522,613.0062,1250.4001,628,3025
7,14.4,0,3.2,47,0,0,207.36,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,490.6126,2048.7418,4231.5299,1693.7752,1015.6391,453.1273,7218.2539,4409.0849,2082.6286,921.6936,897.0016,610.8799,1233.9556,624,3064
7,13.9,0,2.9,56,0,0,193.21,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,460.9606,1605.569,4146.0732,1620.6973,944.7811,457.4931,7008.1191,4212.2181,2024.4802,836.7435,838.1707,593.5101,1257.9025,620,3150
4,13.4,0,3.2,53,0,0,179.56,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,390.8237,1187.4429,4009.6222,1496.4585,771.3809,457.134,6812.3045,4020.4563,1933.0601,723.04,696.092,557.5878,1157.0497,449,1429
