"y","m30","f20","f15","m25","temp","X10_11","sub_passenger","X9_10","m20","m50","bus_passenger","semester","f50","wet","rain","f45","m5","f70","f30","past_rent","f40","m45","f0","m35","m0","m55","m70","f35","m40","most_use","f55","f65","m65","m60","cloud","f60","f25","wind","X8_9","dust","sunny","X7_8","X11_12","X15_16","temp.sqr","X13_14","X16_17","X14_15"
0,1854.6268,4992.844,727.9123,3557.7623,-1.9,0,800,0,2940.8868,744.836,165,0,726.5798,78,0,827.9294,440.9913,1257.9979,2007.2718,0,766.5826,1088.7051,299.855,1253.4497,463.2297,800.2179,817.1079,1264.9342,886.9052,21736.5476,711.4067,541.4638,440.7338,579.6661,0,682.3326,3864.772,1,0,88,0,0,0,0,3.61,0,0,0
0,1882.2065,4779.2719,727.3337,3404.7345,-2.3,0,2235,0,2929.1324,881.2414,385,0,830.9335,78,0,959.5935,449.1248,1227.3303,2020.3317,0,817.3561,1150.5192,312.3413,1333.1449,452.9691,900.8797,805.8584,1335.8955,1012.006,21391.7697,783.0669,536.9512,464.8767,630.7728,0,719.1797,3707.0523,1.4,0,91,0,1,0,0,5.29,0,0,0
0,1745.4811,4535.6211,762.2578,2999.351,-2.5,0,4188,0,2738.2527,1009.0418,737,0,867.6128,79,0,974.3095,482.5721,1284.3227,1803.3774,0,929.8117,1225.6616,325.6299,1303.8763,444.2396,971.666,864.3781,1250.4853,1039.4059,19682.1136,851.1204,545.1256,495.2045,662.9935,0,756.0017,3305.6687,2.1,1,89,0,0,0,0,6.25,0,0,0
2,1689.764,4348.2506,764.4278,2763.1164,-1.6,0,2592,1,2716.3949,1011.9223,515,0,928.16,77,0,1001.0214,491.4885,1371.7788,1799.0721,0,970.6227,1207.3712,301.9414,1356.463,452.7441,1014.8401,895.6839,1266.7793,1133.2202,19029.5777,902.2749,582.3066,500.6446,719.5212,0,796.7336,3089.7374,1.8,0,89,0,0,0,0,2.56,0,0,0
4,1687.2088,4292.8784,800.4473,2712.5662,0.9,1,1574,0,2726.4291,1045.2745,357,0,967.1566,70,0,1092.0903,560.9579,1421.3371,1818.5763,0,1047.4778,1224.1763,403.9984,1439.8544,444.0554,1077.458,869.6643,1300.7947,1151.2779,19013.6851,946.6419,603.2912,525.42,763.4532,0,778.1702,3035.3772,1.4,0,88,0,0,0,0,0.81,0,0,0
1,1759.3006,4232.5807,861.0726,2771.5751,4.3,0,1431,0,2690.5178,1004.3965,365,0,977.9879,59,0,1106.2091,621.2784,1340.252,1810.5148,1,1054.95,1200.4527,515.3801,1392.347,516.9083,1029.1725,895.8291,1370.8517,1102.1467,19125.6363,996.276,626.2417,485.2093,733.5791,0,760.5695,3097.9486,1.4,0,99,1,0,1,0,18.49,0,0,0
1,1757.6708,4421.4619,1070.2278,2793.1462,6.5,0,1704,0,2819.2507,1099.1956,394,0,927.6854,46,0,1083.3055,697.4801,1350.1946,1791.0603,1,1089.4211,1239.8818,657.036,1425.456,504.9014,1050.4498,913.1782,1322.4086,1230.5665,19429.4889,965.1711,588.0721,519.9704,789.7047,0,727.4888,3099.0344,2.5,0,111,1,0,0,0,42.25,0,0,0
1,1715.8406,4549.6406,1268.8052,2838.4131,7.7,0,1762,0,2912.587,1110.67,401,0,974.7345,41,0,1133.7727,760.6941,1358.6772,1785.631,0,1062.0421,1273.192,647.4547,1474.5217,590.5876,1068.9302,904.079,1388.8495,1182.9867,19774.0721,1018.4258,624.0417,547.9222,800.2753,0,760.9366,3108.5886,1.8,0,114,1,0,0,0,59.29,1,0,0
1,1773.3533,4699.9531,1396.922,2871.3281,7.5,0,1794,0,3134.7414,1111.8127,437,0,958.3938,39,0,1155.7428,855.3058,1335.2594,1817.2009,1,1050.6154,1270.999,596.7127,1491.1208,614.3121,1071.1102,994.2152,1454.902,1248.226,20352.8274,1006.6378,620.723,478.5812,759.2361,0,778.4159,3110.2278,3.3,0,116,1,0,0,0,56.25,0,0,1
0,1771.6686,4789.1221,1601.529,2944.0814,8.5,0,2256,0,3181.3615,1073.6694,537,0,945.8503,36,0,1133.5638,1088.9515,1360.0216,1835.2576,1,1052.5452,1189.6154,698.8684,1464.303,626.5535,1066.4781,921.8292,1394.626,1267.0792,20499.6412,1040.1263,655.118,545.568,741.159,0,761.9304,3119.221,2.6,0,105,1,0,0,1,72.25,0,0,0
0,1820.0602,4861.8203,1714.0339,3102.6962,8.3,0,2796,0,3336.1862,1036.8494,575,0,957.5831,37,0,1099.4573,1434.5617,1331.6081,1785.4867,1,958.5118,1177.5736,515.9813,1434.3465,521.9612,1034.2974,878.2055,1289.8352,1238.1439,20845.8074,958.9144,644.599,494.3449,707.2576,0,767.8328,3215.3761,2.5,0,95,1,0,0,0,68.89,0,1,0
2,1903.3914,5082.5452,1858.6795,3295.5654,7.7,0,3740,0,3750.3077,1010.8026,668,0,972.3895,39,0,1150.9027,1755.5981,1379.1042,1898.335,1,927.9542,1246.7751,459.471,1640.4601,482.2324,992.3591,936.4982,1391.0673,1293.9908,22253.9876,919.6866,634.0802,470.0881,692.8613,4,796.6054,3292.3155,2.4,0,109,1,0,0,0,59.29,0,0,0
0,2216.1836,5849.822,2030.3392,3876.3262,6.3,0,4101,0,4074.474,1061.5646,831,0,1000.9146,44,0,1246.0673,2047.0009,1349.397,2230.883,1,980.5864,1270.3532,514.6635,1872.7013,532.3685,949.3007,927.9898,1523.1189,1343.2347,25711.2559,949.1551,640.3776,507.4448,707.6356,5,797.5193,4067.7469,2.8,0,118,1,0,0,0,39.69,0,0,0
0,2206.1342,6068.663,2070.1091,4267.0873,5.4,0,2807,0,4244.4934,987.9033,737,0,919.8698,47,0,1108.9717,2048.6688,1321.462,2387.9817,3,954.5254,1185.5243,534.3393,1772.8615,529.1254,939.1994,903.429,1471.5124,1250.2146,26753.1329,874.3791,635.8097,504.5787,707.1497,7,722.7091,4334.3994,2.5,0,116,1,0,0,0,29.16,0,0,0
1,2162.5762,5820.6984,1724.0714,4055.1954,4.6,0,3656,0,4080.949,952.8082,637,0,951.1143,52,0,1043.065,1716.1349,1283.1918,2254.979,1,841.2685,1195.6265,453.8981,1706.5367,556.2002,865.3561,849.6039,1400.4387,1218.5855,25684.0379,871.9983,614.8016,494.5008,654.9455,6,741.9127,4202.6645,2.4,0,116,1,0,0,0,21.16,0,0,0
4,2001.3468,5234.3975,1043.8773,3681.7971,3.9,0,4961,0,3394.0432,914.3041,896,0,929.9537,63,0,1009.3898,867.5899,1291.2493,2053.4991,2,797.1227,1145.6204,475.2965,1532.9917,554.2289,841.6844,855.8593,1320.7984,1083.1974,23181.0097,777.9595,610.8052,441.8374,689.1546,9,701.1942,3962.1359,2.3,0,130,1,0,0,0,15.21,0,0,0
0,1960.1118,5097.8526,888.9066,3594.9799,3.8,0,1440,0,3098.9853,921.0366,399,0,911.8554,66,0,911.9856,693.0497,1257.1754,1919.9759,3,792.8428,1067.6498,438.7036,1402.7645,528.5282,799.6815,852.5011,1298.4103,1043.2916,22213.8571,779.2449,549.1941,435.8482,637.9801,8,697.1641,3840.7768,2.8,0,119,1,0,0,0,14.44,0,0,0
0,1901.6977,5065.9417,701.1677,3517.2545,3.5,0,367,0,2885.6764,755.0981,158,0,763.4626,65,0,739.9302,538.2093,1204.712,1909.3159,1,728.5938,985.4896,345.3091,1326.7506,492.5209,722.558,809.5653,1229.6813,898.2298,21563.6899,670.9647,501.8572,403.0807,560.285,9,652.1889,3727.3718,1.9,0,125,1,0,0,0,12.25,0,0,0
0,1885.0777,5042.0427,717.7236,3532.4939,3,0,0,0,2901.9015,736.4528,58,0,759.924,68,0,738.4628,528.2395,1190.5699,1945.8897,0,755.23,986.0145,340.3414,1318.0393,486.4121,715.4676,796.436,1206.9751,894.9169,21540.567,659.8128,526.7533,389.6921,554.7477,7,656.3147,3708.1471,1.5,0,135,1,0,0,0,9,0,0,0
0,1893.9722,5082.2886,711.2892,3563.7927,2.7,0,0,0,2964.8114,774.9258,14,0,749.7018,74,0,734.0466,553.7583,1186.9791,1928.2585,0,749.0147,996.2887,325.1752,1264.5699,516.8135,725.9579,797.1452,1190.2884,877.8989,21624.0873,660.0022,505.6606,403.8,545.7686,9,649.5575,3736.1056,1.4,0,138,1,0,0,0,7.29,0,0,0
0,1890.7485,5119.6624,736.6341,3563.5755,2.6,0,0,0,2944.0204,756.7267,21,0,754.6719,77,0,730.8129,566.3155,1205.2075,1976.036,0,728.1599,1003.6131,319.4318,1293.3054,503.4298,713.6854,785.5184,1218.8479,865.6849,21779.4879,639.6513,511.842,392.9911,539.6018,10,650.4765,3773.2918,2.1,0,144,1,0,0,0,6.76,0,0,0
0,1905.184,5094.8748,736.2901,3578.3355,2.3,0,0,0,2951.0418,761.9919,8,0,737.3713,76,0,738.3837,549.513,1192.8845,1960.9496,0,735.1881,985.0376,330.4318,1310.5499,494.5972,714.1633,782.7098,1232.319,824.2005,21777.797,652.1006,489.1542,392.5826,533.2366,9,664.77,3744.5424,2.4,0,137,1,0,0,0,5.29,0,0,0
0,1852.712,5093.108,707.328,3592.8362,1.9,0,11,0,2951.2494,774.1964,22,0,731.5784,78,0,726.2498,551.0659,1203.0414,1940.1961,0,746.4545,969.8519,324.0507,1313.1988,496.6618,719.5202,802.4214,1217.8396,851.4619,21677.1889,651.1761,508.6736,392.9702,534.2883,9,644.8908,3716.0488,1.2,0,127,1,0,0,0,3.61,0,0,0
0,1840.6282,5070.0615,712.8463,3607.5016,1.5,0,436,0,2942.5164,769.4652,72,0,744.7131,81,0,720.4647,544.7868,1242.7472,1918.3537,0,744.6609,988.396,324.2224,1279.6903,483.9816,741.8271,833.682,1222.2327,878.7567,21643.8581,682.6653,510.9647,403.8064,539.416,1,653.6504,3762.8737,1,0,135,0,0,0,0,2.25,0,0,0
0,1854.027,5066.2498,714.718,3571.3537,0.8,0,469,0,2899.901,760.0039,133,0,756.2148,81,0,717.2041,536.4562,1253.1935,1894.8271,0,736.8386,1003.0227,313.4258,1280.1564,488.4585,766.2458,807.6335,1221.0493,900.9751,21469.4609,686.9621,526.3906,407.1984,563.9573,1,664.551,3681.8966,0.8,0,141,0,0,0,0,0.64,0,0,0
0,1852.5092,4929.5566,703.2302,3538.049,0.3,0,705,0,2849.6304,772.2037,148,0,760.9526,83,0,751.3038,532.364,1204.757,1861.2651,0,774.6087,1016.4527,319.8597,1237.9638,493.8034,775.5321,840.2829,1255.9298,891.0303,21172.1468,688.9658,538.1678,431.7262,551.3278,6,693.0328,3647.2429,2.1,0,143,0,1,0,0,0.09,0,0,0
1,1878.8913,4733.0872,693.9683,3483.0276,-0.1,0,1400,0,2764.4775,804.328,342,0,791.0152,84,0,770.7273,532.3654,1250.0718,1848.6063,0,809.6557,1089.3101,316.1995,1269.9479,488.5934,751.3002,800.1098,1209.7425,928.3707,20689.3129,743.0274,556.0435,479.5941,620.0256,4,724.4954,3501.5326,1.2,1,142,0,0,0,0,0.01,0,0,0
1,1836.0747,4547.7189,711.9621,3354.6924,0.7,0,1619,1,2743.069,873.1138,366,0,843.6488,82,0,815.5479,565.2354,1330.9724,1805.7413,0,887.5268,1020.3776,355.5206,1369.5338,439.3687,822.7334,754.356,1207.9219,988.4556,20216.22,794.3155,553.1247,446.8174,641.2292,0,735.8553,3351.468,1.6,0,129,0,0,0,0,0.49,0,0,0
0,1854.6654,4521.1567,778.1314,3306.7391,3.4,1,1478,0,2736.0572,895.2738,332,0,848.2187,72,0,859.2912,555.7587,1283.2298,1937.3503,2,974.0192,1092.439,421.7353,1414.4926,473.3683,851.3701,778.6271,1278.6118,1052.1081,20393.2914,823.8175,550.6881,445.3499,689.6494,0,746.6626,3344.2183,0.7,0,118,0,0,0,0,11.56,0,0,0
1,1916.5493,4649.2793,874.8919,3317.3471,6.3,0,1799,0,2762.3807,903.1488,396,0,860.4599,51,0,859.4178,615.7247,1291.6345,1919.9845,2,1019.1459,1040.2835,486.9264,1482.2692,481.0663,899.3953,838.6261,1371.7865,1109.7746,20891.9056,881.9045,532.7155,423.4829,681.3476,0,757.6192,3472.309,1.3,0,102,1,0,1,0,39.69,0,0,0
0,1994.2269,4748.5916,888.3075,3445.9204,8.2,0,2219,0,3007.9181,913.7514,438,0,868.6989,43,0,924.9302,689.8207,1246.9494,2071.6375,0,1011.7927,1147.6965,558.26,1529.475,510.9667,910.7229,857.0274,1474.0804,1127.846,21953.4693,877.3416,540.4791,457.547,674.8982,0,784.9763,3681.6194,2,0,101,1,0,0,0,67.24,0,0,0
1,2035.7988,5056.93,1087.2309,3564.7926,9,0,2179,0,3140.5604,874.3241,513,0,969.5219,27,0,1017.6333,835.247,1197.5395,2066.7403,0,1031.3575,1199.4459,707.1891,1659.621,564.5718,909.3316,855.9011,1497.8363,1152.7432,22903.3238,924.0227,530.6912,464.5932,689.0677,2,762.7413,3881.0444,2.3,0,101,1,0,0,0,81,1,0,0
0,2057.6284,5171.1009,1275.7428,3617.2317,9.6,0,2381,0,3306.9607,929.9521,481,0,888.6971,25,0,996.5846,874.3624,1248.5294,2045.2087,0,1067.77,1115.9885,737.9637,1655.9054,591.9812,879.052,776.9503,1543.8224,1168.7275,23314.2804,893.3342,551.9704,484.8727,654.2242,5,738.8865,3916.4222,2.8,0,67,1,0,0,0,92.16,0,0,1
0,2174.3033,5295.9871,1438.3762,3779.8096,9.8,0,2846,0,3511.6343,969.7584,561,0,913.9476,22,0,1052.5131,1162.0593,1187.8083,2132.6305,0,1027.4912,1151.8698,705.2133,1647.9234,626.8222,941.3597,796.4519,1505.3759,1169.629,24024.8219,896.081,590.6286,474.3011,683.4309,0,760.3878,3977.1578,2.8,0,55,1,0,0,1,96.04,0,0,0
0,2203.5321,5604.7485,1675.8223,4019.862,10.2,0,3013,0,3778.9202,990.3842,623,0,912.2559,25,0,984.7062,1465.8775,1298.2832,2193.88,0,1062.1347,1125.9457,822.4897,1690.3208,693.9586,910.3743,884.7043,1553.0564,1236.471,25149.6887,919.961,627.8432,490.9122,712.5151,2,794.7401,4105.3687,3.2,0,55,1,0,0,0,104.04,0,1,0
1,2362.5392,6002.7143,1912.7861,4402.3969,9.8,0,2935,0,4453.2618,947.7587,600,0,931.9868,27,0,1006.4188,1739.5617,1228.8862,2223.0413,1,965.226,1172.8814,810.579,1777.2575,587.9187,909.5164,866.1156,1552.9618,1183.0281,27177.0349,922.4244,598.1756,496.2929,697.142,4,762.73,4402.8621,2.5,0,58,1,0,0,0,96.04,0,0,0
1,2447.8242,6375.3329,2099.9619,4716.5931,8.4,0,2582,0,4758.2388,984.9863,557,0,933.6861,27,0,961.1819,1788.8111,1233.8014,2197.537,1,980.1828,1123.3691,613.3486,1756.3527,647.3426,914.6562,880.9791,1544.7266,1203.3206,28343.0118,980.236,619.6913,507.6654,704.7671,3,742.0576,4546.4065,2.3,0,62,1,0,0,0,70.56,0,0,0
1,2451.7727,6524.896,2017.3873,4892.3759,6.8,0,2388,0,4792.6855,957.3053,446,0,980.1954,31,0,936.8168,1810.1679,1231.9222,2302.4522,1,930.0523,1129.5939,548.3957,1678.8414,645.0444,918.9445,873.88,1498.2411,1142.1095,28841.6758,937.2844,593.2492,473.4909,635.3898,6,711.6394,4700.411,0.9,0,67,0,0,0,0,46.24,0,0,0
0,2366.228,6059.533,1731.3418,4527.9421,5.4,0,3911,0,4446.6028,947.7502,541,0,961.0741,33,0,919.1711,1509.8235,1169.9828,2199.3972,1,898.4496,1092.2093,429.9816,1635.4961,546.6428,895.9239,910.8233,1404.43,1083.8715,27165.0321,876.5216,578.4914,480.3123,633.2489,8,684.8077,4525.4029,1.9,0,66,1,0,0,0,29.16,0,0,0
0,2046.309,5136.5702,1030.5795,3943.4263,4.9,0,5272,0,3539.3106,929.0197,839,0,897.344,35,0,845.0427,956.2826,1145.9714,2099.3031,0,826.1287,1015.4537,437.5794,1450.7204,557.5367,869.6566,865.7136,1351.0879,983.7492,23441.4069,801.4367,612.8392,443.4305,614.6435,7,671.6536,3874.6794,2.3,0,60,1,0,0,0,24.01,0,0,0
0,1995.7837,4916.5008,794.9467,3832.1927,4.4,0,1313,0,3132.5049,832.6662,352,0,807.0716,35,0,773.7407,627.3067,1160.513,1958.6198,1,784.5443,1001.427,411.4062,1376.7579,528.3072,821.9976,830.32,1324.145,942.3713,22302.985,766.5522,563.22,439.966,604.6635,7,660.2748,3766.4802,1.7,0,65,1,0,0,0,19.36,0,0,0
0,1899.1918,5043.3096,749.0685,3657.3979,3.9,0,351,0,2964.3947,734.4803,143,0,709.9309,37,0,643.5939,499.5159,1158.7462,1913.4167,0,731.8735,976.6941,287.7678,1290.478,439.1301,746.8546,826.4901,1241.5267,851.7744,21598.3517,607.2604,506.8732,385.71,566.7812,7,656.2424,3588.6363,2.1,0,60,1,0,0,0,15.21,0,0,0
0,1910.599,4992.5074,724.0079,3663.8869,3.3,0,0,0,2983.0909,726.9861,46,0,711.0263,37,0,687.6298,483.6682,1126.5321,1900.6336,0,747.5624,954.422,317.1262,1263.9732,471.6904,723.5419,842.1104,1214.9829,825.1691,21545.3165,576.6555,485.998,380.2764,552.5587,8,643.2093,3615.6426,0.5,0,57,0,0,0,0,10.89,0,0,0
0,1862.6228,4975.0421,748.1686,3641.3604,3,0,0,0,3001.5546,746.6342,16,0,731.0538,40,0,707.4295,477.6172,1172.427,1869.391,0,764.1456,1001.7199,344.5022,1258.396,449.0663,741.8959,820.1851,1247.4065,827.812,21461.9024,605.0086,487.3849,388.7288,512.6297,8,641.09,3606.129,2.1,0,57,1,0,0,0,9,0,0,0
0,1860.8807,4958.8403,745.8182,3669.4471,2.8,0,0,0,3008.2296,746.7158,18,0,729.0929,40,0,698.002,472.8521,1213.4714,1864.3254,0,766.6871,995.0684,333.0438,1260.1693,451.0636,728.7442,831.9483,1235.7829,824.9661,21422.3122,586.0254,498.5429,408.5409,533.4913,7,622.2834,3564.6369,1,0,56,0,0,0,0,7.84,0,0,0
0,1863.8864,4987.7513,734.9413,3620.0229,2.3,0,0,0,3039.6801,734.2102,8,0,729.367,42,0,679.5286,466.7015,1180.0373,1887.9134,0,764.991,986.1667,337.859,1257.9985,439.0062,755.3082,827.7521,1234.7211,852.0572,21485.4126,583.9029,495.0678,401.8166,534.712,3,623.678,3593.4389,1,0,71,0,0,0,0,5.29,0,0,0
0,1888.9189,4938.183,746.9967,3625.3766,1.6,0,3,0,3035.0005,722.0756,20,0,717.1541,42,0,690.7517,464.6653,1199.8215,1917.8219,0,774.6776,971.6017,314.6941,1230.3686,442.7608,755.9613,840.7826,1245.778,863.0888,21468.8115,585.337,487.2129,403.4556,534.6049,7,629.7501,3587.364,2,0,60,1,0,0,0,2.56,0,0,0
0,1881.7626,4926.8434,764.3394,3599.4909,1.7,0,199,0,3004.9853,724.5555,41,0,713.7766,44,0,698.1447,463.6929,1183.7887,1886.4139,0,725.4024,974.1693,313.9121,1242.3121,418.9754,759.3561,836.482,1269.0458,859.1581,21377.9741,605.2882,504.9936,404.3246,564.625,8,637.1481,3567.1201,1.4,0,56,1,0,0,0,2.89,0,0,0
0,1856.5337,4862.0755,716.6999,3630.5932,1.9,0,297,0,2987.7106,736.7372,74,0,722.6136,44,0,702.1643,461.9522,1194.2885,1871.4524,0,723.1889,985.0153,318.4134,1213.3965,423.4275,771.8426,832.8217,1260.2657,889.3526,21233.2638,642.4184,550.4868,413.0245,569.8583,9,630.3171,3551.2362,1,0,61,0,0,0,0,3.61,0,0,0
0,1872.3865,4836.0197,699.5744,3571.741,1.8,0,478,0,2990.9449,731.8678,97,0,728.7112,44,0,721.0842,488.613,1198.5973,1881.7011,0,711.8215,1011.2063,307.3755,1199.7778,437.6817,788.7443,852.8834,1231.6094,897.0197,21087.908,628.9426,545.3114,424.4455,531.4353,9,623.559,3503.7276,1.2,0,63,1,1,0,0,3.24,0,0,0
0,1852.9247,4720.337,696.2251,3554.5465,1.7,0,905,0,2964.211,725.1654,185,0,738.8894,45,0,738.6276,470.4352,1205.7422,1863.5643,0,738.4553,1014.3561,339.7959,1241.5197,468.1242,792.9277,840.9421,1205.2952,905.8304,20872.3477,657.3268,533.7514,418.1651,550.9738,10,635.884,3469.9493,1.7,1,66,1,0,0,0,2.89,0,0,0
0,1822.9976,4575.2363,711.8005,3452.03,2.9,0,1154,1,2890.5628,733.8609,220,0,743.6886,46,0,736.1572,438.2641,1218.4036,1869.9153,0,750.1858,1025.4446,351.8038,1180.0026,479.6798,786.7231,789.9368,1185.5597,873.7748,20285.3098,689.2085,526.197,397.634,547.9831,8,651.5435,3309.0055,2,0,53,1,0,0,0,8.41,0,0,0
0,1858.2448,4530.2627,679.3296,3410.2951,5.5,1,981,0,2923.6784,775.5036,242,0,708.6127,38,0,797.1955,459.25,1250.6611,1852.3517,1,842.3725,996.1505,397.0967,1308.2297,500.3417,827.9073,821.7917,1237.003,910.057,20432.0352,732.5907,511.7598,379.4323,550.3387,8,649.6969,3311.9698,1.4,0,62,1,0,0,0,30.25,0,0,0
0,1880.8948,4583.0253,807.4035,3431.2186,7.4,0,1169,0,3005.0595,796.0853,249,0,755.5213,40,0,808.0487,546.2422,1272.6549,1815.2633,0,853.3467,1042.492,444.9316,1352.731,601.8788,834.8345,820.638,1321.4251,984.2625,20740.0922,803.2228,509.9666,394.7987,641.0676,10,643.4976,3350.4746,2.1,0,67,1,0,1,0,54.76,0,0,0
0,1981.8142,4849.4885,1018.123,3609.8001,8.3,0,1586,0,3124.2334,768.1117,359,0,869.3672,45,0,816.371,621.3516,1266.9759,1860.4486,0,939.9303,1082.6411,623.2692,1409.2443,623.5237,835.229,872.8462,1373.7659,1053.7656,21767.4379,842.8234,528.1067,410.9999,629.8168,10,698.2261,3558.6429,1.8,0,80,1,0,0,0,68.89,0,0,0
0,2053.3359,4864.5102,1292.7704,3668.2694,8.9,0,1689,0,3120.6587,823.2885,358,0,841.4683,36,0,897.2943,732.5772,1205.9441,1978.5198,0,960.5429,1064.813,709.7648,1466.7349,649.7338,874.7482,870.2353,1402.5049,1075.9566,22318.8289,827.6566,540.5776,431.2473,631.5556,10,668.9657,3764.2951,1.2,0,71,1,0,0,0,79.21,1,0,0
2,2075.719,5055.7978,1474.0698,3837.7191,9.1,0,1768,0,3295.4225,903.6315,414,0,890.7733,36,0,910.0603,976.0692,1190.9303,1991.5065,0,953.3444,1004.5291,899.0904,1527.9979,755.6685,774.8828,843.1625,1371.9329,1067.4437,22902.9464,828.9135,540.3071,415.09,586.2782,10,657.7315,3746.8507,2.6,0,55,1,0,0,0,82.81,0,0,1
1,2224.3545,5325.8955,1764.1957,3926.3161,8.5,0,2049,0,3527.4457,897.7028,411,0,900.5466,38,0,963.8048,1141.8842,1179.3505,2074.1412,1,913.97,1002.4229,1066.6383,1494.0038,673.3976,786.4649,830.9803,1417.3902,1119.6829,23743.125,867.9487,566.7653,421.473,579.426,10,760.5843,3753.578,3.2,0,76,1,0,0,1,72.25,0,0,0
0,2235.7937,5680.9069,1951.003,4082.0877,9.2,0,2344,0,3863.9015,940.8047,493,0,900.3593,34,0,947.8337,1403.861,1216.0889,2093.9553,0,896.4346,1105.9173,1027.5036,1476.731,709.9506,834.8892,896.616,1392.8863,1076.7014,24845.4459,852.4796,552.9321,448.3896,617.5933,8,740.533,4019.1835,2.7,0,70,1,0,0,0,84.64,0,1,0
0,2315.8118,5971.1103,2149.8408,4296.2245,9.2,0,2202,0,4320.864,950.7197,453,0,865.6345,34,0,949.7537,1594.0296,1274.5362,2077.8651,0,911.4062,1127.918,808.7434,1426.8788,717.3623,816.5997,879.9531,1311.5998,1096.9561,25985.0358,836.0385,576.529,410.8356,581.8826,5,736.2438,4264.6815,1.7,0,57,1,0,0,0,84.64,0,0,0
1,2274.595,6361.6123,2152.1612,4458.6082,7.5,0,2091,0,4660.9088,932.0449,409,0,825.817,36,0,908.9526,1725.7913,1283.7087,2133.1693,1,884.7831,1054.6079,693.2478,1470.6511,641.3436,831.2266,839.4764,1343.7788,1006.5085,27089.4479,804.3846,584.0522,465.8301,587.1429,2,717.8769,4386.1244,2.5,0,63,1,0,0,0,56.25,0,0,0
0,2246.7827,6313.0317,1941.13,4460.7261,6.2,0,2250,0,4511.5979,861.6944,417,0,818.4706,38,0,870.2337,1663.0127,1264.977,2131.8952,1,920.6096,1109.2495,690.3775,1488.9274,636.2844,813.2241,818.1051,1323.1618,975.8856,26884.172,784.7426,559.5758,433.1139,574.2077,0,688.7523,4408.0492,1.7,0,63,1,0,0,0,38.44,0,0,0
0,2124.8859,5895.0648,1559.2432,4220.8532,5.1,0,3307,0,4285.1024,839.2334,474,0,830.3066,41,0,859.44,1358.5745,1299.0961,2115.12,0,836.0774,1066.3319,528.2783,1362.0593,495.3768,806.0137,814.5244,1370.0018,961.813,25643.4826,793.7441,597.6937,443.4394,564.4221,0,707.7862,4270.3952,1.6,0,55,1,0,0,0,26.01,0,0,0
1,1954.6073,5113.5303,1006.6553,3728.9088,4.5,0,4086,0,3394.4416,843.5883,587,0,830.0723,48,0,809.9244,756.525,1285.3277,2057.4751,0,800.3661,1026.6071,457.9264,1296.4546,439.178,732.1898,787.6914,1369.6816,946.7991,22801.6245,716.7608,578.2514,445.5269,541.418,0,653.4377,3886.5252,2.6,0,56,1,0,0,0,20.25,0,0,0
0,1882.1068,4975.3515,848.9166,3608.0465,3.7,0,1034,0,3157.7078,823.7957,251,0,822.7977,52,0,792.3473,598.4675,1277.882,2032.6714,0,786.8612,996.4281,433.5139,1270.7954,497.8462,747.0146,805.0106,1344.412,910.9066,22153.4225,713.9687,573.9897,445.69,562.7335,0,677.6461,3882.3311,1,0,48,0,0,0,0,13.69,0,0,0
0,1838.0685,5013.0306,749.4547,3593.3235,2.9,0,269,0,2941.8868,765.0426,149,0,746.611,55,0,702.1868,498.2687,1201.2014,1935.4658,1,750.6293,987.9546,306.6605,1259.514,446.7418,743.4941,787.8714,1228.8599,897.989,21638.5353,618.9283,497.9967,397.4739,521.4852,0,628.0124,3828.3862,1.9,0,41,1,0,0,0,8.41,0,0,0
0,1795.0466,4997.4425,769.9707,3584.5441,2.4,0,0,0,2964.1239,779.8808,61,0,728.2715,60,0,718.8791,515.6786,1193.7145,1952.6534,0,748.6388,960.1322,303.4942,1285.2133,415.8793,768.9778,779.3745,1240.4557,858.4593,21601.9416,605.3865,499.8063,389.0778,502.9386,0,615.1343,3782.4621,1.2,0,44,1,0,0,0,5.76,0,0,0
0,1789.5042,4984.5322,766.3664,3615.2713,1.8,0,0,0,2926.6694,771.958,15,0,737.5791,61,0,686.2022,458.6244,1215.4142,1961.1407,0,759.2734,944.3728,279.8059,1243.7983,442.7254,754.844,772.952,1234.0329,866.5167,21513.5782,596.695,507.0747,407.289,498.8105,0,619.9684,3758.6292,1.7,0,32,1,0,0,0,3.24,0,0,0
0,1815.8882,5064.7039,780.9786,3588.365,1.4,0,0,0,2973.6336,771.463,16,0,746.5767,65,0,688.4469,457.5146,1234.7912,1967.2566,0,763.3593,941.1284,273.6316,1267.0854,430.3844,781.9866,793.5054,1275.3598,880.1967,21723.835,602.023,506.7739,396.2402,520.9982,0,624.8831,3771.5425,1.5,0,31,1,0,0,0,1.96,0,0,0
0,1822.0952,5045.4214,803.3292,3579.1222,1,0,0,0,2958.219,769.9396,23,0,726.2245,68,0,692.5612,423.0712,1228.4564,1959.896,0,758.8347,974.4909,275.1191,1250.6222,435.5659,762.3446,794.1802,1276.5194,870.4982,21688.7487,586.4203,502.8428,386.8199,516.4148,0,612.9373,3796.8533,2.1,0,32,0,0,0,0,1,0,0,0
