"y","m30","f20","f15","m25","temp","X10_11","sub_passenger","X9_10","m20","m50","bus_passenger","semester","f50","wet","rain","f45","m5","f70","f30","past_rent","f40","m45","f0","m35","m0","m55","m70","f35","m40","most_use","f55","f65","m65","m60","cloud","f60","f25","wind","X8_9","dust","sunny","X7_8","X11_12","X15_16","temp.sqr","X13_14","X16_17","X14_15"
0,2011.0728,5895.2148,1059.2869,3849.0043,23.9,0,575,0,3885.0718,804.053,251,0,767.6149,80,0,799.2785,722.0558,1170.3214,1921.0912,0,732.9607,901.5684,422.0078,1399.4514,483.6103,784.4115,795.3348,1296.9924,975.352,24365.1905,745.1962,511.879,384.9593,583.4587,9,659.7097,4107.2918,0.6,0,6,0,0,0,0,571.21,0,0,0
0,1955.588,5793.182,1010.8286,3825.4012,23.8,0,0,0,3731.9024,805.0924,105,0,771.635,83,0,747.0438,710.246,1190.9751,1901.2109,0,761.2396,888.1429,428.6222,1395.6567,475.1333,770.7651,817.3448,1269.4599,954.4107,23946.4139,707.3915,521.3844,396.8884,589.6287,9,659.6715,4074.0128,0.5,0,25,0,0,0,0,566.44,0,0,0
0,1931.3673,5675.596,1026.0846,3771.5064,23.6,0,0,0,3657.6511,811.188,82,0,750.2165,85,0,742.3408,637.3774,1178.422,1921.9004,0,755.7366,941.6644,450.7457,1358.2432,466.943,764.0703,788.6828,1301.9741,905.7696,23687.5885,693.1729,525.6925,417.8662,600.3278,8,647.3985,4069.35,1,0,15,0,0,0,0,556.96,0,0,0
0,1926.6469,5600.0908,987.5248,3744.9745,23.5,0,0,0,3614.5544,798.6418,61,0,747.7099,87,0,756.3658,623.8135,1226.8719,1884.7553,0,759.6157,929.0295,436.8388,1367.5795,463.8571,763.1388,811.0597,1312.2942,889.3841,23509.332,681.22,520.5388,408.9682,583.6088,10,613.7948,4058.4364,1.5,0,23,1,0,0,0,552.25,0,0,0
0,1894.6089,5540.547,956.5668,3682.8991,23.2,0,12,0,3494.4129,783.4736,47,0,739.7096,88,0,749.9677,615.6025,1167.5827,1882.6361,0,761.607,937.0666,454.7206,1383.9902,471.7588,738.4803,810.5949,1339.2527,896.9427,23199.5001,683.3961,546.3282,414.3941,529.4285,10,631.1571,3981.1532,1.5,0,19,1,0,0,0,538.24,0,0,0
0,1925.5081,5493.9262,951.3123,3660.8292,23,0,673,0,3382.5454,797.7036,128,0,759.1934,89,0,759.1144,607.3249,1239.4164,1901.0676,0,771.8225,895.5178,456.0628,1366.4884,448.3612,732.5611,835.8935,1309.5087,899.5884,23045.1001,710.829,554.2675,386.9209,514.3819,7,616.8412,4005.2265,1.4,0,20,1,0,0,0,529,0,0,0
0,1903.9869,5402.6695,955.103,3592.4329,22.9,0,1029,0,3339.6524,803.7306,232,0,802.1037,89,0,832.244,598.4015,1254.4548,1862.2388,0,785.2533,916.7476,441.1537,1376.2323,476.8898,736.6567,828.1905,1357.2865,895.1994,22734.8407,770.9767,548.8565,394.7061,554.4997,7,673.1037,3900.3414,2.4,0,21,1,0,0,0,524.41,0,0,0
1,1820.9298,5278.33,863.201,3430.2285,23,0,2510,0,3315.3843,924.2996,471,0,816.6566,89,0,960.7575,628.6602,1277.0568,1809.828,0,881.4114,992.317,490.3407,1430.2301,499.467,829.5367,847.1153,1372.5493,1002.5357,22158.2066,858.7671,560.7935,415.7776,613.6045,7,647.7018,3700.7266,2.3,0,32,1,1,0,0,529,0,0,0
1,1688.0601,4878.8991,1111.4586,3005.8885,23.6,0,4451,0,3098.9684,1006.7124,831,0,999.6736,88,0,1147.8804,904.5524,1321.1027,1585.8261,0,984.0978,1085.7226,538.019,1404.173,652.5151,826.6916,941.0121,1279.6251,983.3696,20199.1276,906.6352,570.5857,450.9807,683.2422,9,701.0921,3257.6873,1.8,1,23,1,0,0,0,556.96,0,0,0
10,1600.7785,4618.9999,1147.8824,2783.7826,24.4,0,2868,1,3119.7388,1095.0508,569,0,995.232,85,0,1272.8168,982.6257,1387.8842,1688.1397,1,1102.0373,1136.8249,566.1928,1451.5457,627.9598,848.2416,947.8615,1356.8706,1063.0857,19634.4476,954.0602,632.2547,476.6326,750.0234,9,799.0081,3014.5918,1.4,0,29,1,0,0,0,595.36,0,0,0
4,1513.051,4478.4841,1131.2057,2726.8354,25.1,1,1695,0,3115.7563,1096.8305,411,0,1041.3448,80,0,1343.7357,975.692,1384.1551,1694.3222,0,1241.5963,1163.861,609.8866,1539.6026,666.2319,895.2518,911.2973,1337.5762,1104.6621,19329.1246,978.5251,603.8833,482.5177,697.0872,9,757.5731,2923.4968,2.1,0,26,1,0,0,0,630.01,0,0,0
3,1570.4065,4491.5196,1199.9278,2710.0967,26.6,0,1617,0,3215.017,1133.4472,396,0,1074.256,73,0,1409.0948,994.5681,1188.4178,1666.1273,2,1251.2113,1165.085,521.3526,1580.7398,580.6577,967.6234,913.8086,1379.3532,1132.0265,19595.7944,995.5691,605.7265,449.6142,680.3056,7,718.7308,2982.5343,1.3,0,28,1,0,1,0,707.56,0,0,0
2,1585.0257,4490.6907,1296.1004,2703.1412,27.2,0,1904,0,3215.068,1092.6092,498,0,1044.1609,69,0,1230.7927,843.2275,1202.3149,1672.0231,2,1160.7748,1087.6859,530.9665,1600.2555,616.2905,954.9764,923.8534,1445.8306,1139.3515,19618.8113,996.7017,586.0936,412.1621,712.4347,9,743.9171,2906.7765,2.1,0,29,1,0,0,0,739.84,0,0,0
6,1608.3881,4693.5113,1310.4277,2649.2455,26.3,0,2179,0,3190.3805,1088.781,563,0,1046.4546,78,1,1219.869,852.6226,1301.5195,1648.5658,5,1134.0731,1140.6386,550.6627,1602.7572,691.4464,964.6463,958.3885,1423.549,1196.9655,19743.2993,1061.4337,580.9815,454.8411,712.6707,9,757.8997,2926.9019,2.3,0,46,0,0,0,0,691.69,1,0,0
0,1569.213,4660.9733,1362.307,2672.6842,27.3,0,2087,0,3230.5061,1153.9992,464,0,1053.6116,75,4.2,1242.3354,930.2795,1335.0938,1601.904,1,1192.4997,1106.3096,599.9538,1491.6948,650.3646,1033.7936,988.2032,1342.372,1157.798,19559.6399,1013.4606,603.6019,494.2402,732.5539,8,762.3837,2990.2925,2.3,0,43,0,0,0,0,745.29,0,0,1
1,1657.8858,4719.3747,1404.3096,2679.6894,26.3,0,2466,0,3251.3113,1053.9322,596,0,1062.3308,77,0,1239.1977,905.3383,1280.2123,1634.0955,2,1097.1481,1077.77,595.4614,1534.6239,639.4753,932.7668,999.1177,1330.3819,1164.4829,19739.2014,1036.5332,594.1229,496.8272,656.7033,8,739.8946,2931.8389,2,0,25.5,1,0,0,1,691.69,0,0,0
0,1680.0224,4880.3715,1520.391,2750.5313,26.5,0,2915,0,3317.8096,1061.2402,663,0,1020.7845,79,0,1165.0512,1008.1643,1295.2973,1649.5085,0,1080.1829,1116.3246,526.5857,1564.0715,576.7181,972.8932,963.6835,1242.46,1161.1912,20060.0941,966.1301,570.3628,466.5573,637.5729,8,704.0614,2975.3193,2.7,0,29,1,0,0,0,702.25,0,1,0
1,1765.1247,5226.4667,1735.2788,2995.4273,27,0,3869,0,3562.8056,1007.2613,786,0,1016.6284,74,0,1092.005,1100.4143,1300.3023,1690.5686,3,1086.5054,1169.0861,588.2273,1580.1822,539.1881,932.001,879.8845,1270.934,1113.8852,21222.7481,955.4143,519.2513,433.8238,635.3797,7,718.4322,3131.239,2.5,0,22,1,0,0,0,729,0,0,0
1,2123.6488,6017.3819,1949.8031,3539.7618,26.9,0,4352,0,4177.1897,1043.9001,1025,0,1023.9177,74,0,1151.6544,1273.3385,1333.2841,2085.9054,9,1058.9999,1220.4339,627.8649,1790.1592,527.7209,922.6255,839.4802,1525.2647,1185.5654,25217.6119,939.4307,543.0598,453.6162,687.7819,6,700.3125,3958.3004,2.7,0,15,1,0,0,0,723.61,0,0,0
0,2310.5036,6490.239,1909.3908,4017.7502,26.5,0,3146,0,4612.2823,979.4415,801,0,890.404,75,0,1064.0833,1385.4868,1362.5258,2274.6951,4,1024.6835,1194.8948,498.6218,1819.8877,520.5583,896.4489,866.1362,1406.9709,1172.3172,27223.0729,945.1765,565.3487,451.0929,638.6297,6,769.1809,4290.7441,2.8,0,46,1,0,0,0,702.25,0,0,0
0,2356.6517,6635.8278,1778.3685,4330.5143,25.6,0,3103,0,4888.7757,971.1729,656,0,927.6318,77,0,1007.6096,1372.7523,1292.3249,2204.2026,1,944.3623,1140.4878,509.0074,1816.8821,548.2421,921.0811,837.0758,1439.3698,1181.0641,28089.0483,908.6096,559.7997,455.2472,626.3154,8,703.5338,4416.8243,2,0,31,1,0,0,0,655.36,0,0,0
0,2443.911,6754.1421,1717.7131,4500.8535,25.1,0,3178,0,4940.4122,973.7946,725,0,850.9785,83,0,913.7032,1262.6529,1360.7189,2122.9018,0,896.913,1039.99,506.3735,1771.8673,553.4158,930.3883,854.6014,1456.6421,1125.5104,28612.2822,864.6167,584.2059,446.2301,625.2853,5,685.9725,4621.5522,2.1,0,32,1,0,0,0,630.01,0,0,0
0,2323.7311,6469.4952,1441.8335,4507.6324,24.6,0,3413,0,4823.1908,887.6644,781,0,855.9867,84,0,871.1061,1172.846,1295.6611,2061.1264,0,867.565,1016.1872,389.1574,1619.7585,543.2353,931.3891,810.196,1441.6712,1107.3123,27823.1597,828.4766,580.4946,421.7856,622.8046,4,672.9924,4576.5541,1.7,0,35,1,0,0,0,605.16,0,0,0
0,2196.6342,6195.916,1196.8351,4370.2424,24.3,0,2305,0,4476.6558,784.9983,524,0,814.2486,87,0,809.3023,907.5693,1187.9093,1914.6523,0,829.5699,946.1051,348.084,1574.7349,400.292,818.4873,783.2279,1310.3232,971.859,26495.2455,762.4535,499.0602,392.5203,563.253,2,636.1431,4456.0867,1.2,0,37,1,0,0,0,590.49,0,0,0
1,2092.659,6057.6411,1158.0865,4326.0159,24.1,0,1,0,4387.0378,764.1186,450,0,779.5632,88,0,772.3068,832.1647,1173.0997,1855.1776,0,774.5225,918.3771,393.0636,1520.8777,375.6356,789.5529,800.9975,1305.5849,945.9599,25799.315,726.2826,492.302,382.0294,562.4482,6,649.6579,4254.321,0.2,0,36,0,0,0,0,580.81,0,0,0
0,2039.8862,5867.802,1094.1518,4176.8475,23.7,0,0,0,4165.581,776.8444,153,0,758.6376,88,0,770.3559,811.527,1166.53,1813.269,0,776.75,915.049,399.2047,1462.9394,378.3063,810.3886,791.928,1287.3334,908.557,24939.0839,713.284,511.5884,393.024,544.9287,4,640.9023,4125.4254,1.3,0,49,1,0,0,0,561.69,0,0,0
0,1987.2242,5741.2595,1093.7966,3983.2528,23.7,0,0,0,4029.0073,791.2744,109,0,753.6829,89,0,760.4908,769.7022,1194.5411,1834.2625,0,775.61,887.915,365.6728,1431.0885,395.1176,818.9119,779.4342,1299.7316,880.9998,24319.2271,694.078,509.207,402.6434,568.3896,7,641.951,4013.4007,1,0,39,0,0,0,0,561.69,0,0,0
0,1943.3849,5635.1051,1005.6318,3862.3012,23.8,0,0,0,3861.6399,769.3334,43,0,747.1513,89,0,795.4325,745.9089,1186.18,1798.8202,0,756.6879,863.3873,388.8379,1388.5383,381.9145,804.2282,757.9154,1315.8851,864.7701,23810.7934,691.567,499.4104,362.5975,539.1196,8,644.9143,4005.1187,0.4,0,46,0,0,0,0,566.44,0,0,0
0,1924.9847,5529.7403,959.7911,3749.4215,23.7,0,14,0,3624.3974,754.8628,52,0,767.7875,89,0,794.0279,662.8992,1196.4786,1825.47,0,754.0639,888.3163,380.387,1402.8062,407.1567,782.0531,781.3554,1292.778,898.396,23241.5397,685.3088,506.4867,390.3934,558.2008,7,619.0423,3891.9416,1.6,0,51,1,0,0,0,561.69,0,0,0
0,1883.2639,5409.8307,914.4315,3604.422,23.5,0,763,0,3421.5359,769.2029,123,0,749.8393,90,0,794.6811,588.9206,1212.9599,1812.2914,0,757.3453,880.3298,387.6592,1395.0223,399.6453,743.5057,804.8773,1287.7283,894.8503,22679.1445,708.3792,510.5349,379.66,545.4181,7,617.3626,3865.05,2,0,45,1,0,0,0,552.25,0,0,0
0,1893.29,5297.9792,925.2338,3559.7134,23.6,0,707,0,3303.726,791.069,158,0,764.2327,89,0,808.3077,569.5295,1222.2396,1792.29,0,788.3194,918.2436,408.1068,1382.9666,420.3348,745.54,772.3321,1294.5931,901.9068,22317.1286,725.4314,496.5134,394.8994,560.6337,8,629.3225,3792.5703,1.5,0,36,1,0,0,0,556.96,0,0,0
0,1888.2861,5147.9869,894.3116,3453.37,23.9,0,897,0,3222.9156,764.0773,193,0,765.1019,89,0,779.6611,570.2787,1213.4116,1727.7819,0,761.4791,906.2679,383.3373,1370.2252,435.1193,735.5451,785.2,1251.5969,898.3823,21754.0908,736.0434,502.8012,397.9024,545.2659,9,636.6471,3691.9282,2.3,0,36,1,1,0,0,571.21,0,0,0
0,1879.4807,5019.9251,869.4346,3388.0792,24.3,0,1455,0,3205.9976,768.3859,332,0,813.2539,87,0,797.2217,547.3427,1193.8519,1737.1423,0,786.111,956.3515,394.763,1360.1163,489.3796,818.1931,795.8473,1254.8681,912.5827,21445.4813,740.8583,528.9879,417.9933,531.3614,9,594.383,3599.872,1.9,1,25,1,0,0,0,590.49,0,0,0
1,1814.9174,4816.3401,945.403,3338.0642,25.3,0,1812,1,3126.8595,760.0632,408,0,867.5221,82,0,894.8843,566.9717,1219.0097,1762.4969,0,834.7725,1014.9077,520.0041,1479.6615,509.5496,752.0403,826.6892,1241.3506,1018.1544,21048.7528,786.2054,512.9407,428.5658,597.0579,9,635.9981,3469.0626,2.4,0,32,1,0,0,0,640.09,0,0,0
1,1799.6478,4707.8391,1029.1368,3236.6675,25.6,1,1626,0,3117.7112,815.355,328,0,890.8203,79,0,953.6177,556.7266,1283.7962,1781.9638,0,946.2494,1033.7515,504.8616,1479.8778,569.1377,745.0593,763.4365,1270.6033,1052.9332,20809.4764,849.8849,562.2143,452.9312,570.8986,10,653.2949,3415.1659,1.4,0,36,1,0,0,0,655.36,0,0,0
2,1837.0283,4608.578,1069.2094,3234.6015,26.1,0,1850,0,3132.2172,808.1477,435,0,921.2459,78,0,942.1605,623.0359,1282.579,1782.5584,1,1015.3521,1029.6389,569.4617,1597.5965,590.0931,769.0841,751.0701,1289.3724,1030.9015,20904.9856,859.2969,527.2486,467.8641,554.6189,10,717.3495,3423.0333,1.6,0,37,1,0,1,0,681.21,0,0,0
2,1968.1952,4702.1206,1148.656,3304.739,26.7,0,2254,0,3174.7173,837.857,474,0,915.9923,74,0,987.8881,691.7036,1254.1512,1845.5915,1,1058.7881,1007.1695,631.8911,1579.9195,579.7584,793.3463,789.4559,1471.9944,1092.5316,21527.6852,905.3242,524.6791,443.1865,589.481,10,711.8721,3480.4077,1.6,0,32,1,0,0,0,712.89,0,0,0
1,1921.1557,4795.8302,1329.5035,3395.221,27.3,0,2394,0,3263.1365,826.1889,577,0,885.6899,73,0,1047.7612,895.9861,1254.2916,1892.3683,0,1061.653,999.7666,815.5614,1658.4037,631.9423,813.9917,790.6525,1430.5752,1103.9031,22037.8301,890.2076,537.8118,437.0085,592.8431,10,738.1428,3681.1395,2.7,0,37,1,0,0,0,745.29,1,0,0
1,1932.3239,4878.3917,1440.4228,3461.8958,27.7,0,2476,0,3259.0968,862.8615,551,0,913.7287,70,0,1022.3601,862.7317,1244.5725,1913.2193,3,1083.1238,1020.9302,885.8344,1558.46,586.1085,794.4549,874.0126,1457.1567,1111.5942,22183.1409,942.3102,513.5357,418.2386,601.2659,10,717.3825,3722.5967,3.4,0,33,1,0,0,0,767.29,0,0,1
1,1896.5009,5031.0904,1500.8329,3585.8932,27.6,0,2951,0,3405.9743,834.0887,651,0,942.227,67,0,994.3332,957.5019,1283.0088,1826.1401,0,1094.6376,1018.6021,790.2491,1575.7561,589.5757,835.868,831.6445,1454.6798,1179.4908,22572.6991,910.5236,561.144,388.2113,634.6325,10,738.6085,3796.6643,2.6,0,40,1,0,0,1,761.76,0,0,0
3,1968.1939,5384.0533,1648.8035,3759.6743,27.1,0,3281,0,3687.9642,917.9883,704,0,897.6985,69,0,1097.2772,1035.309,1323.089,1874.0708,0,1108.4599,1079.1997,909.726,1607.1093,676.451,849.79,855.7216,1534.4287,1190.8532,23752.7328,950.6141,512.4326,396.4327,631.9623,10,751.5719,3937.2383,2.5,0,35,1,0,0,0,734.41,0,1,0
0,2050.9027,5724.7353,1805.2469,3987.4806,26.1,0,3197,0,4004.2089,922.0429,747,0,926.9983,78,0.5,1076.3135,1267.8355,1255.0876,2021.6094,3,1077.1122,1054.3661,850.6262,1597.7425,594.4192,884.4465,858.3228,1435.673,1146.4995,25067.8536,957.9278,534.8385,429.2821,610.8835,10,708.5466,4245.5012,2.8,0,30,0,0,0,0,681.21,0,0,0
0,2211.0794,6159.6992,1845.5018,4291.0891,25.6,0,2915,0,4426.9297,979.234,645,0,896.6203,82,0.2,1047.0965,1324.9274,1242.5536,2137.6979,2,1040.77,1111.7871,703.2349,1689.5135,637.6153,924.0255,794.8056,1469.552,1216.6619,26861.6898,939.5132,534.5421,418.5895,593.96,10,707.183,4476.129,2.2,0,31,0,0,0,0,655.36,0,0,0
0,2271.2196,6756.1281,1884.8637,4652.9799,25.2,0,2886,0,4745.726,926.8506,580,0,905.0462,87,0.6,1041.6476,1397.4492,1262.6858,2218.0527,1,986.3119,1101.5701,707.9967,1771.3003,653.888,877.7886,798.7919,1372.2734,1186.032,28472.4875,891.8196,509.2411,452.6437,621.6665,10,733.5442,4684.8075,1.9,0,24,0,0,0,0,635.04,0,0,0
0,2307.1508,6909.9575,1861.6563,4794.0649,24.4,0,3109,0,5093.5892,917.398,519,0,903.7733,92,2.2,1047.3172,1443.2981,1244.132,2218.6482,0,979.9577,1098.8915,651.8888,1753.8947,586.3752,833.4265,775.4826,1406.3476,1145.7985,29316.9836,867.1455,516.0179,423.047,641.8952,10,731.1678,4833.3307,3.4,0,36,0,0,0,0,595.36,0,0,0
0,2369.3607,6873.4579,1705.3438,4782.6312,23.7,0,3526,0,5065.9053,898.8343,638,0,898.6367,90,0.4,1007.7195,1259.7398,1281.5264,2141.0303,0,963.1879,1095.8796,512.0862,1809.4377,539.0995,797.8931,756.064,1414.6311,1113.1119,29206.3509,795.2442,504.2623,425.9789,603.9905,10,684.2317,4749.8967,2.4,0,20,0,0,0,0,561.69,0,0,0
0,2273.6008,6456.3805,1466.5074,4581.4142,23.2,0,3863,0,4727.507,879.6428,638,0,831.9911,92,1,906.5864,1051.3815,1265.1714,1972.6399,0,893.2006,1037.5737,447.899,1705.5082,606.4019,815.7066,757.8532,1361.1011,1084.4067,27542.4063,830.6143,533.4401,435.8423,599.1986,10,678.2143,4464.2546,2.7,0,7,0,0,0,0,538.24,0,0,0
0,2187.893,6192.5801,1271.2966,4478.1149,22.5,0,2042,0,4493.626,761.7226,441,0,787.0415,95,3.9,781.9348,839.5847,1135.2058,1925.3515,0,821.2891,972.697,338.5079,1649.0295,455.2993,777.9127,761.782,1319.145,997.9696,26532.9566,732.0532,459.0487,375.7743,552.3593,10,634.5644,4287.2166,3.2,0,18,0,0,0,0,506.25,0,0,0
0,2121.6018,6098.2315,1209.3244,4348.4875,22.3,0,4,0,4420.7022,743.4649,173,0,783.5531,96,1.1,769.4648,788.9616,1133.2231,1870.4519,0,773.8091,947.3157,349.6234,1502.858,421.3526,766.3213,754.1215,1254.5622,939.434,25710.056,678.5716,458.091,381.6633,507.9595,10,612.4003,4093.1609,2.8,0,10,0,0,0,0,497.29,0,0,0
0,2072.0491,5925.4663,1095.5675,4231.8049,22.1,0,0,0,4288.4353,765.6684,33,0,772.0263,96,1.2,762.6956,771.5978,1141.4677,1851.3735,0,769.6347,932.488,350.4841,1451.926,405.8252,736.8474,731.263,1242.6431,920.9885,25050.6228,682.3155,450.6207,413.6013,522.0028,10,621.6486,3986.9246,3.3,0,7,0,0,0,0,488.41,0,0,0
0,1964.0043,5781.9206,1084.0973,4026.4405,22.1,0,0,0,4048.9263,760.4245,25,0,760.7672,96,0,744.438,709.286,1147.0667,1785.8367,0,760.4058,922.6752,355.8373,1384.6146,428.1315,749.0619,736.9912,1229.6197,885.168,24068.5696,675.4467,471.6711,404.1703,529.6692,10,604.5991,3847.2069,2.8,0,12,1,0,0,0,488.41,0,0,0
0,1946.492,5639.1835,1035.6164,3873.9656,22.2,0,0,0,3961.1102,764.0105,35,0,748.8451,96,0,769.5645,702.2995,1160.4166,1779.0712,0,765.7206,907.5719,319.9553,1368.8785,412.8836,740.2873,730.1436,1223.2478,868.9783,23544.2635,660.9932,461.9565,397.577,520.5576,10,609.1625,3752.3147,2.6,0,12,1,0,0,0,492.84,0,0,0
0,1873.4064,5618.8185,1013.4535,3746.3968,22.3,0,21,0,3698.2772,761.7458,47,0,753.139,95,0,738.7696,654.0155,1144.1676,1797.9088,0,780.5673,914.252,336.1464,1376.2032,412.4793,718.6764,741.2701,1204.2432,883.2314,23016.2271,671.4662,448.9267,396.9753,518.8372,10,603.4116,3700.973,2.6,0,10,1,0,0,0,497.29,0,0,0
0,1800.3499,5399.0171,981.1214,3614.2593,22.5,0,484,0,3445.9826,759.8811,86,0,777.4422,95,0,737.1739,592.6745,1120.1772,1753.9953,0,782.3679,871.5822,338.2023,1364.977,404.4816,716.4502,745.6976,1192.5538,889.8416,22207.5299,660.034,450.5669,398.6707,523.1662,10,604.1189,3636.3949,2.8,0,8,1,0,0,0,506.25,0,0,0
0,1772.6656,5287.3579,885.2989,3575.5738,22.6,0,426,0,3327.9362,760.5464,114,0,775.9875,94,0,748.8038,601.0183,1182.9649,1746.3583,0,784.9554,896.0114,327.1491,1305.9176,396.5501,756.6979,780.7821,1168.0047,885.1591,21804.3623,685.9086,479.9425,391.5406,502.3391,10,624.8149,3620.5482,2.7,0,17,1,0,0,0,510.76,0,0,0
0,1768.1235,5134.2752,840.2202,3514.8936,22.9,0,622,0,3257.0835,746.1241,139,0,774.564,94,0,766.3965,587.2328,1172.218,1744.9433,0,766.4235,871.4663,351.3904,1300.1673,399.7129,717.0928,757.513,1148.5652,927.1325,21391.593,686.2719,517.6947,394.452,520.6251,8,632.8822,3523.5414,2.6,0,16,1,1,0,0,524.41,0,0,0
0,1750.0597,4949.5701,865.8299,3360.0977,23.9,0,963,0,3206.1437,734.6464,258,0,759.1564,93,0,791.3749,611.6766,1168.8374,1725.0131,0,793.9754,913.2477,354.95,1324.7524,400.6848,793.4073,720.6589,1202.2513,909.1783,20975.4785,733.4634,519.1171,410.2936,511.7717,7,609.2187,3457.5905,2.7,1,15,1,0,0,0,571.21,0,0,0
0,1808.2028,4718.2846,797.1718,3255.3324,24,0,1251,1,3114.2217,758.1429,284,0,772.3371,90,0,838.66,573.6739,1196.9425,1682.0376,0,851.1672,974.3327,366.003,1347.9801,459.0258,788.6112,712.0903,1176.4597,917.985,20438.9321,756.6873,502.874,367.4742,555.5515,10,599.2075,3336.4132,2.2,0,16,1,0,0,0,576,0,0,0
0,1812.3012,4665.8901,778.3208,3214.4693,25.2,1,1120,0,3091.8432,796.7494,244,0,810.9065,87,0,919.2517,634.6304,1225.6085,1759.7338,0,936.5059,1011.158,407.7939,1376.7362,526.8071,805.4188,689.2629,1292.4262,948.7189,20553.8216,790.4709,503.2702,405.4462,564.2229,10,663.2146,3340.4216,2.6,0,18,1,0,0,0,635.04,0,0,0
2,1928.1518,4682.0114,875.923,3285.87,25.4,0,1255,0,3125.8121,777.1409,302,0,836.7516,84,0,906.98,680.1657,1168.5786,1823.243,0,1073.0227,1036.4724,547.4614,1478.4461,509.7058,792.2073,721.5371,1417.7144,992.1737,21153.2513,747.4242,551.7478,382.2495,552.4021,10,659.5947,3412.0025,1.6,0,17,1,0,1,0,645.16,0,0,0
0,1968.1468,4839.3384,1062.6628,3264.0145,25.9,0,1586,0,3283.5374,808.1611,354,0,838.3249,83,0,960.2498,788.3002,1187.0744,1923.1094,1,1058.0885,1077.9327,614.2577,1436.001,631.711,815.2438,786.121,1460.3728,989.2992,21632.6443,720.1493,536.2232,394.4221,551.1695,10,677.0078,3458.124,2.3,0,22,1,0,0,0,670.81,0,0,0
1,1946.6225,5003.7803,1292.8204,3383.3731,27,0,1955,0,3356.4739,811.5443,472,0,843.505,80,0,1017.539,821.2655,1171.2017,1917.2975,1,1042.7702,1015.9912,841.9186,1497.3292,524.52,799.9414,725.7849,1410.1475,1083.9056,22090.3088,785.7301,538.3212,410.5133,539.0653,10,652.3598,3575.2848,1.7,0,18,1,0,0,0,729,1,0,0
1,2036.9574,5050.5996,1359.4692,3511.4078,28,0,1980,0,3494.0436,834.7684,464,0,831.5292,76,0,985.2432,955.2761,1201.1909,1879.3682,1,1010.1083,1078.7103,1001.4694,1495.0494,584.1599,807.3814,750.3476,1392.3059,1070.2494,22577.0441,767.0621,549.7641,408.0968,549.0306,10,656.3951,3717.3122,1.2,0,19,1,0,0,0,784,0,0,1
0,2070.0068,5341.6081,1591.1898,3507.6966,27.2,0,2140,0,3624.238,844.0041,476,0,794.9178,77,0,963.756,1026.6136,1213.3889,1863.4267,1,975.1693,1057.725,1227.4539,1477.3059,617.6245,783.1129,753.3523,1449.3589,1088.35,23073.0657,815.8627,523.709,418.452,530.5669,10,663.3184,3739.4247,1.4,0,30,1,0,0,1,739.84,0,0,0
2,2086.6577,5383.1587,1448.4973,3653.1716,27.3,0,2376,0,3714.1922,840.4379,492,0,824.503,79,0,976.6767,1121.6747,1267.3787,1955.4576,0,1027.0452,1075.7221,1048.2908,1460.3951,576.8064,830.2426,733.8095,1413.9377,1106.9967,23590.4748,817.1102,510.6473,426.3297,549.0211,10,621.0062,3923.5042,1.3,0,29,1,0,0,0,745.29,0,1,0
0,2114.3778,5629.4977,1562.2753,3804.4115,27.9,0,2472,0,3925.4395,830.9144,527,0,852.4439,77,0,960.4549,1222.5848,1251.9817,1991.7495,2,969.076,1061.5177,880.0432,1549.1557,653.777,773.6967,771.1833,1433.5533,1077.9641,24520.1711,866.7663,486.3039,396.792,586.6302,9,648.1377,4071.9861,2.5,0,18,1,0,0,0,778.41,0,0,0
1,2146.9038,6080.4127,1809.5186,4018.4817,26.8,0,2227,0,4323.0314,855.0243,503,0,870.6966,81,0,947.5376,1305.593,1280.3338,2049.6323,1,960.5404,1065.3837,755.3951,1623.3168,618.5187,794.0265,814.1708,1434.5155,1047.4155,25894.3905,820.4407,504.3775,398.0405,596.261,10,712.2395,4218.0963,2.8,0,48,1,0,0,0,718.24,0,0,0
2,2167.3685,6413.7624,1805.4559,4015.5453,26.6,0,2291,0,4509.3741,822.1306,532,0,829.26,81,0,898.2694,1325.5233,1271.2667,2079.4567,0,910.193,1019.6606,630.2691,1614.7824,561.5847,850.3517,806.0871,1447.9599,995.7866,26678.6895,795.6474,517.3166,427.3869,604.955,10,713.4978,4430.4402,3.7,0,22,1,0,0,0,707.56,0,0,0
0,2069.3508,6499.7564,1711.2794,4054.7444,26.1,0,2971,0,4447.0545,812.1547,511,0,803.7043,83,0,915.1621,1292.5012,1248.9144,2051.0355,1,938.5541,984.2882,548.0799,1565.0687,557.5615,823.0629,825.2438,1380.6073,1043.1079,26424.6817,782.6805,485.6091,384.9573,593.4389,10,676.9849,4357.0641,2.4,0,21,1,0,0,0,681.21,0,0,0
1,2013.3288,6317.1433,1492.1892,4001.4883,25.9,0,2631,0,4442.7681,834.8752,498,0,824.2817,87,0,878.6951,1272.1015,1247.5618,2011.405,0,878.9668,992.1697,539.7089,1505.0552,568.39,840.3887,791.4274,1385.8556,1015.65,25947.989,744.5443,506.6944,384.462,568.9134,10,704.1715,4270.9447,1.3,0,19,1,0,0,0,670.81,0,0,0
