"y","temp","rain","wind","wet","cloud","temp.sqr","sunny","semester","past_rent","X1_2","X2_3","X3_4","X4_5","X5_6","X6_7","X7_8","X8_9","X9_10","X10_11","X11_12","X12_13","X13_14","X14_15","X15_16","X16_17","X17_18","X19_20","X20_21","X21_22","X23_24","weekend","m5","m20","m25","m35","m45","m55","m60","m65","m70","f20","f25","f30","f40","f50","f60","f65","bus_passenger","sub_passenger"
1,3.7,0,3.1,61,0,13.69,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,782.3782,3415.9966,3566.29,1237.4533,973.4262,738.9511,546.9297,413.5248,807.7233,5528.5492,3679.444,1895.2232,807.4149,734.3311,610.7932,532.1621,14,0
0,2.7,0,4.1,55,0,7.29,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,805.7384,3453.0398,3566.6135,1243.2545,953.3623,740.6617,549.2411,394.5193,793.76,5588.7928,3700.2347,1911.6107,795.548,724.644,609.1658,529.6106,15,0
0,2.1,0,4.6,54,0,4.41,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,819.0791,3449.172,3566.8017,1263.08,936.7892,755.8997,554.7367,391.8698,822.8172,5550.5647,3677.9762,1914.3172,794.1558,732.1955,594.0431,521.9698,22,6
0,1.4,0,3.1,57,0,1.96,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,794.2602,3413.3712,3531.2445,1263.1691,958.4428,722.45,553.4237,408.9105,873.1385,5506.2987,3683.2328,1917.3159,808.8448,719.6065,618.0429,535.7812,68,400
0,0.6,0,3.6,58,0,0.36,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,782.4909,3377.8932,3516.6437,1236.7271,1002.2703,727.5524,556.983,422.892,851.9792,5463.9424,3678.3472,1904.6134,774.6563,717.5971,652.4472,536.0431,122,469
0,0,0,4.1,46,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,825.0637,3345.6948,3505.963,1245.2932,1051.6045,769.9582,509.1591,439.8555,834.0336,5326.1996,3645.5561,1899.8884,792.4901,715.561,677.3391,536.2906,147,722
0,0,0,5,34,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,815.6236,3198.8909,3420.8021,1302.4078,1018.1868,810.646,589.155,470.4367,855.3518,5180.8571,3534.0925,1873.8555,833.929,789.6123,683.8525,540.4411,328,1360
1,1.2,0,4.4,30,0,1.44,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,819.2882,3213.7692,3300.8843,1428.8708,1084.5026,781.0888,598.1709,477.0256,919.6443,4992.4332,3436.7497,1845.0301,877.7441,757.0368,687.4664,572.1882,305,1506
0,2.3,0,4.9,25,0,5.29,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,811.8137,3237.0886,3310.7633,1542.4645,1134.2903,882.3001,602.3236,503.2602,924.1048,4905.2457,3462.6194,1891.852,947.5102,782.5465,730.9575,548.6472,308,1448
0,3.6,0,5.4,25,0,12.96,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,899.0519,3343.5827,3394.4548,1577.4636,1151.3726,819.6438,610.196,496.7675,847.4607,5008.8651,3534.099,1932.5164,1001.5744,784.3026,726.2098,537.8789,411,1856
0,3.7,0,5.8,25,0,13.69,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1042.0036,3403.4362,3457.6761,1629.065,1106.8885,844.9003,627.0606,499.8487,880.8544,5132.1145,3648.0548,1992.0625,1051.0543,829.9916,714.0902,538.7405,410,2221
2,5.3,0,5,24,0,28.09,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1223.8978,3413.2541,3652.1258,1649.3204,1137.9818,832.8174,599.4185,494.5744,946.8404,5320.0669,3754.9316,2050.2627,1053.7379,844.4958,718.5276,526.3121,518,2138
1,6,0,6,25,0,36,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1355.8849,3586.8103,3733.5949,1667.0948,1101.5153,839.0917,614.4328,494.5315,894.1862,5402.5325,3989.3528,2098.1166,995.1905,895.4763,729.0668,499.9196,496,2369
4,6.1,0,6.8,24,1,37.21,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1503.8502,3823.8634,3888.237,1615.2539,1155.8846,873.9639,636.7561,455.8338,953.9572,5695.2589,4174.1563,2037.0505,989.493,886.9698,714.5537,532.8534,600,2699
2,6.7,0,4.4,25,0,44.89,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1690.1451,4091.5494,4121.1446,1551.8226,1146.2046,860.7777,656.3413,498.2415,953.8868,6100.5215,4316.8368,2131.5587,994.7358,918.8101,746.156,576.5661,584,3026
0,5.5,0,5.5,24,0,30.25,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2148.4088,4526.3158,4513.5811,1675.7691,1195.3977,878.1713,668.1424,507.6208,907.2738,6626.7053,4450.7453,2133.9334,1022.8182,893.2569,762.7716,596.194,664,2975
0,4.1,0,4.4,32,0,16.81,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2441.9086,5117.4803,4922.583,1727.1437,1205.3543,895.8972,642.9076,505.19,927.2118,6962.4837,4586.4683,2181.106,1006.8428,911.1102,725.355,593.5326,565,3051
1,2.6,0,3,33,0,6.76,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2504.4218,5546.8175,5255.1461,1830.0685,1151.3535,840.7715,610.6762,492.9212,885.7228,7262.125,4735.1126,2142.4738,931.048,930.091,694.0964,574.6422,387,2505
0,1.5,0,3.9,37,0,2.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2370.5977,5536.4656,5272.8134,1710.1264,1143.9278,838.7506,600.4693,480.116,866.7158,7272.1411,4675.1268,2146.108,945.2477,868.3608,698.36,569.5689,473,2815
1,0.7,0,3.3,40,0,0.49,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2090.7552,5286.544,5145.9935,1663.055,1132.7161,823.4429,642.0065,464.3095,878.2007,7008.207,4520.5017,2150.6011,916.999,865.5528,676.9671,584.2187,420,3110
0,0,0,2.9,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1492.2509,4717.1542,4599.1107,1555.9835,1095.1831,781.9858,605.2903,435.9218,870.8588,6427.7313,4178.0279,2004.0089,868.1336,859.9226,648.7011,566.7376,478,3614
0,-0.3,0,3,41,0,0.09,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,932.5222,3596.4178,3842.8189,1380.2601,964.4395,734.776,553.3808,392.3919,849.778,5570.723,3609.3273,1827.7381,768.8558,696.2012,632.1395,535.807,531,2795
0,-0.6,0,3.4,43,0,0.36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,838.9285,3451.0482,3789.7467,1329.478,950.4898,729.0055,551.959,400.8301,817.2072,5553.2004,3574.906,1808.2782,748.4991,674.4972,617.7295,531.0639,68,1
0,-0.8,0,2.7,45,0,0.64,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,843.9967,3449.5342,3736.8634,1324.8052,968.2789,716.3273,524.8747,406.1925,804.0688,5527.5501,3567.1941,1819.4377,750.3786,682.2448,607.6665,537.9622,22,0
2,-1.2,0,2.4,49,0,1.44,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,819.8517,3421.9211,3709.7164,1316.585,958.52,719.0851,524.344,394.5484,801.154,5513.7239,3588.082,1824.4079,724.2202,671.3284,617.4269,526.2394,12,0
0,-1.4,0,2.4,48,0,1.96,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,821.6437,3395.4242,3721.6621,1286.8468,961.5759,736.043,516.6967,396.4204,789.4396,5550.8891,3617.85,1821.1116,725.4205,682.1069,605.9807,511.6395,7,0
0,-1.5,0,1.6,47,0,2.25,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,800.7039,3351.6736,3701.4776,1295.5562,982.7569,743.6591,500.8175,390.4377,801.2095,5578.5322,3618.7482,1843.9636,725.8024,670.4072,607.1531,522.0288,15,7
0,-2.1,0,1.4,47,0,4.41,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,788.4338,3345.7629,3650.022,1289.9741,976.7013,756.4941,517.782,398.3483,808.9421,5546.5121,3612.5812,1845.6432,713.6936,674.7778,603.2844,505.9676,46,182
0,-2.5,0,1,47,0,6.25,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,789.6746,3308.2019,3637.6197,1273.817,960.7497,718.7131,512.404,381.2847,849.1706,5477.0035,3572.4583,1865.3518,722.9593,703.173,601.3114,540.5549,70,284
0,-2.9,0,1.7,46,0,8.41,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,788.3366,3279.8089,3600.7015,1255.5909,981.477,731.4339,543.4751,378.2591,822.1616,5427.4273,3591.5758,1832.9283,691.2652,722.8775,615.8657,543.8738,90,453
0,-1.9,0,2.5,43,0,3.61,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,791.6674,3215.302,3530.5476,1268.1566,1003.3846,738.5064,573.5354,394.7027,793.9189,5251.7363,3474.5971,1821.7624,701.6038,720.455,611.0338,546.2643,171,819
0,0.1,0,3.2,37,0,0.01,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,815.1009,3221.0807,3463.7617,1260.5303,982.5415,737.6649,542.2615,393.1225,763.7898,5120.8068,3370.0796,1806.5157,706.4864,710.6689,627.9999,522.7109,222,1121
0,1.6,0,3.2,31,0,2.56,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,853.2072,3206.0633,3482.8483,1336.2925,957.8715,762.1078,579.9237,352.7092,765.2495,5038.0861,3316.0134,1771.5513,780.6026,719.223,623.3832,521.3931,192,1032
0,2.4,0,2.7,26,0,5.76,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,916.6972,3226.1047,3494.3193,1394.9975,1064.9285,765.5601,582.2061,407.6772,763.3582,5042.6835,3384.5006,1872.0651,825.271,748.0774,660.5717,539.8302,210,1085
2,3.6,0,3.2,25,0,12.96,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,976.346,3347.119,3571.3527,1597.5392,1097.0417,832.4788,650.6521,453.9616,852.4076,5178.9435,3408.5276,1974.7438,869.692,832.9617,658.3447,557.8204,305,1434
0,4.3,0,3.2,23,0,18.49,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1205.6293,3431.0047,3585.4233,1576.3822,1130.0485,803.0735,607.5594,433.8789,803.6658,5325.7925,3598.5897,1968.0959,923.506,902.1059,647.9767,589.2454,403,1628
2,5.8,0,3.4,22,0,33.64,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1289.4066,3726.3054,3618.4863,1597.401,1115.4016,757.6077,600.2919,412.4244,857.6813,5502.9174,3752.2293,1956.0306,1004.1844,895.9747,693.5925,617.7905,370,1665
0,5.6,0,4.7,21,0,31.36,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1433.9699,3904.835,3763.9136,1579.7934,1206.5433,801.2294,596.5904,445.5705,853.314,5648.9785,3796.0075,2077.0955,955.6996,895.2362,640.9829,618.5009,387,1936
0,6.7,0,3.1,20,0,44.89,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1660.5405,4149.8265,3945.1505,1578.84,1150.7773,793.9599,592.4057,466.4944,833.1517,5879.3766,3955.6084,2090.265,947.6773,881.2281,646.6209,579.5843,424,2087
1,6.1,0,3.9,21,0,37.21,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1965.0622,4461.2776,4197.9582,1668.7309,1090.1992,800.0635,622.6598,430.6503,850.2041,6226.3893,4169.1584,2116.0221,927.4111,864.0063,639.1392,620.7531,443,2124
0,4.4,0,4.2,35,4,19.36,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2324.7777,4886.2966,4431.2922,1596.3729,1053.4478,791.1145,609.2225,427.9599,849.9253,6592.487,4275.2197,2158.298,943.1069,850.3218,606.6343,611.14,423,2230
1,2.6,0,3.9,41,0,6.76,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2255.7967,5068.6729,4466.5135,1595.4519,1081.2367,805.1752,564.8437,446.8625,862.8697,6765.3289,4297.6473,2110.8874,963.7381,808.4689,638.4129,579.5601,423,2090
1,2.1,0,3,48,4,4.41,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2177.0796,5034.8783,4356.8535,1528.5192,1054.2167,755.2475,571.3597,434.5472,855.5668,6792.46,4310.6031,2122.1042,886.7027,833.308,653.201,582.8609,425,2568
1,1.6,0,3.3,52,2,2.56,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1914.6572,4894.7962,4319.2589,1517.9514,1018.9438,768.3721,549.772,419.993,847.7328,6681.5873,4294.2965,2119.0352,872.8408,833.5323,648.7939,597.5607,389,2514
1,1,0,1,56,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1369.2976,4333.3237,3971.1787,1404.3985,1005.2867,762.991,567.8354,428.3481,849.6374,6123.5653,3984.6689,2019.7584,869.6827,796.9491,657.796,582.2183,426,2622
0,0.1,0,1.8,54,3,0.01,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,831.6678,3584.6438,3676.3179,1321.6679,962.2698,723.9956,504.2594,396.8642,773.81,5621.2479,3818.3471,1923.298,760.1264,718.7118,600.3157,510.3221,293,1572
1,-0.4,0,1.8,51,4,0.16,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,762.6376,3531.8242,3692.8777,1286.4477,980.0235,740.908,497.8582,392.1239,783.6784,5567.443,3811.546,1924.2533,766.3886,722.9042,595.0942,499.127,100,1
1,-0.9,0,1.4,56,7,0.81,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,772.1701,3511.8367,3679.124,1282.3473,950.2084,745.9094,505.4075,381.5527,788.079,5584.4534,3800.162,1924.0385,762.8234,734.1835,595.9316,511.8018,28,0
0,-1.4,0,1.3,54,6,1.96,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,775.7025,3558.4801,3722.6671,1271.6377,967.6958,762.3132,510.2169,384.597,771.159,5616.2966,3792.2385,1919.7293,775.1543,712.1941,595.7447,504.8527,26,0
0,-1.9,0,1,58,5,3.61,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,772.4514,3521.7095,3712.8757,1292.2234,947.5538,745.3901,502.5204,381.8686,750.9152,5657.456,3794.1612,1923.6467,766.8347,719.8326,596.2968,495.7278,14,0
0,-2,0,1.8,58,5,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,776.1631,3507.693,3712.4788,1299.1757,948.51,744.172,507.3089,379.2104,791.2301,5653.914,3795.1363,1925.1032,780.7036,713.3731,597.3883,493.5536,30,6
0,-2.3,0,1.6,56,6,5.29,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,785.4709,3506.4306,3719.8677,1305.1178,964.3769,765.3799,521.7076,404.5244,784.6312,5687.5822,3763.0815,1937.685,773.8215,728.705,620.309,489.6843,74,542
0,-2.5,0,2.1,56,4,6.25,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,848.1016,3448.1189,3661.0075,1302.2121,913.3598,763.3598,549.0689,405.4921,818.7832,5607.1186,3771.369,1909.5893,793.615,730.3871,635.2489,521.1582,166,874
1,-2.6,0,2.5,58,6,6.76,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1046.8086,3396.3245,3505.4529,1440.9189,1065.9893,837.2643,643.6743,433.0045,805.6816,5450.7832,3688.2398,1927.6175,879.8217,859.2832,703.6381,528.4685,454,2531
1,-2.2,0,2.2,59,7,4.84,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1104.7308,3372.3799,3213.6469,1399.5883,1188.6528,933.5032,666.55,462.232,893.6854,5204.9384,3457.0913,1798.8371,1001.4249,946.3955,764.2808,578.0733,776,4283
1,0.4,0,2.1,58,8,0.16,0,1,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1214.4938,3330.9246,2981.4363,1332.2116,1239.0169,1005.0183,695.1483,501.4042,926.8909,4987.0686,3087.371,1721.8049,1083.9664,932.573,764.3131,610.1568,493,2596
1,3,0,0.7,51,2,9,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1257.6377,3361.7745,2970.1146,1441.7726,1208.9368,1023.3992,760.9478,489.7975,917.9287,5067.4169,3052.3748,1815.1978,1117.6156,968.6329,785.9939,601.3419,350,1449
0,5,0,2.1,41,6,25,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1248.2215,3597.4575,3069.0469,1443.983,1325.9192,1047.9434,766.134,474.1034,941.7812,5248.0689,3051.2378,1778.4337,1076.8465,980.6344,761.68,606.8416,324,1431
0,6.7,0,2.1,34,6,44.89,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1479.3382,3754.6711,3064.8286,1458.6737,1278.9384,1035.3826,756.7563,497.6439,968.0196,5327.5455,3174.175,1823.7885,1064.9045,1012.5582,789.8565,573.2182,332,1566
1,7.8,0,2.7,27,8,60.84,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1436.76,3837.5515,3029.1841,1467.7042,1316.2635,1075.6796,749.3644,521.3526,987.142,5381.4329,3183.5302,1732.9939,1142.9062,1041.4163,751.7147,656.1148,435,1793
2,8.1,0,2.3,26,9,65.61,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1509.0834,4050.849,3037.5383,1536.0328,1362.6711,1056.3358,724.432,540.0232,947.2905,5624.5278,3168.5316,1790.9342,1125.1565,1086.4991,732.5485,653.1104,432,1787
1,8.4,0,2.9,29,7,70.56,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1494.9729,4015.1964,3083.0272,1527.8755,1313.3215,1053.2253,756.6744,519.5667,974.6903,5644.7648,3165.5602,1799.315,1175.4509,1063.5696,774.4157,644.8862,481,2152
1,7.3,0,2.9,31,9,53.29,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1487.0145,4083.0161,3156.5483,1478.5947,1291.593,1044.9207,753.9107,496.2952,960.1548,5810.9623,3106.172,1770.6628,1141.5233,1019.9888,756.8944,649.5183,578,2732
2,6.8,0,2.9,34,9,46.24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1603.7811,4320.5001,3333.8903,1578.7801,1341.0075,976.3545,714.7362,517.4587,890.5789,6023.0394,3295.3129,1810.3734,1083.6102,1002.5931,776.0789,658.826,662,3365
10,6.1,0,2.7,38,7,37.21,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1862.6025,4568.2067,3784.2876,1878.5186,1551.8902,975.4415,676.6834,530.1884,946.9906,6576.647,3866.1261,2160.5105,1117.2003,1056.6828,778.0495,648.3577,854,3788
1,4.8,0,2.8,45,6,23.04,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1961.3045,4897.8019,3975.1632,1852.4673,1414.6552,845.2754,714.769,532.7736,985.1746,6754.7932,4081.9258,2134.6016,1083.7651,1004.9374,769.9463,630.0363,709,2478
2,3.7,0,2.3,43,4,13.69,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1830.9914,4671.9977,4047.0361,1701.5993,1314.3268,849.5216,697.6454,490.4885,945.1819,6724.3006,4133.999,2053.4274,1067.6393,963.6175,739.1708,622.1633,480,2235
1,2.9,0,1.7,46,5,8.41,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1712.4575,4479.8036,4024.3692,1564.315,1212.208,812.2175,669.5959,490.3424,979.019,6396.2294,4101.9738,2024.7603,939.2525,893.9808,717.6473,619.5722,452,2350
2,2.5,0,1.6,44,8,6.25,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1348.5914,4114.4333,3866.604,1498.9378,1152.2407,789.0931,624.946,472.7109,945.3039,5882.6621,3974.9126,1997.7821,891.5812,863.3937,684.1181,610.2063,463,2323
0,2.4,0,1.2,45,5,5.76,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,812.0378,3509.2854,3655.1606,1265.4535,1041.2831,756.8757,556.7909,433.1997,851.9371,5647.0159,3810.6595,1929.4355,790.4834,735.1704,635.5104,529.0329,331,1071
1,2.1,0,0.3,47,7,4.41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,775.6058,3455.3277,3665.4519,1265.2073,1043.4254,722.6897,570.8328,421.3967,860.7543,5684.9079,3797.2972,1929.2863,796.0282,729.4375,623.0459,534.1844,215,2
0,2.1,0,1.6,45,6,4.41,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,764.3878,3414.8552,3658.2067,1249.467,1059.6125,719.4497,557.5707,410.041,858.1178,5657.0029,3804.5649,1952.3514,791.6398,749.1205,620.7208,529.6685,44,0
1,1.6,0,1.1,47,0,2.56,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,757.8648,3442.6162,3579.5703,1238.5467,1056.9036,706.1669,573.3184,409.9479,867.6037,5700.9553,3815.3361,1951.0563,782.8662,734.2212,612.6852,520.5454,27,0
0,1.2,0,0.6,48,8,1.44,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,766.7683,3456.8223,3612.4502,1235.1886,1065.1909,708.6924,572.6323,408.7754,872.4377,5694.6214,3812.6504,1970.4844,785.317,727.4077,628.4904,519.5861,11,0
0,1.7,0,0.6,49,8,2.89,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792.2998,3434.8115,3620.4554,1228.8907,1102.9021,709.4648,562.6089,413.6279,887.5478,5715.7082,3800.9528,1951.9281,812.8062,709.0099,611.5673,528.3152,33,4
0,2.1,0,0,47,8,4.41,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,790.8756,3425.824,3653.2539,1204.541,1090.6993,701.6917,555.8023,401.0148,903.612,5691.7721,3826.9795,1957.1445,806.7382,711.2495,619.6596,514.5604,78,555
0,2.2,0,2.2,50,9,4.84,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,793.4643,3394.2556,3652.7937,1274.0717,1128.5496,700.3129,602.9027,459.3616,899.1248,5586.238,3764.3206,1947.6633,839.3245,732.266,640.2861,549.2771,190,850
0,2.4,0,1.8,51,9,5.76,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,965.0082,3314.4619,3537.4063,1367.1372,1249.1694,814.7981,593.3193,487.5397,867.4232,5415.3254,3677.5563,1936.5566,897.089,834.6694,650.0054,545.9186,436,2382
1,2.9,0,2.5,51,9,8.41,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1035.223,3330.4429,3159.068,1314.9673,1323.6806,922.4315,664.6772,504.0169,895.6153,5234.7507,3387.2972,1840.2723,990.7179,897.1205,731.4744,526.7534,777,4199
2,4,0,2.4,48,9,16,1,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1020.4233,3287.4986,2971.4435,1517.3064,1332.4057,1031.4265,716.3232,515.7977,977.133,5050.2942,3126.7772,1766.3514,1111.1025,963.9636,793.0264,571.9446,499,2667
1,6.3,0,1,46,7,39.69,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1140.7664,3421.1312,2922.7637,1522.5451,1359.8694,1072.889,784.7996,524.0022,1020.2792,5112.8916,3158.2192,1852.5829,1122.5048,999.4022,832.7442,610.8656,366,1521
4,8,0,1.5,50,4,64,1,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1401.9868,3610.9801,2999.7183,1485.9338,1321.0898,1075.6498,727.6359,544.5534,991.5818,5228.2416,3055.2677,1836.9158,1081.0072,986.2762,766.2796,620.3456,294,1452
2,10.1,0,1.4,49,5,102.01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1353.7326,3790.839,3091.9873,1483.3944,1382.8414,1107.3337,746.2904,558.6517,1039.2656,5355.4101,3217.2106,1807.563,1125.989,1013.7649,732.1879,624.2825,379,1665
1,10.8,0,2.9,46,7,116.64,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1385.8838,3810.2593,3155.0161,1522.1478,1359.6664,1078.1226,768.6272,510.2213,1006.8725,5461.3364,3191.209,1832.1957,1227.664,1084.839,718.5834,619.1449,401,1945
1,11.3,0,2.5,46,8,127.69,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1395.7375,3811.9977,3129.5403,1567.0504,1348.842,1144.253,775.003,531.414,1017.1217,5480.7258,3285.0076,1800.1621,1231.457,1107.7575,793.1397,632.306,431,1782
0,12.2,0,2.1,45,6,148.84,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1473.1781,3872.7796,3174.7184,1562.7687,1356.0743,1122.7647,753.071,560.1764,877.686,5396.9342,3225.383,1764.7984,1176.4673,1101.2251,720.0997,649.6847,507,2290
