"y","past_rent","station_dist","bus_passenger","temp","m60","X18_19","f30","wet","m20","f25","f65","m35","sub_passenger","m5","m0","f40","m55","f60","m25","dust","f0","m45","m65","station_type","f55","m30","m50","f15","m70","wind","f70","f35","f45","f50","f20","m40","X9_10","m10","semester","X19_20","weekend","most_use","X10_11","f10","cloud","X17_18","X8_9","X7_8","rain","X22_23"
1,2,41,191,2.3,709.0398,0,695.5862,49,523.2277,618.9635,754.3901,710.0184,0,543.378,845.7882,718.3644,925.0162,965.284,652.7842,37,854.2142,643.7091,555.6391,0,1103.3714,565.7986,746.5904,469.429,1152.4912,2.4,1975.3232,818.8662,794.159,852.187,532.4064,628.2742,0,412.9664,0,0,0,5117.6512,0,396.1187,7,0,0,0,0,0
0,0,41,207,-2,816.1561,0,836.2413,31,915.1816,855.3729,728.6256,925.4776,534,1374.7705,1602.1062,1619.1276,974.5255,1005.8494,777.65,38,1860.3808,1381.8308,660.5659,0,1377.3872,669.9007,1011.9185,1302.6667,1163.9146,2.7,1827.9646,1395.5777,1965.003,1349.159,1008.5936,1140.1811,0,1354.3774,0,0,0,7383.9954,0,1558.3558,0,0,0,0,0,0
0,0,69,18,26.9,410.1999,0,1008.6326,81,1190.5747,1382.5925,373.3076,981.0377,0,341.9599,385.0754,593.7977,543.2188,492.9216,1415.0897,15,349.1921,564.8096,313.6364,0,537.7579,966.4813,544.2597,362.4677,565.777,0.7,871.6072,836.5016,530.7679,438.0824,1668.7052,665.3423,0,161.1662,0,0,0,9449.6153,0,171.0854,10,0,0,0,0.1,0
7,3,127,464,14.7,868.144,0,1148.9013,30,769.9387,1273.6196,847.0299,1369.5542,1392,916.8966,1429.9258,1289.6331,1136.5326,1105.0884,991.5295,33,1434.4082,1307.9419,603.105,0,1222.4936,1041.3665,1302.8378,1116.5028,1140.1284,2.3,1521.9709,1477.1659,1634.7832,1343.2239,1003.5369,1291.5744,0,777.7251,1,0,0,9075.6126,0,749.7468,0,0,0,0,0,0
6,0,82,106,-1.4,619.8691,0,733.4489,71,590.5597,705.3112,683.4194,775.8754,216,610.0541,810.2723,990.5559,933.3994,879.5185,692.1742,73,862.2781,924.7706,415.8654,0,917.5008,762.8848,779.0244,567.0782,941.0722,2.2,1514.0563,825.394,1046.5083,890.6956,674.5609,800.771,0,447.9339,0,1,0,5760.2091,0,500.5852,0,0,0,0,0,0
0,3,52,318,18,762.4074,0,853.9846,42,958.5566,998.021,730.3074,980.9217,861,1527.1558,1398.6464,1600.6598,1015.3396,1041.4386,766.0394,49,1684.0678,1442.3785,636.5904,0,1292.6345,760.3726,1076.1221,1416.1676,1342.1305,2.2,1759.3148,1441.3483,1873.2356,1359.7037,1069.2806,1141.9664,0,1182.378,1,0,0,7828.5248,0,1410.667,0,0,0,0,0,0
3,3,52,273,7.5,470.8577,0,786.6006,30,420.0814,852.1008,411.26,771.1907,0,209.0128,516.4488,558.3583,647.217,612.6701,717.2962,49,251.2917,655.36,358.9653,0,625.6322,719.8968,602.6514,234.9355,640.0967,2.4,872.8683,791.3844,601.5332,558.3185,601.7295,708.1078,0,181.6757,1,1,0,5660.2804,0,98.9247,0,0,0,0,0,0
3,2,57,388,21.1,675.8396,0,1093.4656,63,1080.9164,1532.4284,544.6538,1052.3929,0,727.5294,494.0978,940.4198,766.3858,835.7401,1260.9669,10,454.3818,1006.2635,410.4362,0,927.846,1128.3049,718.9329,656.1655,670.051,2.2,1266.9587,976.7415,933.3906,823.2504,1324.7682,845.6068,1,301.3319,0,0,1,9449.9848,0,262.8293,8,0,0,0,0,0
1,0,29,187,8.8,445.3859,0,1004.4131,81,496.3379,1038.9272,369.3828,778.4095,0,240.4492,624.3853,572.1658,553.1481,622.9523,821.3256,9,440.5649,632.6314,317.671,1,651.1938,788.1614,582.8763,256.4262,659.0747,3.2,903.3491,800.0604,626.6523,542.0604,723.2579,673.7641,0,219.6453,1,0,0,6450.893,0,173.435,9,0,0,0,0,0
2,6,92,590,27.2,558.1558,0,719.7827,74,589.5401,717.0681,534.2641,707.1048,0,538.4791,981.5532,750.3543,712.348,715.6577,653.8813,25,1019.4263,831.9268,408.7281,0,788.4093,729.8546,678.3037,543.4523,900.1989,0.9,1287.3791,932.0648,885.9468,668.3096,638.9059,721.756,1,459.1848,0,0,0,5688.2023,0,442.8108,2,0,0,0,0,0
0,0,118,14,2.8,789.9476,0,1020.5498,90,719.248,1153.752,710.6032,1202.2325,0,916.7065,1043.5754,1189.7748,1086.4966,1074.8115,868.5758,22,1278.8696,1262.9598,558.655,0,1132.527,914.682,1170.6475,990.7999,1108.3656,2.6,1562.7371,1272.7309,1609.8449,1237.7033,919.3593,1055.3228,0,567.593,1,0,0,8071.1303,0,668.4485,8,0,0,0,0,0
2,1,118,40,2.1,361.9666,0,1001.3781,45,1224.3135,1409.1318,329.3907,925.9268,0,518.3677,382.302,590.9246,548.7796,492.3888,1396.2828,35,260.7977,543.2291,308.1705,0,546.2894,1040.6175,509.4526,521.8058,507.0233,1.6,781.8871,837.3614,500.8543,501.879,1672.6407,625.746,0,160.0051,1,0,0,9507.6526,0,127.7767,6,0,0,0,0,0
0,0,58,335,21.4,452.1547,0,655.6984,77,431.7476,731.5696,483.5292,572.0871,0,298.865,658.8572,606.606,555.1628,543.7605,543.2887,13,645.1538,639.8623,269.237,0,702.8954,629.5652,547.5158,437.4534,610.3995,4.1,1060.8886,734.1922,657.201,623.8707,456.5539,573.5138,0,307.2441,1,0,0,4754.7027,0,318.9522,3,0,0,0,0,0
8,6,90,175,14.4,708.7412,0,1242.6106,47,1079.3859,1567.5199,703.2246,1155.6742,0,801.5451,587.7348,1078.2596,859.7017,911.7823,1264.2135,37,542.1012,1075.5706,494.3455,0,1149.3137,1242.9828,920.7218,694.463,884.4245,3.2,1491.1591,1222.4633,1059.1379,983.7633,1321.0897,1001.8641,0,358.4383,1,0,0,10095.9399,0,313.5693,0,0,0,0,0,0
3,1,23,211,5.1,405.8406,0,909.0055,70,1211.098,1407.2974,370.3471,1009.1113,0,471.133,476.5237,558.2095,483.622,451.5715,1417.1756,25,286.7693,552.6582,298.7099,1,464.3729,1077.5205,520.3082,471.4552,466.17,1.8,900.1945,856.4237,537.2602,465.335,1626.3125,627.5797,0,199.4399,1,0,1,9513.9445,0,140.5014,0,0,1,0,0,0
1,0,410,381,18.5,805.8631,0,924.9087,71,862.419,974.4172,772.444,915.1184,0,1529.1044,2146.6132,1702.2981,937.0472,989.0963,893.5845,30,2370.8347,1404.9001,634.386,0,1358.1522,791.4861,1152.9081,1599.4987,1242.0217,1.6,1716.0336,1454.0423,1883.4045,1493.9736,1084.3495,1126.8625,1,1814.688,1,0,0,7900.3257,0,1985.9401,2,0,0,0,0,0
0,0,41,3,-7.9,820.7517,0,819.2914,56,975.5396,927.3314,715.262,1039.9899,0,1793.4579,1709.711,2025.5129,1208.3245,904.1008,866.5458,36,1931.3554,1849.1122,683.974,0,1327.9915,708.7033,1530.835,1687.6146,1123.4031,2,1548.0055,1604.8882,2238.2213,1539.7417,1162.0448,1553.4234,0,1445.3436,0,0,0,8104.3344,0,1617.8082,0,0,0,0,0,0
0,1,82,13,9.4,781.8243,0,849.5248,83,990.7074,985.7057,723.0001,1002.5658,0,1718.4263,1606.5003,1975.1514,1162.0995,870.9819,860.2658,35,1943.4825,1954.8466,631.533,0,1391.1742,766.9576,1575.3258,1740.7116,1167.9278,1.5,1517.8851,1473.6481,2222.8743,1590.6291,1150.0744,1454.3419,0,1358.0911,1,0,0,8079.4496,0,1627.9667,2,0,0,0,0,0
0,2,128,528,22.6,645.7106,0,2036.6974,69,3242.6898,3862.3901,548.3234,1443.145,2627,829.2973,484.8047,899.5774,862.2308,675.4913,3438.2858,15,453.8431,1222.5806,399.8967,0,824.5715,1828.3865,926.1797,1018.1351,836.4269,2.7,1311.7388,1346.3907,920.7295,893.1173,5545.4335,1124.2904,0,223.7559,0,0,0,22743.4188,0,210.7632,8,0,0,1,0,0
0,0,332,388,24.4,809.7337,0,838.6254,85,1006.8601,928.6968,808.7183,932.2661,994,1522.0634,1503.4074,1682.141,985.2973,970.4385,774.9624,29,1644.503,1264.5815,618.4402,0,1393.1242,717.7799,967.1219,1530.0792,1401.006,1.4,1705.6511,1311.1715,1749.1645,1437.5848,1089.544,1125.8076,1,1270.9394,0,0,0,7599.9062,0,1377.525,9,0,0,0,0,0
6,5,70,306,28.5,669.7742,0,1018.1769,65,982.9889,1117.1361,606.5959,1241.6364,0,636.7209,1085.3408,1104.318,839.7024,842.4268,1118.6114,33,919.0813,980.7851,464.829,1,1172.1525,897.4349,889.6369,744.6328,835.2206,2.9,1332.3924,1339.474,1041.7905,1063.4984,1141.2778,1048.4994,0,560.2512,0,0,1,8856.7364,0,488.5275,7,1,0,0,0,0
0,0,10,609,1.7,362.5234,1,889.5605,91,645.9853,960.9427,396.1653,799.7078,4742,376.1683,528.4512,645.1888,502.6811,438.7704,821.0149,58,809.0457,603.2924,300.074,0,608.1157,709.3802,535.1186,575.982,518.0615,0.2,839.114,788.3512,540.3894,531.2021,887.7959,604.5797,0,176.1502,0,0,0,6502.7385,0,289.2674,8,0,0,0,0,0
1,7,475,363,8.6,569.6905,0,762.4112,61,514.5448,661.8296,542.6441,730.0791,0,532.5686,1147.1336,722.7755,702.5373,709.3197,565.5108,49,1016.6481,809.3714,417.5907,0,768.7836,685.5555,705.315,503.2151,869.3667,1.9,1308.2176,880.3581,813.4187,691.0878,540.5807,726.0179,0,536.6455,1,0,0,5340.8698,1,441.6044,8,0,0,0,0,0
0,0,410,336,-1.7,858.0412,0,818.2989,26,904.3071,919.5233,661.4887,1122.3592,795,1356.7885,1417.3961,1689.3062,1105.5487,999.1225,803.3625,18,1489.5619,1849.804,610.9824,0,1319.8115,771.7065,1430.2254,1369.3577,1474.5469,3.1,1695.7958,1387.8113,1920.0508,1420.5624,990.7546,1224.4697,0,1198.2289,1,0,1,7718.1234,0,1247.7374,9,0,0,0,0,0
0,0,86,231,23,349.8604,0,947.5055,90,531.2276,991.226,354.063,714.975,1369,181.7345,373.8996,503.9242,423.9205,399.1252,798.5179,23,353.6662,483.5565,247.6972,0,476.7824,801.6599,455.6554,235.4516,478.4048,2.1,835.3421,750.3597,403.479,414.336,746.5109,496.9211,0,124.6333,0,0,0,6281.9825,0,126.4502,7,0,0,0,0,0
3,7,160,3,12.1,616.4442,0,870.3441,81,693.4683,873.2134,601.3394,1156.1639,0,636.82,983.6985,979.0314,867.1359,801.4406,848.104,25,856.4304,978.9979,486.0588,0,1132.6574,692.4486,863.7015,637.8811,946.4506,2.3,1474.7133,1144.7128,1039.8743,843.9646,880.3608,922.8767,0,507.7832,1,0,0,7158.8159,0,455.226,6,0,0,0,0,0
2,1,69,684,2.2,668.3217,0,1257.3775,69,1336.3836,1643.8202,566.7415,1143.493,0,743.1515,545.0356,988.3749,787.7108,806.1812,1257.2383,42,579.2258,1002.0213,431.0882,1,1036.0133,1108.3646,786.3107,799.1735,788.7634,1.4,1388.6622,1192.7265,913.226,773.4587,1587.2111,865.9471,0,332.3973,1,0,0,10526.6148,0,335.043,4,0,0,1,0,0
1,0,225,595,31.8,860.7347,0,1313.464,54,1053.0788,1282.6339,776.716,1340.7723,2051,1056.4567,1549.3333,1406.1455,1146.2566,1166.2,1141.2638,49,1575.0529,1445.2966,593.4979,0,1360.7444,1046.2493,1342.6255,1279.5658,1204.0402,3.1,1711.9367,1577.3946,1749.4229,1385.6396,1128.5115,1322.6578,0,842.6703,0,0,0,9883.3682,0,823.2605,4,1,0,0,0,0
0,1,128,488,-2,484.9356,0,607.3046,64,650.6125,657.7871,578.6555,596.2092,1088,667.6794,726.5553,821.3477,694.0902,810.5436,573.8482,64,920.1919,681.4533,357.6212,0,763.7672,524.1373,588.6687,885.4683,776.6481,0.9,1452.873,736.9851,892.2588,759.2527,714.8943,669.9454,1,401.6541,0,0,0,5061.7783,0,534.2062,0,0,0,0,0,0
0,1,113,409,-4.8,764.607,0,1741.5813,37,4110.7246,3111.0344,608.5653,1480.0491,1625,1201.1183,565.5301,1220.0531,1130.9405,805.87,3031.0125,23,373.6679,1319.3908,524.7307,0,958.3833,1695.1255,1046.0951,1289.9464,987.8271,1.4,1371.1841,1456.7261,1159.5561,1009.9872,5816.5138,1181.9243,0,261.0137,1,0,0,22442.7673,1,173.5302,4,0,0,0,0,0
1,3,21,185,10,382.521,0,925.0979,56,667.0657,1117.259,372.2731,729.2343,997,302.5562,618.2655,649.4385,467.6006,489.0272,898.081,59,594.4276,609.9518,260.0419,1,587.0794,863.0627,497.0632,346.6685,529.9451,3.3,965.2713,794.5407,570.9214,481.6124,888.6741,606.6274,0,206.0887,1,0,1,6883.0154,0,212.5324,0,0,0,0,0,0
5,10,83,510,14.1,468.6696,0,1115.9374,50,1370.6062,1471.6627,389.2646,1073.5799,0,429.9057,478.4495,767.6609,721.3198,537.1577,1345.1629,43,326.7249,887.883,357.0447,0,657.7541,1013.7793,627.3169,449.1931,587.2519,4,1026.2659,921.8484,661.0595,598.9583,1732.9462,726.2426,0,200.246,1,1,0,10045.523,0,160.0774,6,0,0,0,0,0
1,1,221,11,-7.7,420.1249,0,916.5357,41,430.6583,1042.1499,402.5279,740.2047,0,231.1607,573.0169,566.4986,549.305,593.3296,801.0163,6,474.6413,617.6917,332.99,0,577.2412,834.76,530.5323,264.9912,578.9686,3,880.2982,829.1074,520.6435,524.3949,669.8075,622.2664,0,201.575,1,0,0,6264.2398,0,186.8495,2,0,0,0,0,0
1,3,100,387,26.6,586.693,1,1010.3738,61,744.1007,1094.3739,583.0124,995.8208,820,489.4933,735.6596,813.5062,881.0588,705.3164,1091.5232,31,462.9829,930.6775,427.829,0,816.9541,1028.0679,772.7177,490.998,809.7695,4.3,1254.3579,966.9246,920.337,873.9801,905.2291,912.5243,0,342.6045,1,0,1,7836.414,0,246.5979,9,0,0,0,0,0
8,6,90,305,18.8,472.8117,0,966.3344,80,1092.6256,1367.8442,411.6466,1030.3785,0,454.8643,482.7672,695.0227,612.7966,536.6784,1345.8601,43,336.2392,682.9998,327.0719,0,582.4548,1108.1752,611.1769,390.6513,562.2767,2.7,1053.9643,893.5244,550.8492,590.4781,1403.193,741.0607,0,202.0532,1,0,0,9207.9354,0,164.7392,6,0,0,0,0,0
3,1,80,83,18.5,400.8379,0,1055.8779,77,1206.0929,1329.9678,364.5887,980.0429,0,412.8155,373.2149,617.3597,579.3925,478.1575,1385.9496,39,318.0144,632.3712,299.8102,0,491.3736,1027.3885,560.6367,397.3556,481.3716,1.5,804.0487,823.9007,466.2792,506.9973,1678.0158,651.7531,0,156.2019,1,0,1,9487.2361,0,155.8098,0,0,0,0,0,0
0,1,83,411,-1.2,464.3715,0,931.7546,39,1038.0988,1220.0502,354.0267,868.4755,0,372.3014,318.9774,656.1797,672.8353,606.8091,1411.6142,44,304.5306,713.8237,404.856,0,617.9171,963.3189,669.134,327.7904,626.2167,4.7,1091.2148,880.1334,614.1297,567.5269,1338.3946,708.6677,0,133.5019,0,0,0,8651.8402,0,149.2037,6,0,0,0,0,0
2,0,7,266,6.2,606.9783,0,944.8788,47,829.0134,1031.4269,558.5437,1013.3379,0,620.351,774.7448,948.3128,699.3619,764.8577,889.3895,78,806.4552,934.1702,393.4952,0,967.4969,727.0843,804.0772,615.1228,764.2543,2.2,1197.4006,1148.1472,912.4046,938.9139,1014.8765,882.7716,0,399.922,0,0,1,7598.1545,0,428.6627,2,0,0,0,0,0
0,2,21,347,-0.2,412.0536,0,945.0275,47,605.8229,934.4895,370.3747,895.1966,1871,313.7568,629.7226,632.4576,484.6915,520.6916,824.7539,49,488.3131,576.7501,302.6752,1,593.1449,809.6481,509.1538,351.9776,536.4345,2.7,967.7575,874.0444,577.0764,522.9047,860.9105,692.3776,0,209.9075,0,0,1,6749.8934,0,174.5919,0,0,0,0,0,0
10,6,160,429,16.1,478.7156,0,681.8714,53,680.9644,714.1145,584.3052,813.7012,0,480.0779,1070.3632,827.1729,598.9787,801.8066,658.7056,31,947.7268,723.6197,405.1502,0,944.7924,567.6528,587.2386,507.465,849.56,2.6,1302.8728,965.1632,971.7308,792.0997,763.9093,666.5071,0,552.5196,1,0,0,5846.0824,0,503.7536,0,0,0,0,0,0
1,0,181,405,24.8,822.1219,0,1133.4871,98,900.5599,1252.2997,711.2613,1240.7079,710,1013.398,1015.017,1237.5637,1091.0969,1009.3951,1018.6515,8,1259.5067,1341.3347,577.5283,0,1203.6031,958.992,1164.8356,1086.2989,975.1303,1.8,1521.9727,1218.51,1554.21,1200.5324,983.9669,1126.4208,0,552.0594,0,0,0,8707.175,0,658.3284,10,0,0,0,0.1,0
1,5,90,15,1.8,431.7408,0,1037.8876,54,1323.797,1451.9182,344.2357,981.8822,0,464.2379,389.8187,647.2589,578.1259,454.8991,1425.4383,27,338.043,591.4918,266.1051,0,498.3694,1027.9702,508.055,344.6267,521.3022,1,792.4949,802.3444,526.4143,495.2739,1691.6224,605.57,0,163.1515,1,0,1,9742.8603,0,165.6228,0,0,0,0,0,0
0,3,221,193,24.2,427.2999,0,682.3172,90,393.7105,649.3211,372.516,629.9386,0,235.1444,595.8779,520.0386,676.726,572.6599,566.241,14,469.5235,614.3704,351.6127,0,572.5127,606.4025,551.4515,244.9279,548.361,0.7,907.7782,595.4384,500.6015,575.1639,468.6595,572.6371,0,209.617,0,0,0,4592.0288,1,184.835,7,0,0,0,0,0
0,0,27,228,11.1,602.2119,0,777.829,94,789.9982,825.1215,562.3027,929.9973,0,582.6512,831.5914,888.6989,786.0749,766.1619,785.0814,6,645.7773,883.8654,472.4761,1,1013.7415,687.7323,788.9734,608.2276,809.2389,4.2,1278.1411,1030.5958,929.2185,868.68,819.0153,804.0994,0,429.2658,1,0,1,6645.3708,0,343.2555,10,0,0,0,1.5,0
5,18,116,177,22.2,540.4422,0,2007.8896,61,5234.7395,4452.8256,487.9824,1568.9591,1,1250.5263,461.0192,820.678,783.5837,680.335,4712.73,26.5,417.6732,1026.2714,424.8961,1,684.7501,2273.3131,824.0241,1493.9018,829.6775,2.9,1222.219,1369.5013,780.9212,759.5362,7177.7329,1102.3072,0,212.7779,1,0,1,28797.6911,0,193.9662,0,0,0,0,0,0
5,0,91,408,25.7,583.9435,0,703.8055,79,553.6694,817.4732,583.2157,806.9614,472,513.1679,529.3825,987.0129,867.2564,849.1283,697.651,12,808.7409,844.8918,454.0512,0,905.1482,612.252,689.9673,636.3001,917.6391,2.5,1412.6454,900.8106,983.9391,857.4603,644.8901,798.9481,0,292.6531,0,1,0,5737.5132,0,469.505,9,0,0,0,0,0
3,8,85,386,25,505.3036,0,956.8788,45,719.4895,1104.4115,499.8583,1015.1942,1186,531.4139,566.0186,802.6898,725.8887,655.9056,1047.8096,14,500.7231,883.2473,390.9234,0,798.4367,952.9866,752.1948,488.1272,789.4811,3.3,1197.9751,1015.5293,872.3067,775.3007,834.637,783.0931,0,263.6006,0,0,1,7646.9365,0,266.6998,0,0,0,0,0,0
2,0,428,24,28.1,393.129,0,976.7901,85,1087.3815,1297.2172,378.2094,995.9601,0,390.8202,344.405,596.4593,520.8231,475.3509,1438.8179,17,275.6135,603.2705,289.4991,0,501.2286,1019.1064,519.4054,316.1959,488.9824,1.5,817.8638,742.3587,551.0104,460.6803,1524.8159,551.4955,0,144.1437,0,0,1,9082.4478,0,135.036,4,0,0,0,0,0
3,3,34,182,10.1,397.5063,0,866.5302,58,1160.8222,1361.4135,345.3496,911.061,0,531.5635,387.9821,524.201,566.2492,482.153,1344.3163,13,253.4591,502.3394,297.7309,0,499.1018,983.5451,541.6622,467.3249,506.6273,2.4,806.9232,813.3334,512.4051,478.3072,1612.7512,605.2192,0,162.3823,1,0,1,9053.7729,0,124.1817,8,0,0,0,0,0
0,0,221,167,6.1,385.8199,0,972.2482,68,414.6297,1048.1009,394.3177,779.1631,0,257.256,599.2604,651.953,565.0832,610.8238,789.4365,42,477.6685,611.5027,341.6067,0,601.9708,845.4582,533.8069,266.2162,547.7011,1,874.2027,819.6157,513.5887,520.1759,657.8897,654.6476,0,210.807,1,0,0,6326.542,0,188.0415,9,0,0,0,0,0
0,0,109,164,23.2,482.3475,0,808.7051,86,475.8626,698.9567,455.9189,747.957,239,299.5545,469.3767,500.2797,709.0109,592.1533,701.9859,27,534.347,616.8517,373.3494,0,786.7569,712.3028,619.5099,342.8416,689.8844,1.2,1149.0181,720.3841,689.632,650.5587,515.7854,638.8382,0,232.1007,0,0,0,5381.9396,0,259.2998,7,0,0,0,0,0
5,8,33,355,30.6,584.6408,0,990.5295,78,796.7306,933.753,671.3197,1199.9533,0,605.8209,964.0667,972.8892,772.3803,810.5894,892.7887,25,809.2078,933.7462,445.4832,0,1127.8303,781.0841,791.7035,660.5116,823.7581,2.9,1296.4521,1256.7648,987.806,983.975,899.8219,929.7104,0,497.6496,0,0,1,7751.4259,0,430.125,9,0,0,0,0,0
0,2,37,297,-8.9,745.6465,0,1110.9932,52,842.0121,1181.2892,694.9071,1205.5458,308,1021.3539,1064.9782,1300.4975,1115.1874,1025.0315,976.0717,33,1441.2286,1234.8408,633.8451,1,1159.1263,993.7586,1244.6366,1145.0377,1059.699,3.6,1440.9956,1197.9446,1444.1792,1238.9188,1012.659,1140.6611,0,579.2336,0,0,0,8520.2742,0,753.3116,0,0,0,0,0,1
0,2,17,163,-0.6,533.2167,0,1787.1938,90,2797.9003,3328.6347,530.46,1261.1482,855,476.6911,360.6222,801.1592,726.0005,637.2991,3412.9597,143,365.9194,1028.0515,402.478,1,723.0374,1737.544,709.47,593.7844,756.855,2,1244.5261,1160.5921,669.4287,757.0454,4755.9779,842.2142,0,166.4408,0,0,1,20241.9507,0,169.9319,6,0,1,0,0,0
0,2,10,343,16,399.046,0,972.7832,77,801.3525,1109.4137,397.2884,834.8798,1980,324.0675,463.0927,664.3548,587.6052,486.4506,843.1396,6,586.2666,644.4033,246.0458,0,622.1696,735.4728,491.9191,482.8979,528.7202,1.5,812.8017,843.1463,612.8901,533.4788,971.6437,550.9509,0,154.3642,1,0,0,7111.8316,0,209.6147,10,0,0,0,0,0
0,0,82,388,25.1,418.4514,0,558.6407,97,635.8172,590.1019,528.7553,619.9166,751,589.051,479.8205,775.2813,637.0797,700.9195,635.0708,26,757.1901,661.503,380.2175,0,725.2413,527.1655,622.2888,1209.7405,848.6041,2.6,1386.1759,656.6609,814.5604,680.6217,640.859,652.5594,0,265.2538,0,0,0,4864.2326,0,439.5774,10,0,0,0,10.2,0
0,0,220,443,23.7,457.0962,0,856.1717,81,1275.8941,1303.714,386.5305,1011.3758,0,409.3649,474.6816,683.8861,548.5043,549.1358,1432.1245,28,416.7219,692.6246,347.7194,1,518.0777,1055.8336,598.0608,475.9345,658.5965,2.6,947.6129,855.7817,589.9254,543.0209,1718.1539,782.6148,0,198.6687,1,0,1,9509.0493,0,204.1712,9,0,0,0,0,0
2,4,70,679,17.3,436.2832,0,766.5186,90,666.8715,806.7505,631.6152,812.05,0,794.3216,1122.8065,846.1543,602.9135,772.6254,693.7265,44,990.271,763.2252,431.7345,1,965.8323,574.2707,668.4472,712.804,864.7712,1.4,1351.1759,974.3109,852.792,715.2418,721.1273,740.0109,0,579.5907,1,0,0,6015.626,0,526.3674,9,0,1,0,0,0
6,7,100,289,31.4,556.2256,0,767.5255,74,560.7133,790.5975,510.2311,939.8047,0,468.2538,719.2576,747.2404,644.7896,720.3057,723.4763,44,633.4891,877.322,410.2197,0,743.4216,810.0988,660.3739,432.894,809.242,3.5,1216.7763,966.7224,802.6239,619.8389,590.0514,777.8529,0,336.4789,0,0,1,6148.9899,0,275.1706,10,0,0,0,0,0
5,0,128,878,-3.4,723.3932,1,2035.7457,45,4274.3527,4112.7281,591.1328,1731.4544,4026,1541.239,562.5626,1034.4977,997.2085,783.6712,3860.7584,23,532.7023,1365.5847,488.942,0,912.0898,2143.2328,1075.3267,1951.2049,892.8799,4.1,1293.7056,1398.4611,1130.8615,1016.0492,5590.7893,1330.7049,0,259.6437,0,0,0,25147.5225,0,247.3857,6,0,0,0,0,0
2,1,92,354,31.6,583.4079,0,605.2598,59,490.5456,635.292,467.1395,662.1522,0,429.6874,775.3097,594.8827,663.6163,638.8618,549.086,36,635.1914,704.1449,395.7557,0,682.6605,624.9025,632.6006,423.1601,785.8181,3.1,1155.2292,714.5857,738.5359,556.0221,577.2777,606.4091,0,362.701,0,0,0,4859.1015,0,275.91,2,0,0,0,0,0
0,0,80,212,1,455.3844,0,1083.2128,73,1439.5075,1485.9946,345.0832,974.6212,0,489.0746,496.7005,653.8374,522.2021,510.7588,1509.0656,29,292.1177,644.9712,273.964,0,477.7019,1030.8529,574.905,503.2276,544.5145,1.3,886.4116,901.0454,542.1172,454.1661,1964.902,660.9668,0,207.8846,1,0,0,10389.202,0,143.1222,0,0,0,0,0,0
0,0,52,330,24.9,849.0218,0,865.4539,93,932.7348,949.6872,835.3276,859.3257,1007,1620.9482,2177.9133,1579.0244,992.5342,968.7621,715.1759,26,2471.0152,1303.9519,585.2921,0,1431.4507,720.9752,1101.687,1612.7847,1252.9698,2.2,1734.9241,1298.0733,1775.0992,1470.0585,1160.8873,1195.7116,1,1841.1485,0,0,0,7502.3133,0,2069.8562,10,0,0,0,1,0
11,12,92,1084,8,595.563,0,862.5185,76,552.6585,874.2455,538.3139,908.5017,0,589.348,1039.8846,837.3412,680.6207,748.4242,743.1083,20,919.485,874.6866,394.3616,0,892.0746,784.9208,722.6702,541.2755,836.6557,3,1309.3965,1088.665,937.4188,707.5711,553.9581,877.7228,0,486.4729,1,0,0,6368.5764,0,399.3993,0,0,1,0,0,0
0,1,246,370,7.5,777.8524,0,872.3945,43,810.8206,900.7436,728.1771,984.0279,576,1259.7659,1864.1157,1738.4407,1007.0552,1068.5853,779.0989,28,2042.8061,1382.0483,618.583,0,1377.1008,690.1872,1044.4446,1236.041,1240.6618,2.8,1628.0652,1394.483,1790.6977,1411.8256,996.2256,1145.8987,0,1575.8733,1,0,0,7427.9813,0,1711.1653,9,0,0,0,0,0
0,0,59,0,27,782.318,0,1055.2824,80,724.8902,1063.1929,674.7053,1100.3361,1,845.9986,930.6032,1091.3668,1022.1022,1058.4851,879.02,15,1285.2291,1157.3918,582.2432,0,1119.2269,888.4775,1120.58,967.4188,975.2706,6.2,1558.9493,1132.2837,1460.0139,1134.8615,817.3134,1040.707,0,506.1477,0,0,0,7660.7962,0,671.7731,10,0,0,0,0,0
0,0,128,2,-5.2,628.8156,0,820.1905,56,630.3287,959.6929,685.7511,796.9233,0,695.0574,748.7764,1008.1386,918.4141,923.9477,720.9801,29,815.189,939.315,449.9919,0,1003.3468,848.6265,782.4327,695.8098,965.0968,2.8,1578.6652,981.6677,1153.1821,907.3002,847.2368,935.2036,0,413.9378,0,0,0,6605.6465,0,473.2485,0,0,0,0,0,0
0,1,225,282,-3,750.1548,0,1126.4168,69,874.7781,1106.0206,664.5912,1080.496,2903,825.6724,1078.7829,1191.057,1020.2629,1039.9542,1022.7292,37,1322.1441,1183.6301,598.4834,0,1221.8323,1006.3612,1110.9501,822.5832,1131.4569,1.9,1671.637,1272.1122,1407.6034,1263.059,1078.2188,1171.3842,1,586.7415,0,0,0,8567.1329,0,691.0677,7,0,0,0,0,0
6,6,67,411,27.2,823.0969,0,1700.9177,60,2166.4575,2457.5515,646.938,1448.9814,1030,1006.1222,908.7825,1105.033,1227.1901,826.7024,2089.6304,16,1001.0866,1144.148,616.7844,0,1130.477,1380.3542,1123.978,1389.631,924.2387,3.9,1551.9514,1540.1444,1031.2215,1005.3617,3239.4394,1196.892,0,381.3317,1,0,1,16023.4765,0,489.5527,9,1,0,0,0,0
