"y","past_rent","station_dist","bus_passenger","temp","m60","X18_19","f30","wet","m20","f25","f65","m35","sub_passenger","m5","m0","f40","m55","f60","m25","dust","f0","m45","m65","station_type","f55","m30","m50","f15","m70","wind","f70","f35","f45","f50","f20","m40","X9_10","m10","semester","X19_20","weekend","most_use","X10_11","f10","cloud","X17_18","X8_9","X7_8","rain","X22_23"
3,7,34,467,28.4,435.8558,0,868.0471,70,1151.6118,1184.7379,377.0888,950.9447,0,319.3776,599.7323,716.0672,692.2722,554.6628,1398.6774,40,365.3249,826.0173,349.2775,0,604.1073,962.6748,715.2331,320.3888,628.1735,2.2,1002.6446,901.4845,665.4719,600.3416,1529.0437,640.9976,0,251.0063,0,0,0,8947.2219,0,178.9896,8,0,0,0,0,0
6,1,60,307,24.4,330.5233,0,992.9835,89,707.7345,1077.5483,409.0561,830.6209,1916,327.5572,531.2531,679.1833,499.0599,511.8852,781.8221,19,629.3989,566.2664,265.2686,0,551.9577,787.9697,499.8553,463.3532,523.2921,0.8,802.5891,904.8552,574.8716,477.9672,958.0997,595.6845,0,177.0846,1,0,1,7041.6339,1,225.036,8,0,0,0,0,0
3,1,92,79,-4.6,685.3683,0,1021.6134,68,594.0834,963.9554,673.0302,1002.3285,0,533.2128,1004.0341,1003.7602,792.4312,873.0408,803.2501,39,879.2997,966.2,493.0993,0,1025.5637,944.788,769.7838,545.7978,1027.9622,1.4,1430.792,1198.1191,967.1712,796.2056,695.9163,927.8028,0,469.7017,0,0,0,7224.0542,0,381.9435,0,0,0,0,0,0
0,0,127,2,17.1,811.1883,0,1101.325,91,755.101,1090.5512,680.7852,1129.5324,0,930.6887,895.4452,1182.6114,1060.3008,996.6679,910.2357,45,1323.9288,1305.0452,572.9487,0,1173.6038,940.6492,1171.7916,997.4583,980.6282,0.8,1643.5019,1229.3734,1574.3315,1222.8389,905.1057,1098.8192,0,487.0257,1,0,0,8061.8736,0,692.0003,10,0,0,0,0.1,0
1,5,395,342,28.8,511.9215,0,607.9132,68,567.6328,594.7152,481.663,660.1617,0,380.6253,980.4865,619.8973,607.1123,658.3099,546.6647,28,962.7199,682.1814,399.8167,0,700.3166,558.8514,579.2335,326.8338,734.4595,2.5,1136.102,804.0874,745.954,595.7397,474.5242,658.4212,0,458.6854,0,0,0,4814.5506,0,418.1792,9,0,0,0,0,0
1,0,41,176,1.6,847.5504,0,958.462,34,870.2731,973.7744,751.4861,1176.3482,431,1397.0107,1631.0913,1944.5878,1301.453,950.7665,805.0257,70,1659.8587,1816.8345,686.3638,0,1508.2042,742.6798,1450.3533,1347.6802,1220.6422,2.6,1639.61,1523.674,2149.4695,1520.4134,1069.8793,1481.0375,0,1378.8799,0,1,0,8120.1165,0,1390.3878,7,0,0,0,0,0
1,0,546,587,4.5,541.418,0,2057.4751,48,3394.4416,3886.5252,578.2514,1296.4546,4086,756.525,439.178,800.3661,732.1898,653.4377,3728.9088,56,457.9264,1026.6071,445.5269,0,716.7608,1954.6073,843.5883,1006.6553,787.6914,2.6,1285.3277,1369.6816,809.9244,830.0723,5113.5303,946.7991,0,202.6975,0,0,1,22801.6245,0,212.6598,0,0,0,0,0,0
1,1,60,636,28.6,400.7373,1,862.615,48,753.5189,908.1368,383.906,765.1918,4531,360.5933,489.653,792.3602,631.5079,561.6763,777.6513,18,1312.0749,672.3258,298.0477,0,654.9055,791.3832,539.2463,528.9033,554.062,3.8,871.9557,855.5765,721.0612,560.1671,898.9574,578.5063,0,163.2175,1,0,0,6613.0309,0,469.1208,4,0,0,0,0,0
1,0,43,248,27,414.3128,0,732.3092,58,776.4839,751.0216,541.5681,736.9239,0,838.5193,1191.8594,809.1951,565.7088,829.6093,698.0642,38,1045.9134,663.08,386.1523,0,949.6191,624.7444,678.9339,750.1542,827.2827,2.4,1372.5372,993.5779,904.8333,797.809,885.5473,642.7016,0,615.2357,1,0,0,6198.6724,0,555.9435,6,0,0,0,0,0
20,28,116,845,23.3,709.1863,0,2137.2121,46,4990.8406,4326.6218,563.384,1809.3738,0,1281.6205,536.8451,1066.6398,904.4091,745.9477,3917.6761,27,499.6622,1438.7848,473.4723,1,897.3184,2145.289,1139.9219,1821.5993,884.5898,2.3,1396.4791,1717.1005,1056.1912,986.6873,7288.5457,1207.4461,0,247.7746,1,1,0,28332.6596,0,232.0418,0,0,0,0,0,0
2,1,82,22,25,622.8341,0,870.772,86,635.0238,940.8359,640.369,852.7398,0,692.37,739.8476,1040.997,952.9729,877.3639,767.7337,27,801.6338,938.9583,471.4553,0,1014.8498,790.8784,851.5508,757.219,1003.7405,0.8,1487.0107,997.5241,1135.9828,899.4161,839.7914,897.6938,0,409.0016,0,0,1,6695.2991,0,465.3786,2,0,0,0,0,0
0,0,41,166,2.5,691.9614,0,734.0051,93,621.9746,604.7433,666.121,685.5058,0,587.5518,718.0785,753.9716,739.5642,931.7154,661.6256,36,773.3136,566.0451,478.3854,0,998.568,531.6705,701.2332,514.5453,1116.6422,2.6,1987.0938,787.8562,734.6137,864.6832,558.7404,619.1584,0,350.6102,0,0,0,5186.1215,0,358.6032,10,0,0,0,0,0
1,0,85,2,-12.7,729.1836,0,1571.9484,69,989.7665,1882.7872,611.0829,1336.3101,0,655.287,818.8975,1141.1164,961.9723,978.0386,1557.374,21,680.1333,1185.3599,461.1595,0,1121.8741,1540.2112,931.908,582.9564,993.0361,1.6,1548.9207,1516.364,1252.4711,1066.539,1348.2923,1114.6728,0,381.3686,0,0,1,11743.0537,0,362.2586,0,0,0,0,0,0
0,0,41,209,-8.7,893.213,0,903.4496,55,821.6077,920.9992,700.5349,999.1375,906,1471.7005,1417.8483,1777.9967,1153.248,886.0467,762.2492,15,1669.5495,1731.3137,675.0212,0,1290.5107,773.0453,1570.2293,1499.1476,1282.3904,3,1629.6697,1481.7903,2044.5287,1491.438,1010.7417,1286.9673,0,1198.6105,0,0,1,7673.0205,0,1398.5051,0,0,0,0,0,0
3,6,59,0,26.8,783.2846,0,965.8299,83,768.6782,1009.6979,634.4658,1060.0408,0,915.4986,852.9515,1097.5957,989.8676,1010.4879,888.2256,29,1143.8899,1062.8287,544.7144,0,1054.886,824.0628,1122.976,888.966,943.1623,0.4,1487.6141,1095.1067,1348.4529,1080.5665,863.8934,907.9019,0,463.9134,0,0,1,7475.5353,0,597.8965,4,0,0,0,0,0
0,0,181,110,17,824.5464,0,1132.6899,84,757.96,1142.6393,696.8233,1246.9506,1092,898.9449,965.2325,1151.9257,1064.8607,1034.719,931.7611,24,1282.4561,1270.9801,601.7761,0,1252.1002,940.095,1318.7933,1019.6539,1026.866,2.8,1534.0043,1224.3786,1539.3003,1224.5663,974.2958,1201.4335,0,524.9822,1,0,0,8350.7703,0,670.3232,9,0,0,0,0,0
8,6,44,370,26.1,894.6126,0,1212.5278,80,1021.2709,1517.5016,861.1322,1439.1848,2966,1205.8338,1265.5618,1345.8672,1197.1942,1102.8986,1327.4173,20,1689.7327,1506.9542,590.5126,0,1389.0246,1327.6108,1315.767,1262.1669,1109.5305,2.3,1673.0047,1337.993,1606.7913,1310.2429,1294.1441,1370.0869,0,688.3289,1,0,1,10477.6503,0,883.2016,9,0,0,0,0,0
3,9,73,353,26.4,682.6541,0,1080.6215,76,995.6135,1269.3262,613.4507,999.5962,0,727.8419,549.6318,1020.468,861.8642,789.2454,1143.2895,20,471.1436,1082.6493,409.6594,0,1024.5884,1060.9266,770.5874,525.0482,795.8548,2,1305.5781,1179.5231,1039.338,863.0874,1126.1592,922.8175,0,335.2007,0,0,0,8855.0558,1,272.525,6,0,0,0,0,0
3,5,7,274,18,431.8731,0,706.0921,68,682.5662,759.1712,520.5279,782.6924,0,859.3233,1160.8759,802.0412,580.4944,708.9558,677.7658,34,972.4894,691.9463,385.6522,0,1017.0092,592.4324,564.9708,735.917,860.9084,1.4,1324.0581,885.1408,863.2036,784.7399,723.9772,666.9327,0,599.2424,1,0,0,5809.8381,0,516.9164,7,0,0,0,0,0
5,1,116,218,14.2,569.8512,0,1966.8356,89,3971.0718,3983.5822,579.9189,1342.6071,1087,915.6425,417.3626,818.752,799.5045,690.8222,3573.3369,14,371.4498,1070.3967,442.8298,1,768.3058,1890.6379,857.0391,1209.5642,867.7433,1.8,1281.3615,1372.0504,839.1454,751.8585,6283.5087,855.5773,0,192.6284,1,0,0,24383.6306,0,172.5002,1,0,0,0,0,0
6,6,92,1090,25.6,591.6961,0,850.4449,77,584.159,902.6467,552.1503,804.9235,0,558.9317,1130.6647,837.8318,735.8353,740.4619,764.0101,26,1113.3089,854.6923,422.0894,0,884.975,784.4049,706.9734,564.7143,862.7626,0.9,1384.3317,1032.0916,960.6405,732.5832,667.8106,792.8335,0,528.9412,0,0,0,6390.4913,0,483.591,10,0,1,0,0,0
3,2,71,266,21.9,487.3141,0,757.2222,25,836.456,810.9271,544.8955,836.5539,0,836.7529,1091.3515,842.5183,601.5048,768.1516,792.3233,51,984.1855,739.4366,392.8934,0,971.2379,613.4863,647.2156,730.0594,775.2126,4.1,1157.4923,907.2604,896.2526,864.5941,1033.364,749.5471,0,563.3536,1,0,0,6587.5932,0,523.1327,0,0,0,0,0,0
0,0,554,606,-4.5,660.8507,0,1992.2634,33,3827.3135,4105.0564,611.3731,1560.4551,3074,1093.2828,533.9777,872.4189,824.2397,736.0085,3826.5325,12,494.8553,1240.3357,453.7831,0,855.1282,2097.8204,868.3424,1524.5735,890.3216,3.1,1272.0354,1395.5461,932.9909,943.1263,5715.1065,1115.7732,0,246.4508,0,0,0,24520.0939,0,229.8093,0,0,0,0,0,0
1,0,60,201,-8.4,335.1367,0,857.8459,64,481.4471,1020.2345,316.9376,681.2301,1139,193.346,384.4289,530.9788,417.3295,370.5421,725.1404,34,366.8504,576.2614,243.4351,0,462.9853,788.2632,451.2969,222.5021,459.8592,2.7,745.4637,794.6147,467.6362,436.1135,663.3793,538.2603,0,128.1428,0,0,0,6012.1552,0,131.1643,2,0,0,0,0,0
0,2,60,546,14.9,408.5549,1,846.5282,87,667.97,952.348,400.708,733.8129,4041,341.4768,441.0093,615.7025,551.925,500.9158,804.7336,67,548.0685,587.1734,282.9671,0,604.7319,791.0231,545.1354,458.0438,514.4297,2.8,855.2638,812.1233,621.5844,534.1455,879.8099,681.0092,0,147.0032,1,0,0,6488.349,0,195.9573,10,0,0,0,0,0
1,0,86,102,26.8,272.6339,0,883.0975,95,495.877,929.0297,276.9438,727.1301,3,178.9117,496.7732,510.8876,405.2185,344.2885,728.8417,32,361.8748,477.3467,174.0406,0,453.8192,751.4013,438.3646,248.5173,389.7131,2.8,660.6371,674.2467,397.5615,389.1892,681.1571,506.395,0,165.5911,0,0,1,5870.7811,0,129.385,10,0,0,0,0.2,0
4,1,115,338,4.5,794.6594,0,888.712,45,1108.654,1098.7878,672.937,953.3023,334,341.4887,407.8238,877.9071,1039.6135,871.6377,944.6909,43,468.3316,828.2246,623.7423,0,1055.9992,758.1172,837.2189,543.4525,975.5661,5.4,1485.6237,1023.5205,810.9097,884.9365,1544.8318,848.5412,0,171.1259,1,0,0,8320.6165,0,229.0246,8,0,0,0,0,0
0,0,41,178,26.2,576.6702,0,638.085,73,630.053,676.1302,716.6473,688.8016,0,764.1435,755.8174,765.7176,770.7012,865.1711,658.6461,15,840.4625,604.7782,474.0467,0,996.4057,623.3268,628.1621,1081.551,1100.2269,2.5,1853.973,845.6265,841.5248,871.6912,611.3363,573.345,0,369.037,0,0,0,5372.0055,1,389.742,6,0,0,0,0,0
0,0,21,77,28.2,272.3131,0,836.7318,84,498.9854,976.9409,291.7025,657.6947,4,184.1236,465.4399,506.8773,373.5698,326.1582,734.6964,35,332.4104,450.5132,168.0007,1,435.1348,726.5615,400.3036,258.7609,414.1755,4.4,713.287,697.0876,371.9725,363.8415,675.5118,473.3504,0,155.1465,0,0,0,5804.2101,0,118.8503,10,0,0,0,0,0
2,3,160,355,21.2,510.7348,0,693.3346,73,838.3558,797.6753,626.0191,818.2458,0,785.8276,1140.299,820.6054,561.4772,755.3019,734.6732,24,1053.1149,729.2074,454.7602,0,986.9552,568.6908,593.0305,735.0285,775.9687,1.8,1451.3251,907.6543,895.1743,836.9271,759.3665,696.094,1,588.6202,1,0,0,6117.9963,0,559.7719,0,0,0,0,0,0
0,0,69,189,-7.8,405.4877,0,955.6458,73,1077.7561,1417.5942,340.4423,942.3076,0,310.5906,374.8929,523.5916,563.3706,517.2613,1359.4081,38,205.147,575.4309,295.4364,0,574.5107,983.9406,555.1817,328.8097,538.2245,2,875.8643,827.0881,517.3342,456.9974,1599.1396,588.9269,0,156.904,0,0,0,9162.8801,0,100.5106,0,0,0,0,0,0
3,3,395,346,30.2,565.7835,0,565.0675,62,512.7237,558.232,486.034,623.5793,0,435.4544,919.3996,571.2144,580.373,662.6708,585.6189,38,793.2199,722.737,390.1733,0,721.3468,582.832,579.1691,402.8175,827.7119,3.2,1193.428,710.5191,734.7183,571.5945,512.6625,668.1435,0,430.1082,0,0,0,4651.235,0,344.5533,8,0,0,0,0,0
2,1,37,134,25.7,769.4801,0,995.8955,92,762.6757,1140.345,658.1648,1034.6688,679,856.4458,860.1465,1079.9301,1059.8787,982.0993,987.7725,22,1230.1268,1189.7689,544.258,1,1044.7886,849.6095,1139.8816,919.5249,989.3494,2.9,1476.5761,1105.0502,1361.3352,1140.2251,1017.0933,984.6846,0,467.8262,0,0,1,7893.1105,0,642.9715,8,0,0,1,0,0
0,3,76,15,8,702.5053,0,999.4902,81,1096.207,1256.6968,607.9492,1052.5478,0,437.372,460.7677,841.1392,1045.5036,843.6333,1064.2903,10,475.9905,881.2707,535.8163,1,936.6514,845.6396,924.0558,474.967,789.8959,1.8,1370.5001,986.8581,742.1022,887.293,1528.4787,874.8021,0,193.3415,1,0,0,8830.2085,0,232.7695,0,0,0,0,0,0
4,6,85,367,25.2,587.8469,0,782.5033,40,749.2005,921.2011,509.4827,826.616,828,374.0197,722.9973,862.0723,713.3692,705.6318,925.913,70,1381.4744,843.2694,393.123,0,822.0605,781.6323,726.0824,1207.2349,753.0472,4.3,1257.2468,844.087,872.8056,745.1684,800.5064,809.033,0,336.707,1,0,0,6631.6596,0,735.8131,8,0,0,0,0,0
1,1,19,618,30.2,781.9011,0,913.8648,50,902.1871,933.1457,797.5909,917.9033,986,1287.4753,1642.723,1659.6084,1041.3401,961.7604,891.8461,30,1792.5491,1291.0421,615.0773,1,1406.6679,756.8397,1121.288,1404.2073,1319.0968,2.8,1792.8198,1374.064,1893.0471,1424.9573,989.8328,1134.5062,0,1388.7133,1,0,0,7679.6835,0,1501.5363,2,0,0,0,0,0
1,1,61,102,-4,502.2408,0,731.7745,38,448.5335,609.2095,479.0805,749.1259,146,280.6955,501.2674,498.7061,685.3958,622.2075,652.9371,15,526.0987,666.0088,353.2238,1,796.7141,721.4204,626.2859,304.8704,683.8286,2.3,1210.8589,678.4396,747.5504,706.0058,497.2103,677.916,0,247.8699,1,0,1,5088.6508,0,255.2971,3,0,0,0,0,0
0,0,86,15,14.9,297.2858,0,923.3248,77,582.6402,977.3174,321.8963,699.3668,0,221.272,406.6435,527.1826,366.4068,356.2986,746.0808,41,341.8487,529.3089,212.2901,0,504.5483,815.1783,419.9442,267.2555,437.1535,2,770.5446,785.3418,455.1257,380.745,766.9301,517.9648,0,135.5478,1,0,0,6296.1802,0,122.2248,5,0,0,0,0,0
12,7,19,400,29.2,858.6439,0,956.1649,44,866.3326,897.378,744.2539,1111.2871,982,1373.1427,1337.1165,1705.6599,1202.7555,1020.7096,928.4707,32,1791.908,1640.6169,712.7726,1,1361.2877,832.1416,1370.6777,1447.2488,1262.9935,2.7,1563.4246,1440.4002,1921.1318,1449.8809,1016.1746,1340.125,0,1130.3621,1,0,0,8048.3497,0,1500.9989,3,1,0,0,0,0
17,7,27,501,29.5,473.8645,0,669.2165,65,776.6356,747.9188,626.5435,886.6811,0,560.8268,1061.9411,840.6878,575.1198,789.6741,719.5768,24,894.8826,785.0904,468.0619,1,928.6314,552.5945,637.719,642.8653,891.8024,4,1296.886,1049.035,954.3504,823.9986,821.8151,680.628,0,548.1722,0,0,0,6223.4734,0,475.6648,10,0,0,0,0,0
0,0,225,295,-2.6,804.0397,0,1193.7482,58,762.4289,1217.2396,682.5445,1166.3926,3039,581.417,1061.4234,1292.5786,1044.4979,1015.9056,1000.9081,40,1313.1494,1232.7508,587.6648,0,1201.6538,970.981,1193.1518,752.9479,1070.1699,2.5,1556.2674,1245.0582,1539.8614,1195.4643,1057.0554,1153.5969,0,577.2999,1,0,0,8613.812,0,686.3668,6,0,0,1,0,0
3,11,58,730,24.6,439.5612,0,740.7305,86,496.0786,821.4154,486.0724,632.5025,0,291.2803,506.5357,575.7844,519.7823,582.3475,722.0963,17,459.5989,629.9923,312.2051,0,714.2081,696.6244,511.1026,272.855,656.282,1.9,1153.0272,749.7595,628.8042,651.4609,617.753,626.4544,0,236.2122,0,0,0,5476.9602,0,227.2172,7,0,1,0,0,0
0,1,19,118,2.9,854.9751,0,875.659,39,843.215,897.0161,679.2295,1106.4297,302,1311.3656,1315.2706,1619.148,1186.0085,958.1271,745.6627,88,1523.6003,1634.1686,655.5339,1,1405.9159,806.8564,1514.2026,1148.4702,1231.9779,3.2,1564.5103,1503.7562,1927.5656,1466.5693,1040.1074,1357.8851,0,1111.8943,0,1,1,7818.7025,0,1276.2505,8,0,0,0,0,0
2,0,27,67,-6.4,609.6626,0,886.0771,72,709.0454,932.2436,646.3565,1139.3544,0,640.6043,966.4158,986.7153,794.1007,766.2167,820.0524,26,867.2285,982.3069,513.7576,1,1109.3235,715.5469,864.8955,637.1986,898.2542,2.4,1295.7465,1191.8797,958.9786,845.1552,860.5773,929.4957,0,498.8624,0,0,0,7254.7768,0,460.9655,2,0,0,0,0,0
1,0,80,392,-2.7,497.9729,0,932.4968,67,1257.4638,1261.8874,375.8746,933.8106,0,261.5704,410.2316,707.6467,674.9917,531.3753,1345.7428,59,280.2157,815.7911,333.6713,0,628.6806,956.6137,718.1311,418.0713,646.6558,1.7,958.4822,920.8307,679.466,582.4838,1819.1976,736.328,0,171.6945,0,0,0,9428.0434,0,137.2905,8,0,0,0,0,0
0,1,82,3,-7.5,774.9077,0,842.2358,41,956.5017,1006.3357,713.4614,1024.7186,0,1822.0148,1645.1856,1942.9112,1207.2519,898.7576,784.3514,56,1841.232,1941.4079,644.5109,0,1396.9642,708.5416,1592.1627,1781.5407,1262.0049,1.4,1602.745,1468.8794,2317.1117,1594.5189,1105.5385,1483.2764,0,1390.795,1,0,0,7897.1027,0,1542.3157,10,0,0,0,0,0
3,4,181,469,15.5,808.6928,0,1204.9317,51,769.2644,1217.7924,734.3675,1140.6525,5166,437.7355,756.7064,1217.8448,933.1765,1058.6829,1022.8376,19,809.5163,1250.7662,624.0019,0,1171.1951,998.5911,1097.0443,514.3463,1107.2684,2.4,1587.254,1332.0472,1472.1331,1231.9151,970.0589,1191.6061,0,411.5663,1,0,0,8656.1758,0,423.1236,8,0,1,0,0,0
5,3,82,368,0.2,600.6695,0,653.632,29,525.9846,663.1295,628.7469,726.6074,808,570.7947,684.8657,922.7109,819.2198,715.0605,665.2741,18,845.9097,836.5697,432.3545,0,934.7093,642.3922,739.9666,570.405,922.2634,4.5,1270.9013,815.5769,886.5047,827.3311,629.3496,801.716,0,378.6067,0,0,1,5321.9463,0,491.0827,0,0,0,0,0,0
9,16,27,260,16,408.9778,0,663.1394,42,653.0155,726.61,551.8272,728.9314,0,735.6464,1005.253,825.1192,503.3259,717.431,564.0667,42,861.0718,681.2546,364.4573,1,927.7528,549.3902,576.6819,669.7337,799.9568,3.5,1195.6078,952.2057,899.3745,743.5371,618.4971,649.6475,0,518.9101,1,0,0,5455.856,0,457.6929,0,0,0,0,0,0
0,0,100,141,-6.5,695.1572,0,1034.1332,57,602.8273,1040.7033,642.7071,1084.913,0,511.8771,845.2718,1012.2023,766.3224,880.8148,942.0318,35,739.4615,942.9972,538.7688,0,1035.1112,972.0592,784.7952,577.6328,961.1082,2.3,1338.6333,1223.3354,992.1084,824.9632,785.6758,883.6229,0,395.4308,0,0,0,7685.679,0,321.202,0,0,0,0,0,0
1,1,73,109,1,749.8786,0,1383.6006,56,1069.9585,1658.3621,662.1831,1159.2871,0,872.6056,525.8393,998.2204,874.741,906.9094,1324.6586,27,480.7286,1043.0548,529.5135,0,1167.3828,1297.9762,973.5126,890.7575,875.2193,1,1322.7064,1181.2231,972.5347,918.6659,1397.8075,965.5375,0,320.6906,1,0,1,10472.8737,0,278.0693,4,0,0,0,0,1
1,6,85,443,28.9,571.2185,0,1006.0967,70,775.5612,1141.7059,500.0993,1043.7875,1476,522.8235,712.4795,800.6138,770.1884,652.0393,1118.2987,43,522.2521,967.2028,377.9507,0,836.8201,996.728,783.6576,529.6166,732.5814,2.3,1159.4244,1054.7068,917.0425,780.7787,859.8868,810.6006,0,331.8086,1,0,1,7996.7716,0,278.1665,6,0,0,0,0,0
0,1,10,31,11.6,813.7686,0,1692.6935,65,1161.5895,2021.0626,689.7696,1411.2982,0,727.4253,694.2292,1248.9066,1025.2437,930.7744,1760.1963,19,770.9922,1201.6669,485.5139,0,1281.9348,1594.1748,973.1166,667.6969,1117.471,1.1,1564.8022,1602.6828,1332.0716,1126.2616,1399.0755,1261.9376,0,323.3094,1,0,0,12642.7732,0,410.6527,0,0,0,0,0,0
5,3,248,179,27.5,635.9665,0,869.0767,81,667.1396,886.798,564.3764,969.6046,0,513.0087,741.3052,925.2546,714.1446,808.2225,735.4599,12,726.385,908.4613,434.3584,0,817.6748,777.8548,705.1522,473.4572,891.8593,0.7,1287.0424,1019.73,900.237,726.2844,637.4322,822.2686,0,346.793,0,0,1,6563.0958,0,315.5224,4,0,0,0,0,1
6,4,88,336,18.6,375.1592,0,1043.9526,54,666.2165,1057.9804,437.3449,1111.6383,1847,329.5658,870.0186,922.7922,553.4151,574.7285,881.7945,73,994.1375,752.3668,297.2222,0,576.1072,898.3948,526.5368,447.315,619.3243,2.3,1043.3119,1452.0555,698.2429,542.7558,907.1889,865.3383,0,290.0062,1,0,1,8019.2215,0,355.4454,9,0,0,0,0,0
1,0,40,37,11.5,394.2507,0,986.4641,59,1309.9429,1513.6714,331.5862,1014.5287,0,535.8764,392.0147,589.5084,555.3353,497.2579,1420.0086,50,313.966,579.8829,308.0941,0,501.5576,1076.9877,526.7946,505.272,497.2396,1.8,813.8471,841.2996,514.4775,518.632,1747.2922,617.7132,0,164.0699,1,0,0,9910.1952,0,153.8269,0,0,0,0,0,0
0,0,60,197,26.7,374.0185,0,936.8601,82,539.5176,946.4967,348.2444,742.8625,1019,196.2403,462.5308,526.2633,397.1794,401.1208,798.3485,34,352.8207,546.5323,247.2249,0,518.3141,853.4516,450.7951,267.7868,535.7117,1.4,867.4922,766.3433,499.8077,443.4099,716.2103,536.1812,0,154.1769,0,0,1,6300.0906,0,126.148,6,0,1,0,0,0
0,1,225,296,14.6,798.6681,0,1124.0152,78,790.3778,1182.6434,748.3922,1094.6339,3267,499.0848,880.8833,1184.4655,977.092,1075.754,948.3174,14,853.0094,1203.9048,585.9839,0,1239.3358,964.4064,1267.4501,479.3664,1100.343,2.1,1629.3512,1312.2946,1508.9716,1165.003,852.3554,1188.911,1,479.1053,1,0,0,8269.0441,0,445.8565,0,0,0,0,0,0
0,2,10,316,29.6,364.521,0,695.8809,67,691.7721,820.9953,373.5296,706.823,1623,235.0344,465.8529,656.0229,475.7207,529.8108,721.7184,39,725.2044,621.8831,264.9716,0,596.5614,639.2379,527.0828,405.3909,574.5179,2.6,863.0525,852.6529,546.5744,495.9723,791.4171,532.5826,0,155.2842,0,0,0,5920.4976,0,259.2906,8,0,0,0,0,0
0,0,41,190,17.4,794.3331,0,877.0603,36,900.5559,980.477,875.0912,1045.1627,664,1570.1645,2345.2643,1710.1021,970.6594,1121.3957,824.9419,63,2663.7163,1317.8318,634.5555,0,1469.3046,826.3335,1036.5088,1543.4784,1368.2402,1.2,2014.5411,1493.349,1842.9252,1458.2754,1060.3287,1078.1667,0,1982.623,1,0,0,8008.209,1,2231.2738,1,0,0,0,0,0
1,0,41,31,16.6,919.2594,0,1013.8509,36,683.9455,939.8694,802.9352,1085.489,0,525.0873,665.2585,820.3992,1084.6551,1167.3519,890.3953,33,683.8593,917.1876,624.3369,0,1208.0543,879.2542,969.9003,522.0646,1174.0624,1.3,2048.4419,1081.7927,949.1,1085.5431,733.8079,817.9545,0,324.8206,1,0,1,7308.4049,0,317.1209,10,0,0,0,0,0
8,6,10,474,26.2,435.4654,0,910.6568,40,979.4064,1088.5056,555.3197,920.2687,2270,394.0367,485.151,841.9994,650.8904,636.7628,936.3446,50,1169.3739,746.8365,336.134,0,813.7959,755.065,598.6637,714.7914,724.3176,3.1,1369.4702,1055.9753,726.1209,724.6605,1270.308,724.5567,0,161.717,1,0,0,7916.5304,0,418.0995,0,0,0,0,0,0
4,2,51,127,29,532.7315,0,1921.2656,71,3630.5287,3970.5136,462.8322,1344.0185,0,718.7706,392.1485,698.4207,758.7712,638.135,3664.7905,22,409.5646,987.1062,403.6601,0,676.3195,1949.9846,817.1705,952.1897,828.7225,2.7,1198.8752,1317.2111,797.7159,803.0139,5729.4959,948.642,0,180.9914,0,0,0,23527.8085,0,190.2009,6,0,0,0,0,0
2,4,51,534,19.1,695.0527,0,1771.7933,38,4357.6928,3025.5852,656.3138,1484.5487,2406,1372.5049,428.1479,1124.4137,1127.8551,859.4512,2782.1572,58,240.9746,1352.2438,564.6463,0,995.6806,1578.2088,1063.3558,1761.925,1023.6025,2.3,1362.5299,1493.6743,1208.2409,1198.9313,5963.2788,1108.2628,0,197.6065,1,0,0,22456.9391,0,111.908,0,0,0,0,0,0
0,0,60,177,14.9,345.8102,0,1005.8452,99,739.0095,980.1736,341.9831,788.8565,839,261.4893,496.0899,577.4988,490.7059,419.2574,870.7909,20,376.3605,548.1351,221.5667,0,497.8855,758.4945,480.5263,301.1712,503.699,2.3,809.7977,824.814,458.8434,454.8045,900.908,575.1964,0,165.3633,1,0,0,6868.8922,0,134.5645,10,0,0,0,0,1
1,2,183,416,26.7,561.5806,0,802.4291,90,779.2958,897.515,607.6829,977.173,0,581.5449,862.7406,922.3498,737.813,749.2197,829.6943,13,868.7255,803.8477,466.5353,0,1058.4248,696.8004,726.6375,677.2216,879.7667,2,1346.4616,1124.6849,990.106,861.5819,834.0874,843.9434,0,445.345,0,0,0,6941.6799,0,461.7615,10,0,0,1,0,0
0,0,554,80,24.9,496.9587,0,1703.9946,91,3401.0098,3386.0169,469.0596,1364.1946,438,688.524,407.0337,762.0951,740.4984,618.9127,3490.9038,22,411.3358,975.2599,409.6586,0,640.8383,1824.8828,723.4783,873.6853,808.1373,2.3,1213.7195,1180.8685,742.5547,750.4283,5198.3237,887.2224,0,187.8616,0,0,1,21550.1947,0,191.0231,5,0,0,0,0,0
0,0,7,151,-4.3,639.7201,0,996.7891,62,743.0525,1024.5629,642.0581,1209.7194,0,627.0525,987.5025,1074.2005,800.0812,817.3887,948.6863,58,985.0444,974.3579,416.8875,0,1092.2665,783.8923,910.9314,717.1924,949.3862,1.3,1322.3787,1164.2219,950.1404,1003.6751,915.0551,954.1519,0,509.7473,0,0,0,7785.9795,0,523.5895,0,0,0,0,0,0
0,0,73,344,21.3,727.6113,0,1105.8089,100,917.1548,1339.3667,594.5361,970.3344,0,506.4973,583.8694,1014.579,913.4907,921.1609,1099.0055,16.5,572.585,1097.0865,451.1195,0,1123.9591,969.2094,871.2861,582.4581,901.9858,4.1,1458.7628,1022.7316,973.1018,968.1022,1150.7614,1068.9706,0,356.081,0,0,0,8574.3727,0,331.2019,10,1,0,0,11.5,0
