"y","temp","rain","wind","wet","cloud","dust","sunny","semester","past_rent","X4_5","X5_6","X6_7","X7_8","X9_10","X10_11","X11_12","X12_13","X13_14","X14_15","X15_16","X16_17","X17_18","X18_19","X19_20","X20_21","X22_23","X23_24","m10","m5","m35","m45","m55","m70","f25","f30","f60","f65","bus_passenger","sub_passenger","weekend"
0,15.5,0,2.3,51,9,67,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,261.561,1580.1441,1542.9104,1235.7239,924.0243,983.018,3186.1614,1745.4859,739.6451,606.5726,345,1653,0
0,15.1,0,0.7,54,10,77,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,253.559,1588.3851,1525.2757,1225.5466,941.3511,989.3296,3254.7081,1770.4786,778.0984,592.9361,409,1750,0
0,13.4,0,2.5,73,10,74,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,352.6626,1523.4271,1579.0639,1261.8757,981.0666,999.5163,3290.7751,1878.2153,824.8317,585.8715,446,1779,0
0,12.9,0.4,2.3,80,10,43,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,240.0661,1543.8776,1617.9597,1366.5226,994.9427,994.525,3262.5523,1837.9261,756.3465,599.9126,475,2094,0
0,12.7,0,1.6,83,10,39,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,233.6996,1523.4864,1621.4733,1271.2174,956.6927,945.2342,3399.2756,1814.5415,761.4133,585.6919,492,2684,0
0,12.7,0,2.6,81,10,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,224.5333,1768.7726,1670.6387,1303.8217,944.7405,881.5165,3448.5415,1814.8385,719.1879,600.4809,671,3415,0
0,12.4,0,1.3,80,10,32,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,249.0744,2014.2907,1890.8253,1403.6216,953.8962,951.6568,4046.2634,2130.6234,718.9658,570.6842,853,3876,0
2,12.4,0,1.7,86,10,32,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,234.0911,1987.6806,1860.1261,1279.6872,910.0408,884.3253,4377.2173,2095.9843,679.923,602.8503,693,2441,0
1,11.9,0,1.7,85,9,34,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,235.3194,2038.3714,1804.2247,1264.8737,869.4059,892.0726,4335.6656,2134.4242,725.0453,602.3243,576,2492,0
5,11.6,0,1,86,9,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224.3823,1900.2221,1646.1104,1200.8581,859.4638,882.5851,4217.9798,2000.4658,696.0404,588.6729,528,2594,0
0,11.3,0,2.5,88,9,39,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,239.0595,1515.1111,1563.0426,1087.9044,823.3821,860.4097,4081.0551,2034.5006,660.0134,565.8663,539,2991,0
5,11.1,0,2.7,88,9,34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,178.3414,985.6801,1359.9714,1019.3314,736.6092,839.6428,3919.6939,1950.2217,600.096,509.7617,467,1647,0
0,10.6,0,2.1,87,9,29,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.662,898.8073,1265.5534,972.9261,727.0559,815.1227,3825.4287,1975.8516,608.2153,505.3059,241,0,0
0,10.2,0,1.9,88,6,35,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.5592,872.6567,1271.4583,969.0936,724.1091,828.2746,3889.5702,1997.5304,588.1639,502.3977,36,0,0
0,10.1,0,2.4,89,9,37,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.3982,876.2433,1258.9439,972.293,737.9238,823.4377,3929.1447,1978.1277,594.8322,514.9492,16,0,0
0,9.7,0,1.7,88,9,31,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.7942,875.6117,1250.9099,973.2131,743.8742,808.0532,3946.7445,1975.8896,591.7984,526.1207,15,0,0
1,9.3,0,2.7,87,9,25,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.182,927.0511,1263.934,965.943,721.1213,835.6408,3914.1339,2000.556,587.9131,521.4438,39,10,0
0,9,0,2.9,84,8,14,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.6121,912.5329,1235.0815,981.9548,716.4563,850.9115,3955.1824,1980.4868,606.9748,540.5062,84,572,0
0,8.8,0,3.2,81,9,9,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.3284,928.5489,1238.0567,1004.8511,705.9613,873.296,3892.3299,1948.8876,622.6016,561.5423,202,888,0
0,8.5,0,0.4,82,10,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.2837,1005.1262,1345.9482,1155.3792,830.3472,844.3025,3774.3392,1913.771,643.6135,566.2246,447,2407,0
3,9,0,0.8,81,10,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249.3618,1271.7578,1430.4468,1211.8607,867.6413,908.21,3472.5728,1851.3603,694.8092,602.9062,842,4242,0
1,9.9,0,1.9,73,10,7,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,254.3588,1315.7956,1487.6049,1286.1635,1007.1012,984.5175,3183.9638,1692.3015,763.8925,606.4405,578,2628,0
0,10.9,0,1.3,69,10,20,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,273.5286,1391.7024,1533.1038,1287.0679,986.1832,948.0489,3195.6611,1710.7926,780.5792,644.3979,376,1538,0
0,12.3,0,1,63,10,21,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,283.438,1459.699,1520.9929,1225.1407,962.9852,862.9908,3199.8789,1719.6673,744.9068,622.7391,314,1459,0
2,13.1,0,1.8,59,9,30,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,282.4073,1591.9696,1584.2172,1313.482,935.9916,937.5982,3190.9539,1707.6214,737.2665,573.989,366,1655,0
2,13.6,0,2.6,55,9,26,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,304.0751,1685.1413,1594.1578,1311.637,1063.5063,932.1288,3205.5101,1765.4619,790.238,609.6981,469,1951,0
3,14.1,0,4.2,53,8,50,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,337.4481,1651.7385,1580.127,1441.153,1044.4828,924.4568,3239.2686,1709.8185,778.6419,627.6177,407,1813,0
0,14.4,0,4.1,48,8,38,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,315.8075,1708.2179,1588.4871,1312.5362,1022.4339,916.8918,3333.6091,1782.1817,768.9293,596.6419,506,2160,0
1,14.4,0,4.1,47,8,32,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,243.6059,1623.3226,1569.6347,1314.2827,962.5306,889.4616,3255.6711,1800.5826,759.467,591.5272,614,2670,0
0,13.9,0,3.4,45,10,27,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,242.5634,1855.9464,1756.159,1340.0369,922.5658,934.3744,3337.9044,1841.5473,705.3913,617.4074,673,3577,0
2,13.2,0,4.3,45,9,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,215.9244,2226.7659,1759.3568,1317.8686,931.5758,964.466,3932.2557,2043.0431,752.7392,600.2285,879,3861,0
3,12.3,0,2.9,47,6,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,212.9581,2366.1631,1753.2819,1258.9471,912.9091,931.2398,4191.8219,2159.3246,731.5174,597.6897,772,2769,0
3,11.6,0,2.7,48,6,69.5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,209.1913,2300.6838,1717.4541,1232.8153,852.7564,931.0459,4217.5969,2170.3877,724.3225,567.74,535,2758,0
1,10.5,0,3.5,51,1,72,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.4002,2132.8799,1656.9929,1178.0183,850.6714,903.3909,4180.4307,2120.4185,648.0737,563.8174,516,2953,0
1,9.3,0,1.9,58,3,81.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,259.2471,1684.6902,1499.2049,1127.3909,788.4715,892.4517,4012.5509,2097.1403,622.294,570.1282,551,3426,0
3,8.4,0,1.2,61,1,83,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,181.9847,1008.6784,1326.0029,1003.7329,748.9544,861.7166,3781.5904,1934.1524,638.505,501.8937,548,2351,0
0,7.6,0,0.9,63,1,78.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.5294,829.8578,1304.4922,1002.9774,753.0515,860.4415,3786.8057,1918.576,627.2802,504.4779,330,6,0
1,7.1,0,2.3,66,0,69,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198.9236,881.8499,1303.2408,1036.5551,748.592,845.5659,3803.2004,1900.1001,621.0239,513.766,34,0,0
1,6.4,0,2.6,69,0,47.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201.9394,845.8305,1304.5661,1036.0166,712.3011,844.4502,3819.2836,1916.4502,629.0434,515.1778,49,0,0
1,5.9,0,2,71,0,30.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.1063,874.7402,1276.1758,1035.3403,752.2951,848.0244,3827.133,1911.1562,630.0082,506.0445,19,0,0
0,5.5,0,2.1,72,3,35.5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204.3483,869.8393,1259.3323,1026.9739,748.4362,866.4592,3831.736,1922.2032,606.6875,516.1878,41,14,0
2,5,0,2.3,76,1,41,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.3549,829.8771,1270.238,1000.5643,715.7217,876.3366,3851.3115,1935.4279,632.7102,518.742,90,543,0
0,4.7,0,2.4,77,1,38.5,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.7157,851.8735,1220.5583,1016.5174,805.7853,871.3673,3766.8638,1880.4005,612.7782,530.2911,200,901,0
1,4.7,0,1.7,76,5,36.5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224.9035,1051.1322,1311.3451,1143.1515,878.1008,898.998,3707.7333,1884.33,628.5206,576.0741,466,2443,0
2,6.5,0,2.6,70,5,36.5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276.6156,1133.2052,1374.6954,1210.2728,937.152,909.6214,3358.0862,1794.1852,680.597,563.542,783,4077,0
0,8.5,0,2.7,60,3,34.5,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,283.6059,1120.7175,1430.3225,1252.76,976.1283,981.5905,3092.3002,1657.0142,717.7846,581.2537,570,2611,0
2,10.7,0,2.7,49,1,20,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,288.1941,1143.2802,1492.9479,1291.5063,954.2554,975.2582,3094.5096,1638.7875,766.25,567.844,313,1534,0
0,11.9,0,2.4,46,1,36,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,294.1584,1404.3304,1490.802,1198.491,976.6058,969.3964,3093.6483,1729.3378,768.4874,602.4975,369,1516,0
1,13.2,0,1.6,38,3,41,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,293.33,1424.6498,1540.6709,1347.602,924.2759,978.7114,3060.9282,1660.5507,747.3095,606.2725,410,1809,0
0,13.2,0,2.5,35,4,53,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,290.9322,1420.7332,1534.5061,1260.7952,1020.5497,1010.077,3140.418,1754.0765,744.1901,575.0771,471,2089,0
2,14.7,0,3.3,29,4,44,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,311.4327,1386.3845,1564.4766,1279.8378,1004.599,924.8438,3126.6789,1773.6339,773.2529,580.5545,534,2129,0
2,14.6,0,2.9,31,2,50,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,224.0845,1417.5701,1614.3632,1203.6086,972.7921,920.0007,3261.8896,1737.5781,802.6964,620.1047,547,2367,0
1,14.2,0,3.5,37,1,52,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,223.8547,1706.6394,1553.2526,1139.2723,957.0189,894.3988,3221.2108,1784.9057,758.7951,605.0206,592,3013,0
1,13.9,0,2.9,33,0,48,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,200.4683,2083.021,1728.0977,1231.4192,873.5231,869.893,3366.4051,1826.7431,759.6225,607.3631,733,3768,0
7,12.4,0,4,32,0,49,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,190.1614,2394.9636,1792.5806,1309.8725,889.2009,888.022,4167.3141,2108.1536,744.7654,623.847,919,4456,0
2,9.9,0,4,43,0,42,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,203.6964,2594.3518,1861.0508,1224.3451,845.7266,888.838,4501.8892,2298.6407,680.3965,603.4898,751,3121,0
2,8.7,0,3.5,45,0,19,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,224.4191,2552.8765,1759.5803,1173.6982,805.5424,901.0381,4556.6597,2259.1628,674.2797,569.3512,555,3208,0
0,8.1,0,2.5,43,0,69,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.5229,2409.4942,1691.6285,1110.0447,842.5322,833.8115,4506.1806,2269.573,652.4546,581.9345,584,3379,0
7,7.5,0,2.3,42,0,66,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,218.4922,1929.4452,1612.3576,1077.8985,807.9083,822.2914,4258.2613,2148.4808,653.6197,545.4698,662,4614,0
0,7.3,0,2,41,0,54.5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,203.2055,990.9554,1310.5017,939.8472,761.6037,822.4282,3807.5079,1872.6425,583.2968,547.6671,689,3617,0
1,6.2,0,1.8,52,0,45,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208.0479,896.5216,1327.8336,952.0217,742.9582,791.6594,3784.7068,1882.0441,586.559,543.3301,255,2,1
0,5.7,0,0.6,58,0,37.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.6461,897.264,1300.3409,922.051,724.6896,790.3324,3791.1205,1872.2027,593.9125,531.5509,20,0,1
0,4.9,0,1.4,63,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.9089,853.4505,1261.5081,902.504,722.5398,777.2381,3774.6509,1869.7666,598.868,520.4163,32,0,1
0,4.4,0,1.2,66,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.2094,819.4878,1292.6174,902.4617,725.9704,765.602,3783.6256,1904.3329,586.4976,523.5902,17,0,1
0,4.2,0,0.8,69,0,11,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.2986,842.5677,1287.379,893.2024,744.2197,772.7604,3756.4263,1867.8538,593.6449,514.4329,25,9,1
0,4.1,0,1.7,75,0,10,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.984,803.9727,1292.1791,900.6025,730.6757,812.2534,3762.6532,1876.2485,594.3182,516.3007,93,469,1
0,4,0,1.7,81,0,27,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192.3379,777.8199,1287.1319,886.567,728.9583,794.3901,3707.1095,1882.7547,612.7922,511.123,140,578,1
0,4,0,1.2,83,0,25,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215.7296,798.2473,1286.1303,941.0541,766.1816,823.8626,3660.7568,1857.2276,602.595,512.6986,169,843,1
0,5.3,0,1.5,77,0,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208.8155,814.9615,1295.0016,914.5351,769.1098,813.3549,3478.9578,1827.3186,645.312,532.9512,353,1458,1
0,7.2,0,1.7,68,0,19,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,235.2161,884.6123,1365.1903,988.8306,802.8795,803.5763,3423.3041,1796.977,658.4139,551.249,390,1675,1
1,9.5,0,1.6,55,0,41,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,226.6756,921.6289,1450.0045,1035.8673,822.89,841.0844,3485.1308,1773.4933,724.9079,595.5629,299,1630,1
1,11,0,2.7,42,0,60,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,240.981,999.9116,1664.1364,1069.7646,768.7947,832.298,3556.6252,1875.1765,701.8928,602.235,347,1919,1
0,12.5,0,2.2,33,0,55,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,286.003,1131.1941,1680.877,1109.8705,903.2098,875.528,3666.6427,1975.3124,759.0165,601.515,456,2774,1
1,13.2,0,3,29,0,65,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,346.5581,1274.4095,1720.4698,1120.1318,876.6209,817.4985,3739.5338,2057.55,702.1771,628.9777,495,2772,1
0,14,0,3.6,36,0,66,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,307.8089,1343.4153,1740.4171,1220.3858,851.2288,863.1723,3759.3662,2019.7181,739.8121,613.5827,544,2689,1
2,13.7,0,4.8,36,0,71,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,341.8286,1577.9368,1811.4049,1224.3208,923.086,851.0304,3984.2732,2060.3832,760,567.9786,587,3039,1
3,12.9,0,4.4,39,1,69,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,350.5636,1834.7636,1803.9145,1106.7626,898.1742,838.962,4152.687,2011.5781,730.1542,607.1863,631,3283,1
6,12.1,0,3.9,34,2,63,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,335.4533,2360.8472,1797.8338,1202.9642,950.9988,906.1058,4440.1789,2017.8364,795.2071,670.3596,624,3311,1
1,11,0,3.2,31,4,48,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,316.4704,2651.6115,1813.3454,1224.5894,916.8652,855.0816,4843.2035,2038.4852,762.643,645.1714,673,3138,1
1,9.1,0,4.5,34,5,44,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,298.2994,2794.1569,1773.9028,1131.3667,948.0865,803.0235,5112.7069,2148.023,748.2581,639.1935,535,3434,1
0,8.1,0,3.1,50,1,24,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,287.137,2739.6709,1755.5456,1118.1357,855.2259,856.1722,5178.5874,2168.8725,749.0905,647.461,529,3677,1
0,7.3,0,2.2,56,0,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259.2156,2366.6178,1712.602,1103.8544,852.634,848.5145,4893.3984,2063.7354,715.026,629.2199,573,3806,1
2,6.8,0,1.8,60,2,11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,259.8305,1754.3725,1564.1403,1054.2963,784.4345,828.6561,4401.7441,2005.5886,730.4269,621.9697,603,4814,1
0,6.3,0,1.6,64,2,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,195.1027,992.7584,1386.986,984.6139,758.3614,827.5676,3702.9233,1799.0121,635.9458,533.1711,640,3875,1
3,5.7,0,1.6,69,0,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204.8543,925.0807,1326.096,939.1179,690.5817,810.1852,3631.4829,1781.0634,629.9117,521.2371,119,1,1
0,5.3,0,0.8,69,3,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198.0001,836.8535,1357.2147,975.6698,723.7719,813.9941,3653.9297,1798.5906,633.315,514.709,31,0,1
0,4.7,0,1.5,72,7,39,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.9452,792.8008,1341.8025,994.4781,693.7576,830.9305,3617.6101,1800.6048,610.2621,511.0254,23,0,1
1,4.7,0,1.1,76,0,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.5024,781.6506,1331.6178,982.465,711.2507,802.1595,3597.575,1802.1531,624.5453,523.7429,14,0,1
1,4.5,0,1.3,80,0,33,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.7663,800.7487,1369.7853,982.2553,719.3449,815.6589,3585.4266,1817.0475,618.6446,518.3399,22,5,1
0,4,0,0.5,82,0,32,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.6248,831.1621,1350.0028,995.1366,715.3477,833.1213,3549.9717,1782.8871,618.0216,489.3876,48,240,1
0,3.8,0,0.7,82,0,39,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.033,809.3467,1310.0331,970.9061,736.926,862.615,3564.6907,1758.4899,638.9069,500.9201,74,314,1
0,3.6,0,1,74,0,35,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.7674,821.0025,1271.6239,984.3293,714.2477,824.6657,3489.4688,1730.6656,606.9806,529.4677,121,509,1
0,5.1,0,1.8,70,0,25,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204.9787,812.7545,1260.7762,991.7023,712.0241,791.4022,3396.6862,1692.1899,591.4083,507.5192,178,880,1
0,7.4,0,0.7,61,0,31,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,213.4947,848.2384,1313.676,976.8843,714.0461,763.5772,3313.9818,1723.6786,635.5231,519.7057,250,1245,1
1,10,0,1.1,52,0,49,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,195.3694,859.8795,1419.1264,1019.2394,752.8267,716.5212,3291.4554,1714.3828,670.3474,504.0869,232,1144,1
0,12.4,0,1.9,48,0,74,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,273.8228,950.3705,1500.9561,1032.637,752.5448,782.3364,3343.4908,1772.7161,662.2466,519.6696,244,1302,1
2,13.5,0,3.6,35,0,82,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,291.553,1142.8775,1528.4855,1082.4351,820.74,782.4257,3523.1903,1812.6946,706.6685,508.019,348,1655,1
3,15.4,0,2.9,33,0,77,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,257.7889,1280.8701,1684.7541,1137.9188,782.3697,808.2313,3627.3446,1785.6583,680.3396,539.1399,417,1890,1
2,16,0,3.8,28,0,32.5,1,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,271.8154,1348.6969,1768.9551,1150.5774,818.0201,792.6593,3712.9537,1796.4167,687.1035,573.2199,407,2006,1
0,16.3,0,3.8,25,0,72,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,322.139,1534.0758,1807.259,1101.606,835.4536,796.394,3761.2268,1798.3618,648.9111,560.3489,443,2263,1
0,16.8,0,3.1,29,0,66,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,316.2899,1856.2916,1697.015,1081.7182,825.5244,844.3521,3820.6542,1780.7082,656.221,553.3938,452,2429,1
3,16,0,3.6,33,0,75,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,282.3681,2281.2535,1655.8118,1043.1098,853.8396,848.2892,4097.1991,1868.901,652.2856,580.1438,496,2484,1
0,14.5,0,3.5,33,0,71,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,277.9065,2408.4853,1616.9916,1092.2911,878.8064,833.5406,4384.9792,1863.9341,678.5069,591.4969,469,2578,1
1,11.7,0,3.6,45,2,61,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,274.5106,2628.3544,1626.4952,1100.9529,854.352,897.6529,4582.9273,2051.1738,669.4204,569.8879,473,2729,1
2,10,0,3.3,56,0,59,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,210.6769,2454.0721,1621.4068,1030.8895,872.0293,865.5677,4547.5692,1990.619,655.2118,581.2735,505,3305,1
1,9.1,0,2.8,61,0,25,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245.2242,2189.5345,1584.6826,980.4608,860.0285,861.7782,4376.474,2021.649,659.4757,582.9275,472,3042,1
1,8.4,0,1.9,65,6,12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,237.7335,1627.7431,1480.0644,985.3986,804.7981,825.6023,4194.3827,1951.4746,651.2944,577.6751,469,3340,1
0,7.8,0,1,64,1,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,196.1021,955.5863,1324.2075,955.7886,771.6627,822.2221,3755.5815,1833.5747,600.7048,512.2093,408,2166,1
1,7.3,0,1.3,67,0,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.8145,887.0178,1337.0117,950.4559,722.2994,803.4392,3731.1526,1867.664,610.3125,509.3164,314,2,0
0,7,0,1.2,71,7,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.2285,904.0299,1318.34,952.2935,746.0287,794.698,3747.1154,1881.1644,602.411,535.6598,51,0,0
0,6.4,0,2.1,73,6,52,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208.8162,915.2042,1303.0013,962.8258,748.7032,801.7611,3756.825,1893.7344,608.473,520.4227,27,0,0
0,6,0,1.9,75,0,43,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192.3868,904.434,1326.1449,960.1088,738.4625,804.1683,3794.9307,1879.8646,599.3962,523.1168,21,0,0
0,5.7,0,2.6,76,0,53,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.0545,890.6779,1328.5115,939.0778,736.1054,786.2538,3735.9021,1912.4307,591.8472,522.0562,35,9,0
0,5.5,0,1.5,77,0,47,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.8736,894.137,1309.3827,945.3519,748.9636,794.1947,3742.012,1896.1842,615.3247,519.1414,85,576,0
0,5.4,0,0.7,81,0,52,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.7257,859.5857,1318.847,929.0885,737.9214,793.1776,3734.9887,1903.4761,647.616,532.4756,178,945,0
