"y","temp","rain","wind","wet","snow","cloud","temp.sqr","sunny","past_rent","X5_6","X6_7","X7_8","X8_9","X9_10","X11_12","X12_13","X13_14","X14_15","X15_16","X16_17","X17_18","X18_19","X19_20","X20_21","X21_22","X22_23","X23_24","m10","m5","m20","m25","m30","m35","m45","m50","m65","m70","f0","f15","f20","f25","f30","f35","f40","f50","f60","f65","sub_passenger","f70"
0,-6,0,2.1,46,0,0,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,205.3262,477.5651,2875.1436,3599.9565,1802.1804,1316.8578,1049.478,730.9447,407.491,847.2185,354.0115,718.1238,5230.9301,3815.2123,1998.9644,1254.1169,789.4352,758.282,666.2601,541.6311,233,1152.2253
0,-6.1,0,1.5,45,0,0,37.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.1021,471.8349,2932.7224,3634.5893,1821.5444,1299.1774,1073.3566,721.3455,418.9799,825.2921,350.5529,745.0277,5218.4595,3803.853,2008.6385,1284.3222,809.1033,765.8816,646.5195,533.9104,0,1144.1174
0,-6.5,0,2.3,49,0,0,42.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211.886,487.3923,2996.7955,3623.4263,1837.1002,1305.1973,1072.9932,745.4895,411.217,809.8996,358.9641,730.0914,5204.081,3806.2201,2027.8507,1288.4456,799.5071,756.8343,642.4864,537.3644,0,1136.2688
0,-6.5,0,0.5,50,0,0,42.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.3588,490.0421,3015.2404,3669.2665,1812.9939,1283.798,1052.1475,750.0879,402.7054,834.7643,332.7297,759.4078,5178.2032,3811.904,2015.6478,1272.8506,802.0806,752.0709,636.6025,531.2502,0,1133.4754
0,-7.1,0,2.6,52,0,0,50.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.9207,496.7695,2987.2634,3639.9669,1822.5525,1283.4466,1056.1461,741.0985,397.1558,813.8039,369.981,735.8748,5193.9117,3800.2346,2013.845,1280.3742,792.3758,738.6115,626.3256,516.4118,0,1139.1613
0,-7.4,0,0.8,54,0,0,54.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211.749,501.9284,2966.9187,3646.3162,1815.128,1268.1831,1088.7382,747.8316,393.7138,830.5806,326.9197,714.8055,5227.7516,3829.5312,2019.553,1291.5856,787.2852,738.4224,630.527,544.9044,7,1153.2537
0,-7.4,0,1.9,55,0,0,54.76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198.9081,472.5358,2974.7881,3629.0459,1819.4553,1303.5369,1079.6494,709.7741,403.3099,821.4156,349.9172,704.174,5230.6951,3833.3869,2028.9341,1313.7691,792.8073,744.6194,627.6535,564.0378,549,1180.3403
0,-7,0,1.2,55,0,0,49,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.7905,481.4263,2983.3213,3618.5646,1803.7985,1320.0192,1092.4294,755.8375,406.6324,890.9159,344.4244,723.1977,5173.8828,3824.0442,1969.8167,1330.1271,823.6402,758.0559,663.3416,583.0345,778,1195.8909
0,-7.8,0,2.3,57,0,0,60.84,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.0557,516.9412,2938.7804,3564.8992,1851.3945,1372.7278,1147.7126,860.8483,445.3717,868.0585,354.8321,717.93,5080.1403,3711.3527,1967.0514,1418.0245,854.0494,834.8389,679.4995,589.2896,2147,1227.3328
1,-7.9,0,2.7,59,0,0,62.41,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.722,496.5463,2783.7662,3103.0446,1765.7271,1414.0232,1230.6181,918.2509,470.5409,945.2805,335.8698,756.3939,4673.818,3282.8432,1878.0488,1334.8894,934.2984,913.2391,724.821,569.4489,4128,1273.347
1,-5.1,0,1.7,51,0,0,26.01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,226.265,529.0471,2702.3193,2836.4452,1698.4755,1369.3269,1236.7927,1029.0821,536.5838,953.0938,348.2592,732.5508,4350.0792,3085.2877,1764.5561,1397.1774,999.3423,898.3241,757.709,617.4502,2513,1323.4
1,-2.2,0,2,43,0,0,4.84,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275.5703,564.704,2770.0713,2893.8594,1616.0061,1382.9808,1239.3646,1044.2918,512.2651,960.755,395.0063,785.7379,4365.8836,3066.3219,1821.6854,1403.9941,1099.3594,948.7591,766.0849,604.7847,1562,1385.5003
2,0.1,0,1.9,33,0,1,0.01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,268.0892,587.4452,2824.1043,2926.9398,1623.4972,1386.5962,1175.1317,972.7276,492.7809,955.2518,357.9369,815.7573,4370.5639,3135.7252,1800.7874,1448.6279,1075.2464,985.6271,764.5131,625.9175,1442,1306.8843
0,1.7,0,1.2,31,0,2,2.89,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,258.4869,666.7644,2970.5692,3017.0947,1646.9844,1464.3164,1276.928,1025.2274,536.5223,889.4459,344.7229,985.0639,4504.8516,3137.4953,1827.8241,1443.2761,1079.9193,994.805,840.1071,626.2747,1561,1264.5457
1,3,0,1.8,27,0,3,9,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,253.1586,782.6784,3197.3486,3091.8902,1729.4101,1470.5995,1306.797,1054.1305,532.3119,970.4036,394.9439,1145.7201,4623.1634,3121.5562,1816.6996,1480.8152,1068.6486,1001.884,802.3737,584.8589,1707,1291.3139
0,5.1,0,1.8,26,0,2,26.01,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,249.4366,966.4735,3205.9151,3154.0158,1743.9896,1487.7004,1309.4808,1124.2311,539.9148,979.0466,396.306,1438.194,4741.9173,3257.6721,1801.5578,1468.9617,1047.3139,1036.5403,795.4837,588.461,1928,1315.8449
0,5.2,0,2.4,23,0,4,27.04,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,256.6281,1093.0421,3237.374,3163.8698,1774.2542,1509.9632,1235.4887,1107.4911,544.254,915.3909,474.2481,1621.3709,4996.6635,3294.1832,1825.5454,1468.8602,1054.6417,1058.2376,856.9394,631.0886,2194,1288.5395
0,5.4,0,1.5,22,0,8,29.16,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,267.6471,1322.8425,3590.5121,3297.8857,1838.8175,1564.9638,1268.2087,1021.972,506.1834,927.7393,440.057,1856.1971,5128.3092,3240.1402,1809.7716,1422.695,1064.2548,1099.8944,784.1268,664.0235,2736,1397.2705
0,4.6,0,1.6,22,0,8,21.16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,250.4591,1751.8051,3972.6408,3368.4344,1924.163,1502.9829,1291.2013,972.6146,495.2608,999.6814,468.5925,2001.8457,5430.4506,3460.2451,1891.0746,1454.8192,1052.7054,1004.3286,769.8292,623.4649,3530,1199.8309
0,2.9,0,2.8,31,0,7,8.41,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,270.5714,1851.7076,4444.8531,4180.6035,2264.0777,1686.0449,1322.1455,1030.6157,514.495,982.7034,485.9342,2170.4609,6011.5572,4181.3304,2275.2753,1513.7675,1096.7273,1080.204,794.4067,595.4989,4008,1308.6819
0,1.6,0,2.6,34,0,7,2.56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,256.405,1821.0385,4475.4153,4345.6796,2299.6579,1702.2516,1298.0326,1007.1658,477.1771,941.8451,529.6671,2008.562,6208.0308,4293.4937,2258.586,1433.5016,1018.7403,991.4885,789.4884,619.5199,2621,1298.6166
0,0.8,0,1.4,36,0,9,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,245.6063,1676.8859,4227.0438,4226.0162,2316.126,1590.3189,1212.3626,971.1247,476.3392,914.3258,526.0226,1720.0958,5904.79,4364.6991,2180.213,1443.8591,942.6002,963.4388,748.6881,611.813,3619,1286.0623
0,0.2,0,1.9,39,0,9,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,250.9443,992.2617,3579.659,3912.9084,2085.9637,1390.2753,1090.654,922.1008,436.4186,870.6532,435.6456,989.3339,5125.709,3962.2186,2124.5672,1319.9731,913.662,947.5363,721.4938,580.7221,5144,1254.638
0,-0.2,0,1.4,41,0,9,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,252.193,751.6946,3173.7129,3706.6403,1974.6433,1366.0532,1042.5767,846.8149,429.6095,860.4212,424.8256,897.9178,4948.2276,3819.9605,2038.6683,1278.4404,846.8975,909.7532,662.8199,568.5109,1357,1259.5111
0,-0.3,0,2.4,40,0,10,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,190.1099,535.4419,2975.6604,3576.9217,1875.667,1218.9064,967.2015,762.9857,407.6826,855.6078,377.7362,807.7607,5108.3277,3652.0419,1947.9404,1180.7818,776.9479,802.3534,628.1059,552.1972,316,1123.5181
0,-0.5,0,1.4,41,0,9,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.8189,544.6832,2982.9936,3607.6803,1861.5998,1248.6539,980.3535,756.5137,411.1027,847.0444,344.3254,791.2479,5174.0643,3680.7805,1972.4589,1172.5085,739.9745,765.9977,611.3072,536.8401,1,1126.8399
0,-0.7,0,3.4,45,0,10,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186.245,569.3109,3052.4194,3630.9299,1877.4724,1266.6652,1011.9636,767.4697,409.202,836.1917,344.9872,821.0649,5129.7786,3687.9884,1949.9544,1187.7785,730.6869,774.9918,607.4139,550.6961,0,1138.5179
0,-1.2,0,1.2,44,0,9,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.4921,529.3027,3035.0788,3621.5169,1851.6813,1258.2041,1003.0596,752.9727,420.8756,815.0695,361.0805,835.6821,5139.7164,3713.1001,1976.7946,1236.8624,756.6876,775.4771,617.2074,546.9153,0,1152.1037
0,-1.5,0,1.8,45,0,10,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.2616,547.2729,3066.8989,3631.5711,1869.5414,1256.6671,977.9097,773.7358,412.9042,817.8185,347.2815,822.0529,5149.1199,3712.0657,1978.6605,1200.0215,761.1889,766.8932,618.9688,558.9157,0,1148.2236
0,-1.5,0,2.5,48,0,10,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.2479,548.7037,3050.9739,3626.7936,1845.578,1240.5799,993.2949,783.3375,401.9444,825.0506,328.4179,802.4689,5165.0533,3715.4158,1984.2126,1229.2362,778.0279,769.4051,626.4302,546.7926,6,1137.1049
0,-2.1,0,0.7,49,0,8,4.41,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.6017,514.2509,3068.8225,3628.3702,1863.6863,1240.4254,991.076,780.0777,416.8415,854.6371,345.3362,789.8614,5127.0826,3668.0337,1986.4565,1233.1538,774.7888,781.2062,618.7008,535.9436,389,1144.4802
0,-2.5,0,1.1,50,0,8,6.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.5961,517.0058,3021.1144,3582.5201,1837.0706,1246.1486,999.0008,816.7284,402.4132,867.1023,345.0237,789.719,5079.0944,3664.2229,1937.4956,1245.303,791.2674,780.4023,667.1527,540.1712,485,1145.5645
0,-2.2,0,3.6,51,0,7,4.84,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.0572,527.2038,2969.6909,3563.103,1772.1661,1213.0266,1048.5735,790.4399,422.7042,862.9148,343.103,782.2778,4986.7397,3598.8897,1941.2401,1281.2447,784.624,793.7217,674.8832,549.5716,744,1183.2648
0,-2.4,0,1.3,54,0,8,5.76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.414,542.1748,2874.3714,3467.1635,1820.4704,1267.1795,1041.6385,856.2455,436.4431,847.5347,336.5164,783.3524,4826.7194,3485.1955,1848.0556,1251.1005,850.0056,804.0723,695.5172,560.1149,1352,1250.4466
0,-1.6,0,0.9,53,0,10,2.56,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,214.3609,549.2648,2848.8875,3318.7579,1771.2819,1322.8697,1069.9366,875.8633,485.1501,895.451,361.3231,800.9893,4575.6975,3335.9561,1851.0269,1246.1439,922.2124,832.2545,711.9177,584.4737,1626,1268.0359
0,-0.9,0,2.4,52,0,10,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240.2552,583.4291,2861.0567,3278.114,1833.8853,1379.6401,1103.6177,937.5537,487.3711,908.5004,398.4444,844.5435,4417.8697,3331.2899,1873.6377,1362.6204,981.1684,891.0227,733.7069,568.0482,1470,1250.1876
0,-0.3,0,3.4,61,0,10,0.09,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,261.47,617.3846,2805.3183,3349.457,1895.882,1452.6228,1127.239,913.6342,484.44,936.0686,452.8723,939.1957,4464.7814,3359.4839,2011.1502,1395.9188,1056.8459,916.0223,712.6254,604.8955,1770,1241.382
0,0.9,0,2.7,59,0,8,0.81,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,275.9531,703.6979,2974.7577,3451.8669,1974.761,1594.0015,1141.5411,988.4776,484.1033,837.8418,611.4742,1050.3973,4762.4901,3555.1692,2032.1132,1473.3646,1081.5874,925.5706,732.3499,569.1227,2158,1314.5462
0,2.9,0,1.5,53,0,8,8.41,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,276.794,799.0831,3067.1192,3516.5184,2000.7637,1574.9044,1199.8143,952.4092,468.1516,886.5246,681.2965,1162.5856,4753.627,3692.2251,1998.3594,1476.1718,1146.5255,987.6386,791.067,589.2736,2160,1253.855
0,3.4,0,4.1,44,0,8,11.56,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,324.78,851.6644,3221.9069,3643.3744,2038.755,1677.2088,1202.1128,945.959,471.655,917.6258,865.5689,1304.0681,4952.3221,3732.1019,2057.6595,1499.7348,1075.9092,952.2989,773.6968,565.3449,2151,1333.2177
0,2.4,0,4.9,38,0,6,5.76,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,267.7716,1011.2933,3430.8025,3741.8137,2102.5512,1653.2649,1187.9818,961.0568,435.6426,908.5615,929.7424,1538.4571,5244.8907,3874.2851,2052.6026,1438.1137,1129.2963,1004.359,784.0992,579.8666,2603,1243.1454
0,2,0,2.4,46,0,7,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,312.7005,1316.8911,3754.0417,3962.366,2213.339,1704.0423,1247.4481,1052.1034,496.0763,888.6717,999.6687,1788.4423,5564.3345,4029.8834,2181.1743,1471.3869,1082.9575,1055.2295,717.8707,586.3064,3047,1225.3307
0,0.3,0,1.5,64,0,10,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,286.3077,1592.0063,4263.7467,4262.8701,2447.5822,1650.0345,1175.9532,1050.3895,498.7431,889.5886,828.2315,2039.2402,5992.0271,4290.8922,2206.2881,1355.1492,1033.8104,1010.5211,713.3818,619.9294,3136,1366.9013
0,-1.1,0.1,4.9,76,0.1,9,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,258.1581,1739.6574,4703.0665,4480.8034,2423.8514,1555.8008,1257.1414,984.3986,492.8009,878.718,650.4624,2071.0131,6366.3606,4419.6316,2157.1724,1376.4085,1033.8997,954.2257,723.6567,601.6688,2649,1328.4043
0,-1.5,0,3.6,68,0,6,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,243.7199,1699.3476,4833.6759,4781.0629,2459.4271,1548.3655,1228.1016,944.3894,473.7783,891.8484,565.9802,1979.5138,6554.9841,4656.6871,2092.1186,1396.5266,913.0678,958.5592,719.7297,573.9375,2347,1341.2616
0,-2.8,0,6.6,54,0,3,7.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,221.4966,1554.0151,4663.8676,4631.999,2437.99,1540.2303,1219.8564,888.2664,453.772,919.7518,527.2138,1787.3371,6408.6098,4613.628,2133.9568,1339.1341,903.0715,886.095,724.9143,592.2893,2860,1307.6148
0,-4.1,0,5,46,0,1,16.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,219.9297,1298.9379,4112.7172,4358.9864,2286.143,1537.8516,1195.061,899.1405,454.8407,903.2427,448.5486,1490.7886,5835.6367,4246.7176,2037.9098,1432.9328,852.755,908.3477,695.08,596.3579,3838,1310.5386
0,-5.3,0,5.5,52,0,0,28.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,248.8536,707.7642,3206.895,3766.3647,2034.1823,1388.5917,1093.8718,847.4297,419.2726,885.7405,483.6035,945.7983,5076.6598,3825.3814,1928.8414,1358.9568,792.7058,864.8525,684.2264,600.2828,4097,1254.3475
0,-5.9,0,3.6,55,0,0,34.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,208.4476,541.4068,3004.2668,3592.5913,1865.9654,1241.3497,994.7663,681.6736,399.2144,853.0227,344.234,779.9876,5096.8481,3649.1617,1854.7545,1209.3945,796.6287,760.6379,639.0984,539.2526,407,1154.4702
0,-6.2,0,3.2,56,0,0,38.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.1873,530.1364,2998.2926,3576.5725,1868.6205,1235.7983,1011.773,682.6853,396.9367,848.8259,357.4981,799.0811,5082.614,3619.7477,1873.422,1243.5398,794.9505,741.6373,620.3202,521.9664,0,1153.826
0,-6.2,0,2.8,57,0,0,38.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.7108,547.1444,3061.5149,3549.2339,1908.4165,1232.7358,983.5034,699.2251,383.5266,856.4685,372.9071,784.5118,5133.1389,3651.088,1869.8155,1232.8111,788.317,763.797,623.4624,506.5923,0,1164.5875
0,-6.2,0,5.1,48,0,0,38.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.7454,538.7842,3030.485,3502.4394,1929.4505,1236.7909,973.1811,710.2537,391.5933,857.2255,364.8425,771.4623,5065.1304,3628.4066,1896.7252,1216.2915,790.9476,763.6542,642.5924,509.1722,0,1149.0549
0,-6.7,0,4.9,48,0,0,44.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.8767,538.6178,3087.4955,3510.8305,1928.6331,1223.7612,961.1176,695.4867,404.7166,868.6334,365.0681,789.1706,5132.8993,3608.2241,1886.4676,1241.1559,792.2074,771.6744,633.2806,504.5969,0,1153.8742
0,-7.2,0,4.6,50,0,0,51.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221.6788,559.4409,3137.0635,3501.1309,1936.1033,1254.2519,1000.2005,719.6442,394.416,851.3068,348.8647,778.8577,5131.8663,3626.9476,1895.2755,1239.3507,783.8485,726.4761,630.0887,514.5942,2,1167.0694
0,-7.6,0,4.7,51,0,0,57.76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205.2493,559.8202,3104.3684,3476.9402,1909.5862,1234.1853,968.7191,712.1336,389.6889,850.9935,358.064,759.8947,5092.8807,3572.1631,1882.3319,1237.1796,770.7782,721.2065,625.4936,489.3652,211,1161.6084
0,-8,0,4.6,52,0,0,64,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205.0243,544.6626,3066.843,3456.0891,1897.0111,1210.7271,1001.4879,707.6731,380.2656,867.6102,352.9673,801.0555,5039.7855,3593.8553,1869.4065,1223.0252,769.7496,714.028,627.8985,516.4699,266,1172.3804
0,-8.3,0,4,52,0,0,68.89,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.1275,552.499,3022.613,3399.6532,1880.7929,1220.6218,999.3989,697.8316,404.5569,807.122,348.5397,777.5631,4949.9832,3510.2796,1871.4504,1246.8796,745.0769,748.868,644.8717,531.2762,434,1202.3782
0,-8.4,0,4.4,52,0,0,70.56,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.937,578.0106,2951.0703,3349.518,1869.8121,1234.1826,1022.6357,734.7749,420.8518,831.4407,356.9999,731.692,4884.2717,3431.5517,1825.3205,1207.0594,773.7971,774.5618,635.9484,551.9403,820,1167.4701
0,-7.4,0,4.7,49,0,0,54.76,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,196.7967,560.5072,2858.4,3208.5973,1877.6796,1259.4271,1029.9709,765.3862,417.2347,816.0437,323.0248,774.7111,4744.2163,3308.1588,1842.8345,1293.895,763.4216,771.0915,643.5937,515.82,1110,1199.1812
0,-6.5,0,4.2,44,0,0,42.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234.4151,562.0837,2864.8204,3174.896,1937.4,1325.5587,1023.1893,769.0131,437.5901,847.7629,348.8172,728.3811,4608.4641,3281.6095,1869.7836,1269.1716,869.4101,812.3542,670.9584,505.7086,977,1154.0218
0,-4.6,0,3.5,39,0,0,21.16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,253.0316,596.6882,2903.9734,3245.4748,1994.1606,1378.4955,1049.1818,801.225,400.1537,883.243,414.7492,793.9777,4613.8801,3391.6044,1890.5207,1335.4204,935.4098,847.1053,689.2817,512.6001,1049,1165.5425
1,-3.7,0,3.9,33,0,0,13.69,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,261.2733,637.6662,3114.2823,3396.9719,2110.5996,1405.5335,1023.4107,793.612,411.55,884.5216,450.4232,1002.3156,4760.9616,3423.4701,1960.5736,1383.236,945.6721,920.0369,705.6277,556.3692,1477,1203.1955
1,-3.2,0,5.6,29,0,0,10.24,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,326.1221,773.5891,3151.6207,3512.1562,2100.6234,1489.4612,1085.7039,795.4811,404.4742,931.0529,676.2498,1127.749,5066.1162,3603.1244,2014.0822,1443.0368,969.3801,854.4734,698.998,608.2707,1561,1245.1961
0,-2,0,4.6,29,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,327.313,908.8865,3403.0326,3534.0703,2118.7359,1446.0423,1083.7835,830.5202,406.4164,911.1488,790.5776,1323.6945,5123.9178,3689.3955,2054.8857,1377.9766,981.97,904.6259,699.283,588.5955,1741,1184.241
0,-1.3,0,4.8,26,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,323.7296,1049.6699,3491.2014,3611.9756,2066.0728,1497.1133,1123.5609,844.7921,416.8107,870.13,754.5258,1342.6658,5317.48,3760.8522,1958.6712,1416.5787,1007.9631,882.3866,708.1033,566.2576,1965,1131.793
0,-0.6,0,3.6,25,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,280.178,1281.589,3711.1825,3712.3069,2146.8853,1529.8057,1065.6679,808.0082,436.903,918.6956,664.0142,1713.8926,5544.5787,4008.4944,1972.8453,1477.713,952.2458,880.2588,712.5049,616.8008,2177,1150.7875
0,-1.1,0,4.5,31,0,0,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,282.4446,1547.4012,4127.8569,3941.6142,2207.9036,1543.1238,1054.3042,812.0771,430.4697,905.7687,701.8207,1940.5864,5951.8895,4111.2344,2025.3809,1408.5481,942.8761,920.0917,721.9296,622.9277,2153,1248.6036
0,-2.2,0,2.8,36,0,0,4.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,284.8283,1632.7863,4452.432,4260.2975,2282.2133,1566.5771,1097.6625,845.0608,436.7414,927.7105,690.258,2027.3158,6245.9819,4280.1477,2036.7664,1409.3738,905.9906,919.8703,723.2475,625.5047,2077,1259.1718
0,-2.9,0,3.3,38,0,0,8.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,257.9502,1701.844,4586.0899,4337.0683,2330.7355,1523.5681,1038.8008,844.888,420.3649,893.1248,505.8359,1955.0086,6340.7897,4336.72,2016.3382,1364.5754,901.7394,845.5918,716.5765,603.2312,2028,1213.3109
0,-3.4,0,3,38,0,0,11.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,271.4833,1507.2131,4503.8976,4206.7599,2224.7817,1514.828,1048.2363,873.6848,420.7484,946.6391,446.2611,1688.7456,6269.333,4264.8137,1983.1364,1447.8383,903.9245,863.9618,704.8072,615.2637,2432,1237.0503
0,-3.9,0,3.9,38,0,0,15.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,244.8855,1218.0877,4015.4344,3979.1998,2077.8227,1424.4363,1063.4797,798.7685,419.6233,876.9932,444.6822,1411.0487,5855.0886,4139.4191,2024.3419,1389.6731,883.6001,862.2664,695.0524,600.5645,3013,1201.9733
0,-4.4,0,3.4,40,0,0,19.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,257.7621,624.9221,3206.0277,3627.1973,1994.5637,1326.8721,1055.1618,745.609,393.9772,898.9423,442.5834,908.0313,5163.5802,3850.8186,1928.235,1386.2221,849.8399,811.2391,688.2948,582.5704,2793,1193.0502
0,-4.8,0,3.6,44,0,0,23.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,189.015,462.2499,2933.763,3527.6268,1851.3507,1271.6348,993.4305,713.0874,391.4244,835.4414,318.6211,796.8168,5150.04,3718.7315,1923.1384,1252.7238,760.9963,736.2342,633.2682,541.9326,318,1149.3724
0,-5.3,0,2.1,47,0,1,28.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.2318,467.7576,2959.7965,3544.2656,1843.889,1281.555,1002.8356,714.381,398.3741,820.4145,324.4035,821.6977,5139.3537,3730.2205,1928.1506,1269.0057,769.6284,740.1799,634.1804,533.6238,0,1109.446
0,-6,0,0.8,50,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201.2772,499.1771,3005.9263,3538.4403,1838.3204,1259.6255,980.6593,714.4395,378.6346,820.0218,325.7235,840.9684,5196.377,3751.732,1952.0051,1237.5636,752.7459,765.178,635.1332,533.2076,0,1150.2273
0,-6.7,0,0.5,50,0,0,44.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204.4923,503.7842,3046.6971,3533.0811,1839.9045,1251.6256,996.7048,737.5895,374.863,796.2258,341.9042,869.0246,5217.6747,3728.7719,1967.4212,1249.7316,776.7141,740.9166,622.8016,521.8293,0,1151.9663
0,-7.2,0,0.2,55,0,0,51.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.0402,522.0953,3044.1976,3568.0564,1835.8063,1242.5297,968.6908,726.7747,376.6588,830.6416,334.986,849.913,5234.6514,3710.9593,1951.9001,1260.6765,765.8308,756.4872,624.6663,525.6819,0,1113.3329
