"y","past_rent","station_dist","sub_passenger","bus_passenger","temp","station_type","m50","m30","f45","m20","f70","m45","f0","wet","f15","f50","f40","m40","m0","X8_9","m55","m5","f20","semester","m60","f30","wind","m35","f65","f60","f55","m65","f25","m70","m25","f35","dust","X17_18","cloud","most_use","X9_10","sunny","X10_11","rain","temp.sqr","X19_20","X13_14","X18_19"
4,4,128,1448,434,19.7,0,759.1057,1962.3401,746.1088,4235.6751,1201.1997,1030.3238,370.5892,94,1275.7153,784.5408,759.0078,980.0089,417.2531,0,811.489,963.8007,6390.1069,1,563.8242,1982.3582,1.6,1429.6397,485.0821,657.909,646.0094,365.4213,4141.2541,791.4187,3783.3256,1322.8623,19,0,10,25247.562,0,1,0,0,388.09,0,0,0
0,0,17,0,1055,26,1,1092.0836,2133.5353,1115.366,3895.2285,1313.8424,1248.7468,590.6771,95,1338.2463,1056.6777,997.021,1287.5634,532.1646,0,920.8917,987.8297,5441.3544,0,714.2643,2118.9311,3,1667.8445,569.4487,705.1944,896.5626,470.071,3949.2849,955.943,3565.9989,1435.7552,18,0,10,24207.9328,0,0,0,22.1,676,0,0,1
9,14,83,2931,666,11.2,0,1147.4074,2247.5784,1131.8247,5300.905,1369.2797,1513.9515,508.6332,58,2070.667,993.6966,1020.4637,1268.4008,540.8762,0,978.2085,1312.1803,7620.6085,1,666.2566,2220.4711,2.6,1772.6174,592.2929,740.9329,935.6368,462.466,4403.8712,880.2638,3990.9864,1608.7588,17,0,2,29165.7968,0,1,0,0,125.44,0,0,0
3,2,51,1841,390,23.6,0,1147.3623,1640.7543,1140.1285,4005.6322,1478.8546,1349.9532,392.5618,56,1658.0618,1035.9196,1252.8692,1139.4315,648.5245,0,1089.4873,1493.0916,5894.8915,1,764.2971,1805.863,2.7,1491.1255,692.143,820.7071,996.8202,496.1547,3110.82,973.6033,2945.8446,1426.096,31,0,7,22321.0271,0,1,1,0,556.96,0,0,0
0,0,128,0,31,-4.8,0,730.2592,1825.1865,770.2627,2838.0784,1136.5285,1047.3797,333.5689,57,659.4258,717.9522,762.29,935.4252,460.781,0,682.0138,470.754,5110.9426,0,514.7991,1931.8855,1.1,1267.5323,531.599,622.5838,664.0198,391.9787,3694.5601,752.7613,3536.5222,1181.4535,63,0,0,21386.1611,0,0,0,0,23.04,0,0,0
3,2,51,1804,405,19.8,0,1200.6815,1627.059,1249.5587,4213.9069,1520.5106,1300.6949,398.1111,84,1430.6275,1069.3174,1229.1432,1240.0519,572.6363,0,1093.7187,1519.5201,6062.0313,1,787.9494,1690.0773,2.1,1455.1778,685.1811,798.5719,1022.3836,553.8492,3142.9535,987.6609,2873.0648,1408.6073,12,0,9,22472.8779,0,1,1,0,392.04,0,0,0
0,1,128,0,74,-5,0,716.6132,1810.5914,653.7037,2678.7932,1114.2486,948.3908,354.098,54,684.8223,691.2509,727.2293,902.8809,404.2163,0,659.4891,432.0479,4496.1143,0,543.2706,1836.6845,1,1302.9608,495.8518,638.9018,663.3457,379.3524,3644.3304,818.0497,3362.1234,1119.0133,28,0,8,20250.6113,0,0,0,0,25,0,0,0
3,0,232,2794,564,-3.6,0,945.7412,2335.202,1011.0599,4357.9928,1234.6653,1204.4573,829.311,40,1888.6066,940.5984,991.262,1188.1244,665.072,0,869.2446,1583.2657,6122.8423,0,663.5817,2044.3569,5.8,1588.3924,616.193,733.449,907.9418,487.4568,4356.5836,892.3602,4546.2661,1374.5328,25,1,0,26726.1689,0,0,0,0,12.96,0,0,0
0,0,232,0,49,-2.6,0,765.2354,2004.9925,838.0873,4175.4929,1207.1846,1043.3497,364.1341,55,1093.7449,777.3017,801.5093,912.1254,394.0877,0,806.0232,904.6243,6357.8116,1,535.0355,1900.5185,3.4,1402.5372,523.2707,632.978,665.1151,395.9449,4026.3301,813.1277,4126.4336,1393.7355,56,0,6,25387.8519,0,0,0,0,6.76,0,0,0
0,0,17,886,164,16.9,1,887.7918,1878.9346,750.6869,3917.7993,1172.7155,1005.2735,383.3885,84,1158.6579,727.6856,833.3024,928.0436,504.3849,0,791.2363,912.5513,6123.7875,1,523.5217,2007.2938,0.4,1292.4584,538.2699,651.9779,655.8333,421.4685,3858.5665,813.3942,3810.8177,1293.0184,41,0,9,24182.6762,0,0,0,0,285.61,0,0,0
19,3,128,4233,986,25.2,0,1331.1076,2120.0284,1173.1292,4619.4155,1394.0092,1409.8832,457.3601,63,2003.9726,1110.2057,1167.375,1437.834,576.0142,0,1051.2305,1743.6053,7060.6953,1,722.1508,2339.96,3.5,1862.4776,609.8296,833.7367,1025.3103,498.8731,4185.7014,914.8063,3737.5098,1606.3028,38,0,7,27532.0908,0,1,0,0,635.04,0,0,1
2,2,232,2806,662,29.6,0,991.5151,2164.8907,1122.4982,3626.2922,1190.3287,1133.7145,941.5982,85,1778.1413,935.9924,1093.2138,1144.5368,793.9985,0,973.0876,1203.9947,5414.7368,0,611.6219,2217.4309,0.5,1593.7996,505.1133,695.3012,829.8031,435.9322,4023.3513,874.037,3865.7621,1474.0801,58,0,9,24380.3437,0,0,0,2.2,876.16,0,0,0
0,4,116,1424,501,-7.9,1,826.3998,1990.4485,858.2819,4330.4026,1245.6584,1042.913,357.4147,57,1205.4252,786.5894,745.8715,989.107,400.7536,0,800.5001,857.6333,6616.7478,1,573.4338,2049.0243,3.6,1391.4744,506.2735,620.407,692.2428,388.9069,4352.0756,794.5161,3794.1655,1326.7131,8,0,6,25851.0518,0,0,0,0,62.41,0,0,0
3,4,128,4375,752,23.4,0,1169.6277,1909.6247,1165.2488,4414.2297,1291.8658,1327.2962,491.4249,48,2244.3173,1000.2133,1070.9508,1242.0911,586.022,0,1060.6478,1546.6719,6034.0958,1,697.6356,1886.7643,4.7,1725.8678,608.7153,777.0619,1012.8315,545.535,3555.79,980.0679,3347.9621,1530.7644,33,1,0,24405.0988,0,1,0,0,547.56,0,0,0
3,6,83,1922,436,28.1,0,922.4437,2068.2871,1003.8637,3708.5966,1240.2526,1108.1366,658.6066,71,1345.9621,862.9234,992.1568,1078.637,541.4607,0,814.5223,971.501,5712.3574,1,619.1987,2021.0443,1.2,1524.6302,555.7827,685.915,830.0002,392.814,3682.5877,775.986,3571.6279,1612.0776,14,0,8,23901.2088,0,1,0,0,789.61,0,0,0
1,0,51,1843,467,27.6,0,1100.5271,1610.8527,1200.5595,3259.8133,1221.786,1305.3453,521.5641,61,1296.354,1107.293,1183.6148,1238.3964,582.8973,0,1103.3306,927.9211,4948.1239,0,764.0751,1795.7031,2.9,1583.4326,644.2045,751.8625,949.5001,548.6524,3009.013,917.4036,2640.8784,1382.2208,27,0,9,20230.0378,0,1,0,0,761.76,0,1,0
2,8,83,0,85,14.4,0,781.6255,2130.4028,797.3428,4623.1401,1130.383,999.7189,404.6688,71,1208.1203,863.8334,745.2315,844.7507,380.5395,0,845.2801,926.8364,6432.5938,1,530.8834,1782.9093,2.9,1440.8745,496.3715,665.5948,667.2712,447.8731,3880.129,786.0858,4163.248,1274.7493,14,0,10,25728.0468,0,1,0,0,207.36,0,0,0
0,0,554,888,162,0.3,0,769.5542,1376.3193,773.7926,1903.6048,1117.9438,940.133,462.6788,46,512.0243,713.6368,730.6003,933.9795,597.8104,0,747.2992,411.7489,2888.2735,0,563.6085,1227.8811,1.4,1091.8781,476.0034,625.0261,674.8291,370.9851,2114.1896,841.8797,2056.5161,1018.6228,45,0,0,13677.2853,0,0,0,0,0.09,0,0,0
4,2,37,1507,388,29.2,0,1052.2356,1577.6648,1218.1195,3201.7747,1467.2429,1164.7189,615.8257,66,1148.8655,1000.8929,1168.121,1150.4331,910.9113,0,874.2853,760.182,4704.1425,0,688.1282,1710.4718,2.1,1408.0318,580.9011,755.9661,977.791,487.6112,3023.7435,898.8447,2667.749,1471.4674,52,0,4,19765.0455,0,1,0,0,852.64,0,0,0
0,0,546,1718,409,19.5,0,1154.6192,1688.9017,1162.3449,4383.3805,1283.8678,1352.7921,284.1073,93,1490.0859,1030.0341,1128.2315,1148.1709,541.6216,0,1075.1447,1283.6871,5954.2793,1,699.2971,1670.3964,3.6,1485.9586,655.8741,839.3462,958.1997,494.4427,2978.3254,898.738,3049.5031,1363.2297,6,0,10,22573.9747,0,0,1,2.3,380.25,0,0,0
2,0,554,2760,541,8.8,0,1132.7751,1662.8501,1112.3372,3644.2374,1400.7803,1302.9748,356.4433,53,1343.9082,965.1291,1103.5942,1145.7476,642.485,0,1074.8029,1294.374,5255.4219,1,657.8399,1729.408,2.4,1488.644,623.9822,776.1571,940.3571,504.5365,3212.9462,1050.868,2990.8291,1371.5951,46,0,8,21355.9318,1,1,0,0,77.44,0,0,0
9,7,546,2141,494,25.2,0,1190.375,1705.6992,1340.6263,4455.5908,1508.4023,1355.426,340.4586,40,1941.8323,1164.383,1173.9993,1161.7859,511.8117,0,1093.8584,1799.8163,6309.9232,1,792.7682,1803.4131,4.3,1521.8913,717.9323,879.0261,1099.3563,575.6959,3142.4459,1165.5399,2951.3989,1471.8129,70,0,8,23362.1753,0,1,0,0,635.04,0,0,0
0,1,113,2855,581,23.7,0,1040.6406,1630.2612,1115.1365,3083.8508,1419.5757,1256.1838,383.8143,91,1002.9521,1030.1169,1034.0159,1203.2586,597.914,0,1003.2512,764.1404,4789.5558,0,716.5742,1653.5482,1.3,1449.1411,607.6546,730.9303,929.3981,534.4684,2992.4431,917.2325,2795.9704,1418.2491,10,0,10,19813.0197,1,1,0,0,561.69,0,0,0
0,0,113,2521,467,8.8,0,927.5944,1882.7424,879.4327,3637.4026,1275.9255,1231.9196,434.344,54,1225.1944,812.4705,846.5398,1059.2121,560.2797,0,775.5774,1108.5535,5701.228,1,590.3864,1986.3739,2.5,1389.2645,593.4662,653.2664,810.727,420.0319,3804.3837,917.1872,3464.6234,1349.556,33,0,9,23215.5745,0,1,0,0,77.44,0,0,0
1,2,546,3249,856,5.8,0,1158.4565,2515.2526,1248.9822,5267.4323,1267.3735,1447.5343,576.8247,63,2052.3152,1100.6776,1192.8021,1480.0389,581.7541,0,1187.7772,1495.3657,7641.3531,1,783.1154,2517.2013,1.4,1924.4436,615.8875,785.7704,1005.3733,530.2498,5019.4075,964.8609,4554.0905,1714.6936,39,0,0,31153.8745,0,1,0,0,33.64,1,0,0
0,1,611,0,116,12.8,0,802.7634,2068.3272,808.9499,4825.1046,1126.2621,1007.579,371.5917,86,1494.525,752.5319,760.3201,973.9228,367.1337,0,774.3634,1407.202,6657.1699,1,525.3473,1821.9313,2.6,1529.2211,518.9808,663.9906,722.7983,407.2192,4205.3857,864.1846,4313.0438,1303.7965,57,0,9,26723.9801,0,1,0,0,163.84,0,0,0
0,0,546,0,50,26.8,0,827.3771,1885.9393,753.6043,3695.1866,1171.5346,989.959,406.1927,92,981.3572,741.3104,772.8266,915.6182,450.2898,0,775.9355,605.4642,5678.2897,0,550.0086,1943.5275,1.4,1417.6439,533.5447,616.7827,732.1169,417.8395,4017.3774,754.6534,3681.7912,1254.952,12,0,7,23574.7076,0,1,0,0,718.24,0,0,0
2,2,17,1255,302,25.4,1,777.1409,1928.1518,906.98,3125.8121,1168.5786,1036.4724,547.4614,84,875.923,836.7516,1073.0227,992.1737,509.7058,0,792.2073,680.1657,4682.0114,0,552.4021,1823.243,1.6,1478.4461,551.7478,659.5947,747.4242,382.2495,3412.0025,721.5371,3285.87,1417.7144,17,0,10,21153.2513,0,1,0,0,645.16,0,0,0
0,0,116,0,14,-1.3,1,720.8322,1873.6968,746.289,2972.0453,1242.031,1003.1603,354.1885,58,751.5497,738.6951,769.0868,900.555,424.5782,0,729.8653,511.4331,5011.0266,0,552.7703,1939.9845,1.6,1342.1071,508.2356,649.2754,667.9976,431.0817,3882.4279,841.2836,3654.9325,1219.464,53,0,6,21895.6847,0,0,0,0,1.69,0,0,0
0,1,113,1039,244,16.2,0,834.0877,1846.4245,778.8504,3702.3758,1269.7353,1077.9088,409.421,74,1092.8901,796.6801,797.8449,1003.2604,441.2982,0,776.5124,767.6074,6377.8285,1,565.0487,1901.9241,1.7,1362.4439,544.6043,639.7088,678.1404,396.6403,4008.725,825.587,3653.6379,1341.1307,15,0,1,24194.4904,0,1,0,0,262.44,0,0,0
0,2,17,1966,437,16.5,1,840.6789,1945.0103,868.7934,3638.9483,1134.146,1078.2072,445.2549,77,1050.7787,829.9696,757.5614,949.5252,369.5988,0,801.2814,744.6277,5572.128,1,519.2558,1716.4176,2,1357.0577,522.0739,670.6933,712.8057,391.8883,3638.8037,786.1365,3478.5428,1327.0418,27,0,9,22673.9502,1,1,0,0,272.25,0,0,0
0,0,83,720,115,6.5,0,866.9999,1909.5869,843.2387,3894.6453,1212.4712,1066.545,381.4748,74,974.0943,755.7889,760.6835,931.1594,389.2874,0,756.26,744.4522,6350.3917,1,538.2963,1972.9759,0.3,1386.2405,524.9937,643.7809,671.2724,422.1973,4162.6766,845.7422,3689.115,1337.9427,30,0,0,24703.5746,0,0,0,0,42.25,0,0,0
4,7,17,2885,636,17.2,1,1025.277,2256.1499,951.1659,5038.7023,1215.9913,1266.0325,386.8973,87,1826.0849,916.4362,867.1832,1258.411,524.3917,0,873.0195,1598.701,7067.2627,1,618.8999,2266.4619,2,1758.9228,585.3681,728.9645,909.4049,469.2993,4528.3917,928.1515,4163.8923,1448.4039,5,0,10,28528.1875,0,1,0,0,295.84,0,0,0
3,0,116,955,242,19.7,1,796.1856,1863.7775,793.0894,3565.5525,1183.1795,977.3707,405.5581,93,1097.6976,808.7658,806.7698,987.9913,435.9108,0,799.3031,712.2873,6095.0806,1,572.4614,1998.5963,1.6,1275.4772,524.7931,687.2027,676.1314,404.7388,3910.5351,837.7079,3611.2729,1348.5996,8,0,10,23668.8917,0,1,0,0,388.09,0,0,0
0,1,113,1627,372,26.2,0,1138.7436,1614.4554,1128.9835,3417.2173,1340.7385,1237.0416,489.5794,82,1000.842,974.496,1156.6499,1282.9535,672.8074,0,933.3944,1013.6008,4563.9683,0,725.7156,1634.4171,3.1,1483.6688,610.7076,765.9275,1013.0442,496.583,2969.2855,880.9652,2754.7058,1408.3769,16,0,10,19846.0951,0,1,0,0,686.44,0,0,0
2,6,37,0,115,12.5,0,754.3204,2058.4524,802.8972,4383.9703,1200.3659,984.4036,345.2369,74,1107.4759,747.894,714.2831,934.5695,396.7041,0,762.9007,879.0734,6449.544,1,565.4435,1822.9184,1,1363.7584,493.1623,606.0537,612.3591,395.8853,4083.2001,746.8339,4152.3166,1269.8858,65,0,0,25584.046,0,0,0,0,156.25,0,0,0
3,3,51,2942,619,26.7,0,1188.916,1698.2055,1255.0471,3543.6874,1362.6565,1286.0094,422.7196,84,1301.1027,1027.2785,1117.9808,1179.9701,483.1206,0,999.5654,922.2118,5118.0363,0,668.4982,1735.5115,6,1579.6546,612.6046,828.8324,935.4846,493.4197,3192.4773,894.5537,2877.7968,1378.7958,8,0,10,21124.1652,0,1,0,0,712.89,0,0,0
8,4,17,2328,514,13.6,1,1104.0912,1637.093,1160.4149,4911.8719,1334.4425,1247.6871,284.6079,55,1411.2839,1088.0527,1189.761,1199.3377,493.4154,0,1103.7251,1292.5009,6534.2614,1,763.702,1650.8234,4.6,1439.7567,590.5456,862.4378,1120.5706,488.5119,3141.8401,894.0187,2911.7434,1336.2413,45,0,7,23563.6312,0,1,0,0,184.96,0,0,0
1,1,83,3319,644,0.6,0,1071.2292,1829.2528,1000.2904,3661.179,1269.9778,1199.9794,488.8453,37,1897.818,969.0773,977.9363,1270.0481,515.1545,0,1048.8256,1166.3622,5210.5598,0,726.8277,1695.6336,2.3,1582.0333,603.2982,730.6409,961.6578,532.4897,3253.5608,1007.7286,3164.4993,1277.5881,38,1,10,21674.3067,0,0,0,0,0.36,0,0,0
0,0,554,2987,549,19.6,0,807.0212,1986.9029,997.147,3486.7034,1277.7794,1146.8901,951.1603,49,1443.7254,895.9485,1014.6893,1155.6162,741.0919,0,799.2473,931.4184,5538.2357,1,530.2434,2116.0937,2,1739.1695,613.0498,694.4803,875.1438,412.7519,3821.0861,834.213,3522.0055,1587.3471,38,0,1,23797.5439,0,1,0,0,384.16,0,1,0
1,3,17,4,552,12.7,1,819.3124,2289.8345,820.7866,5087.5384,1128.2791,996.0008,360.0639,73,1172.2859,748.5082,716.0252,978.0821,388.0555,0,753.7248,975.4532,6809.1377,1,504.3168,2013.2412,1.5,1486.2583,498.7965,587.3523,679.7161,363.9193,4466.3674,772.3975,4787.5864,1284.8113,31,0,0,28224.7752,0,1,0,0,161.29,0,0,0
11,6,128,3126,652,22.1,0,1113.9732,2320.6559,998.6959,4954.261,1345.5823,1243.4893,448.5182,55,2132.2476,936.8583,994.6171,1259.9872,511.6413,0,987.8197,1653.7813,7287.8986,1,726.2312,2208.643,1.9,1714.5925,636.0766,763.3091,926.0315,498.2216,4546.8864,951.7741,4169.6494,1480.2515,8,0,2,28682.8383,0,1,0,0,488.41,0,0,0
2,4,51,0,567,25.3,0,1176.9125,1610.6091,1262.7087,4593.254,1260.6099,1315.8123,420.955,37,1581.4379,1107.4164,1075.3067,1127.3687,633.1261,0,1088.3158,1501.5502,6479.5559,1,747.4161,1809.9877,3,1490.7202,676.0489,775.4632,1024.4091,503.0612,3178.9336,888.4873,2991.6656,1460.2085,39,0,1,23614.9346,0,1,0,0,640.09,0,0,0
1,3,611,0,34,-3.8,0,784.2699,1965.9697,779.4816,4290.2255,1207.1425,1012.252,379.5454,62,1227.3917,749.6995,748.456,900.1665,453.2723,0,780.3564,1050.8468,6692.6927,1,516.953,2072.9066,1.7,1429.9769,520.3886,624.6705,629.0441,370.6726,4264.7673,801.8186,3832.0512,1340.1211,38,0,7,25888.711,0,0,0,0,14.44,0,0,0
0,0,232,0,437,25.5,0,1123.0361,1755.6057,1126.062,3316.9923,1369.5022,1210.2535,625.7195,96,1269.7017,1106.0566,1171.4493,1234.8838,575.9123,0,1008.7293,773.9393,4730.0271,0,724.7001,1751.9617,2.7,1588.7767,586.5526,754.0273,989.8387,481.9312,3086.6451,966.7848,2781.4283,1334.2872,18,0,10,20345.7241,0,0,0,2.9,650.25,0,0,0
0,0,17,250,45,-0.1,1,702.6412,1816.4807,760.4864,2990.9041,1152.0054,953.5406,318.2462,51,644.6047,717.8303,751.8849,853.1615,384.942,0,694.3508,576.2097,4925.6825,0,481.2889,1847.5246,1.1,1214.6898,518.0243,627.5516,663.194,384.1292,3639.8678,798.7697,3595.3495,1208.1478,66,0,8,21238.6468,0,0,0,0,0.01,0,0,0
3,0,611,2777,509,25,0,909.0705,1826.003,866.0836,3146.2858,1308.9673,1211.328,367.9466,94,933.9637,858.9984,822.5905,1006.4311,521.9959,0,831.566,737.8209,5277.5254,0,642.5374,1915.4298,4.8,1448.2031,538.5219,699.3409,757.4901,397.6718,3754.4149,828.2622,3411.1229,1334.9709,13,0,10,22113.9558,0,1,0,0,625,0,0,0
3,0,611,3742,816,5.5,0,848.9619,1866.4271,963.2435,3392.9334,1347.1154,1197.1434,436.8389,82,1251.2035,909.8176,1024.1834,1116.4862,486.7316,0,913.5889,850.2026,4999.1883,0,671.5783,1865.9704,2.7,1416.4492,572.6958,746.7469,910.5365,482.3032,3572.865,883.2253,3352.3363,1305.3029,78,0,8,21771.4726,0,1,0,0,30.25,0,0,0
7,16,83,3167,918,29.7,0,1025.3975,2183.66,1115.3597,4588.6541,1302.8539,1217.3515,524.378,75,2498.1774,988.6035,975.2694,1159.2608,509.5629,0,965.6558,1493.9293,6467.5989,0,696.8956,2258.4764,2.4,1755.6147,590.4448,791.9157,961.9896,461.2747,4284.4668,900.7123,3897.491,1563.75,24,0,8,26999.7119,0,1,0,0,882.09,1,0,0
0,3,116,0,25,9.2,1,705.2418,1859.5883,776.1474,3503.9472,1128.8623,956.5364,364.5838,72,1120.1951,670.4275,774.979,893.4644,436.8441,0,746.4881,791.5401,5460.0731,1,506.0839,1940.3994,0.9,1308.8947,524.8994,552.7061,640.7699,394.9283,3693.6986,858.9015,3627.2659,1275.8921,58,0,0,22669.7593,0,0,0,0,84.64,0,0,0
4,2,232,2694,652,33.4,0,860.8584,2146.3437,1028.7915,3779.596,1357.6682,1183.553,836.0729,51,1683.6861,860.5798,1105.1546,1157.079,656.5919,0,788.0434,979.6343,5357.0034,0,677.5371,2097.7317,1.6,1749.0269,541.9774,802.3601,970.0922,491.7476,3856.614,846.2487,3523.2038,1426.0874,32,0,4,23935.6069,0,1,0,0,1115.56,0,0,0
3,2,611,3082,653,13.9,0,1100.2942,2362.4155,1118.6807,7948.9474,1445.661,1391.1997,517.8562,85,2943.4962,964.2775,1080.7172,1251.7993,477.0085,0,981.3704,2330.301,10793.565,1,686.4205,2343.0879,1.9,1721.6131,614.2471,815.4868,943.992,468.3037,4770.838,876.0383,4614.4764,1599.0603,32,0,0,36154.0036,0,1,0,0,193.21,0,0,0
2,0,51,2500,554,25.5,0,1287.4252,1603.8448,1184.4284,4541.8967,1487.1762,1338.6565,372.0413,50,1961.8054,1097.3271,1254.0656,1205.9492,588.1099,0,1002.943,1648.6446,6192.6055,1,763.9787,1810.6679,3,1622.9211,594.3729,817.7152,996.2493,502.8444,3327.4708,937.5523,2917.9626,1441.818,24,0,8,23459.1874,0,1,0,0,650.25,0,0,0
0,1,546,0,73,8.9,0,819.5081,1916.2436,826.0293,4188.7712,1251.7934,1130.9756,390.3031,76,1121.0321,767.4275,765.0729,923.355,369.6412,0,776.1488,1033.5452,6375.3269,1,560.0959,1849.2663,2.8,1381.8747,464.8328,588.4623,680.6912,358.4064,4127.5031,771.7034,3998.7081,1352.9906,31,0,0,25190.6845,0,1,0,0,79.21,0,0,0
0,0,113,0,0,-9.5,0,869.2496,2229.4594,942.7091,4240.3169,1213.0465,1085.5446,515.0963,51,1765.5334,860.8235,855.8351,1056.8326,539.8887,0,823.4288,1012.1064,6846.5966,0,582.8203,2101.4039,2.5,1645.7912,547.323,642.7011,785.9379,438.499,4602.8389,817.5231,4271.5151,1473.8883,14,0,0,27411.8103,0,0,0,0,90.25,0,0,0
0,0,611,0,48,23.2,0,797.8585,2135.7014,760.6162,4244.085,1168.1361,961.3319,319.1931,93,1044.1937,771.4925,760.5162,902.1823,386.5691,0,777.1398,772.3511,5825.0776,0,539.4273,1861.672,1,1400.5028,481.6366,635.9867,640.2441,416.852,4068.0219,700.2172,4254.6099,1311.8882,46,0,7,25101.5588,0,0,0,0,538.24,0,0,0
1,1,51,739,105,15.6,0,921.6021,1887.7175,813.0016,3819.9836,1224.3982,1026.7387,349.2786,88,962.0741,815.6165,715.7908,941.1977,422.7825,0,809.9907,782.2582,6247.1018,1,541.8377,1985.3578,1.9,1290.5347,516.5267,602.5873,673.5317,398.6691,3996.3477,857.7632,3705.1118,1448.0579,45,0,0,24380.2128,0,1,0,0,243.36,0,0,0
2,10,611,3401,701,31.2,0,1134.3109,1835.0161,1064.3373,3739.9167,1320.8744,1149.4462,677.8492,70,1734.3199,895.936,1031.4584,1083.7988,609.8271,0,980.1943,1216.9089,5067.6733,0,651.9171,1649.7465,3.7,1427.2768,565.83,757.6117,926.719,450.0355,3211.351,884.17,3025.4323,1446.0487,53,1,10,21402.4614,0,1,0,0,973.44,0,0,0
0,0,554,209,46,-0.6,0,744.6449,1884.1558,751.0333,3216.9336,1176.4329,964.5702,296.3804,60,863.3976,745.6715,755.8251,864.3095,452.294,0,744.5283,627.3535,5227.0438,0,526.6404,1744.4441,1.7,1235.5555,534.477,612.309,637.0803,385.3327,3536.0451,794.2662,3470.2078,1165.303,63,0,0,21479.6887,0,0,0,0,0.36,0,0,0
7,5,116,0,136,19.7,1,830.6908,1871.5625,809.965,4144.0968,1101.1301,1024.5411,381.1457,75,1258.1172,765.6615,780.2927,962.5153,335.8811,0,821.0166,911.0197,6248.7809,1,561.4154,1992.0894,1.1,1342.7238,505.012,651.8275,660.9053,415.7668,3895.7217,789.6749,3717.9077,1204.7213,24,0,1,24417.6041,0,1,0,0,388.09,0,0,0
4,1,554,2199,473,29.6,0,1159.8778,1689.4724,1290.8449,4639.5198,1423.2994,1455.9698,442.3688,31,1959.356,1136.8261,1247.3725,1228.6028,551.065,0,1113.9091,1824.1403,6272.5519,1,744.9312,1775.47,3,1629.0225,742.2472,812.6597,1119.374,577.6617,3147.7454,1070.9799,3027.1647,1402.3725,45,0,1,23583.3192,0,1,0,0,876.16,0,0,0
4,0,116,955,242,20.1,1,833.3871,1947.9887,792.8029,3347.0593,1275.0738,1052.1367,346.8866,88,960.7085,794.4279,778.1087,947.5684,424.9909,0,837.2541,657.4476,5733.6856,0,602.1584,1915.2167,0.9,1334.7359,538.272,694.2919,754.0752,359.5164,3966.7118,807.8524,3542.8777,1281.4975,22,0,0,23069.7732,0,0,0,0,404.01,0,0,0
0,0,232,0,55,25.3,0,753.8721,1949.2516,747.8002,3717.9592,1181.6717,991.5764,388.4938,82,1014.4494,770.8205,770.4032,918.603,475.3332,0,780.5469,687.6825,5738.4412,0,530.0332,1881.7057,0.9,1429.2064,500.3579,620.4195,674.6601,401.879,4111.5294,773.5615,3716.0176,1297.7344,22,0,6,23841.8455,0,0,0,0,640.09,0,0,0
0,0,232,416,85,-2.2,0,698.9761,1655.5987,735.9822,2469.1511,1183.6856,907.0188,314.2971,81,619.3514,680.5075,666.1195,824.9195,414.7436,0,734.231,549.6872,4174.7932,0,517.8935,1639.6134,2,1199.5701,534.7857,629.731,620.8738,438.3799,2932.8963,754.8039,3039.5463,1086.8994,52,0,9,18198.0685,0,0,0,0,4.84,0,0,0
5,7,37,1786,425,13.2,0,1058.3751,1669.7015,1234.7509,4448.0856,1452.294,1336.3241,360.1088,62,1392.0434,1040.017,1020.3099,1145.7269,611.3661,0,1096.1858,1386.2228,6499.0693,1,719.1921,1791.6318,2.8,1452.3454,627.7415,783.4059,955.4433,454.4398,3107.4054,922.2877,2967.1247,1475.9407,54,0,0,23411.3044,0,1,0,0,174.24,0,0,0
1,5,554,2905,553,23.5,0,1172.7343,1697.904,1199.022,4276.3443,1247.8077,1358.9763,395.8862,64,1809.8222,1102.1646,1187.4546,1195.1008,529.9385,0,1042.8864,1658.4457,5887.6438,1,714.4843,1772.1929,1.2,1584.3758,602.8212,763.5936,1031.0858,563.3513,3217.5953,849.6885,2969.5687,1554.7659,63,0,10,22960.3907,0,1,0,0,552.25,0,0,0
0,0,554,802,153,-3,0,788.5411,1910.8681,757.7729,3045.1178,1284.8339,1001.6389,349.6781,89,841.0196,744.2845,829.4197,901.5699,432.362,0,723.6205,489.3015,5245.6588,0,575.009,1999.9506,2,1191.7691,552.6337,666.7221,765.4669,425.155,3752.1761,864.4033,3426.0215,1218.9864,41,0,0,21790.5484,0,0,0,0,9,0,0,0
0,2,113,2032,467,24.5,0,1154.1819,1667.0528,1156.3541,4084.3739,1218.7143,1348.6421,581.6625,56,1528.1407,1124.5539,1121.2485,1179.8284,564.4271,0,1131.7963,1390.6631,5756.1791,1,703.0666,1889.2561,2,1366.4072,638.2864,720.72,1041.2511,518.52,3036.3943,974.4463,2925.4755,1444.0136,66,0,1,22169.1525,0,1,0,0,600.25,0,0,0
1,0,611,8,45,26,0,771.4246,2002.808,782.6947,3613.985,1265.9818,996.2182,366.5122,95,892.9733,749.3804,776.5266,992.3821,362.5792,0,794.8355,681.9869,5696.4798,0,532.6494,1933.4142,2.4,1327.0972,505.5739,630.4089,644.0051,428.2082,3873.977,769.1877,3810.4258,1294.5716,32,0,10,23552.7586,0,1,0,0,676,0,0,0
1,0,554,2797,516,17,0,942.3821,1876.4173,837.6431,3592.2369,1192.3822,1185.3353,424.3041,87,1251.6898,906.3624,899.9094,1070.9184,513.3499,0,897.1425,1060.4413,5802.6629,1,706.1079,1995.6551,2.7,1490.9232,606.6469,652.6194,823.3503,451.3055,3811.6677,829.3726,3398.8516,1379.7228,25,0,5,23348.1375,0,1,0,0,289,0,0,0
