"y","temp","rain","wind","wet","cloud","temp.sqr","sunny","semester","past_rent","X1_2","X2_3","X3_4","X4_5","X5_6","X6_7","X7_8","X8_9","X9_10","X10_11","X11_12","X12_13","X13_14","X14_15","X15_16","X16_17","X17_18","X18_19","X19_20","X20_21","X21_22","X23_24","m0","m10","m5","m20","m25","m30","m35","m45","m55","m60","m65","m70","f20","f25","f30","f45","f50","f60","f65","f70","bus_passenger","sub_passenger"
1,30.6,0,3.1,70,10,936.36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,399.6985,184.4763,1085.523,3403.9625,2834.631,1606.1936,1424.5816,1333.552,1071.4173,669.19,511.9914,1072.8907,4902.183,3079.2872,1835.0391,1329.0437,1069.9567,929.5053,629.4724,1458.4443,539,1991
2,29.7,0,3.9,76,10,882.09,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,435.2799,200.8978,1237.5033,3413.6586,2917.3682,1623.1787,1579.794,1292.0069,1053.3222,701.4314,497.6578,1009.6336,4982.4457,3120.3504,1847.0045,1270.2734,1065.7343,847.8262,602.0396,1360.0149,602,2293
7,30.9,0,3,74,8,954.81,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,546.9452,252.4359,1040.9186,3521.3865,2928.751,1657.9986,1519.6173,1324.845,1054.0612,703.0441,530.1909,895.8613,5010.4316,3149.9069,1764.7102,1202.6507,993.4796,819.0045,588.3199,1298.5859,712,2904
9,30.2,0,2.4,75,10,912.04,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,579.9169,267.6535,1121.0362,3569.4097,3188.512,1731.5131,1513.2228,1258.151,975.9168,706.4501,493.1416,918.3911,5353.4732,3240.0055,1698.0767,1123.4099,1058.6339,791.0531,596.3818,1339.6154,797,3771
9,29.6,0,3.7,78,10,876.16,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,566.8742,261.634,1255.0394,4160.4469,3655.228,1998.5361,1764.514,1349.8656,980.2179,722.3271,559.3853,957.6093,6180.5819,4005.7083,2170.2019,1202.3961,1063.7026,793.2984,591.5062,1307.1012,1025,4209
4,29.1,0,5,81,10,846.81,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,520.3938,240.1814,1406.4359,4523.4416,3949.2348,2123.3615,1737.0926,1313.452,1024.9075,681.6527,459.5468,895.8129,6537.0835,4240.163,2140.8237,1084.0081,1005.3278,771.6335,597.8722,1298.1676,875,2865
3,28.7,0,4.9,83,7,823.69,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,527.9599,243.6735,1375.3982,4512.5381,4064.6569,2151.5599,1801.2582,1324.9739,964.8752,704.1355,476.6203,874.0312,6617.1457,4270.4686,2134.8181,1027.5156,978.8012,744.9972,582.4172,1259.591,766,2997
2,27.7,0,3.8,87,10,767.29,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,524.8629,242.2442,1159.0887,4560.6981,4079.9725,2187.7192,1804.7559,1192.1131,958.4799,672.2372,464.2174,908.2067,6456.7551,4340.5851,2010.283,962.0246,948.8779,749.4394,614.6132,1256.8549,698,3394
4,26.9,0,3.7,92,10,723.61,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551.6236,254.595,965.2764,4286.6988,4051.4387,2080.8796,1682.3915,1117.0352,877.039,603.9023,456.2538,848.7865,6226.7456,4272.9839,1988.7983,909.7347,898.1103,720.9579,555.8795,1238.804,706,2935
3,27,0,2.7,89,10,729,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,384.7074,177.5571,794.6084,4056.2443,3890.3122,2002.6113,1475.4508,972.0197,797.4067,527.3644,415.5685,798.2433,5932.47,4108.5397,1904.5102,779.2354,753.7509,666.8318,519.9705,1198.5084,469,1656
3,27,0,2.8,88,9,729,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398.7812,184.0525,694.8459,3866.7926,3831.759,1950.6866,1440.7781,938.0428,794.6019,571.3802,407.0581,804.8691,5797.9621,4044.1653,1904.6883,760.8163,780.5353,659.5511,511.2135,1169.5469,331,702
1,27,0,3.5,86,10,729,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420.4205,194.0398,654.8372,3793.9253,3734.5093,1969.3195,1400.1989,931.3556,779.282,560.0235,434.5323,791.4556,5716.2438,3994.9411,1949.9736,789.7381,774.6983,646.3279,504.8589,1229.2201,190,0
2,25.8,1.7,4.3,91,10,665.64,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425.398,196.3372,623.3236,3657.2414,3767.4456,1940.6194,1390.0614,899.4752,789.2363,550.5591,424.2841,775.4136,5715.8901,3996.8708,1947.2873,746.5731,770.5131,635.0308,505.8911,1208.8968,90,0
0,25.2,0,3.9,91,10,635.04,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419.6534,193.6857,580.7631,3565.0346,3703.9032,1926.9121,1372.7165,941.6847,768.6168,543.0957,411.6671,777.3752,5701.7009,3978.0545,1959.0738,782.3229,770.1201,650.7524,502.5959,1241.5815,62,0
2,25.1,0,2.8,91,9,630.01,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445.5552,205.6408,542.2208,3469.9329,3657.2074,1888.9914,1358.2458,923.0221,753.8541,546.7024,439.0795,788.9155,5589.4554,3974.8183,1961.4075,795.6282,775.0703,652.1214,514.9568,1200.4317,37,14
0,25.1,0,2.5,91,10,630.01,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432.6555,199.6865,553.2918,3465.9217,3631.4591,1903.6459,1358.7047,901.6431,749.064,544.3885,420.3513,779.6546,5551.1799,3989.1953,1954.7351,806.636,797.3518,648.0289,516.7915,1254.0742,93,656
1,24.9,0,4.1,89,8,620.01,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427.2795,197.2058,538.2614,3426.5591,3530.324,1896.063,1371.045,946.317,809.3337,587.7936,436.5393,830.9319,5543.8166,3931.8315,1945.5877,823.3844,820.8146,662.7599,532.9136,1263.2723,262,973
3,24.9,0,2.9,89,8,620.01,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453.8414,209.465,731.5044,3312.8602,3411.5849,1899.2949,1426.7256,1103.3862,872.2997,596.8408,434.8554,872.8182,5385.101,3750.0575,1885.9705,875.8112,861.754,703.7158,559.9018,1339.4289,496,2643
4,25.1,0,3.3,88,10,630.01,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509.5356,235.1698,864.93,3166.3447,3040.6719,1680.0793,1447.2946,1254.3514,858.4021,652.3918,474.2783,915.3694,4859.8286,3253.1559,1716.1406,1085.5735,925.7722,742.3895,583.027,1452.1262,847,4695
1,25.2,0,2.3,87,10,635.04,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,611.5806,282.2674,920.3073,3292.7074,2813.6057,1587.7538,1493.5382,1254.743,908.5411,642.0506,533.022,951.6313,4574.6062,2983.4526,1622.178,1121.6026,959.3075,773.18,619.3946,1413.9475,615,2842
3,25.5,0,3.3,86,10,650.25,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,797.1945,367.9351,956.1647,3362.7746,2815.187,1619.564,1481.924,1240.6914,991.2524,701.2986,532.2915,974.3056,4618.3486,2954.4765,1724.7027,1173.4012,1009.5628,773.3789,606.2716,1463.172,416,1612
4,26.2,0,3.1,82,10,686.44,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,672.8074,310.5259,1013.6008,3417.2173,2754.7058,1614.4554,1483.6688,1237.0416,933.3944,725.7156,496.583,880.9652,4563.9683,2969.2855,1634.4171,1128.9835,974.496,765.9275,610.7076,1340.7385,372,1627
3,26.4,0,2,79,10,696.96,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,807.213,372.5591,978.8323,3453.4034,2738.3755,1623.0516,1514.2489,1285.4176,1032.1265,710.644,473.4522,907.9844,4758.8309,2994.5656,1679.937,1182.1864,1023.286,772.4208,573.8225,1317.7267,457,1881
4,26.6,0,2.8,80,10,707.56,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,659.4537,304.3625,1130.8478,3505.2091,2766.7809,1637.4361,1536.1417,1301.8282,1102.0065,688.0505,487.3017,950.9332,4766.0129,2957.6362,1750.4101,1209.0543,1030.0421,792.3382,597.3938,1416.4076,528,2077
3,27.3,0,2.8,78,10,745.29,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,770.618,355.6694,963.437,3454.4138,2828.2933,1635.5231,1508.796,1283.1474,1090.9812,667.3571,495.2687,962.2791,4759.1809,2967.655,1809.8049,1176.7743,1009.5577,789.6489,625.3882,1384.4541,541,2134
4,27,0,2.7,79,10,729,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,646.8345,298.5383,963.9789,3511.3159,2906.9109,1638.5655,1559.5339,1279.5926,1054.772,722.7414,519.9419,889.9645,4989.2571,2979.4553,1750.0881,1214.7953,1017.2549,811.1842,621.0326,1437.4373,592,2565
4,27.4,0,2.4,78,9,750.76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,584.6307,269.8291,1049.5861,3594.0122,2906.6058,1675.2272,1477.2442,1188.8858,1024.7825,665.3149,482.4015,839.844,4884.6208,3034.8557,1744.954,1253.1198,1032.8254,757.375,629.4438,1400.3853,727,3164
6,27.9,0,2.7,72,9,778.41,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,568.6009,262.4304,1126.6469,3845.6283,3090.63,1736.778,1617.8749,1171.5727,979.0088,628.2809,466.4106,849.1415,5411.2414,3333.6614,1820.608,1182.7237,982.788,753.292,591.3251,1314.2745,849,3952
9,27.8,0,2.2,73,9,772.84,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,532.7779,245.8969,1334.3623,4255.5499,3711.3231,2101.1098,1920.9264,1294.5442,1022.0047,666.0587,497.026,839.1825,6257.9361,4235.2982,2251.1183,1311.4304,1066.2922,793.234,640.412,1375.8156,1041,4585
11,27.3,0,3.1,79,7,745.29,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,502.4742,231.9107,1436.6515,4701.5258,4244.6703,2264.2253,1923.5389,1281.3411,956.5435,658.5627,464.8252,863.735,6698.1091,4711.8433,2346.0188,1178.0545,1062.6853,721.5495,596.3191,1381.1423,857,3189
7,26.4,0,3.2,83,7,696.96,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,520.6865,240.3166,1461.9795,4908.569,4618.4679,2384.5806,1873.7339,1322.7905,1022.1254,669.9886,441.7627,880.2148,7123.7913,4915.226,2373.1052,1131.2805,1094.1435,731.5276,612.7843,1441.8779,689,3244
9,25.8,0,2.4,84,9,665.64,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,489.9451,226.1283,1343.5344,4963.5858,4693.1879,2343.8129,1821.5672,1169.6347,953.875,644.8765,476.8809,800.242,7022.1957,4858.3845,2389.9273,1026.1423,946.4941,678.8462,602.7131,1373.4513,723,3649
2,25.3,0,2.8,84,8,640.09,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458.903,211.8009,1106.9296,4748.3561,4648.1498,2252.851,1761.5251,1040.8188,939.6508,588.8528,427.2035,791.1551,6676.8408,4698.2443,2289.2834,935.2155,916.913,691.6739,628.3889,1372.6949,813,3829
6,24.8,0,3,87,10,615.04,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,428.0411,197.5572,836.8165,4331.0535,4482.2926,2145.4734,1590.1874,1007.2239,826.8846,558.682,387.5826,764.3352,6200.8953,4597.0388,2011.7453,806.9656,808.2969,668.8471,531.9341,1238.2248,508,2595
3,24,0,3.4,93,10,576,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446.3484,206.0068,834.629,4267.8001,4395.8815,2149.6854,1516.5168,948.6338,838.0178,562.4202,391.2324,752.3582,6019.2746,4444.9897,1987.4904,777.4352,791.7935,662.3275,513.1418,1221.3208,569,0
0,24,0.1,1.8,94,10,576,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393.3069,181.5258,824.2793,4080.487,4218.5463,2111.2606,1442.9611,939.7153,802.6456,558.0047,397.7357,744.2618,5885.5081,4255.935,1943.8543,808.2137,764.9837,629.2301,515.8742,1263.8917,198,0
2,24.1,0,1.1,93,10,580.81,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421.0902,194.3488,749.0841,3902.6555,4104.0718,2035.8047,1402.829,900.9044,798.2303,547.4926,426.163,767.6269,5773.6742,4128.792,1908.1758,808.2563,769.3033,619.4802,519.0402,1231.2422,104,0
0,24.2,0,1.5,94,10,585.64,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428.7154,197.8685,743.4874,3841.3363,3993.6363,1973.7405,1385.373,903.1178,788.1563,553.1582,407.9982,751.2247,5595.1068,4097.3413,1911.7521,808.9067,731.7296,618.6873,525.0371,1239.6885,37,0
0,24.1,0,1.9,94,10,580.81,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418.3339,193.0768,667.8987,3737.278,3831.5963,1959.467,1334.2729,924.9097,797.2058,540.4344,427.6263,768.7302,5497.6167,4020.9145,1894.4312,806.538,752.7911,633.0154,528.2751,1207.3915,57,7
1,24,0,1.4,95,10,576,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419.2118,193.482,587.8593,3531.0497,3679.9768,1903.603,1386.1289,941.8916,781.6,569.039,422.6436,744.8995,5399.9059,3956.5208,1901.5448,756.8115,754.0607,598.1138,519.3795,1292.1043,135,699
0,24,0,1.5,94,10,576,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433.0909,199.8877,567.7144,3473.6313,3570.7494,1892.3679,1358.7791,936.0879,777.4101,544.6677,409.4827,733.0944,5228.6746,3875.0204,1887.9387,758.9022,731.7649,657.733,545.8642,1307.4239,172,693
0,24.1,0,2,94,10,580.81,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425.0261,196.1658,573.6351,3338.9462,3513.2201,1867.7817,1341.0356,959.4773,813.8155,534.9733,418.8536,833.7396,5090.9241,3833.7584,1860.8417,792.6649,754.6105,650.9267,549.2495,1299.4447,190,849
1,24.3,0,1,93,10,590.49,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443.7679,204.8157,557.7244,3283.4002,3397.6673,1824.2872,1297.6247,1003.6773,792.8491,553.8949,436.5701,787.0118,4870.0293,3731.864,1829.7065,824.6885,811.0163,676.5216,532.3273,1311.8485,350,1431
11,24.5,0,1.5,93,10,600.25,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,493.9474,227.9755,583.7669,3230.2954,3305.7877,1812.9251,1369.366,994.0221,807.5822,573.9759,450.9887,791.6791,4704.2949,3540.0382,1818.222,937.9576,837.3809,651.964,557.2933,1334.3795,371,1851
5,25.4,0,2.2,90,9,645.16,1,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,624.6619,288.305,650.0508,3242.2309,3236.738,1823.4801,1468.0144,1032.5609,850.3275,624.0162,459.012,868.0724,4655.9908,3498.2847,1838.4776,969.3283,883.3131,679.2614,600.9313,1319.8408,317,1731
5,26.6,0,1.8,85,9,707.56,1,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,634.8424,293.0043,764.2809,3340.3784,3255.1982,1835.2052,1546.6044,1143.1622,829.1805,631.6604,447.9751,862.5351,4673.0793,3459.4204,1904.1591,996.6841,964.6932,725.0464,558.8217,1300.5388,401,2044
2,27.7,0,0.9,80,9,767.29,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,773.9504,357.2075,791.0944,3565.3997,3328.8752,1947.6578,1584.1354,1201.687,886.0969,655.9323,450.5509,892.2698,4752.5551,3502.4514,1958.3149,1068.9638,989.9825,788.9831,566.6666,1362.923,486,2461
6,29,0,1.4,73,9,841,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,781.8582,360.8571,906.6144,3693.2655,3492.3635,1993.1753,1613.0285,1187.0195,859.4227,638.469,474.2232,886.1279,4964.0853,3670.4179,1954.4957,1033.7949,1004.2089,783.1028,578.5309,1300.6497,585,2668
3,30.5,0,1.9,69,7,930.25,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,832.471,384.2165,1130.5439,3837.1862,3496.182,2030.3772,1616.8484,1134.9482,855.7533,643.2263,471.416,885.8722,5142.9874,3853.985,2038.8934,1127.6246,1024.4029,758.1696,607.2419,1326.5027,623,2846
1,30.7,0,1.5,68,9,942.49,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,928.134,428.3688,1204.8671,3878.722,3630.2278,2190.436,1654.0524,1110.9492,871.706,641.4541,444.0946,877.686,5444.6324,3970.5302,2166.5304,1187.2913,1021.6101,761.7039,562.6983,1306.8046,595,3073
2,30.6,0,0.9,67,8,936.36,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,906.0644,418.183,1352.3816,4172.1645,3745.6808,2262.5905,1599.3131,1234.0612,858.4314,591.2408,476.7425,857.913,5647.2492,4122.4862,2019.9767,1115.137,941.3265,703.882,557.1287,1333.2858,712,3548
6,30.5,0,1,67,8,930.25,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,979.423,452.0405,1473.3443,4605.5082,3942.6692,2395.9805,1727.3606,1268.7581,900.0462,651.5825,457.5709,831.8672,6159.1378,4293.4135,2094.1448,1143.9971,945.7968,742.2943,566.5348,1254.1005,787,3790
4,30.3,0,2.2,70,3,918.09,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,714.5075,329.7723,1550.9615,5222.7778,4405.5916,2468.9032,1815.8969,1253.5658,936.838,632.9138,434.9873,796.107,6642.9701,4499.7701,2136.4935,1160.0275,966.4938,759.209,582.3725,1240.824,713,3197
4,29.6,0,2.2,71,4,876.16,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,790.0981,364.6601,1634.7199,5473.135,4765.8188,2578.6073,1902.094,1189.1808,921.7241,668.7324,447.0371,815.1147,7045.4526,4841.5372,2215.3905,1021.245,956.5627,706.9288,609.5764,1209.2651,624,3106
1,28.4,0,1.8,75,3,806.56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,655.8794,302.7131,1612.3722,5685.0225,5004.2765,2570.7272,1770.7621,1187.9476,907.3977,677.3466,458.4379,764.845,7284.9114,4873.8228,2236.0682,1100.7699,947.3213,759.1952,619.5626,1225.8954,585,3531
4,27.6,0,1.3,77,3,761.76,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,648.7717,299.4324,1378.2079,5669.1171,5104.4497,2554.9438,1740.4919,1110.6822,894.2011,656.4637,433.6958,798.8113,7243.4402,4963.2468,2244.3363,992.8919,863.921,690.8201,591.7517,1198.8473,683,3882
5,27.1,0,1.7,78,4,734.41,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,638.2331,294.5689,1175.3728,5347.7883,4967.1297,2476.2521,1665.099,1074.4529,872.5588,633.7147,398.6566,798.195,6687.9537,4756.8566,2227.1798,925.3642,863.1053,710.3787,578.4368,1222.2985,707,4130
2,26.6,0,1.8,78,1,707.56,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,414.5733,191.3411,900.725,4897.9613,4870.5043,2415.2224,1630.9881,996.8126,811.3088,523.9044,424.8259,763.7892,6325.0644,4494.6714,2108.4081,798.484,791.2564,666.8191,519.5751,1215.5201,514,2470
3,26.2,0,1.7,81,2,686.44,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421.9641,194.7524,885.956,4618.0405,4647.6041,2300.2775,1606.2703,960.0315,829.2767,546.3875,414.4636,760.2329,6181.5533,4266.4496,1985.6811,774.6387,768.4351,658.7817,499.3533,1148.7949,186,2
2,25.9,0,1,81,6,670.81,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433.1689,199.9238,779.2897,4345.0552,4357.4055,2123.3184,1516.0619,917.6542,819.2447,565.8762,414.4793,739.9907,6035.8894,4057.5283,1863.3398,740.9031,705.7669,647.2641,510.7079,1198.5322,54,0
2,25.6,0,0.5,81,3,655.36,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446.9578,206.2879,745.7591,4201.0763,4139.5069,2082.9946,1436.5043,909.1378,817.673,553.0179,409.8067,733.9945,5761.3902,3938.686,1816.9187,764.7336,712.8679,659.9329,512.253,1194.2319,39,0
0,25.3,0,0.9,85,2,640.09,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444.7601,205.2736,693.9326,3997.1351,3980.7529,1961.8769,1464.7148,918.8603,837.6014,547.6534,398.7953,738.298,5660.7133,3885.4138,1780.9806,736.1034,700.5595,648.2743,513.8247,1191.3152,28,0
1,25,0,0.8,86,2,625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458.2581,211.5035,670.8867,3858.6302,3815.3663,1939.2048,1414.069,930.6347,781.4546,549.6904,408.6134,736.009,5572.9808,3857.9022,1756.9495,757.7799,716.2221,636.1951,514.8556,1179.5261,46,17
0,24.8,0,0.5,87,6,615.04,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456.9061,210.8797,588.3607,3527.6533,3623.7123,1862.2029,1379.7357,909.6286,798.7606,547.5017,402.8382,704.8335,5434.5086,3789.4689,1754.6708,764.562,721.6597,647.333,512.9152,1232.1262,108,522
0,24.6,0,0.9,88,8,605.16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463.9033,214.1089,592.121,3387.4134,3576.3772,1849.3841,1375.1278,935.8313,785.1002,523.0487,390.0228,716.1446,5378.2847,3723.183,1721.6784,764.7412,723.4686,622.2071,526.7979,1246.2998,105,528
1,25.1,0,1.7,88,3,630.01,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459.0832,211.8843,558.7694,3314.9095,3494.3929,1817.2057,1359.1105,947.1657,754.9105,546.1803,388.7915,690.9753,5267.695,3625.6292,1708.4493,759.2008,732.48,618.965,513.7349,1222.5307,128,664
3,26.3,0,0.6,84,1,691.69,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473.3446,218.4662,543.7602,3249.6051,3377.0905,1793.5531,1344.6005,955.4702,765.8046,545.0748,392.2827,692.2191,5029.3199,3510.549,1738.0188,725.5109,748.4557,606.3483,502.1187,1194.412,211,1006
3,27.9,0,0.8,79,1,778.41,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,447.3151,206.4528,555.1915,3226.186,3197.3071,1768.0345,1354.9093,952.3458,820.1109,550.0049,391.6173,670.853,4808.7163,3387.244,1687.9541,824.5557,751.2094,636.7709,500.5282,1180.8316,272,1384
3,29.4,0,1,72,0,864.36,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,423.5784,195.4976,591.4103,3243.5499,3203.6933,1747.3358,1424.6863,939.3524,857.4296,547.5488,392.9142,708.091,4625.283,3367.2983,1749.4482,879.7067,779.4742,632.5867,495.1951,1279.5102,288,1422
0,30.8,0,1,69,4,948.64,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,527.8995,243.6455,697.6548,3153.8014,3278.6784,1706.4215,1439.4547,984.8772,873.7228,548.4449,405.1872,749.9438,4575.4714,3414.9677,1745.0932,892.1222,803.2904,686.1952,553.4317,1330.3229,288,1383
3,31.8,0,1.2,63,4,1011.24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,659.0956,304.1974,813.3522,3285.0428,3442.6572,1817.8438,1482.5106,1017.7457,821.9284,575.1081,394.444,829.6465,4676.1443,3459.9332,1842.9897,953.3589,815.6845,658.0763,580.8008,1303.8643,372,1727
1,32.3,0,0.7,63,5,1043.29,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,675.7124,311.8669,890.2564,3394.0459,3454.6154,1916.9536,1561.4317,1082.5828,888.8355,614.0949,406.3387,769.2811,4926.6548,3529.1441,1930.0524,983.5946,840.2583,669.9764,589.5618,1303.5728,467,1908
3,33.5,0,1.3,56,3,1122.25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,685.214,316.2524,1047.6741,3505.9295,3474.9759,1982.8576,1600.0023,1116.7299,916.1826,615.5953,450.9985,809.0975,5140.3119,3679.5968,1960.9673,1017.2211,878.5586,691.7489,622.6549,1367.8163,447,2077
8,34.4,0,1.9,50,2,1183.36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,718.2739,331.5107,1213.8747,3709.5904,3646.1937,2065.7881,1605.8267,1130.4889,855.1582,593.6555,411.5347,775.253,5189.4938,3793.6657,2038.9219,1066.193,841.2117,705.0409,663.2257,1313.047,477,2357
4,35,0,1.8,48,6,1225,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,805.8304,371.921,1329.7882,3824.1505,3830.8845,2082.7302,1647.3852,1137.4527,884.8345,599.0927,437.3799,865.1052,5320.4983,3901.4128,2092.4042,1021.5271,867.0561,711.9003,657.115,1293.4603,609,2631
