"y","station_dist","station_type","rain","cloud","temp.sqr","semester","past_rent","X1_2","X2_3","X3_4","X4_5","X7_8","X8_9","X9_10","X10_11","X12_13","X13_14","X14_15","X15_16","X16_17","X17_18","X18_19","X19_20","X20_21","X21_22","X22_23","m0","m10","m20","m25","m35","m55","f0","f10","f15","f20","f25","f30","f40","f55","f65","f70"
0,246,0,0,0,51.84,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1757.0379,1485.3519,1033.9685,855.0774,1093.7506,1229.2113,1884.853,1578.855,1526.2586,1131.018,988.7937,958.3814,1949.4952,1368.9664,730.4709,1643.8664
1,43,0,0,0,49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1004.696,518.6224,757.1889,888.9279,1166.9644,796.9535,890.9659,473.5826,663.2338,1002.515,1040.5408,968.4974,1057.1705,1056.3684,653.998,1232.5516
0,52,0,0,0,207.36,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553.6088,194.7474,493.1899,719.8256,746.0392,531.8821,437.6532,172.2888,252.5737,617.9717,974.841,914.1879,600.0927,568.3953,399.5337,889.3622
0,61,1,0,7,36,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506.2453,250.3316,415.4911,646.5507,698.7137,642.5436,450.616,218.668,291.102,495.1458,678.8758,840.1434,517.879,827.7129,452.6527,1052.0373
4,100,0,0,7,7.29,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,811.1251,379.4559,536.9262,690.9307,982.3247,763.4561,785.7133,341.2926,416.5395,598.6381,828.1241,763.5728,860.2239,857.4199,557.1659,1245.1461
0,611,0,0,3,445.21,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424.952,196.1315,4013.1772,3864.0931,1338.9187,756.0883,398.34,184.9878,1146.0893,6392.7058,4070.9498,1987.6387,764.7246,628.3561,508.0797,1133.9898
5,283,0,0,8,3.24,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,340.352,142.4478,2248.111,1538.8304,957.3233,685.2435,299.1249,146.5551,666.6763,2630.5715,1350.8637,991.2255,774.1613,602.0735,426.0467,884.7567
1,52,0,0,0,129.96,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2077.5515,1756.3061,899.6031,784.4538,960.2227,932.6959,2397.4065,2008.198,1444.0281,1010.1154,902.3867,861.0494,1707.3328,1365.6905,787.4839,1814.8585
9,69,1,0,9,610.09,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,518.704,316.339,1169.0747,1235.4397,1231.1706,899.5181,465.1155,269.0378,678.8561,1466.1314,1652.5892,1279.2358,1044.3276,1170.4072,640.5569,1390.0691
0,332,0,0,0,10.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1690.4156,1429.0312,919.8952,767.4233,997.3617,1139.5886,1684.4334,1410.9732,1353.5055,1027.7209,855.6447,896.0981,1738.2258,1484.379,827.1495,1873.9274
0,34,0,0,6,213.16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421.7011,176.4947,1321.703,1404.2851,957.2381,482.0771,301.8372,147.8843,455.6451,1804.9131,1392.4414,1016.1724,627.1826,539.0581,353.5656,800.1012
0,225,0,0,10,43.56,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,731.1473,397.6651,894.1061,1018.6274,1190.5697,873.698,1001.8293,523.6431,534.9426,984.8874,1079.6518,1216.7946,1152.4518,1205.6279,722.6952,1551.1935
1,611,0,0,0,23.04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406.9005,187.7999,3842.5711,3622.6055,1376.7824,825.7146,407.6861,189.3283,1090.4647,6237.5449,4024.6385,1958.0905,793.0011,682.7647,542.1695,1253.0139
0,92,1,0,8,585.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,759.3894,354.1253,685.8176,979.3886,969.559,767.8702,697.5796,344.8699,407.4855,870.4422,1250.0116,1070.5302,868.3664,897.4194,582.5808,1442.0108
0,70,1,0,7,1.44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,750.3444,387.3264,516.9227,729.3166,982.2086,689.8728,772.2449,410.478,516.8058,715.0588,763.0553,756.9428,871.2519,924.5814,581.0168,1275.0082
0,248,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,777.0005,363.4919,551.0081,699.3707,880.0369,801.4407,842.7146,366.0522,441.3232,680.3071,809.2081,878.6572,771.7079,845.6848,552.8228,1165.2661
5,52,0,0,2,846.81,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1318.606,1114.7137,856.5934,829.3376,1132.2107,1231.5424,1512.8619,1267.2546,1304.5819,978.37,936.1284,920.0115,1705.1169,1311.4694,806.542,1638.5588
0,428,0,0,0,156.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499.3051,208.9748,1380.1963,1444.5623,995.1823,584.4895,331.9301,162.6277,495.799,1638.4051,1381.4303,914.1238,594.7191,519.3869,353.9307,804.0817
4,92,0,0,5,571.21,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1161.1565,543.2058,462.3215,599.3169,622.4837,607.5956,1005.6858,436.8423,450.5464,480.5057,557.1226,584.5393,645.3742,698.3556,499.9172,1102.7598
0,100,0,0,9,17.64,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,823.6187,385.3003,621.2926,900.0657,1098.0583,736.7839,675.5398,293.4359,479.2326,795.4981,1000.9243,1004.244,950.5248,970.286,650.6249,1374.8686
1,86,0,0,9,334.89,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,853.477,284.4923,890.0493,804.3035,683.9128,507.212,1710.1839,611.4614,995.3445,1059.6952,918.8738,731.0475,637.635,667.9418,438.2117,854.1838
6,23,1,0,9,316.84,1,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,514.8062,215.4623,1127.1567,1401.4102,918.7989,571.3725,532.8041,261.0457,437.3591,1431.0948,1186.2536,872.1698,606.3004,568.6839,394.2433,947.2887
2,405,0,0,2,349.69,1,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1151.1288,538.5145,596.3917,838.6992,910.0482,664.5115,1066.932,463.4462,549.5707,734.9399,876.1182,869.2576,937.4894,883.0218,565.6666,1376.3337
6,52,0,0,3,789.61,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,577.6706,203.2119,417.5889,635.2914,693.4884,561.2496,380.5645,149.815,215.2896,442.576,712.9292,641.7741,504.9657,617.3219,412.9588,939.9786
1,52,0,0,10,0.49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1554.0707,1313.7692,936.8709,814.1951,978.9833,1212.6663,1796.768,1505.0704,1250.3896,1086.4082,1015.1922,980.8186,1871.2541,1381.6272,848.1608,1897.2737
2,21,1,0,6,533.61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465.3813,155.1271,614.7405,796.8672,761.2538,423.948,353.6185,126.4333,273.7103,716.9468,1003.2055,910.5345,572.87,550.5371,288.4781,735.3816
1,80,0,0,0,72.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612.084,256.1759,1227.6766,1363.0645,1013.2002,650.4167,346.0907,169.5661,541.9733,1708.1561,1498.419,989.3901,727.9252,611.3604,391.5186,1031.038
1,57,0,9.5,10,225,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541.1725,330.0413,1281.2255,1426.2147,1123.5414,927.5082,469.9636,271.8425,748.369,1606.2708,1769.4556,1271.6638,963.4116,1044.8064,571.0543,1297.8702
0,92,0,0,9,282.24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,880.4065,411.8668,634.1302,864.8638,1060.7502,786.7707,786.7512,341.7432,519.4729,726.8516,1008.2837,1013.3307,1014.9077,945.1345,611.3311,1306.7722
0,52,0,0,2,21.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1454.1977,1229.3392,992.4912,846.756,1023.4738,1280.0051,1721.6148,1442.118,1502.6122,1253.9672,914.0416,850.3929,1716.6025,1325.3404,646.9213,1459.9532
9,33,0,0,0,259.21,1,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949.2141,489.9823,768.5089,990.1708,1265.0548,924.326,1032.8245,548.9862,760.726,960.7516,987.0807,977.3265,1041.3029,1127.9089,617.1754,1435.3022
0,41,0,0,9,524.41,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,696.6653,340.1554,794.6847,1090.8974,1151.405,1162.7708,799.007,370.5179,582.7272,901.1037,1113.1283,1174.0614,902.033,1318.3213,848.5087,2091.5291
0,23,1,0,9,712.89,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352.328,147.4601,1143.7908,1407.0175,992.7805,575.7178,293.7956,143.9441,385.4075,1616.2881,1470.9183,1041.4307,591.8667,518.2167,410.4072,873.1625
0,69,1,0,10,0.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565.1356,344.656,1079.7704,1341.7922,1288.4943,944.068,534.1548,308.9728,612.0275,1404.3184,1765.1129,1360.1166,978.5558,1066.0531,611.5959,1444.6022
1,48,0,0,7,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1760.8893,1488.6079,980.7228,872.3969,1024.4448,1204.3032,2014.137,1687.1503,1737.2954,1157.2817,953.962,819.9338,2080.9881,1326.7062,686.6347,1446.6886
0,475,0,0,0,96.04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,841.5621,393.6949,625.1061,798.2846,1059.7892,702.6921,679.3729,295.1012,459.1766,711.3344,968.0422,1033.4653,977.5027,911.747,611.5616,1383.2407
7,67,0,0,9,265.69,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,371.74,155.9851,1045.708,1086.5778,1051.2286,960.8573,434.541,212.4997,419.6298,1378.0404,1306.3529,1037.0991,899.5533,979.5489,643.493,1378.3014
5,405,0,0,8,184.96,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,995.5718,465.743,572.5639,730.6062,871.4089,746.1026,916.17,397.9593,489.2446,673.8922,819.7554,878.9251,824.5569,854.1771,545.0044,1287.792
0,41,0,2.9,10,151.29,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,707.7433,345.5643,817.4157,1000.3517,1118.5001,1006.6592,855.0628,396.5122,569.1755,806.044,1089.016,1141.2315,933.6028,1308.0488,813.1954,1971.4387
0,90,0,0,10,50.41,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293.0482,122.6496,1429.8644,1418.9833,921.696,553.8371,211.2668,103.5092,569.2838,1757.3286,1364.523,926.448,688.8376,594.2917,350.7564,895.715
2,90,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,410.5238,171.8171,902.5075,1281.0322,897.7953,672.6942,330.979,162.1617,300.3496,1171.959,1170.5923,858.4831,661.3319,632.9021,424.3089,1039.3408
0,220,1,0,7,400,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373.0619,156.1379,1306.635,1493.5508,924.5669,540.2957,355.3454,174.0999,549.1303,1716.4617,1464.6019,1043.9477,596.8832,540.5955,360.0651,855.4719
0,73,0,0,0,59.29,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,523.6851,184.221,380.4291,590.216,642.0674,635.7002,356.2378,140.2383,174.3511,412.8893,574.2087,614.7508,552.8615,553.2386,368.2165,766.2373
0,405,0,0,0,302.76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,928.117,434.1864,642.0165,848.7871,1025.4019,759.5797,893.0405,387.9125,524.3721,664.0929,1020.7508,989.334,1023.0048,1023.0605,636.5738,1329.5135
4,23,1,0,10,201.64,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,287.2452,120.2211,2773.031,1649.2053,989.8804,761.7869,357.9671,175.3849,872.0751,3049.2174,1342.5385,963.0456,744.1154,619.8814,385.3173,1178.1285
0,246,0,0,4,361,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1799.3325,1521.1065,832.2606,764.4592,972.4106,1020.9018,2083.48,1745.2353,1558.2403,962.0607,914.3851,856.1737,1559.4293,1405.7392,826.1699,1808.3826
4,115,0,0,6,84.64,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,553.5756,232.2842,1155.6023,1311.1688,1181.5817,1238.6745,421.7,206.2203,554.9062,1653.8063,1533.2883,1263.3855,982.404,1085.086,625.5033,1458.2222
1,91,0,0,9,858.49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,604.9429,334.4242,554.4065,602.1694,656.7202,662.8207,767.8916,445.79,594.604,628.1962,646.4153,561.7483,773.3941,735.5209,611.4045,1481.3083
11,38,1,0,4,479.61,1,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,661.7806,365.845,471.4056,718.7976,825.7626,814.4971,865.2695,502.3219,654.1413,756.4115,832.7645,757.9842,942.1178,933.5198,640.2463,1395.8326
1,109,0,0,7,852.64,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,421.3249,208.3399,397.6064,456.3665,532.2615,540.1415,439.546,213.2965,240.1463,364.3338,417.3968,567.8832,454.8034,721.132,465.6677,1169.5984
0,554,0,0,5,187.69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378.7329,174.7995,3817.5572,3756.3919,1362.4488,803.7488,401.7607,186.5766,1134.4352,6185.6762,3917.5408,1947.042,792.2641,660.0723,542.6054,1287.2624
2,33,0,0,5,2.25,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,961.8911,496.5266,718.3165,943.2577,1016.3362,596.1679,962.1968,511.4446,703.9417,1020.4626,1070.6871,1030.8299,988.9209,1032.9501,652.0927,1175.0018
0,225,0,1.3,10,707.56,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,933.08,507.4948,1021.7085,1151.6106,1280.9788,1051.1648,1214.5895,634.8502,626.6609,965.662,1109.466,1133.2877,1322.1291,1196.0679,812.1994,1843.2585
5,611,0,0,7,778.41,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,590.1678,272.3847,3469.7732,2904.4072,1564.1334,1054.4595,644.4917,299.2999,1679.7548,5236.2588,3223.7732,1827.62,1037.1432,1064.718,604.1332,1186.6323
4,48,0,0,4,745.29,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2114.2763,1787.3517,994.6111,892.4462,983.7808,956.8775,2446.6124,2049.4152,1644.6618,1085.4648,996.0799,905.6094,1640.369,1298.1092,719.6536,1562.2976
2,76,1,0,6,5.29,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,545.6908,228.976,1083.9838,995.2736,979.8034,901.6142,403.6835,197.4099,688.1837,1559.8615,1177.0801,943.3828,913.7579,938.3971,654.7117,1550.4702
0,128,0,0,9,11.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,432.8086,199.7576,3114.3975,3725.3647,1490.658,797.9514,338.7766,157.327,774.0226,5027.4396,3649.939,1910.2116,886.2639,821.953,533.4266,1162.8
0,83,0,0,0,4.84,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,470.3146,196.8416,956.9825,1412.241,1029.748,698.9223,337.7047,165.4572,364.5923,1439.8501,1385.2295,1025.9016,664.6658,621.3411,393.819,1040.2105
1,41,0,0,4,216.09,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2018.257,1706.1794,869.4459,810.5836,990.2684,984.721,2103.5212,1762.0234,1395.7367,1037.318,991.985,881.7757,1654.474,1241.0798,839.2175,2026.8661
1,10,0,0,10,148.84,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,544.2256,181.4086,758.6611,839.7719,756.3008,549.6493,1003.9753,358.9625,540.4782,1001.8142,925.8081,815.6898,665.6429,672.4896,447.0832,1064.6017
2,183,0,0,8,136.89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,925.9302,477.9636,764.5248,891.6031,1092.5441,808.0321,787.6835,418.6846,768.2028,963.8562,961.7703,869.9538,1012.2439,1002.3755,582.1813,1263.9355
0,41,0,0,9,936.36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,639.552,312.2693,689.4987,888.4154,1035.5924,1103.8317,760.6584,352.7348,476.7047,693.435,882.0936,886.7233,778.7689,1164.3361,816.3052,2117.8199
1,128,0,0,0,12.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,466.686,215.3931,3794.9402,3241.8614,1736.039,1087.1334,465.4659,216.1609,2340.2224,5521.0297,3323.7523,1872.2177,1030.9993,948.3005,610.2121,1325.1001
0,82,0,0,10,655.36,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,705.2513,389.8768,579.6253,614.908,697.6623,654.6236,859.5321,498.9912,757.102,646.7771,711.1606,616.2462,884.0463,770.6409,562.0392,1331.8579
0,37,1,0,2,0.81,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,980.062,533.0478,1034.7191,1093.5471,1373.7496,1054.1922,1227.5997,641.6507,1024.3062,1163.9176,1241.0027,1252.2386,1284.4183,1265.6132,768.4999,1633.7593
2,115,0,0,4,1267.36,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1035.6991,434.587,1449.6704,1367.1123,1331.3244,968.506,785.1358,383.9481,789.7769,1850.3816,1632.8974,1262.3118,1216.0335,1009.6376,570.271,1502.1221
6,37,1,0,5,384.16,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1227.75,667.7634,1102.651,1329.5005,1343.4157,1237.3274,1837.322,960.3443,1327.016,1203.096,1382.4469,1169.4294,1395.5941,1330.0299,726.6769,1915.9926
1,118,0,0,10,67.24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461.0283,192.9546,1137.6646,1401.325,954.6039,518.1559,265.9357,130.2943,463.4744,1715.1744,1428.5454,970.3741,583.4751,536.1002,330.2918,843.156
0,405,0,0,8,118.81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,920.282,430.5212,596.032,824.207,1017.0887,769.9749,758.33,329.3981,541.2326,657.8196,921.4648,925.6775,976.1514,1040.4195,645.6403,1352.0419
3,29,1,0,2,187.69,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467.1659,164.339,471.1795,788.3806,837.5423,594.3621,468.9684,184.6167,243.1391,656.076,1038.5958,897.8461,638.159,627.2477,374.733,834.0186
0,42,0,0,9,542.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393.4088,164.6539,1081.8685,1448.3715,960.5695,566.3646,352.4157,172.665,288.8034,1554.3121,1402.0708,967.3668,570.1387,521.5662,369.631,825.2713
0,283,0,1.1,10,650.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427.9678,179.1181,1057.0195,1438.2209,918.0557,564.0693,297.5616,145.789,322.5751,1505.3092,1398.9829,958.0803,557.5423,510.186,362.6702,839.7651
2,475,0,0,7,50.41,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,942.618,440.9705,441.9237,458.7924,691.2042,617.5904,836.2823,363.2579,467.7088,393.5481,564.2669,614.5277,660.8647,744.2437,511.8448,1239.1952
0,86,0,0,9,571.21,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347.1203,115.7068,485.3037,767.0378,701.4461,371.7684,366.9925,131.2148,220.0245,698.6559,971.7855,901.6418,528.6243,445.8632,302.3794,786.6221
2,37,0,0,2,49,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,640.3871,295.563,3990.9805,2883.8657,1512.6429,953.1299,513.2824,238.3668,1277.3873,5693.3419,3116.8698,1721.2606,1184.8959,993.1054,560.1266,1394.7513
0,475,0,0,4,488.41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,912.8506,427.0448,631.195,826.6339,1032.6209,797.8437,852.1173,370.1365,502.033,710.2731,1079.7491,1023.7863,1033.982,1052.3004,637.5695,1308.8493
0,221,0,0,0,1.44,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634.7229,223.2816,493.1694,806.5113,849.0252,599.1311,478.5984,188.4075,266.8641,666.163,1026.6107,989.6779,542.1932,611.5144,401.9786,873.8166
0,109,0,0,3,691.69,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453.1643,224.0837,475.5975,710.7216,741.0882,652.0941,521.0577,252.851,303.459,494.0477,662.7795,735.3879,506.0838,736.7944,517.3321,1194.9038
0,116,1,0,0,16.81,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441.9656,203.984,3564.5632,3592.8708,1292.1791,730.6757,325.9741,151.3815,1112.8724,5667.6685,3762.6532,1876.2485,747.024,669.2996,516.3007,1278.5196
1,52,0,1.4,10,595.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1461.6869,1235.6701,810.5246,713.4321,980.4009,1181.0927,1690.6364,1416.1685,1291.3146,985.683,929.2861,835.7152,1901.7064,1396.8334,734.6335,1597.9526
0,10,0,0,7,37.21,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,479.0644,159.6881,706.6318,764.723,687.536,611.5564,1245.0946,445.1728,545.5396,864.8605,970.2973,761.0359,634.2379,584.9114,412.2385,919.2346
0,428,0,0,0,12.25,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,408.7289,171.0659,1040.5392,1417.8975,982.9804,657.4796,340.8276,166.9871,298.5698,1495.7783,1392.568,993.2754,655.0822,646.2332,372.8384,1011.5403
0,160,0,0,8,650.25,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,874.229,451.2756,826.2734,884.6282,1093.2408,845.0971,825.5781,438.8271,770.8223,790.3394,837.6294,806.2714,923.2561,1028.3443,577.7971,1326.2523
1,88,0,0,6,12.96,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,463.39,154.4632,585.7085,819.9668,681.4397,559.8384,375.0315,134.0894,360.1723,904.6097,994.1611,892.1273,613.341,577.2915,413.1491,845.1367
0,554,0,0,2,22.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,421.332,194.4606,3338.0391,3707.9768,1682.5005,854.5453,431.4663,200.3717,1017.212,5367.3334,3939.7501,2063.589,901.1291,873.4491,633.5937,1194.7492
1,69,0,0,0,151.29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,584.0374,244.4375,1330.6669,1409.7652,1032.1975,617.8423,331.1738,162.2571,573.569,1766.5691,1456.822,988.8352,672.7837,544.51,355.9488,950.4287
1,85,0,0,0,46.24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,570.9075,265.8777,890.2659,1190.855,1122.756,880.3194,608.5386,324.125,546.4748,988.4332,1267.2903,1156.9255,1069.0452,1031.0869,573.7718,1440.9635
2,48,0,0,0,262.44,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1636.9471,1383.8308,931.6124,904.173,1067.5396,1217.2321,1934.2493,1620.2327,1779.8776,1152.6816,987.5428,828.6813,1980.8975,1382.1454,701.0126,1535.2636
4,34,0,0,9,524.41,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,509.5181,213.2493,883.2239,1165.3961,1004.2867,608.8172,365.5709,179.1097,289.096,1085.8872,1102.652,865.6806,606.8768,555.6764,372.606,995.2808
2,57,0,0,4,718.24,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466.3236,284.3942,992.7268,1231.3341,1063.0512,927.9583,471.5129,272.7385,550.4273,1086.3518,1526.5969,1106.6399,902.6908,1042.1676,593.104,1352.2336
3,17,1,0,9,645.16,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,707.1145,326.3597,4433.2041,2900.3712,1452.1103,1061.2458,414.3501,192.4229,1791.1328,6122.5111,3102.969,1765.1173,1275.6888,931.6517,647.2761,1378.2824
2,232,0,0,10,81,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,526.2344,242.8771,4005.9115,3096.7149,1581.1142,1024.2762,435.0309,202.0269,1966.6305,5390.9941,3369.2862,1711.3687,1060.0557,1025.9052,581.5714,1312.2259
0,60,0,0,2,620.01,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1418.3424,472.7808,914.8501,876.89,759.182,604.6953,2136.7747,763.9851,1008.3452,1159.3188,987.2794,847.4674,775.2635,702.6645,486.6293,1276.8127
4,36,0,0,6,146.41,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,513.9569,313.4439,890.1109,1148.7284,1149.6323,918.1152,434.3905,251.2657,617.2631,1078.9712,1363.6867,1164.291,991.7144,1125.2871,628.66,1342.2953
5,118,0,0,1,33.64,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,371.4101,155.4466,1019.7259,1441.9919,942.7024,685.245,284.3443,139.3136,297.5744,1218.646,1313.9211,917.5784,646.2514,603.9194,388.9472,1044.8711
0,220,1,0,0,42.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466.6747,195.3176,967.126,1244.3252,986.6724,529.4013,304.4522,149.1652,317.924,1299.5738,1215.9023,923.4252,615.8128,598.5226,309.7487,868.3648
8,10,0,0,3,104.04,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768.0763,357.7008,916.9638,1340.4536,1184.6243,788.1469,631.0988,336.1416,1027.5485,1244.7918,1631.4045,1464.0316,1108.7922,1046.4459,538.5051,1406.6473
3,160,0,0,7,823.69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1097.5834,566.5709,897.9301,723.835,796.3035,553.5854,1077.609,572.7913,731.3206,789.874,703.6281,740.264,821.1952,922.9738,552.8399,1468.1175
